Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount
Department for Transport,Department for Transport,21/04/2010,Capital Grants to Local Authorities,Regional & Local Transport,NORTH LINCOLNSHIRE DC,2000001537,527000
Department for Transport,Department for Transport,21/04/2010,Capital Grants to Local Authorities,Regional & Local Transport,PORTSMOUTH CITY COUNCIL,2000001538,229500
Department for Transport,Department for Transport,21/04/2010,Capital Grants to Local Authorities,Regional & Local Transport,REDCAR & CLEVELAND BC,2000001539,118500
Department for Transport,Department for Transport,21/04/2010,Capital Grants to Local Authorities,Regional & Local Transport,SOUTH TYNESIDE MBC,2000001540,450750
Department for Transport,Department for Transport,21/04/2010,Capital Grants to Local Authorities,Regional & Local Transport,TELFORD & WREKIN DC,2000001541,176250
Department for Transport,Department for Transport,21/04/2010,Capital Grants to Local Authorities,Regional & Local Transport,WARWICKSHIRE CC,2000001542,488000
Department for Transport,Department for Transport,21/04/2010,Capital Grants to Local Authorities,Regional & Local Transport,WORCESTERSHIRE COUNTY COUNCIL,2000001543,444250
Department for Transport,Department for Transport,21/04/2010,Capital Grants to Local Authorities,Regional & Local Transport,CORNWALL COUNTY COUNCIL,2000001544,836750
Department for Transport,Department for Transport,21/04/2010,Capital Grants to Local Authorities,Regional & Local Transport,MEDWAY COUNCIL,2000001545,291250
Department for Transport,Department for Transport,21/04/2010,Capital Grants to Local Authorities,Regional & Local Transport,SOUTHAMPTON CITY COUNCIL,2000001546,261500
Department for Transport,Department for Transport,21/04/2010,Capital Grants to Local Authorities,Regional & Local Transport,EAST SUSSEX COUNTY COUNCIL,2000001547,461500
Department for Transport,Department for Transport,21/04/2010,Capital Grants to Local Authorities,Regional & Local Transport,MANCHESTER CITY COUNCIL,2000001548,1183250
Department for Transport,Department for Transport,21/04/2010,Capital Grants to Local Authorities,Regional & Local Transport,SUFFOLK COUNTY COUNCIL,2000001549,562250
Department for Transport,Department for Transport,21/04/2010,Research,Regional & Local Transport,ATKINS LTD (MANAGEMENT CONSULTANTS),2000001553,15141
Department for Transport,Department for Transport,21/04/2010,Management Consultancy,Major Projects,CITIGROUP GLOBAL MARKETS LIMITED,2000001554,705000
Department for Transport,Department for Transport,21/04/2010,Other Comms Charges,Accident Investigating Branches,COLUMBUS TELECOM LTD,2000001555,557.66
Department for Transport,Department for Transport,21/04/2010,Computer equipment,Regional & Local Transport,DELL CORPORATION LTD,2000001556,2340.6
Department for Transport,Department for Transport,21/04/2010,Service Charge - Software Licences,Transport Security,EQUANET,2000001557,501.74
Department for Transport,Department for Transport,21/04/2010,Traffic Survey & Counting Equipment,Regional & Local Transport,AECOM LIMITED,2000001558,52273
Department for Transport,Department for Transport,21/04/2010,Graphic Print,Regional & Local Transport,FOLIO CREATIVE COMMUNICATION LTD,2000001560,1280
Department for Transport,Department for Transport,21/04/2010,Support Services,Aviation,MOD DGFM SSC,2000001563,31551.2
Department for Transport,Department for Transport,21/04/2010,Research,London and Road Demand Management,TRAFFICMASTER PLC,2000001564,32992.2
Department for Transport,Department for Transport,21/04/2010,Research,Road & Vehicle Safety & Standards,TRANSPORT RESEARCH LABORATORY,2000001565,4130.41
Department for Transport,Department for Transport,21/04/2010,Telephone charges,INE Group ,BT PAYMENT SERVICES LTD,2000001566,11.13
Department for Transport,Department for Transport,21/04/2010,Telephone Line Rental,INE Group ,BT PAYMENT SERVICES LTD,2000001566,434.2
Department for Transport,Department for Transport,21/04/2010,Mobile Phone charges,Corporate Support Function,VODAFONE LTD,2000001567,2839.44
Department for Transport,Department for Transport,21/04/2010,Mobile Phone charges,Corporate Support Function,VODAFONE CORPORATE LTD,2000001568,988
Department for Transport,Department for Transport,21/04/2010,Capital Grants to Local Authorities,Regional & Local Transport,BARNSLEY MBC,2000001569,502000
Department for Transport,Department for Transport,21/04/2010,Capital Grants to Local Authorities,Regional & Local Transport,BEDFORD BC,2000001570,334500
Department for Transport,Department for Transport,21/04/2010,Capital Grants to Local Authorities,Regional & Local Transport,BIRMINGHAM CITY COUNCIL,2000001571,3055750
Department for Transport,Department for Transport,21/04/2010,Capital Grants to Local Authorities,Regional & Local Transport,BRADFORD MBC,2000001572,1216500
Department for Transport,Department for Transport,21/04/2010,Capital Grants to Local Authorities,Regional & Local Transport,COVENTRY CITY COUNCIL,2000001573,927750
Department for Transport,Department for Transport,21/04/2010,Capital Grants to Local Authorities,Regional & Local Transport,DONCASTER MBC,2000001574,652250
Department for Transport,Department for Transport,21/04/2010,Capital Grants to Local Authorities,Regional & Local Transport,DUDLEY MBC,2000001575,923750
Department for Transport,Department for Transport,21/04/2010,Capital Grants to Local Authorities,Regional & Local Transport,EAST RIDING OF YORKSHIRE COUNCIL,2000001576,1127750
Department for Transport,Department for Transport,21/04/2010,Capital Grants to Local Authorities,Regional & Local Transport,HEREFORDSHIRE COUNCIL,2000001577,178500
Department for Transport,Department for Transport,21/04/2010,Capital Grants to Local Authorities,Regional & Local Transport,KINGSTON UPON HULL CITY COUNCIL,2000001578,750000
Department for Transport,Department for Transport,21/04/2010,Capital Grants to Local Authorities,Regional & Local Transport,LEEDS CITY COUNCIL,2000001579,1951250
Department for Transport,Department for Transport,21/04/2010,Capital Grants to Local Authorities,Regional & Local Transport,LIVERPOOL CITY COUNCIL,2000001580,1553750
Department for Transport,Department for Transport,21/04/2010,Capital Grants to Local Authorities,Regional & Local Transport,NEWCASTLE CITY COUNCIL,2000001581,2489000
Department for Transport,Department for Transport,21/04/2010,Capital Grants to Local Authorities,Regional & Local Transport,NORTH EAST LINCOLN DC,2000001582,377750
Department for Transport,Department for Transport,21/04/2010,Capital Grants to Local Authorities,Regional & Local Transport,NORTH YORKSHIRE CC,2000001583,2977000
Department for Transport,Department for Transport,21/04/2010,Capital Grants to Local Authorities,Regional & Local Transport,NORTHUMBERLAND CC,2000001584,264000
Department for Transport,Department for Transport,21/04/2010,Capital Grants to Local Authorities,Regional & Local Transport,NOTTINGHAMSHIRE CC,2000001585,2665000
Department for Transport,Department for Transport,21/04/2010,Capital Grants to Local Authorities,Regional & Local Transport,ROTHERHAM MBC,2000001586,569250
Department for Transport,Department for Transport,21/04/2010,Capital Grants to Local Authorities,Regional & Local Transport,STAFFORDSHIRE COUNTY COUNCIL,2000001587,2223500
Department for Transport,Department for Transport,21/04/2010,Capital Grants to Local Authorities,Regional & Local Transport,SANDWELL MBC,2000001588,869750
Department for Transport,Department for Transport,21/04/2010,Capital Grants to Local Authorities,Regional & Local Transport,SHEFFIELD CITY COUNCIL,2000001589,1181000
Department for Transport,Department for Transport,21/04/2010,Capital Grants to Local Authorities,Regional & Local Transport,SHROPSHIRE COUNTY COUNCIL,2000001590,319000
Department for Transport,Department for Transport,21/04/2010,Capital Grants to Local Authorities,Regional & Local Transport,SOLIHULL MBC,2000001591,616000
Department for Transport,Department for Transport,21/04/2010,Capital Grants to Local Authorities,Regional & Local Transport,SOUTH YORKSHIRE PASSENGER TRANS AUT,2000001592,5715250
Department for Transport,Department for Transport,21/04/2010,Capital Grants to Local Authorities,Regional & Local Transport,SOUTHEND-ON-SEA BC,2000001593,184500
Department for Transport,Department for Transport,21/04/2010,Capital Grants to Local Authorities,Regional & Local Transport,STOKE ON TRENT CITY COUNCIL,2000001594,762750
Department for Transport,Department for Transport,21/04/2010,Capital Grants to Local Authorities,Regional & Local Transport,W YORKS PTA,2000001595,4441000
Department for Transport,Department for Transport,21/04/2010,Capital Grants to Local Authorities,Regional & Local Transport,W YORKS PTE,2000001596,2449250
Department for Transport,Department for Transport,21/04/2010,Capital Grants to Local Authorities,Regional & Local Transport,WAKEFIELD MDC,2000001597,971500
Department for Transport,Department for Transport,21/04/2010,Capital Grants to Local Authorities,Regional & Local Transport,WOLVERHAMPTON CITY COUNCIL,2000001598,714000
Department for Transport,Department for Transport,21/04/2010,Agency Staff Costs,Regional & Local Transport,MICHAEL PAGE INTERNATIONAL,2000001599,713.81
Department for Transport,Department for Transport,21/04/2010,Capital Grants to Local Authorities,Regional & Local Transport,MERSEYSIDE PTA,2000001601,4252750
Department for Transport,Department for Transport,21/04/2010,Capital Grants to Local Authorities,Regional & Local Transport,NOTTINGHAM CITY COUNCIL,2000001602,2091500
Department for Transport,Department for Transport,21/04/2010,Capital Grants to Local Authorities,Regional & Local Transport,CENTRO,2000001603,5465750
Department for Transport,Department for Transport,21/04/2010,Research,London and Road Demand Management,KAPSCH TRAFFICCOM LTD,2000001604,12667.16
Department for Transport,Department for Transport,21/04/2010,Capital Grants to Local Authorities,Regional & Local Transport,CHESHIRE EAST BOROUGH COUNCIL,2000001605,449000
Department for Transport,Department for Transport,21/04/2010,Capital Grants to Local Authorities,Regional & Local Transport,CHESHIRE WEST &,2000001606,250000
Department for Transport,Department for Transport,21/04/2010,Capital Grants to Local Authorities,Regional & Local Transport,CENTRAL BEDFORDSHIRE COUNCIL,2000001607,665000
Department for Transport,Department for Transport,21/04/2010,Capital Grants to Local Authorities,Regional & Local Transport,GREATER MANCHESTER ITA,2000001608,7256500
Department for Transport,Department for Transport,21/04/2010,Capital Grants to Local Authorities,Regional & Local Transport,WIRRAL COUNCIL,2000001609,788750
Department for Transport,Department for Transport,22/04/2010,Management Consultancy,Projects,ATKINS LTD (TRANSPORT PLANNING),2000000291,3200
Department for Transport,Department for Transport,22/04/2010,Management Consultancy,Rail Strategy & Stakeholder Relations,EVERSHEDS LLP,2000000292,19856.7
Department for Transport,Department for Transport,22/04/2010,Management Consultancy,Projects,MOTT MACDONALD,2000000293,53793.53
Department for Transport,Department for Transport,22/04/2010,Management Consultancy,Projects,THE NICHOLS GROUP,2000000294,22752
Department for Transport,Department for Transport,22/04/2010,Capital Grants to Public Corporations,Rail Strategy & Stakeholder Relations,TFL GROUP TREASURY,2000000295,410839
Department for Transport,Department for Transport,22/04/2010,Travel Expenses UK,Rail Strategy & Stakeholder Relations,ARRIVA UK TRAINS LTD,2000000296,2350
Department for Transport,Department for Transport,22/04/2010,Agents Fees,Finance & Planning,GOVT ACTUARYS DEPARTMENT,2000000304,18564.45
Department for Transport,Department for Transport,22/04/2010,Stationery (Non-stock),Environment and International,BANNER BUSINESS SERVICES LTD,2000001644,538.62
Department for Transport,Department for Transport,22/04/2010,Agency Staff Costs,Human Resources,HAYS PERSONNEL SERVICE LTD,2000001645,612.13
Department for Transport,Department for Transport,22/04/2010,Agency Staff Costs,Transform Licensing Logistics and Sponsorship,HAYS PERSONNEL SERVICE LTD,2000001645,676.61
Department for Transport,Department for Transport,22/04/2010,Printing,Road & Vehicle Safety & Standards,TAURUS PRINT & DESIGN LTD,2000001646,2024
Department for Transport,Department for Transport,22/04/2010,Service Charge Computer Expenses,Information Management Directorate,ATOS ORIGIN IT SERVICES UK LTD,2000001648,4634.2
Department for Transport,Department for Transport,22/04/2010,Service Charge Computer Expenses,Environment and International,CENTRAL OFFICE OF INFORMATION,2000001649,30138.75
Department for Transport,Department for Transport,22/04/2010,Publications for Resale,Regional & Local Transport,CORPORATE DOCUMENT SERVICES,2000001650,524.79
Department for Transport,Department for Transport,22/04/2010,Computer equipment,Accident Investigating Branches,DELL CORPORATION LTD,2000001651,1663.8
Department for Transport,Department for Transport,22/04/2010,Printing,Transform Licensing Logistics and Sponsorship,IMAGE DATA GROUP LTD,2000001654,3701
Department for Transport,Department for Transport,22/04/2010,Traffic Survey & Counting Equipment,London and Road Demand Management,JACOBS ENGINEERING U.K. LTD,2000001655,4698
Department for Transport,Department for Transport,22/04/2010,Payroll monthly run service,Human Resources,LOGICA CMG UK LTD,2000001657,1239.98
Department for Transport,Department for Transport,22/04/2010,Research,Road & Vehicle Safety & Standards,NORFOLK POLICE AUTHORITY,2000001658,9974.05
Department for Transport,Department for Transport,22/04/2010,Small Software,Transport Analysis and Economics,SPSS (UK)LTD,2000001659,1363.42
Department for Transport,Department for Transport,22/04/2010,Research,Road & Vehicle Safety & Standards,TRANSPORT RESEARCH LABORATORY,2000001660,5773.03
Department for Transport,Department for Transport,22/04/2010,Mobile Phone charges,Regional & Local Transport,VODAFONE CORPORATE LTD,2000001663,3084.16
Department for Transport,Department for Transport,22/04/2010,Management Consultancy,Human Resources,GREEN PARK INTERIM & EXECUTIVE,2000001664,15606
Department for Transport,Department for Transport,22/04/2010,Current Grants to LAs outside AEF/AEG,Road & Vehicle Safety & Standards,BRAKE,2000001666,700
Department for Transport,Department for Transport,22/04/2010,Current Grants to LAs outside AEF/AEG,Road & Vehicle Safety & Standards,CHILD ACCIDENT PREVENTION TRUST,2000001667,8630
Department for Transport,Department for Transport,22/04/2010,Secondments,Environment and International,ENERGY SAVING TRUST,2000001669,4200.83
Department for Transport,Department for Transport,22/04/2010,Current Grants to LAs outside AEF/AEG,Road & Vehicle Safety & Standards,LONDON BOROUGH HARINGEY,2000001670,14110
Department for Transport,Department for Transport,22/04/2010,Current Grants to LAs outside AEF/AEG,Road & Vehicle Safety & Standards,ROSPA ENTERPRISES LTD,2000001671,10795
Department for Transport,Department for Transport,22/04/2010,Current Grants to LAs outside AEF/AEG,Road & Vehicle Safety & Standards,STAFFORDSHIRE COUNTY COUNCIL,2000001672,33074.65
Department for Transport,Department for Transport,22/04/2010,Current Grants to LAs outside AEF/AEG,Road & Vehicle Safety & Standards,SHEFFIELD CITY COUNCIL,2000001673,5540.83
Department for Transport,Department for Transport,22/04/2010,Travel Expenses UK,Transform Licensing Logistics and Sponsorship,CARLSON WAGONLIT TRAVEL,2000001674,1391.7
Department for Transport,Department for Transport,22/04/2010,Capital Grants to Local Authorities,Road & Vehicle Safety & Standards,CHESHIRE EAST BOROUGH COUNCIL,2000001675,588900
Department for Transport,Department for Transport,22/04/2010,Current Grants to LAs outside AEF/AEG,Road & Vehicle Safety & Standards,CENTRAL BEDFORDSHIRE COUNCIL,2000001676,10583
Department for Transport,Department for Transport,22/04/2010,Services provided by OGDs,Finance & Estates ,COMMUNITIES AND LOCAL GOVERNMENT,2000001678,276125
Department for Transport,Department for Transport,22/04/2010,Translation Services,Transport Security,FCO SERVICES,2000001679,907.7
Department for Transport,Department for Transport,22/04/2010,Car Hire and Leasing,Standalone Units,GOVERNMENT CAR & DESPATCH AGENCY,2000001680,5746.93
Department for Transport,Department for Transport,22/04/2010,Services provided by OGDs,Transport Security,HOME OFFICE,2000001681,38022.78
Department for Transport,Department for Transport,22/04/2010,Capital Grants to Local Authorities,Transport Security,INT CIVIL AVIATION ORGANISATION,2000001682,95000
Department for Transport,Department for Transport,22/04/2010,Current Grants to LAs outside AEF/AEG,Road & Vehicle Safety & Standards,BRISTOL CITY COUNCIL,2000001684,11000
Department for Transport,Department for Transport,22/04/2010,Capital Grants to Local Authorities,Road & Vehicle Safety & Standards,DEVON COUNTY COUNCIL,2000001685,23114
Department for Transport,Department for Transport,22/04/2010,Current Grants to LAs outside AEF/AEG,Road & Vehicle Safety & Standards,DEVON COUNTY COUNCIL,2000001685,101405
Department for Transport,Department for Transport,22/04/2010,Capital Grants to Local Authorities,Road & Vehicle Safety & Standards,LANCASHIRE COUNTY COUNCIL,2000001686,129905
Department for Transport,Department for Transport,22/04/2010,Current Grants to LAs outside AEF/AEG,Road & Vehicle Safety & Standards,LANCASHIRE COUNTY COUNCIL,2000001686,156370.46
Department for Transport,Department for Transport,22/04/2010,Current Grants to LAs outside AEF/AEG,Road & Vehicle Safety & Standards,LUTON BOROUGH COUNCIL,2000001687,21209
Department for Transport,Department for Transport,22/04/2010,Capital Grants to Local Authorities,Road & Vehicle Safety & Standards,MILTON KEYNES BC,2000001688,23249
Department for Transport,Department for Transport,22/04/2010,Current Grants to LAs outside AEF/AEG,Road & Vehicle Safety & Standards,MILTON KEYNES BC,2000001688,30039
Department for Transport,Department for Transport,22/04/2010,Capital Grants to Local Authorities,Road & Vehicle Safety & Standards,OLDHAM MBC,2000001689,6624
Department for Transport,Department for Transport,22/04/2010,Current Grants to LAs outside AEF/AEG,Road & Vehicle Safety & Standards,OLDHAM MBC,2000001689,17031
Department for Transport,Department for Transport,22/04/2010,Current Grants to LAs outside AEF/AEG,Road & Vehicle Safety & Standards,WARWICKSHIRE CC,2000001690,7808
Department for Transport,Department for Transport,23/04/2010,Agency Staff Costs,Finance & Planning,HAYS PERSONNEL SERVICE LTD,2000000314,2702.5
Department for Transport,Department for Transport,23/04/2010,Management Consultancy,Projects,PARTNERSHIPS UK,2000000315,6316.56
Department for Transport,Department for Transport,23/04/2010,Agency Staff Costs,Procurement,ALLEN LANE FINANCIAL RECRUITMENT,2000000316,599.25
Department for Transport,Department for Transport,23/04/2010,Management Consultancy,Projects,ATKINS LTD (TRANSPORT PLANNING),2000000317,4000
Department for Transport,Department for Transport,23/04/2010,Service Charge - Software Licences,Rail Service Delivery,ATOS ORIGIN IT SERVICES UK LTD,2000000318,24100
Department for Transport,Department for Transport,23/04/2010,Management Consultancy,Rail Service Delivery,BURGES SALMON,2000000319,4729.5
Department for Transport,Department for Transport,23/04/2010,Management Consultancy,Projects,LINKLATERS,2000000320,1579.4
Department for Transport,Department for Transport,23/04/2010,IT Consultancy,Rail Service Delivery,METHODS CONSULTING LTD,2000000321,6000
Department for Transport,Department for Transport,23/04/2010,Management Consultancy,Projects,MOTT MACDONALD,2000000322,840
Department for Transport,Department for Transport,23/04/2010,Management Consultancy,Procurement,STEER DAVIES & GLEAVE LTD,2000000323,26287.5
Department for Transport,Department for Transport,23/04/2010,Agency Staff Costs,Finance & Planning,MICHAEL PAGE INTERNATIONAL,2000000325,6481.58
Department for Transport,Department for Transport,23/04/2010,Management Consultancy,Rail Service Delivery,BOVIS LEND LEASE CONSULTING LTD,2000000326,16728
Department for Transport,Department for Transport,23/04/2010,PTOC - PTE Grant Payments,Rail Service Delivery,MERSEYTRAVEL,2000000327,1487798.85
Department for Transport,Department for Transport,23/04/2010,PTOC - PTE Cost Of Servs Charges,Rail Service Delivery,NEXUS (TYNE & WEAR),2000000328,18665.85
Department for Transport,Department for Transport,23/04/2010,PTOC - PTE Grant Payments,Rail Service Delivery,NEXUS (TYNE & WEAR),2000000328,405763.32
Department for Transport,Department for Transport,23/04/2010,PTOC - PTE Cost Of Servs Charges,Rail Service Delivery,SOUTH YORKSHIRE PTE,2000000329,90006.53
Department for Transport,Department for Transport,23/04/2010,PTOC - PTE Grant Payments,Rail Service Delivery,SOUTH YORKSHIRE PTE,2000000329,2603648
Department for Transport,Department for Transport,23/04/2010,PTOC - PTE Cost Of Servs Charges,Rail Service Delivery,GREATER MANCHESTER PTA,2000000330,109454.2
Department for Transport,Department for Transport,23/04/2010,PTOC - PTE Grant Payments,Rail Service Delivery,GREATER MANCHESTER PTA,2000000330,6864162.9
Department for Transport,Department for Transport,23/04/2010,PTOC - PTE Cost Of Servs Charges,Rail Service Delivery,WEST YORKSHIRE PTA,2000000331,65574.79
Department for Transport,Department for Transport,23/04/2010,PTOC - PTE Grant Payments,Rail Service Delivery,WEST YORKSHIRE PTA,2000000331,6255517.91
Department for Transport,Department for Transport,23/04/2010,Management Consultancy,Projects,VIRGIN RAIL PROJECTS LTD,2000000334,2268.75
Department for Transport,Department for Transport,23/04/2010,Stationery (Non-stock),Accident Investigating Branches,BANNER BUSINESS SERVICES LTD,2000001716,1626.83
Department for Transport,Department for Transport,23/04/2010,Stationery (Non-stock),Maritime and Dangerous Goods,BANNER BUSINESS SERVICES LTD,2000001716,2429.32
Department for Transport,Department for Transport,23/04/2010,Stationery (Non-stock),Transform Licensing Logistics and Sponsorship,BANNER BUSINESS SERVICES LTD,2000001716,515.64
Department for Transport,Department for Transport,23/04/2010,Agency Staff Costs,Aviation,HAYS PERSONNEL SERVICE LTD,2000001717,530.76
Department for Transport,Department for Transport,23/04/2010,Agency Staff Costs,Finance & Estates ,HAYS PERSONNEL SERVICE LTD,2000001717,1128
Department for Transport,Department for Transport,23/04/2010,Agency Staff Costs,Maritime and Dangerous Goods,HAYS PERSONNEL SERVICE LTD,2000001717,556.86
Department for Transport,Department for Transport,23/04/2010,Agency Staff Costs,Regional & Local Transport,HAYS PERSONNEL SERVICE LTD,2000001717,887.1
Department for Transport,Department for Transport,23/04/2010,Childcare Voucher Costs,Human Resources,COMPUTERSHARE VOUCHER SERVICES,2000001718,19058.74
Department for Transport,Department for Transport,23/04/2010,IT Services  Running Costs,Information Management Directorate,INSIGHT DIRECT (UK) LTD,2000001719,31023.3
Department for Transport,Department for Transport,23/04/2010,Research,Environment and International,AEA TECHNOLOGY ENVIRONMENT,2000001720,15504.99
Department for Transport,Department for Transport,23/04/2010,Purchasing Card Charges,INE Group ,BARCLAYS BANK PLC,2000001722,108567.28
Department for Transport,Department for Transport,23/04/2010,Live Running Non IBM,Information Management Directorate,CABLE & WIRELESS,2000001725,24669.65
Department for Transport,Department for Transport,23/04/2010,Machinery Rental,Regional & Local Transport,CANON (UK) LTD,2000001726,533.08
Department for Transport,Department for Transport,23/04/2010,Travel Expenses Overseas,Accident Investigating Branches,CLYDE TRAVEL,2000001727,2565.63
Department for Transport,Department for Transport,23/04/2010,Travel Expenses UK,Accident Investigating Branches,CLYDE TRAVEL,2000001727,669.18
Department for Transport,Department for Transport,23/04/2010,Telephone charges,Information Management Directorate,COLT TELECOMMUNICATIONS,2000001728,3745.31
Department for Transport,Department for Transport,23/04/2010,Research,Aviation,CRANFIELD UNIVERSITY,2000001729,1990
Department for Transport,Department for Transport,23/04/2010,Machinery Rental,Environment and International,DANWOOD GROUP LTD,2000001731,445.19
Department for Transport,Department for Transport,23/04/2010,Transport Consultancy,London and Road Demand Management,DELOITTE MCS LTD,2000001732,30663.42
Department for Transport,Department for Transport,23/04/2010,Research,Transport Analysis and Economics,ECOTEC RESEARCH & CONSULTING LTD,2000001733,2341
Department for Transport,Department for Transport,23/04/2010,Support Services,Aviation,EXETER & DEVON AIRPORT LIMITED,2000001735,27612.5
Department for Transport,Department for Transport,23/04/2010,Management Consultancy,Transform Licensing Logistics and Sponsorship,AECOM LIMITED,2000001736,7250
Department for Transport,Department for Transport,23/04/2010,Printing,Transform Licensing Logistics and Sponsorship,IMAGE DATA GROUP LTD,2000001737,3942
Department for Transport,Department for Transport,23/04/2010,Land & Buildings (excl Dwellings) Capital Cost,Maritime and Dangerous Goods,INTERNATIONAL MARITIME ORGANISATION,2000001738,33367.59
Department for Transport,Department for Transport,23/04/2010,Traffic Survey & Counting Equipment,London and Road Demand Management,JACOBS ENGINEERING U.K. LTD,2000001739,47229
Department for Transport,Department for Transport,23/04/2010,Electricity,Accident Investigating Branches,MINISTRY OF DEFENCE DB LEARNING,2000001743,2548.53
Department for Transport,Department for Transport,23/04/2010,IT Services  Running Costs,Transport Security,NATIONAL POLICING,2000001744,2326.54
Department for Transport,Department for Transport,23/04/2010,Transport Consultancy,Regional & Local Transport,OVE ARUP & PARTNERS,2000001745,82450.75
Department for Transport,Department for Transport,23/04/2010,Management Consultancy,INE Group ,SERCO LIMITED,2000001746,5113.6
Department for Transport,Department for Transport,23/04/2010,Transport Consultancy,Regional & Local Transport,STEER DAVIES & GLEAVE LTD,2000001748,86140.7
Department for Transport,Department for Transport,23/04/2010,Conferences / Seminars,Accident Investigating Branches,UNIVERSITY OF BEDFORSHIRE ENT LTD,2000001749,883.05
Department for Transport,Department for Transport,23/04/2010,IVR Costs,Information Management Directorate,VERIZON BUSINESS,2000001750,11259.1
Department for Transport,Department for Transport,23/04/2010,Live Running Non IBM,Information Management Directorate,VERIZON BUSINESS,2000001750,30815
Department for Transport,Department for Transport,23/04/2010,Management Consultancy,Road & Vehicle Safety & Standards,WSP DEVELOPMENT LTD,2000001751,3399.67
Department for Transport,Department for Transport,23/04/2010,Infrastructure Maintenance,Information Management Directorate,COMPUTACENTER,2000001752,12285
Department for Transport,Department for Transport,23/04/2010,Mobile Phone charges,Accident Investigating Branches,VODAFONE LTD,2000001755,938.62
Department for Transport,Department for Transport,23/04/2010,Mobile Phone charges,INE Group ,VODAFONE LTD,2000001755,5958.04
Department for Transport,Department for Transport,23/04/2010,Mobile Phone charges,Transform Licensing Logistics and Sponsorship,VODAFONE CORPORATE LTD,2000001756,4859.29
Department for Transport,Department for Transport,23/04/2010,Mobile Phone charges,Transport Security,VODAFONE CORPORATE LTD,2000001756,5603.57
Department for Transport,Department for Transport,23/04/2010,Subsidies to Private Sector,Transform Licensing Logistics and Sponsorship,DAY AGGREGATES,2000001757,3510.8
Department for Transport,Department for Transport,23/04/2010,Curr Grant to Priv Sect-Persons & NPISH,Regional & Local Transport,SUSTRANS LTD,2000001758,50000
Department for Transport,Department for Transport,23/04/2010,Agency Staff Costs,Corporate Support Function,MICHAEL PAGE INTERNATIONAL,2000001759,1228.29
Department for Transport,Department for Transport,23/04/2010,Agency Staff Costs,Regional & Local Transport,MICHAEL PAGE INTERNATIONAL,2000001759,1971.94
Department for Transport,Department for Transport,23/04/2010,Agency Staff Costs,Transform Licensing Logistics and Sponsorship,MICHAEL PAGE INTERNATIONAL,2000001759,929.19
Department for Transport,Department for Transport,23/04/2010,Agency Staff Costs,Transport Security,MICHAEL PAGE INTERNATIONAL,2000001759,1037.67
Department for Transport,Department for Transport,23/04/2010,Agency Staff Costs,Information Management Directorate,PARITY RESOURCES LTD,2000001760,23353.14
Department for Transport,Department for Transport,23/04/2010,Security,Transport Security,NETWORKERS RECRUITMENT,2000001762,5500
Department for Transport,Department for Transport,23/04/2010,Curr Grant to Priv Sect-Persons & NPISH,Regional & Local Transport,THE ACCESS ASSOCIATES LTD,2000001763,22500
Department for Transport,Department for Transport,23/04/2010,Storage & Distribution,Transform Licensing Logistics and Sponsorship,MULTI RESOURCE MARKETING LIMITED,2000001764,1400.78
Department for Transport,Department for Transport,23/04/2010,Support Services,Aviation,CORNWALL AIRPORT LTD,2000001765,27612.5
Department for Transport,Department for Transport,23/04/2010,Land & Buildings (excl Dwellings) Capital Cost,Maritime and Dangerous Goods,OVERBURY PLC,2000001768,7256.73
Department for Transport,Department for Transport,23/04/2010,Estate Management,Finance & Estates ,AMEY BUSINESS SERVICES LTD,2000001769,75311.33
Department for Transport,Department for Transport,23/04/2010,Conferences / Seminars,Corporate Support Function,CITY INN WESTMINSTER,2000001770,531.91
Department for Transport,Department for Transport,23/04/2010,Current Grants to LAs outside AEF/AEG,Regional & Local Transport,READING BC,2000001771,166943.38
Department for Transport,Department for Transport,23/04/2010,Postage,Finance & Estates ,GOVERNMENT CAR & DESPATCH AGENCY,2000001772,2494
Department for Transport,Department for Transport,23/04/2010,Security,Transport Security,GOVERNMENT CAR & DESPATCH AGENCY,2000001772,730.64
Department for Transport,Department for Transport,23/04/2010,Services provided by OGDs,Human Resources,MARITIME & COASTGUARD AGENCY,2000001773,833.9
Department for Transport,Department for Transport,23/04/2010,Personal Development,London and Road Demand Management,OFFICE FOR NATIONAL STATISTICS,2000001774,795
Department for Transport,Department for Transport,26/04/2010,Agency Staff Costs,Finance & Planning,HAYS PERSONNEL SERVICE LTD,2000000340,2702.5
Department for Transport,Department for Transport,26/04/2010,Agency Staff Costs,Rail Technical & Professional,HAYS PERSONNEL SERVICE LTD,2000000340,665.52
Department for Transport,Department for Transport,26/04/2010,Management Consultancy,Rail Service Delivery,BEACHCROFT LLP,2000000341,5572.44
Department for Transport,Department for Transport,26/04/2010,Agency Staff Costs,Finance & Planning,ALLEN LANE FINANCIAL RECRUITMENT,2000000342,14003.07
Department for Transport,Department for Transport,26/04/2010,Management Consultancy,Projects,ATKINS LTD (TRANSPORT PLANNING),2000000343,2108
Department for Transport,Department for Transport,26/04/2010,Machinery Rental,Procurement,DANWOOD GROUP LTD,2000000345,1197.72
Department for Transport,Department for Transport,26/04/2010,Management Consultancy,Rail Technical & Professional,DELOITTE & TOUCHE LLP,2000000346,10018
Department for Transport,Department for Transport,26/04/2010,Management Consultancy,Projects,JACOBS ENGINEERING U.K. LTD,2000000347,58512.5
