Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction No,SumOfAmount
Department for Transport,Department for Transport,13/10/2010,Traffic Survey & Counting Equipment,London and Road Demand Management,JACOBS ENGINEERING U.K. LTD,2000015977,728
Department for Transport,Department for Transport,13/10/2010,Traffic Survey & Counting Equipment,London and Road Demand Management,JACOBS ENGINEERING U.K. LTD,2000015977,"2,879.00"
Department for Transport,Department for Transport,13/10/2010,Traffic Survey & Counting Equipment,London and Road Demand Management,JACOBS ENGINEERING U.K. LTD,2000015977,"1,092.00"
Department for Transport,Department for Transport,13/10/2010,Traffic Survey & Counting Equipment,London and Road Demand Management,JACOBS ENGINEERING U.K. LTD,2000015977,"1,861.00"
Department for Transport,Department for Transport,13/10/2010,Traffic Survey & Counting Equipment,London and Road Demand Management,JACOBS ENGINEERING U.K. LTD,2000015977,"4,004.00"
Department for Transport,Department for Transport,13/10/2010,Agency Staff Costs,Finance & Estates ,KELLY SERVICES (UK) LTD,2000015978,956.58
Department for Transport,Department for Transport,13/10/2010,Support Services,Aviation,NORWICH AIRPORT LTD,2000015980,"13,512.50"
Department for Transport,Department for Transport,13/10/2010,Transport Consultancy,London and Road Demand Management,PA CONSULTING SERVICES LIMITED,2000015981,"26,247.88"
Department for Transport,Department for Transport,13/10/2010,Management Consultancy,Aviation,URS/SCOTT WILSON,2000015984,"22,875.00"
Department for Transport,Department for Transport,13/10/2010,Current Grants to LAs within AEF/AEG,Regional & Local Transport,SOUTHEND-ON-SEA BC,2000015986,"113,700.00"
Department for Transport,Department for Transport,13/10/2010,Transport Consultancy,Regional & Local Transport,STEER DAVIES & GLEAVE LTD,2000015988,"45,750.15"
Department for Transport,Department for Transport,13/10/2010,Management Consultancy,Finance & Estates ,SUPPORTA PROFESSIONAL SERVICES,2000015989,"22,209.00"
Department for Transport,Department for Transport,13/10/2010,Other Comms Charges,Information Management Directorate,COMPUTACENTER,2000015992,"2,056.25"
Department for Transport,Department for Transport,13/10/2010,Telephone charges,Accident Investigating Branches,VODAFONE CORPORATE LTD,2000015993,611.45
Department for Transport,Department for Transport,13/10/2010,Agency Staff Costs,Finance & Estates ,MICHAEL PAGE INTERNATIONAL,2000015994,"1,355.36"
Department for Transport,Department for Transport,13/10/2010,Agency Staff Costs,Finance & Estates ,MICHAEL PAGE INTERNATIONAL,2000015994,"2,350.00"
Department for Transport,Department for Transport,13/10/2010,Agency Staff Costs,Finance & Estates ,MICHAEL PAGE INTERNATIONAL,2000015994,"4,247.63"
Department for Transport,Department for Transport,13/10/2010,Agency Staff Costs,Finance & Estates ,MICHAEL PAGE INTERNATIONAL,2000015994,"4,247.63"
Department for Transport,Department for Transport,13/10/2010,Agency Staff Costs,Finance & Estates ,MICHAEL PAGE INTERNATIONAL,2000015994,"4,247.63"
Department for Transport,Department for Transport,13/10/2010,Agency Staff Costs,Finance & Estates ,MICHAEL PAGE INTERNATIONAL,2000015994,"2,292.85"
Department for Transport,Department for Transport,13/10/2010,Agency Staff Costs,Finance & Estates ,MICHAEL PAGE INTERNATIONAL,2000015994,"2,006.24"
Department for Transport,Department for Transport,13/10/2010,Travel Expenses UK,Corporate Support Function,CARLSON WAGONLIT TRAVEL,2000015995,"2,464.93"
Department for Transport,Department for Transport,13/10/2010,Traffic Survey & Counting Equipment,London and Road Demand Management,PENGWYN SERVICES LTD,2000015996,816
Department for Transport,Department for Transport,13/10/2010,Capital Grants to Local Authorities,Regional & Local Transport,NORTHAMPTONSHIRE COUNTY COUNCIL,2000015999,"922,646.00"
Department for Transport,Department for Transport,13/10/2010,Current Grants to LAs within AEF/AEG,Regional & Local Transport,LB RICHMOND UPON THAMES,2000016000,"104,000.00"
Department for Transport,Department for Transport,13/10/2010,Current Grants to LAs within AEF/AEG,Regional & Local Transport,LONDON BOROUGH OF LEWISHAM,2000016001,"80,900.00"
Department for Transport,Department for Transport,13/10/2010,Current Grants to LAs within AEF/AEG,Regional & Local Transport,CHESHIRE WEST &,2000016002,"736,368.00"
Department for Transport,Department for Transport,13/10/2010,First Aid,Human Resources,THE DEVELOPMENT PARTNERSHIP LIMITED,2000016003,633.33
Department for Transport,Department for Transport,13/10/2010,Current Grants to LAs within AEF/AEG,Regional & Local Transport,CENTRAL BEDFORDSHIRE COUNCIL,2000016004,"394,000.00"
Department for Transport,Department for Transport,13/10/2010,Curr Grant to Priv Sect-Persons & NPISH,Maritime and Dangerous Goods,SCOTLAND OFFICE,2000016005,"73,575.00"
Department for Transport,Department for Transport,13/10/2010,Recruitment Fees,Accident Investigating Branches,MARTYN WARING,2000016006,525
Department for Transport,Department for Transport,13/10/2010,Current Grants to LAs within AEF/AEG,Regional & Local Transport,CITY OF LONDON,2000016007,"17,200.00"
Department for Transport,Department for Transport,13/10/2010,Translation Services,Aviation,3CN LTD,2000016008,522
Department for Transport,Department for Transport,14/10/2010,Management Consultancy,Strategic Roads and National Networks,ATKINS LTD (TRANSPORT PLANNING),2000002445,"16,934.85"
Department for Transport,Department for Transport,14/10/2010,Purchasing Card Charges,Finance & Planning,BARCLAYS BANK PLC,2000002446,"18,778.10"
Department for Transport,Department for Transport,14/10/2010,Management Consultancy,Projects,MOTT MACDONALD,2000002447,"3,403.00"
Department for Transport,Department for Transport,14/10/2010,Agency Staff Costs,Projects,REED SPECIALIST RECRUITMENT LTD,2000002448,560.28
Department for Transport,Department for Transport,14/10/2010,Legal Consultancy,Projects,FRESHFIELDS,2000002449,"47,906.50"
Department for Transport,Department for Transport,14/10/2010,Management Consultancy,Rail Strategy & Stakeholder Relations,RAIL MANCHE FINANCE EEIG,2000002450,"11,625.00"
Department for Transport,Department for Transport,14/10/2010,Travel Expenses UK,Finance & Planning,CARLSON WAGONLIT TRAVEL,2000002451,"2,584.62"
Department for Transport,Department for Transport,14/10/2010,Other Professional Fees,Finance & Planning,DEPARTMENT FOR TRANSPORT,2000002452,"6,138.58"
Department for Transport,Department for Transport,14/10/2010,Subsidies to Private Sector,Regional & Local Transport,MOUNT TAXIS,2000016050,"1,483.93"
Department for Transport,Department for Transport,14/10/2010,Subsidies to Private Sector,Regional & Local Transport,CLARKES OF LONDON,2000016051,"33,389.85"
Department for Transport,Department for Transport,14/10/2010,Subsidies to Private Sector,Regional & Local Transport,A C WILLIAMS LTD,2000016052,"1,371.11"
Department for Transport,Department for Transport,14/10/2010,Subsidies to Private Sector,Regional & Local Transport,ACE TRAVEL (NORTH WEST) LTD,2000016053,"78,368.61"
Department for Transport,Department for Transport,14/10/2010,Subsidies to Private Sector,Regional & Local Transport,ALANSWAY COACHES LTD,2000016054,"31,499.66"
Department for Transport,Department for Transport,14/10/2010,Subsidies to Private Sector,Regional & Local Transport,AQUARIUS TRAVEL,2000016055,"1,635.24"
Department for Transport,Department for Transport,14/10/2010,Subsidies to Private Sector,Regional & Local Transport,ARCHWAY TRAVEL,2000016056,"10,085.54"
Department for Transport,Department for Transport,14/10/2010,Subsidies to Private Sector,Regional & Local Transport,ARRIVA LONDON NORTH LTD,2000016057,"4,799,608.53"
Department for Transport,Department for Transport,14/10/2010,Subsidies to Private Sector,Regional & Local Transport,ARROWEBROOK COACHES LTD,2000016058,"3,295.35"
Department for Transport,Department for Transport,14/10/2010,Subsidies to Private Sector,Regional & Local Transport,ASTLEY PRIVATE HIRE,2000016059,"4,179.37"
Department for Transport,Department for Transport,14/10/2010,Subsidies to Private Sector,Regional & Local Transport,AXE VALLEY MINI TRAVEL,2000016060,"8,379.88"
Department for Transport,Department for Transport,14/10/2010,Subsidies to Private Sector,Regional & Local Transport,BAKERS COACHES,2000016062,"74,820.58"
Department for Transport,Department for Transport,14/10/2010,Subsidies to Private Sector,Regional & Local Transport,BAKERS DOLPHIN,2000016063,"5,855.00"
Department for Transport,Department for Transport,14/10/2010,Subsidies to Private Sector,Regional & Local Transport,SUFFOLK PASSENGER TRANSPORT,2000016064,"3,262.99"
Department for Transport,Department for Transport,14/10/2010,Subsidies to Private Sector,Regional & Local Transport,BANK VIEW TRAVEL,2000016065,"2,615.41"
Department for Transport,Department for Transport,14/10/2010,Subsidies to Private Sector,Regional & Local Transport,BARRATTS COACHES LTD,2000016066,"3,230.65"
Department for Transport,Department for Transport,14/10/2010,Subsidies to Private Sector,Regional & Local Transport,BATTERSBY SILVER GREY COACHES,2000016067,"6,586.89"
Department for Transport,Department for Transport,14/10/2010,Subsidies to Private Sector,Regional & Local Transport,BAYNES TAXIS,2000016068,"1,198.54"
Department for Transport,Department for Transport,14/10/2010,Subsidies to Private Sector,Regional & Local Transport,BEELINE COACHES,2000016069,"2,529.70"
Department for Transport,Department for Transport,14/10/2010,Subsidies to Private Sector,Regional & Local Transport,BELLE COACHES,2000016070,670.17
Department for Transport,Department for Transport,14/10/2010,Subsidies to Private Sector,Regional & Local Transport,BELLE VUE MAN LIMITED,2000016071,"1,949.74"
Department for Transport,Department for Transport,14/10/2010,Subsidies to Private Sector,Regional & Local Transport,BENNETTS COACHES,2000016072,"31,111.20"
Department for Transport,Department for Transport,14/10/2010,Subsidies to Private Sector,Regional & Local Transport,BERRYS COACHES (TAUNTON) LTD,2000016073,"12,884.00"
Department for Transport,Department for Transport,14/10/2010,Subsidies to Private Sector,Regional & Local Transport,BIRTLES MINI COACHES,2000016074,918.85
Department for Transport,Department for Transport,14/10/2010,Subsidies to Private Sector,Regional & Local Transport,BLACKPOOL TRANSPORT SERVICES LTD,2000016075,"387,673.23"
Department for Transport,Department for Transport,14/10/2010,Subsidies to Private Sector,Regional & Local Transport,BLUEBIRD BUS & COACH,2000016076,"115,166.07"
Department for Transport,Department for Transport,14/10/2010,Subsidies to Private Sector,Regional & Local Transport,BLUEWORKS PRIVATE HIRE,2000016077,"3,062.27"
Department for Transport,Department for Transport,14/10/2010,Subsidies to Private Sector,Regional & Local Transport,BOULTONS OF SHROPSHIRE LTD,2000016078,"4,653.86"
Department for Transport,Department for Transport,14/10/2010,Subsidies to Private Sector,Regional & Local Transport,BOURNEMOUTH TRANSPORT LTD,2000016079,"297,158.70"
Department for Transport,Department for Transport,14/10/2010,Subsidies to Private Sector,Regional & Local Transport,BRADSHAW COACHES,2000016080,"2,758.07"
Department for Transport,Department for Transport,14/10/2010,BUS FDR Wales,Regional & Local Transport,BRYN MELYN LTD,2000016081,"34,211.70"
Department for Transport,Department for Transport,14/10/2010,Subsidies to Private Sector,Regional & Local Transport,BUZZLINES,2000016082,"1,353.16"
Department for Transport,Department for Transport,14/10/2010,Subsidies to Private Sector,Regional & Local Transport,C BODMAN & SON,2000016083,"55,639.56"
Department for Transport,Department for Transport,14/10/2010,Subsidies to Private Sector,Regional & Local Transport,CARMEL COACHES,2000016084,"3,266.13"
Department for Transport,Department for Transport,14/10/2010,Subsidies to Private Sector,Regional & Local Transport,CASTLEWAYS (WINCHOMBE) LTD,2000016085,"14,151.64"
Department for Transport,Department for Transport,14/10/2010,Subsidies to Private Sector,Regional & Local Transport,CHESTER CITY TRANSPORT LTD,2000016086,"26,293.45"
Department for Transport,Department for Transport,14/10/2010,Stationery (Non-stock),Road & Vehicle Safety & Standards,BANNER BUSINESS SERVICES LTD,2000016087,512.75
Department for Transport,Department for Transport,14/10/2010,Stationery (Non-stock),Standalone Units,BANNER BUSINESS SERVICES LTD,2000016087,"1,241.90"
Department for Transport,Department for Transport,14/10/2010,Hospitality,Finance & Estates ,AMEY BUSINESS SERVICES LTD,2000016088,"1,054.20"
Department for Transport,Department for Transport,14/10/2010,Purchasing Card Charges,Regional & Local Transport,BARCLAYS BANK PLC,2000016090,"3,931.93"
Department for Transport,Department for Transport,14/10/2010,Purchasing Card Charges,Regional & Local Transport,BARCLAYS BANK PLC,2000016090,905.53
Department for Transport,Department for Transport,14/10/2010,Purchasing Card Charges,Transform Licensing Logistics and Sponsorship,BARCLAYS BANK PLC,2000016090,735.48
Department for Transport,Department for Transport,14/10/2010,Purchasing Card Charges,Transform Licensing Logistics and Sponsorship,BARCLAYS BANK PLC,2000016090,"8,414.64"
Department for Transport,Department for Transport,14/10/2010,Agency Staff Costs,Information Management Directorate,ELAN COMPUTING LTD,2000016093,"1,596.18"
Department for Transport,Department for Transport,14/10/2010,Minor Developments,Transport Security,INTOUCHUK.COM LTD,2000016096,499.66
Department for Transport,Department for Transport,14/10/2010,Publicity,Road & Vehicle Safety & Standards,LEO BURNETT LTD,2000016097,"1,128.00"
Department for Transport,Department for Transport,14/10/2010,Research,Transport Analysis and Economics,NETFUNDI LTD,2000016099,637.44
Department for Transport,Department for Transport,14/10/2010,Telephone charges,Information Management Directorate,SIEMENS ENTERPRISE COMMUNICATIONS L,2000016102,"3,210.10"
Department for Transport,Department for Transport,14/10/2010,Telephone charges,Information Management Directorate,SIEMENS ENTERPRISE COMMUNICATIONS L,2000016102,"2,119.70"
Department for Transport,Department for Transport,14/10/2010,Telephone charges,Information Management Directorate,SIEMENS ENTERPRISE COMMUNICATIONS L,2000016102,"3,509.73"
Department for Transport,Department for Transport,14/10/2010,Support Services,Aviation,TAG FARNBOROUGH AIRPORT LTD,2000016103,"27,916.24"
Department for Transport,Department for Transport,14/10/2010,Management Consultancy,London and Road Demand Management,TDC SYSTEMS LIMITED,2000016104,634.5
Department for Transport,Department for Transport,14/10/2010,Management Consultancy,London and Road Demand Management,TDC SYSTEMS LIMITED,2000016104,"1,374.75"
Department for Transport,Department for Transport,14/10/2010,Management Consultancy,London and Road Demand Management,TDC SYSTEMS LIMITED,2000016104,"1,116.25"
Department for Transport,Department for Transport,14/10/2010,Management Consultancy,London and Road Demand Management,TDC SYSTEMS LIMITED,2000016104,"23,823.12"
Department for Transport,Department for Transport,14/10/2010,Management Consultancy,London and Road Demand Management,TDC SYSTEMS LIMITED,2000016104,"3,707.12"
Department for Transport,Department for Transport,14/10/2010,Management Consultancy,London and Road Demand Management,TDC SYSTEMS LIMITED,2000016104,"15,322.00"
Department for Transport,Department for Transport,14/10/2010,Management Consultancy,London and Road Demand Management,TDC SYSTEMS LIMITED,2000016104,"6,245.12"
Department for Transport,Department for Transport,14/10/2010,Transport Consultancy,Aviation,WSP DEVELOPMENT LTD,2000016106,"11,107.69"
Department for Transport,Department for Transport,14/10/2010,Transport Consultancy,London and Road Demand Management,WSP DEVELOPMENT LTD,2000016106,"30,705.72"
Department for Transport,Department for Transport,14/10/2010,Telephone charges,Information Management Directorate,BT PAYMENT SERVICES LTD,2000016107,-80.87
Department for Transport,Department for Transport,14/10/2010,Telephone Line Rental,Information Management Directorate,BT PAYMENT SERVICES LTD,2000016107,615.18
Department for Transport,Department for Transport,14/10/2010,Agency Staff Costs,Human Resources,BROOK STREET BUREAU,2000016108,565.32
Department for Transport,Department for Transport,14/10/2010,Agency Staff Costs,Finance & Estates ,MICHAEL PAGE INTERNATIONAL,2000016110,"2,350.00"
Department for Transport,Department for Transport,14/10/2010,Occupational Health Scheme,Legal Services Directorate ,BRB (RESIDUARY) LTD,2000016111,634.11
Department for Transport,Department for Transport,14/10/2010,Travel Expenses UK,Regional & Local Transport,CARLSON WAGONLIT TRAVEL,2000016112,"1,668.12"
Department for Transport,Department for Transport,14/10/2010,Travel Expenses UK,Transform Licensing Logistics and Sponsorship,CARLSON WAGONLIT TRAVEL,2000016112,"2,263.43"
Department for Transport,Department for Transport,14/10/2010,Management Consultancy,Environment and International,CENEX,2000016113,"41,751.28"
Department for Transport,Department for Transport,14/10/2010,Transport Consultancy,Regional & Local Transport,BTB MAILFLIGHT LTD,2000016114,"2,315.58"
Department for Transport,Department for Transport,14/10/2010,Subsidies to Private Sector,Regional & Local Transport,CHOICE TRAVEL,2000016115,"115,190.14"
Department for Transport,Department for Transport,14/10/2010,BUS FDR Wales,Regional & Local Transport,CLARKES COACHES (TREDEGAR) LTD,2000016116,"27,745.40"
Department for Transport,Department for Transport,14/10/2010,Subsidies to Private Sector,Regional & Local Transport,CLEARWAY OF CATSHILL,2000016117,"1,296.10"
Department for Transport,Department for Transport,14/10/2010,Subsidies to Private Sector,Regional & Local Transport,CLOWES COACHES,2000016118,"14,005.61"
Department for Transport,Department for Transport,14/10/2010,BUS FDR Wales,Regional & Local Transport,CLYNNOG & TREFOR MOTOR CO LTD,2000016119,"34,333.05"
Department for Transport,Department for Transport,14/10/2010,Subsidies to Private Sector,Regional & Local Transport,COASTAL LINER LTD,2000016120,"1,641.94"
Department for Transport,Department for Transport,14/10/2010,Subsidies to Private Sector,Regional & Local Transport,COMPASS COMMUNITY TRANSPORT,2000016122,"3,409.35"
Department for Transport,Department for Transport,14/10/2010,Subsidies to Private Sector,Regional & Local Transport,CONSTABLE COACHES LTD,2000016123,"33,635.15"
Department for Transport,Department for Transport,14/10/2010,Subsidies to Private Sector,Regional & Local Transport,COUNTRY LION,2000016124,"6,279.47"
Department for Transport,Department for Transport,14/10/2010,Subsidies to Private Sector,Regional & Local Transport,COUNTY COACHES (BRENTWOOD) LTD,2000016126,"2,744.93"
Department for Transport,Department for Transport,14/10/2010,Subsidies to Private Sector,Regional & Local Transport,D & G COACH & BUS LTD,2000016127,"89,560.69"
Department for Transport,Department for Transport,14/10/2010,Storage & Distribution,Communication Directorate ,CAMBERTOWN LIMITED,2000016128,"13,783.20"
Department for Transport,Department for Transport,14/10/2010,Storage & Distribution,Transform Licensing Logistics and Sponsorship,CAMBERTOWN LIMITED,2000016128,660.72
Department for Transport,Department for Transport,14/10/2010,Subsidies to Private Sector,Regional & Local Transport,DAC COACHES LTD,2000016131,"7,770.23"
Department for Transport,Department for Transport,14/10/2010,Subsidies to Private Sector,Regional & Local Transport,DARTLINE COACHES,2000016133,"20,461.51"
Department for Transport,Department for Transport,14/10/2010,Land & Buildings (excl Dwellings) Capital Cost,Finance & Estates ,JACKSON LIFT INSTALLATIONS LTD,2000016135,"301,520.86"
Department for Transport,Department for Transport,14/10/2010,Subsidies to Private Sector,Regional & Local Transport,DOBSONS BUSES LTD,2000016136,"1,383.37"
Department for Transport,Department for Transport,14/10/2010,Subsidies to Private Sector,Regional & Local Transport,DUDLEY'S COACHES LTD,2000016137,"7,632.62"
Department for Transport,Department for Transport,14/10/2010,Subsidies to Private Sector,Regional & Local Transport,E STOTT & SONS LTD,2000016138,"20,384.20"
Department for Transport,Department for Transport,14/10/2010,Subsidies to Private Sector,Regional & Local Transport,EAST LONDON BUS AND COACH LTD,2000016139,"3,627,243.66"
Department for Transport,Department for Transport,14/10/2010,BUS FDR Wales,Regional & Local Transport,EASYWAY MINIBUS HIRE LTD,2000016140,"8,658.34"
Department for Transport,Department for Transport,14/10/2010,BUS FDR Wales,Regional & Local Transport,EDWARDS BROTHERS,2000016141,"3,843.94"
Department for Transport,Department for Transport,14/10/2010,Subsidies to Private Sector,Regional & Local Transport,EMBLINGS COACHES LTD,2000016142,"7,089.17"
Department for Transport,Department for Transport,14/10/2010,BUS FDR Wales,Regional & Local Transport,EMMAS COACHES,2000016143,"2,783.43"
Department for Transport,Department for Transport,14/10/2010,Subsidies to Private Sector,Regional & Local Transport,ERIC W BOWERS COACHES LTD,2000016144,"51,900.61"
Department for Transport,Department for Transport,14/10/2010,BUS FDR Wales,Regional & Local Transport,EST BUS LTD,2000016145,"50,770.22"
Department for Transport,Department for Transport,14/10/2010,BUS FDR Wales,Regional & Local Transport,EVANS COACHES TREGARON LTD,2000016146,"6,609.17"
Department for Transport,Department for Transport,14/10/2010,Subsidies to Private Sector,Regional & Local Transport,EXPRESS LINES LTD,2000016148,"3,705.18"
Department for Transport,Department for Transport,14/10/2010,BUS FDR Wales,Regional & Local Transport,EXPRESS MOTORS,2000016149,"125,772.03"
Department for Transport,Department for Transport,14/10/2010,Subsidies to Private Sector,Regional & Local Transport,F PROCTER & SON LTD,2000016150,"6,049.93"
Department for Transport,Department for Transport,14/10/2010,Subsidies to Private Sector,Regional & Local Transport,FARGO COACHES,2000016151,"2,972.84"
Department for Transport,Department for Transport,14/10/2010,Subsidies to Private Sector,Regional & Local Transport,FELIX TAXIS,2000016152,"1,365.10"
Department for Transport,Department for Transport,14/10/2010,Subsidies to Private Sector,Regional & Local Transport,FILERS TRAVEL LTD,2000016153,"5,663.08"
Department for Transport,Department for Transport,14/10/2010,BUS FDR Wales,Regional & Local Transport,FIRST CYMRU BUSES LTD,2000016154,"7,621.00"
Department for Transport,Department for Transport,14/10/2010,Subsidies to Private Sector,Regional & Local Transport,FLAGFINDERS CTB LTD,2000016155,"1,943.04"
Department for Transport,Department for Transport,14/10/2010,Subsidies to Private Sector,Regional & Local Transport,FLIGHTS COACH TRAVEL,2000016156,"26,126.82"
Department for Transport,Department for Transport,14/10/2010,Subsidies to Private Sector,Regional & Local Transport,FOSSEWAY COACHES,2000016157,"58,147.50"
Department for Transport,Department for Transport,14/10/2010,Subsidies to Private Sector,Regional & Local Transport,G E SCRAGG,2000016158,"10,114.94"
Department for Transport,Department for Transport,14/10/2010,BUS FDR Wales,Regional & Local Transport,G M COACHES LTD,2000016159,"1,356.27"
Department for Transport,Department for Transport,14/10/2010,Subsidies to Private Sector,Regional & Local Transport,GELDARDS COACHES LTD,2000016160,"38,233.74"
Department for Transport,Department for Transport,14/10/2010,BUS FDR Wales,Regional & Local Transport,GHA COACHES,2000016161,"206,622.97"
Department for Transport,Department for Transport,14/10/2010,Subsidies to Private Sector,Regional & Local Transport,GLEN VALLEY TOURS LTD,2000016162,"12,321.96"
Department for Transport,Department for Transport,14/10/2010,Subsidies to Private Sector,Regional & Local Transport,GLOVERS COACHES LTD,2000016163,"4,760.50"
Department for Transport,Department for Transport,14/10/2010,Subsidies to Private Sector,Regional & Local Transport,GOLDEN BOY COACHES,2000016164,999.76
Department for Transport,Department for Transport,14/10/2010,Subsidies to Private Sector,Regional & Local Transport,GOODWINS COACHES,2000016165,"36,453.49"
Department for Transport,Department for Transport,14/10/2010,Subsidies to Private Sector,Regional & Local Transport,GRAND PRIX SERVICES,2000016166,"5,588.21"
Department for Transport,Department for Transport,14/10/2010,Subsidies to Private Sector,Regional & Local Transport,GRIFFIN COACHES T/A RELIANCE TRAVEL,2000016167,"18,793.83"
Department for Transport,Department for Transport,14/10/2010,Subsidies to Private Sector,Regional & Local Transport,GRANT PALMER PASSENGER SERVICES,2000016168,"39,986.08"
Department for Transport,Department for Transport,14/10/2010,Subsidies to Private Sector,Regional & Local Transport,HALTON BOROUGH TRANSPORT LTD,2000016170,"140,183.84"
Department for Transport,Department for Transport,14/10/2010,Subsidies to Private Sector,Regional & Local Transport,HAMS TRAVEL,2000016171,"13,555.44"
Department for Transport,Department for Transport,14/10/2010,Subsidies to Private Sector,Regional & Local Transport,HANNELL OF HALTON,2000016172,"7,734.95"
Department for Transport,Department for Transport,14/10/2010,Subsidies to Private Sector,Regional & Local Transport,HANSONS (WORDSLEY) LTD,2000016173,"46,287.68"
Department for Transport,Department for Transport,14/10/2010,Subsidies to Private Sector,Regional & Local Transport,HARDINGS COACHES,2000016174,"2,804.70"
Department for Transport,Department for Transport,14/10/2010,Subsidies to Private Sector,Regional & Local Transport,HARRINGTONS,2000016175,"1,407.93"
Department for Transport,Department for Transport,14/10/2010,Subsidies to Private Sector,Regional & Local Transport,HATTS COACHES,2000016176,"7,169.00"
Department for Transport,Department for Transport,14/10/2010,Subsidies to Private Sector,Regional & Local Transport,HAYTONS EXECUTIVE TRAVEL LTD,2000016177,"22,722.22"
Department for Transport,Department for Transport,14/10/2010,Subsidies to Private Sector,Regional & Local Transport,HOOKWAYS PLEASUREWAYS LTD,2000016178,"9,205.89"
Department for Transport,Department for Transport,14/10/2010,Subsidies to Private Sector,Regional & Local Transport,HOPLEY'S COACHES LTD,2000016179,"3,039.37"
Department for Transport,Department for Transport,14/10/2010,Subsidies to Private Sector,Regional & Local Transport,HR RICHMOND LTD TA EPSOMCOACHES,2000016180,"164,922.24"
Department for Transport,Department for Transport,14/10/2010,Subsidies to Private Sector,Regional & Local Transport,HULME HALL COACHES LTD,2000016181,"3,673.01"
Department for Transport,Department for Transport,14/10/2010,Subsidies to Private Sector,Regional & Local Transport,HUTCHINSONS,2000016182,"22,234.52"
Department for Transport,Department for Transport,14/10/2010,Subsidies to Private Sector,Regional & Local Transport,IMPERIAL BUS COMPANY LTD,2000016183,"19,691.54"
Department for Transport,Department for Transport,14/10/2010,Subsidies to Private Sector,Regional & Local Transport,IRVINGS COACH HIRE LTD,2000016184,"2,208.23"
Department for Transport,Department for Transport,14/10/2010,Subsidies to Private Sector,Regional & Local Transport,J & P EXECUTIVE TRAVEL,2000016186,"85,926.94"
Department for Transport,Department for Transport,14/10/2010,Subsidies to Private Sector,Regional & Local Transport,J MOTLEY & SON,2000016187,656.14
Department for Transport,Department for Transport,14/10/2010,Subsidies to Private Sector,Regional & Local Transport,JACKSONS OF SILSDEN (1988) LTD,2000016188,"2,738.99"
Department for Transport,Department for Transport,14/10/2010,Subsidies to Private Sector,Regional & Local Transport,JAMES BEVAN (LYDNEY) LTD,2000016189,"7,493.84"
Department for Transport,Department for Transport,14/10/2010,Subsidies to Private Sector,Regional & Local Transport,JEFFS COACHES LTD,2000016190,"21,331.95"
Department for Transport,Department for Transport,14/10/2010,Subsidies to Private Sector,Regional & Local Transport,JOE'S TRAVEL,2000016191,"19,917.11"
Department for Transport,Department for Transport,14/10/2010,Subsidies to Private Sector,Regional & Local Transport,JOHN FISHWICK & SONS,2000016192,"56,882.30"
Department for Transport,Department for Transport,14/10/2010,Subsidies to Private Sector,Regional & Local Transport,K & B TRAVEL LTD,2000016194,"1,461.98"
Department for Transport,Department for Transport,14/10/2010,Subsidies to Private Sector,Regional & Local Transport,THE KINGS FERRY TRAVEL GROUP,2000016195,"24,905.88"
Department for Transport,Department for Transport,14/10/2010,Subsidies to Private Sector,Regional & Local Transport,KIRKBY LONSDALE COACH HIRE LTD,2000016196,"19,891.67"
Department for Transport,Department for Transport,14/10/2010,Subsidies to Private Sector,Regional & Local Transport,LAKELAND COMMERCIALS LTD,2000016197,"2,154.79"
Department for Transport,Department for Transport,14/10/2010,BUS FDR Wales,Regional & Local Transport,LEWIS-Y-LLAN CYF,2000016198,"10,482.55"
Department for Transport,Department for Transport,14/10/2010,Subsidies to Private Sector,Regional & Local Transport,LITTLE JIMS,2000016199,"1,376.89"
Department for Transport,Department for Transport,14/10/2010,Subsidies to Private Sector,Regional & Local Transport,LITTLE TRANSPORT LTD,2000016200,"5,968.25"
Department for Transport,Department for Transport,14/10/2010,Subsidies to Private Sector,Regional & Local Transport,LONDON SOVEREIGN LTD,2000016201,"461,292.89"
Department for Transport,Department for Transport,14/10/2010,Subsidies to Private Sector,Regional & Local Transport,LONDON UNITED BUSWAYS LTD,2000016202,"2,615,445.69"
Department for Transport,Department for Transport,14/10/2010,Subsidies to Private Sector,Regional & Local Transport,LUGG VALLEY TRAVEL LTD,2000016203,"10,130.80"
Department for Transport,Department for Transport,14/10/2010,BUS FDR Wales,Regional & Local Transport,M & H COACHES,2000016204,"15,857.42"
Department for Transport,Department for Transport,14/10/2010,Subsidies to Private Sector,Regional & Local Transport,M TRAVEL LIMITED,2000016205,"27,369.28"
Department for Transport,Department for Transport,14/10/2010,Subsidies to Private Sector,Regional & Local Transport,MARCHWOOD M'WAYS (S'HAMPTON),2000016206,"85,652.46"
Department for Transport,Department for Transport,14/10/2010,Subsidies to Private Sector,Regional & Local Transport,MARETTS,2000016207,"3,840.13"
Department for Transport,Department for Transport,14/10/2010,Subsidies to Private Sector,Regional & Local Transport,MARSHALLS COACHES,2000016208,"6,736.25"
Department for Transport,Department for Transport,14/10/2010,Subsidies to Private Sector,Regional & Local Transport,MAS SPECIAL ENGINEERING LTD,2000016209,"62,169.77"
Department for Transport,Department for Transport,14/10/2010,Conferences / Seminars,Information Management Directorate,DFT ONE TIME VENDOR,2000016210,598.7
