Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction No,SumOfAmount
Department for Transport,Department for Transport,18/01/2011,Media & Press,Communication Directorate ,CENTRAL OFFICE OF INFORMATION,2000023343,"2,790.43"
Department for Transport,Department for Transport,18/01/2011,Media & Press,Communication Directorate ,CENTRAL OFFICE OF INFORMATION,2000023343,"3,597.62"
Department for Transport,Department for Transport,18/01/2011,Media & Press,Communication Directorate ,CENTRAL OFFICE OF INFORMATION,2000023343,"2,704.72"
Department for Transport,Department for Transport,20/01/2011,IT Services  Running Costs,Communication Directorate ,CENTRAL OFFICE OF INFORMATION,2000023488,"4,200.00"
Department for Transport,Department for Transport,20/01/2011,Publicity,Road & Vehicle Safety & Standards,CENTRAL OFFICE OF INFORMATION,2000023488,"4,414.00"
Department for Transport,Department for Transport,28/01/2011,Media & Press,Communication Directorate ,CENTRAL OFFICE OF INFORMATION,2000024096,"3,270.78"
Department for Transport,Department for Transport,28/01/2011,Media & Press,Communication Directorate ,CENTRAL OFFICE OF INFORMATION,2000024096,"2,125.00"
Department for Transport,Department for Transport,28/01/2011,Media & Press,Communication Directorate ,CENTRAL OFFICE OF INFORMATION,2000024096,"11,665.59"
Department for Transport,Department for Transport,28/01/2011,Publicity,Communication Directorate ,CENTRAL OFFICE OF INFORMATION,2000024096,"8,391.85"
Department for Transport,Department for Transport,28/01/2011,Storage & Distribution,Road & Vehicle Safety & Standards,CENTRAL OFFICE OF INFORMATION,2000024096,"7,654.05"
Department for Transport,Department for Transport,31/01/2011,Storage & Distribution,Road & Vehicle Safety & Standards,CENTRAL OFFICE OF INFORMATION,2000024186,490.05
Department for Transport,Department for Transport,12/01/2011,PTOC - PTE Grant Payments,Rail Service Delivery,CENTRO,2000003457,"84,615.38"
Department for Transport,Department for Transport,18/01/2011,IT Consultancy,Information Management Directorate,CESG,2000023333,"10,680.13"
Department for Transport,Department for Transport,27/01/2011,Subsidies to Private Sector,Regional & Local Transport,CHESHIRE WEST AND CHESTER COUNCIL,2000023854,"48,863.23"
Department for Transport,Department for Transport,13/01/2011,Subsidies to Private Sector,Regional & Local Transport,CHESTER CITY TRANSPORT LTD,2000022829,"38,275.44"
Department for Transport,Department for Transport,25/01/2011,Transport Consultancy,Aviation,CHILTERN HOUSE ASSOCIATES LTD,2000023740,878.05
Department for Transport,Department for Transport,05/01/2011,PTOC - Cost Saving Clawback,Rail Service Delivery,CHILTERN RAILWAYS,2000003354,"-17,624.86"
Department for Transport,Department for Transport,05/01/2011,PTOC - Cp3 Sch4 Fixed,Rail Service Delivery,CHILTERN RAILWAYS,2000003354,"137,118.31"
Department for Transport,Department for Transport,05/01/2011,PTOC - Deed Of Amendment,Rail Service Delivery,CHILTERN RAILWAYS,2000003354,"5,479.45"
Department for Transport,Department for Transport,05/01/2011,PTOC - LTCS -TOC Is SFO,Rail Service Delivery,CHILTERN RAILWAYS,2000003354,"27,458.08"
Department for Transport,Department for Transport,05/01/2011,PTOC - Rail Safety Charges,Rail Service Delivery,CHILTERN RAILWAYS,2000003354,"-10,990.75"
Department for Transport,Department for Transport,05/01/2011,PTOC - Sch8 Fixed Perf,Rail Service Delivery,CHILTERN RAILWAYS,2000003354,"-7,412.85"
Department for Transport,Department for Transport,05/01/2011,PTOC - Variable Mileage,Rail Service Delivery,CHILTERN RAILWAYS,2000003354,"-105,631.27"
Department for Transport,Department for Transport,05/01/2011,RTOC - Basic Franchise Rec,Rail Service Delivery,CHILTERN RAILWAYS,2000003354,"-145,419.89"
Department for Transport,Department for Transport,05/01/2011,RTOC - Cp3 Fixed Track Access,Rail Service Delivery,CHILTERN RAILWAYS,2000003354,"163,256.56"
Department for Transport,Department for Transport,05/01/2011,RTOC - Deed Of Amendment,Rail Service Delivery,CHILTERN RAILWAYS,2000003354,"17,633.16"
Department for Transport,Department for Transport,05/01/2011,RTOC - Indexation Receipts,Rail Service Delivery,CHILTERN RAILWAYS,2000003354,"-36,019.90"
Department for Transport,Department for Transport,12/01/2011,Curr Grant to Priv Sect-Persons & NPISH,Maritime and Dangerous Goods,CHIRP,2000022772,"49,300.00"
Department for Transport,Department for Transport,13/01/2011,Subsidies to Private Sector,Regional & Local Transport,CHOICE TRAVEL,2000022830,"108,057.28"
Department for Transport,Department for Transport,21/01/2011,Security,Accident Investigating Branches,CHUBB ELECTRONIC SECURITY SYSTEMS L,2000023561,565.18
Department for Transport,Department for Transport,11/01/2011,Secondments,Aviation,CIVIL AVIATION AUTHORITY,2000022687,"20,788.17"
Department for Transport,Department for Transport,11/01/2011,Secondments,Aviation,CIVIL AVIATION AUTHORITY,2000022687,"22,234.20"
Department for Transport,Department for Transport,17/01/2011,Support Services,Aviation,CIVIL AVIATION AUTHORITY,2000023261,"168,470.00"
Department for Transport,Department for Transport,18/01/2011,Support Services,Aviation,CIVIL AVIATION AUTHORITY,2000023344,"7,500.00"
Department for Transport,Department for Transport,18/01/2011,Support Services,Aviation,CIVIL AVIATION AUTHORITY,2000023344,"750,000.00"
Department for Transport,Department for Transport,13/01/2011,BUS FDR Wales,Regional & Local Transport,CLARKES COACHES (TREDEGAR) LTD,2000022831,"28,347.91"
Department for Transport,Department for Transport,27/01/2011,BUS FDR Wales,Regional & Local Transport,CLARKES COACHES (TREDEGAR) LTD,2000023887,"11,457.85"
Department for Transport,Department for Transport,13/01/2011,Subsidies to Private Sector,Regional & Local Transport,CLARKES OF LONDON,2000022798,"41,009.30"
Department for Transport,Department for Transport,07/01/2011,Contract Cleaning,Accident Investigating Branches,CLEAN SLATE,2000022544,"2,096.09"
Department for Transport,Department for Transport,20/01/2011,Contract Cleaning,Accident Investigating Branches,CLEAN SLATE,2000023489,"1,536.00"
Department for Transport,Department for Transport,13/01/2011,Subsidies to Private Sector,Regional & Local Transport,CLEARWAY OF CATSHILL,2000022832,"1,355.56"
Department for Transport,Department for Transport,10/01/2011,Contract Cleaning,Accident Investigating Branches,CLIENTCARE CLEANING LTD,2000022604,512
Department for Transport,Department for Transport,27/01/2011,Subsidies to Private Sector,Regional & Local Transport,CLINTONA MINICOACHES,2000023888,"4,117.94"
Department for Transport,Department for Transport,13/01/2011,Subsidies to Private Sector,Regional & Local Transport,CLOWES COACHES,2000022833,"12,126.69"
Department for Transport,Department for Transport,19/01/2011,Travel Expenses Overseas,Accident Investigating Branches,CLYDE TRAVEL,2000023428,805.97
Department for Transport,Department for Transport,19/01/2011,Travel Expenses Overseas,Accident Investigating Branches,CLYDE TRAVEL,2000023428,932.8
Department for Transport,Department for Transport,13/01/2011,BUS FDR Wales,Regional & Local Transport,CLYNNOG & TREFOR MOTOR CO LTD,2000022834,"35,078.61"
Department for Transport,Department for Transport,13/01/2011,Subsidies to Private Sector,Regional & Local Transport,COACH HIRE COACHES LTD,2000022835,"44,692.36"
Department for Transport,Department for Transport,27/01/2011,Subsidies to Private Sector,Regional & Local Transport,COACH HIRE COACHES LTD,2000023889,"2,991.24"
Department for Transport,Department for Transport,13/01/2011,Subsidies to Private Sector,Regional & Local Transport,COACH STYLE,2000022836,"9,605.52"
Department for Transport,Department for Transport,27/01/2011,Subsidies to Private Sector,Regional & Local Transport,COASTAL ACCESSIBLE TRANSPORT,2000023890,"5,233.91"
Department for Transport,Department for Transport,13/01/2011,Subsidies to Private Sector,Regional & Local Transport,COASTAL LINER LTD,2000022837,"1,800.58"
Department for Transport,Department for Transport,27/01/2011,Subsidies to Private Sector,Regional & Local Transport,CODSALL CARS,2000023891,"2,689.53"
Department for Transport,Department for Transport,28/01/2011,Transport Consultancy,Rail Technical & Professional,COLIN BUCHANAN,2000003601,"20,000.00"
Department for Transport,Department for Transport,14/01/2011,Telephone Line Rental,Information Management Directorate,COLT TELECOMMUNICATIONS,2000023161,"3,745.31"
Department for Transport,Department for Transport,18/01/2011,Live Running Non IBM,Information Management Directorate,COLT TELECOMMUNICATIONS,2000023345,"9,404.89"
Department for Transport,Department for Transport,18/01/2011,Live Running Non IBM,Information Management Directorate,COLT TELECOMMUNICATIONS,2000023345,"132,751.50"
Department for Transport,Department for Transport,18/01/2011,Telephone Line Rental,Information Management Directorate,COLT TELECOMMUNICATIONS,2000023345,"2,643.75"
Department for Transport,Department for Transport,27/01/2011,Subsidies to Private Sector,Regional & Local Transport,COMM TRANS BRIGHTON HOVE AREA LTD,2000023894,"7,975.67"
Department for Transport,Department for Transport,10/01/2011,Area Based Grants,Regional & Local Transport,COMMUNITIES AND LOCAL GOVERNMENT,2000022615,"5,400,000.00"
Department for Transport,Department for Transport,10/01/2011,Area Based Grants,Road & Vehicle Safety & Standards,COMMUNITIES AND LOCAL GOVERNMENT,2000022615,"3,614,314.00"
Department for Transport,Department for Transport,10/01/2011,Area Based Grants,Regional & Local Transport,COMMUNITIES AND LOCAL GOVERNMENT,2000022615,"5,027,545.00"
Department for Transport,Department for Transport,26/01/2011,Services provided by OGDs,Human Resources,COMMUNITIES AND LOCAL GOVERNMENT,2000023795,812.86
Department for Transport,Department for Transport,26/01/2011,Services provided by OGDs,Human Resources,COMMUNITIES AND LOCAL GOVERNMENT,2000023795,"3,178.90"
Department for Transport,Department for Transport,27/01/2011,Subsidies to Private Sector,Regional & Local Transport,COMMUNITY ACTION MALVERN DISTRICT,2000023895,"1,179.49"
Department for Transport,Department for Transport,27/01/2011,Subsidies to Private Sector,Regional & Local Transport,COMMUNITY CARE FOR THE ELDERLY,2000023896,892.23
Department for Transport,Department for Transport,14/01/2011,Secondments,INE Group ,COMMUNITY TECHNOLOGY LTD,100022594,656.72
Department for Transport,Department for Transport,14/01/2011,Secondments,INE Group ,COMMUNITY TECHNOLOGY LTD,100022594,-656.72
Department for Transport,Department for Transport,06/01/2011,Programme and Project Management Consultancy,Regional & Local Transport,COMMUNITY TRANSPORT ASSOCIATION,2000022496,"6,403.75"
Department for Transport,Department for Transport,27/01/2011,Subsidies to Private Sector,Regional & Local Transport,COMMUNITY TRANSPORT MANCHESTER,2000023897,"1,515.05"
Department for Transport,Department for Transport,13/01/2011,Subsidies to Private Sector,Regional & Local Transport,COMPASS COMMUNITY TRANSPORT,2000022839,"4,283.34"
Department for Transport,Department for Transport,27/01/2011,Subsidies to Private Sector,Regional & Local Transport,COMPASS COMMUNITY TRANSPORT,2000023898,"9,827.77"
Department for Transport,Department for Transport,25/01/2011,Other Comms Charges,Information Management Directorate,COMPUTACENTER,2000023750,"2,700.00"
Department for Transport,Department for Transport,25/01/2011,Other Comms Charges,Information Management Directorate,COMPUTACENTER,2000023750,"7,519.97"
Department for Transport,Department for Transport,19/01/2011,Service Charge Computer Expenses,Communication Directorate ,COMPUTACENTER (UK) LTD,2000023429,"20,467.74"
Department for Transport,Department for Transport,24/01/2011,IT Services  Running Costs,Maritime and Dangerous Goods,COMPUTACENTER (UK) LTD,2000023673,"1,767.00"
Department for Transport,Department for Transport,27/01/2011,Childcare Voucher Costs,Human Resources,COMPUTERSHARE VOUCHER SERVICES,1500000047,"-1,215.00"
Department for Transport,Department for Transport,21/01/2011,Childcare Voucher Costs,Human Resources,COMPUTERSHARE VOUCHER SERVICES,2000023553,"20,543.34"
Department for Transport,Department for Transport,27/01/2011,Subsidies to Private Sector,Regional & Local Transport,CONGRESBURY COMMUNITY TRANSPORT,2000023899,893.32
Department for Transport,Department for Transport,18/01/2011,IT Services  Running Costs,Procurement,CONNECT INTERNET SOLUTIONS LTD,2000003502,750
Department for Transport,Department for Transport,18/01/2011,IT Services  Running Costs,Procurement,CONNECT INTERNET SOLUTIONS LTD,2000003504,"1,350.00"
Department for Transport,Department for Transport,12/01/2011,Management Consultancy,Regional & Local Transport,CONNECT INTERNET SOLUTIONS LTD,2000022768,567
Department for Transport,Department for Transport,27/01/2011,Subsidies to Private Sector,Regional & Local Transport,COPELANDS TOURS,2000023900,"13,181.99"
Department for Transport,Department for Transport,12/01/2011,Support Services,Aviation,CORNWALL AIRPORT LTD,2000022770,"27,916.24"
Department for Transport,Department for Transport,04/01/2011,Gas,Finance & Estates ,CORONA ENERGY RETAIL 4 LTD,2000022331,"2,891.30"
Department for Transport,Department for Transport,20/01/2011,Electricity,Finance & Estates ,CORONA ENERGY RETAIL 4 LTD,2000023490,"3,765.42"
Department for Transport,Department for Transport,20/01/2011,Gas,Finance & Estates ,CORONA ENERGY RETAIL 4 LTD,2000023490,"3,908.19"
Department for Transport,Department for Transport,21/01/2011,Gas,Accident Investigating Branches,CORONA ENERGY RETAIL 4 LTD,2000023563,843.64
Department for Transport,Department for Transport,13/01/2011,Subsidies to Private Sector,Regional & Local Transport,COUNTY COACHES (BRENTWOOD) LTD,2000022840,"2,195.91"
Department for Transport,Department for Transport,25/01/2011,Training,Accident Investigating Branches,CRANFIELD UNIVERSITY,2000023736,"1,000.00"
Department for Transport,Department for Transport,05/01/2011,PTOC - Basic Franchise Pay,Rail Service Delivery,CROSS COUNTRY TRAINS LTD,2000003358,"14,657,230.14"
Department for Transport,Department for Transport,05/01/2011,PTOC - Cp3 Fixed Track Access,Rail Service Delivery,CROSS COUNTRY TRAINS LTD,2000003358,"-12,897,301.00"
Department for Transport,Department for Transport,05/01/2011,PTOC - SPRS Indexation Pay,Rail Service Delivery,CROSS COUNTRY TRAINS LTD,2000003358,"939,083.56"
Department for Transport,Department for Transport,05/01/2011,RTOC - Basic Franchise Rec,Rail Service Delivery,CROSS COUNTRY TRAINS LTD,2000003358,"-1,308,000.00"
Department for Transport,Department for Transport,05/01/2011,RTOC - Deed Of Amendment,Rail Service Delivery,CROSS COUNTRY TRAINS LTD,2000003358,"-15,000.00"
Department for Transport,Department for Transport,27/01/2011,Subsidies to Private Sector,Regional & Local Transport,CRUISERS LTD,2000023902,959.88
Department for Transport,Department for Transport,27/01/2011,Subsidies to Private Sector,Regional & Local Transport,CUMBRIA CLASSIC COACHES,2000023903,"1,041.69"
Department for Transport,Department for Transport,27/01/2011,Subsidies to Private Sector,Regional & Local Transport,CUMBRIA COACHES LTD,2000023904,677.52
Department for Transport,Department for Transport,27/01/2011,BUS FDR Wales,Regional & Local Transport,CWMBRAN SDC (SCOPE),2000023905,"2,352.27"
Department for Transport,Department for Transport,28/01/2011,Management Consultancy,Regional & Local Transport,CYCLE CITY GUIDES,2000024117,"48,888.98"
Department for Transport,Department for Transport,13/01/2011,Subsidies to Private Sector,Regional & Local Transport,D & G COACH & BUS LTD,2000022841,"88,629.82"
Department for Transport,Department for Transport,12/01/2011,Subsidies to Private Sector,Transform Licensing Logistics and Sponsorship,D B SHENKER RAIL (UK) LIMITED,2000022763,"203,185.38"
Department for Transport,Department for Transport,12/01/2011,Subsidies to Private Sector,Transform Licensing Logistics and Sponsorship,D B SHENKER RAIL (UK) LIMITED,2000022763,"28,480.74"
Department for Transport,Department for Transport,12/01/2011,Subsidies to Private Sector,Transform Licensing Logistics and Sponsorship,D B SHENKER RAIL (UK) LIMITED,2000022763,"16,615.37"
Department for Transport,Department for Transport,12/01/2011,Subsidies to Private Sector,Transform Licensing Logistics and Sponsorship,D B SHENKER RAIL (UK) LIMITED,2000022763,"26,214.72"
Department for Transport,Department for Transport,13/01/2011,Subsidies to Private Sector,Transform Licensing Logistics and Sponsorship,D B SHENKER RAIL (UK) LIMITED,2000023106,"22,180.85"
Department for Transport,Department for Transport,17/01/2011,Subsidies to Private Sector,Transform Licensing Logistics and Sponsorship,D B SHENKER RAIL (UK) LIMITED,2000023283,"25,903.38"
Department for Transport,Department for Transport,19/01/2011,Subsidies to Private Sector,Transform Licensing Logistics and Sponsorship,D B SHENKER RAIL (UK) LIMITED,2000023437,"25,405.23"
Department for Transport,Department for Transport,21/01/2011,Subsidies to Private Sector,Transform Licensing Logistics and Sponsorship,D B SHENKER RAIL (UK) LIMITED,2000023581,"41,079.28"
Department for Transport,Department for Transport,21/01/2011,Subsidies to Private Sector,Transform Licensing Logistics and Sponsorship,D B SHENKER RAIL (UK) LIMITED,2000023581,"7,186.28"
Department for Transport,Department for Transport,13/01/2011,BUS FDR Wales,Regional & Local Transport,D JONES & SON,2000022842,"14,773.49"
Department for Transport,Department for Transport,13/01/2011,Subsidies to Private Sector,Regional & Local Transport,DAC COACHES LTD,2000022843,"8,891.64"
Department for Transport,Department for Transport,05/01/2011,Telephone Line Rental,Transform Licensing Logistics and Sponsorship,DAISY COMMUNICATIONS LIMITED,2000022401,747.35
Department for Transport,Department for Transport,19/01/2011,Telephone Line Rental,Communication Directorate ,DAISY COMMUNICATIONS LIMITED,2000023433,728.22
Department for Transport,Department for Transport,12/01/2011,Machinery Rental,Finance & Planning,DANWOOD GROUP LTD,2000003452,744.72
Department for Transport,Department for Transport,12/01/2011,Machinery Rental,Transport Security,DANWOOD GROUP LTD,2000022750,687.24
Department for Transport,Department for Transport,21/01/2011,Machinery Rental,Accident Investigating Branches,DANWOOD GROUP LTD,2000023564,479.44
Department for Transport,Department for Transport,27/01/2011,Subsidies to Private Sector,Regional & Local Transport,DART PLEASURE CRAFT LTD,2000023906,"13,554.64"
Department for Transport,Department for Transport,13/01/2011,Subsidies to Private Sector,Regional & Local Transport,DARTLINE COACHES,2000022844,"18,646.61"
Department for Transport,Department for Transport,27/01/2011,Subsidies to Private Sector,Regional & Local Transport,DARTLINE COACHES,2000023907,"57,180.17"
Department for Transport,Department for Transport,20/01/2011,Transport Consultancy,Regional & Local Transport,DAVID QUARMBY,2000023508,"10,000.00"
Department for Transport,Department for Transport,19/01/2011,Subsidies to Private Sector,Transform Licensing Logistics and Sponsorship,DAY AGGREGATES,2000023436,"2,446.00"
Department for Transport,Department for Transport,06/01/2011,Agents Fees,Finance & Planning,DD ACCRAILWAY PENS TRUSTEE,2000003388,"1,213.04"
Department for Transport,Department for Transport,06/01/2011,Agents Fees,Finance & Planning,DD ACCRAILWAY PENS TRUSTEE,2000003388,"3,359.06"
Department for Transport,Department for Transport,06/01/2011,Agents Fees,Finance & Planning,DD ACCRAILWAY PENS TRUSTEE,2000003388,"3,785.26"
Department for Transport,Department for Transport,14/01/2011,Agents Fees,Finance & Planning,DD ACCRAILWAY PENS TRUSTEE,2000003478,"2,909.62"
Department for Transport,Department for Transport,19/01/2011,Agents Fees,Finance & Planning,DD ACCRAILWAY PENS TRUSTEE,2000003513,853
Department for Transport,Department for Transport,19/01/2011,Agents Fees,Finance & Planning,DD ACCRAILWAY PENS TRUSTEE,2000003513,"3,353.48"
Department for Transport,Department for Transport,25/01/2011,Agents Fees,Finance & Planning,DD ACCRAILWAY PENS TRUSTEE,2000003558,"1,213.04"
Department for Transport,Department for Transport,18/01/2011,Computer equipment,Information Management Directorate,DELL CORPORATION LTD,2000023347,"1,156.01"
Department for Transport,Department for Transport,05/01/2011,Management Consultancy,Audit and Risk Assurance,DELOITTE & TOUCHE LLP,2000022394,"56,755.15"
Department for Transport,Department for Transport,11/01/2011,Management Consultancy,Transport Security,DELOITTE & TOUCHE LLP,2000022690,"107,527.78"
Department for Transport,Department for Transport,11/01/2011,Management Consultancy,Transport Security,DELOITTE & TOUCHE LLP,2000022690,"59,815.73"
Department for Transport,Department for Transport,28/01/2011,Management Consultancy,Audit and Risk Assurance,DELOITTE & TOUCHE LLP,2000024091,"56,509.41"
Department for Transport,Department for Transport,12/01/2011,Other Professional Fees,Finance & Planning,DEPARTMENT FOR TRANSPORT,2000003459,"4,844.46"
Department for Transport,Department for Transport,14/01/2011,Bank Charges,Finance & Planning,DEPARTMENT FOR TRANSPORT,2000003479,"3,286.47"
Department for Transport,Department for Transport,19/01/2011,Other Professional Fees,Finance & Planning,DEPARTMENT FOR TRANSPORT,2000003511,"6,447.65"
Department for Transport,Department for Transport,13/01/2011,Services provided by OGDs,Human Resources,DEPARTMENT FOR WORK & PENSIONS,2000023115,"15,567.60"
Department for Transport,Department for Transport,19/01/2011,Rent - L&B (non-PFI),Finance & Estates ,DEPARTMENT FOR WORK & PENSIONS,2000023452,"64,393.97"
Department for Transport,Department for Transport,11/01/2011,Research,Environment and International,DEPARTMENT OF ENERGY&CLIMATE CHANGE,2000022716,"80,000.00"
Department for Transport,Department for Transport,06/01/2011,Capital Grants to NDPBs & CG,London and Road Demand Management,Dept Culture Media and Sport,2000022478,"10,405,059.24"
Department for Transport,Department for Transport,25/01/2011,EU Capital Grants to Public Corporations,Environment and International,DEPT FOR REGIONAL DEVELOPMENT,2000023753,"128,940.36"
Department for Transport,Department for Transport,27/01/2011,Traffic Survey & Counting Equipment,London and Road Demand Management,DERBYSHIRE COUNTY COUNCIL,2000024020,"16,099.00"
Department for Transport,Department for Transport,12/01/2011,Current Grants to LAs outside AEF/AEG,Road & Vehicle Safety & Standards,DEVON COUNTY COUNCIL,2000022777,"15,615.00"
Department for Transport,Department for Transport,19/01/2011,Management Consultancy,Corporate Support Function,DFT NATIONAL NETWORKS,2000023454,"14,259.97"
Department for Transport,Department for Transport,25/01/2011,Management Consultancy,Regional & Local Transport,DFT NATIONAL NETWORKS,2000023763,"2,518.00"
Department for Transport,Department for Transport,27/01/2011,Subsidies to Private Sector,Regional & Local Transport,DIAL-A-RIDE,2000023908,"7,514.23"
Department for Transport,Department for Transport,27/01/2011,Subsidies to Private Sector,Regional & Local Transport,DISS & DISTRICT COM TRANSPORT ASSOC,2000023910,"2,915.23"
Department for Transport,Department for Transport,13/01/2011,Subsidies to Private Sector,Regional & Local Transport,DOBSONS BUSES LTD,2000022846,"1,383.52"
Department for Transport,Department for Transport,27/01/2011,Subsidies to Private Sector,Regional & Local Transport,DOBSONS BUSES LTD,2000023911,"1,089.72"
Department for Transport,Department for Transport,18/01/2011,Support Services,Maritime and Dangerous Goods,DR CHRIS JUBB,2000023348,"1,579.10"
Department for Transport,Department for Transport,28/01/2011,Management Consultancy,Road & Vehicle Safety & Standards,DRIVER & VEHICLE TESTING AGENCY,2000024097,"9,734.00"
Department for Transport,Department for Transport,12/01/2011,Services provided by OGDs,Maritime and Dangerous Goods,DRIVING STANDARDS AGENCY,2000022775,"25,000.00"
Department for Transport,Department for Transport,24/01/2011,Training,Transport Security,DRIVING STANDARDS AGENCY,2000023660,"1,987.24"
Department for Transport,Department for Transport,13/01/2011,Research,Transport Security,DSTL,2000023096,"27,104.69"
Department for Transport,Department for Transport,13/01/2011,Research,Transport Security,DSTL,2000023096,"37,172.38"
Department for Transport,Department for Transport,13/01/2011,Research,Transport Security,DSTL,2000023096,"19,114.85"
Department for Transport,Department for Transport,14/01/2011,Services provided by OGDs,Maritime and Dangerous Goods,DSTL,2000023162,"16,404.50"
Department for Transport,Department for Transport,21/01/2011,Research,Transport Security,DSTL,2000023565,"700,000.00"
Department for Transport,Department for Transport,28/01/2011,Research,Transport Security,DSTL,2000024098,"833,453.02"
Department for Transport,Department for Transport,13/01/2011,Subsidies to Private Sector,Regional & Local Transport,DUDLEY'S COACHES LTD,2000022847,"7,555.84"
Department for Transport,Department for Transport,28/01/2011,Training,Human Resources,DUNCAN MACQUARRIE ASSOCIATES LTD,2000024118,850
Department for Transport,Department for Transport,13/01/2011,Subsidies to Private Sector,Regional & Local Transport,DUNN MOTOR TRACTION LTD,2000023041,"72,435.75"
Department for Transport,Department for Transport,13/01/2011,Subsidies to Private Sector,Regional & Local Transport,DUNN-LINE (HOLDINGS) LTD,2000022848,"126,651.61"
Department for Transport,Department for Transport,13/01/2011,Subsidies to Private Sector,Regional & Local Transport,DURHAM CITY COACHES LTD,2000023035,"1,041.08"
Department for Transport,Department for Transport,13/01/2011,Grant in Aid to NDPBs,Transform Licensing Logistics and Sponsorship,DVLA,2000023116,"18,722,333.00"
Department for Transport,Department for Transport,24/01/2011,DVO Payments,Shared Services,DVLA,2000023663,"1,118,371.35"
Department for Transport,Department for Transport,31/01/2011,Services provided by OGDs,Human Resources,DVLA,2000024179,"7,925.38"
Department for Transport,Department for Transport,31/01/2011,Services provided by OGDs,Human Resources,DVLA,2000024179,"17,188.97"
Department for Transport,Department for Transport,13/01/2011,Subsidies to Private Sector,Regional & Local Transport,E STOTT & SONS LTD,2000022849,"19,150.58"
Department for Transport,Department for Transport,05/01/2011,RTOC - Basic Franchise Rec,Rail Service Delivery,EAST COAST MAIN LINE COMPANY LTD,2000003359,"3,920,002.00"
Department for Transport,Department for Transport,13/01/2011,Subsidies to Private Sector,Regional & Local Transport,EAST LONDON BUS AND COACH LTD,2000022850,"3,026,939.80"
Department for Transport,Department for Transport,27/01/2011,Subsidies to Private Sector,Regional & Local Transport,EAST RIDING OF YORKSHIRE,2000024006,"4,451.31"
Department for Transport,Department for Transport,27/01/2011,Capital Grants to Local Authorities,Regional & Local Transport,EAST RIDING OF YORKSHIRE COUNCIL,2000024030,"3,715,000.00"
Department for Transport,Department for Transport,21/01/2011,Capital Grant to Priv Sector - Companies,Regional & Local Transport,EAST YORKSHIRE MOTOR SERVICES LTD,2000023592,"794,400.00"
Department for Transport,Department for Transport,13/01/2011,BUS FDR Wales,Regional & Local Transport,EASYWAY MINIBUS HIRE LTD,2000022851,"7,963.96"
Department for Transport,Department for Transport,20/01/2011,Travel Expenses Overseas,Human Resources,ECA INTERNATIONAL LTD,2000023491,"-1,840.00"
Department for Transport,Department for Transport,20/01/2011,Travel Expenses Overseas,Human Resources,ECA INTERNATIONAL LTD,2000023491,"10,016.00"
Department for Transport,Department for Transport,05/01/2011,Current Grants to Overseas,Aviation,ECAC SECRETARIAT,2000022412,"238,894.94"
Department for Transport,Department for Transport,13/01/2011,Electricity,Finance & Estates ,EDF ENERGY,2000023097,"4,028.54"
Department for Transport,Department for Transport,13/01/2011,Electricity,Finance & Estates ,EDF ENERGY,2000023097,"46,193.72"
Department for Transport,Department for Transport,13/01/2011,Electricity,Finance & Estates ,EDF ENERGY,2000023097,"4,303.60"
Department for Transport,Department for Transport,13/01/2011,BUS FDR Wales,Regional & Local Transport,EDWARDS BROTHERS,2000022852,"3,927.41"
Department for Transport,Department for Transport,27/01/2011,BUS FDR Wales,Regional & Local Transport,EIFIONS COACHES LTD,2000023912,"2,074.45"
Department for Transport,Department for Transport,19/01/2011,IT Services  Running Costs,Information Management Directorate,ELAN COMPUTING LTD,100022814,"-1,358.45"
Department for Transport,Department for Transport,19/01/2011,IT Services  Running Costs,Information Management Directorate,ELAN COMPUTING LTD,100022814,"1,358.45"
Department for Transport,Department for Transport,04/01/2011,Agency Staff Costs,Information Management Directorate,ELAN COMPUTING LTD,2000022333,"1,596.18"
Department for Transport,Department for Transport,04/01/2011,Agency Staff Costs,Information Management Directorate,ELAN COMPUTING LTD,2000022333,"1,596.18"
Department for Transport,Department for Transport,06/01/2011,Agency Staff Costs,Information Management Directorate,ELAN COMPUTING LTD,2000022487,"9,703.24"
Department for Transport,Department for Transport,06/01/2011,Agency Staff Costs,Information Management Directorate,ELAN COMPUTING LTD,2000022487,"1,819.36"
Department for Transport,Department for Transport,13/01/2011,Agency Staff Costs,Information Management Directorate,ELAN COMPUTING LTD,2000023098,"9,096.79"
Department for Transport,Department for Transport,14/01/2011,Agency Staff Costs,Information Management Directorate,ELAN COMPUTING LTD,2000023163,957.71
Department for Transport,Department for Transport,20/01/2011,Agency Staff Costs,Information Management Directorate,ELAN COMPUTING LTD,2000023492,"1,086.76"
Department for Transport,Department for Transport,20/01/2011,Agency Staff Costs,Information Management Directorate,ELAN COMPUTING LTD,2000023492,"1,596.18"
Department for Transport,Department for Transport,31/01/2011,Agency Staff Costs,Information Management Directorate,ELAN COMPUTING LTD,2000024188,"1,630.14"
Department for Transport,Department for Transport,13/01/2011,Subsidies to Private Sector,Regional & Local Transport,EMBLINGS COACHES LTD,2000022853,"6,674.51"
Department for Transport,Department for Transport,13/01/2011,BUS FDR Wales,Regional & Local Transport,EMMAS COACHES,2000022854,"2,843.88"
Department for Transport,Department for Transport,18/01/2011,Occupational Health Scheme,Human Resources,EMPLOYEE ADVISORY RESOURCE LTD,2000023351,"1,279.82"
