Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction No,SumOfAmount
Department for Transport,British Transport Police,29/07/2011,IT HARDWARE MAINTENANCE,FHQ TECHNOLOGY MANAGER,Capita Secure Information System,247120,"19,351.45"
Department for Transport,British Transport Police,29/07/2011,IT HARDWARE MAINTENANCE,FHQ TECHNOLOGY MANAGER,Capita Secure Information System,247118,"57,678.17"
Department for Transport,British Transport Police,29/07/2011,IT HARDWARE PURCH (NONCAP),IMPACT TECHNOLOGY,AVENTE LTD,246812,"2,082.00"
Department for Transport,British Transport Police,29/07/2011,IT HARDWARE PURCH (NONCAP),FHQ TECHNOLOGY MANAGER,AVENTE LTD,246810,"1,464.00"
Department for Transport,British Transport Police,29/07/2011,IT HARDWARE PURCH (NONCAP),LU NON STAFF RECHARGE,INSIGHT DIRECT (UK) LTD,246973,997.02
Department for Transport,British Transport Police,29/07/2011,IT HARDWARE PURCH (NONCAP),FHQ TECHNOLOGY MANAGER,Organised Computer Systems Ltd,247019,"4,680.00"
Department for Transport,British Transport Police,29/07/2011,IT SOFTWARE MAINTENANCE,FHQ TECHNOLOGY MANAGER,Optilan Uk Ltd,246978,"27,507.11"
Department for Transport,British Transport Police,29/07/2011,IT SOFTWARE MAINTENANCE,FHQ TECHNOLOGY MANAGER,VIVASOFT LIMITED,245895,"6,120.00"
Department for Transport,British Transport Police,29/07/2011,LH BUILDINGS - ADDITIONS,CAPITAL CONTROL ACCOUNT,ATKINS LIMITED,246314,"40,662.00"
Department for Transport,British Transport Police,29/07/2011,LH BUILDINGS - ADDITIONS,CAPITAL CONTROL ACCOUNT,Capita Secure Information System,247122,"1,681.20"
Department for Transport,British Transport Police,29/07/2011,LH BUILDINGS - ADDITIONS,CAPITAL CONTROL ACCOUNT,TECTON LTD,244514,"12,936.00"
Department for Transport,British Transport Police,29/07/2011,MANAGEMENT FEE- UNIFORMS,HR RECRUITMENT BC BIRMINGHAM,IOMA CLOTHING CO LTD,246976,"2,777.50"
Department for Transport,British Transport Police,29/07/2011,MTCE OF NON POLICE EQUIP,WN BIRMINGHAM STAFF COSTS,PROTECH IT HYGIENE,247013,326.84
Department for Transport,British Transport Police,29/07/2011,MTCE OF NON POLICE EQUIP,WN WOLVERHAMPTON STAFF COSTS,PROTECH IT HYGIENE,247013,106.09
Department for Transport,British Transport Police,29/07/2011,MTCE OF NON POLICE EQUIP,WN COVENTRY STAFF COSTS,PROTECH IT HYGIENE,247013,89.96
Department for Transport,British Transport Police,29/07/2011,MTCE OF NON POLICE EQUIP,WN BRISTOL T M STAFF COSTS,PROTECH IT HYGIENE,247013,346.45
Department for Transport,British Transport Police,29/07/2011,MTCE OF NON POLICE EQUIP,WN PLYMOUTH STAFF COSTS,PROTECH IT HYGIENE,247013,115.49
Department for Transport,British Transport Police,29/07/2011,MTCE OF NON POLICE EQUIP,WN SHREWSBURY STAFF COSTS,PROTECH IT HYGIENE,247013,89.97
Department for Transport,British Transport Police,29/07/2011,MTCE OF NON POLICE EQUIP,WN BANGOR STAFF COSTS,PROTECH IT HYGIENE,247013,80.57
Department for Transport,British Transport Police,29/07/2011,MTCE OF NON POLICE EQUIP,WN CARDIFF STAFF COSTS,PROTECH IT HYGIENE,247013,284.47
Department for Transport,British Transport Police,29/07/2011,MTCE OF NON POLICE EQUIP,WN SWANSEA STAFF COSTS,PROTECH IT HYGIENE,247013,94.01
Department for Transport,British Transport Police,29/07/2011,MTCE OF NON POLICE EQUIP,WN NEWPORT STAFF COSTS,PROTECH IT HYGIENE,247013,55.04
Department for Transport,British Transport Police,29/07/2011,MTCE OF NON POLICE EQUIP,WN SUPPORT SERVICES,PROTECH IT HYGIENE,247013,"1,381.12"
Department for Transport,British Transport Police,29/07/2011,OCCUPATIONAL HEALTH COSTS,WN SUPPORT SERVICES,SANTIA HEALTH AND SAFETY LIMITED,247012,"3,930.00"
Department for Transport,British Transport Police,29/07/2011,OCCUPATIONAL HEALTH COSTS,WN SUPPORT SERVICES,SANTIA HEALTH AND SAFETY LIMITED,246733,"-1,026.00"
Department for Transport,British Transport Police,29/07/2011,OFFICE RELOC COSTS- NONCAP,NE AREA COMMAND,Business Moves Limited,246763,736.06
Department for Transport,British Transport Police,29/07/2011,PENSION EMPLOYER CONTS,FHQ FINANCE,Railway Pensions Management Ltd,246348,587.09
Department for Transport,British Transport Police,29/07/2011,PLANNED MTCE- BUILD (NONCAP),FORCEWIDE MAINTENANCE,Carillion Planned Maintenance,246977,"1,879.06"
Department for Transport,British Transport Police,29/07/2011,POSTAGE,NW AREA COMMAND,Pitney Bowes Purchase Power (Franking),246782,513
Department for Transport,British Transport Police,29/07/2011,POSTAGE,LS FINANCE,Pitney Bowes Purchase Power (Franking),247220,913
Department for Transport,British Transport Police,29/07/2011,PRISONERS EXPENSES,LN CUSTODY,Mayfield Cleaning Contractors,246731,664.56
Department for Transport,British Transport Police,29/07/2011,PURCHASE OF DOG,FHQ TRAINING CENTRE DOGS,MR DAN MANNIX,23714,750
Department for Transport,British Transport Police,29/07/2011,PURCHASE UNIFORM,NE CID,IOMA CLOTHING CO LTD,245581,1.04
Department for Transport,British Transport Police,29/07/2011,PURCHASE UNIFORM,NE FINANCE,IOMA CLOTHING CO LTD,245581,193.09
Department for Transport,British Transport Police,29/07/2011,PURCHASE UNIFORM,NE AREA COMMAND,IOMA CLOTHING CO LTD,245581,31.98
Department for Transport,British Transport Police,29/07/2011,PURCHASE UNIFORM,NE DERBY,IOMA CLOTHING CO LTD,245581,19.43
Department for Transport,British Transport Police,29/07/2011,PURCHASE UNIFORM,NE LEICESTER,IOMA CLOTHING CO LTD,245581,1.6
Department for Transport,British Transport Police,29/07/2011,PURCHASE UNIFORM,NE NOTTINGHAM,IOMA CLOTHING CO LTD,245581,172.41
Department for Transport,British Transport Police,29/07/2011,PURCHASE UNIFORM,NE LEEDS STAFF COSTS,IOMA CLOTHING CO LTD,245581,118.55
Department for Transport,British Transport Police,29/07/2011,PURCHASE UNIFORM,NE METRO TRANSPORT SYSTEMS,IOMA CLOTHING CO LTD,245581,11.94
Department for Transport,British Transport Police,29/07/2011,PURCHASE UNIFORM,NE SECTOR COMMAND SOUTH,IOMA CLOTHING CO LTD,245581,11.94
Department for Transport,British Transport Police,29/07/2011,PURCHASE UNIFORM,NE NEWCASTLE STAFF COSTS,IOMA CLOTHING CO LTD,245581,105.67
Department for Transport,British Transport Police,29/07/2011,PURCHASE UNIFORM,NE DARLINGTON STAFF COSTS,IOMA CLOTHING CO LTD,245581,16.54
Department for Transport,British Transport Police,29/07/2011,PURCHASE UNIFORM,NE M'BROUGH STAFF COSTS,IOMA CLOTHING CO LTD,245581,13.9
Department for Transport,British Transport Police,29/07/2011,PURCHASE UNIFORM,NE NPT,IOMA CLOTHING CO LTD,245581,13.52
Department for Transport,British Transport Police,29/07/2011,PURCHASE UNIFORM,NE YORK STAFF COSTS,IOMA CLOTHING CO LTD,245581,15.2
Department for Transport,British Transport Police,29/07/2011,PURCHASE UNIFORM,NE DONCASTER STAFF COSTS,IOMA CLOTHING CO LTD,245581,22.81
Department for Transport,British Transport Police,29/07/2011,PURCHASE UNIFORM,NE SHEFFIELD STAFF COSTS,IOMA CLOTHING CO LTD,245581,21.16
Department for Transport,British Transport Police,29/07/2011,PURCHASE UNIFORM,NE HULL STAFF COSTS,IOMA CLOTHING CO LTD,245581,17.8
Department for Transport,British Transport Police,29/07/2011,PURCHASE UNIFORM,NE SPECIAL CONSTABLES,IOMA CLOTHING CO LTD,245581,8.15
Department for Transport,British Transport Police,29/07/2011,PURCHASE UNIFORM,NE OP SUPPORT 1,IOMA CLOTHING CO LTD,245581,29.42
Department for Transport,British Transport Police,29/07/2011,PURCHASE UNIFORM,NE OP SUPPORT 2,IOMA CLOTHING CO LTD,245581,58.44
Department for Transport,British Transport Police,29/07/2011,RECRUITMENT COSTS,HR ORGANISATIONAL DEVELOPMENT,SHIRE PROFESSIONAL,245670,900
Department for Transport,British Transport Police,29/07/2011,REFUSE COLLECTION,LN CUSTODY,Mayfield Cleaning Contractors,246729,230.4
Department for Transport,British Transport Police,29/07/2011,SELF DEVELOPMENT - ALL STAFF,LEADERSHIP & MGT DEV FACULTY,HAY GROUP,247136,"3,600.00"
Department for Transport,British Transport Police,29/07/2011,SURVEYS- NON PREMISES,STRATEGIC SERVICES,BDRC CONTINENTAL,246824,"9,442.10"
Department for Transport,British Transport Police,29/07/2011,TELEPHONE- MOBILES,NE CID,VODAFONE LTD (CORPORATE),247014,629.61
Department for Transport,British Transport Police,29/07/2011,TELEPHONE- MOBILES,NE A.I.B,VODAFONE LTD (CORPORATE),247014,352.54
Department for Transport,British Transport Police,29/07/2011,TELEPHONE- MOBILES,NE ADMIN OF JUSTICE,VODAFONE LTD (CORPORATE),247014,88.79
Department for Transport,British Transport Police,29/07/2011,TELEPHONE- MOBILES,NE FINANCE,VODAFONE LTD (CORPORATE),247014,62.27
Department for Transport,British Transport Police,29/07/2011,TELEPHONE- MOBILES,NE PERSONNEL,VODAFONE LTD (CORPORATE),247014,67.45
Department for Transport,British Transport Police,29/07/2011,TELEPHONE- MOBILES,NE AREA COMMAND,VODAFONE LTD (CORPORATE),247014,402.34
Department for Transport,British Transport Police,29/07/2011,TELEPHONE- MOBILES,NE CRIME REDUCTION,VODAFONE LTD (CORPORATE),247014,41.75
Department for Transport,British Transport Police,29/07/2011,TELEPHONE- MOBILES,NE CABLE TEAM,VODAFONE LTD (CORPORATE),247014,111.93
Department for Transport,British Transport Police,29/07/2011,TELEPHONE- MOBILES,NE SCHOOLS LIAISON,VODAFONE LTD (CORPORATE),247014,24.36
Department for Transport,British Transport Police,29/07/2011,TELEPHONE- MOBILES,NE LEICESTER,VODAFONE LTD (CORPORATE),247014,64.43
Department for Transport,British Transport Police,29/07/2011,TELEPHONE- MOBILES,NE NOTTINGHAM,VODAFONE LTD (CORPORATE),247014,409.73
Department for Transport,British Transport Police,29/07/2011,TELEPHONE- MOBILES,NE SECTOR COMMAND NORTH,VODAFONE LTD (CORPORATE),247014,28.44
Department for Transport,British Transport Police,29/07/2011,TELEPHONE- MOBILES,NE LEEDS STAFF COSTS,VODAFONE LTD (CORPORATE),247014,762.17
Department for Transport,British Transport Police,29/07/2011,TELEPHONE- MOBILES,NE BRADFORD STAFF COSTS,VODAFONE LTD (CORPORATE),247014,78.25
Department for Transport,British Transport Police,29/07/2011,TELEPHONE- MOBILES,NE METRO TRANSPORT SYSTEMS,VODAFONE LTD (CORPORATE),247014,27
Department for Transport,British Transport Police,29/07/2011,TELEPHONE- MOBILES,NE SECTOR COMMAND SOUTH,VODAFONE LTD (CORPORATE),247014,0.66
Department for Transport,British Transport Police,29/07/2011,TELEPHONE- MOBILES,NE NEWCASTLE STAFF COSTS,VODAFONE LTD (CORPORATE),247014,140.94
Department for Transport,British Transport Police,29/07/2011,TELEPHONE- MOBILES,NE DARLINGTON STAFF COSTS,VODAFONE LTD (CORPORATE),247014,52.96
Department for Transport,British Transport Police,29/07/2011,TELEPHONE- MOBILES,NE NPT,VODAFONE LTD (CORPORATE),247014,70.97
Department for Transport,British Transport Police,29/07/2011,TELEPHONE- MOBILES,NE YORK STAFF COSTS,VODAFONE LTD (CORPORATE),247014,98.21
Department for Transport,British Transport Police,29/07/2011,TELEPHONE- MOBILES,NE DONCASTER STAFF COSTS,VODAFONE LTD (CORPORATE),247014,222.54
Department for Transport,British Transport Police,29/07/2011,TELEPHONE- MOBILES,NE SHEFFIELD STAFF COSTS,VODAFONE LTD (CORPORATE),247014,56.02
Department for Transport,British Transport Police,29/07/2011,TELEPHONE- MOBILES,NE HULL STAFF COSTS,VODAFONE LTD (CORPORATE),247014,79.88
Department for Transport,British Transport Police,29/07/2011,TELEPHONE- MOBILES,NE GRIMSBY STAFF COSTS,VODAFONE LTD (CORPORATE),247014,158.52
Department for Transport,British Transport Police,29/07/2011,TELEPHONE- MOBILES,NE LINCOLN STAFF COSTS,VODAFONE LTD (CORPORATE),247014,40.16
Department for Transport,British Transport Police,29/07/2011,TELEPHONE- MOBILES,NE DOGS,VODAFONE LTD (CORPORATE),247014,121.47
Department for Transport,British Transport Police,29/07/2011,TELEPHONE- MOBILES,NE OPERATIONS,VODAFONE LTD (CORPORATE),247014,340.91
Department for Transport,British Transport Police,29/07/2011,TELEPHONE- MOBILES,NE MOTORCYCLE UNIT,VODAFONE LTD (CORPORATE),247014,85.62
Department for Transport,British Transport Police,29/07/2011,TELEPHONE- MOBILES,NE OP SUPPORT PLANNING,VODAFONE LTD (CORPORATE),247014,218.8
Department for Transport,British Transport Police,29/07/2011,TELEPHONE- MOBILES,NE OP SUPPORT 1,VODAFONE LTD (CORPORATE),247014,91.87
Department for Transport,British Transport Police,29/07/2011,TELEPHONE- MOBILES,LN FINANCE,VODAFONE LTD (CORPORATE),246971,"13,414.56"
Department for Transport,British Transport Police,29/07/2011,TEMPORARY STAFF,PAYROLL TRANSITION (FINANCE),Chase Moulande,247164,761.4
Department for Transport,British Transport Police,29/07/2011,TEMPORARY STAFF,PAYROLL TRANSITION (FINANCE),Chase Moulande,247173,"1,096.52"
Department for Transport,British Transport Police,29/07/2011,TEMPORARY STAFF,FORCEWIDE MAINTENANCE,Community Resourcing,244503,667.66
Department for Transport,British Transport Police,29/07/2011,TEMPORARY STAFF,PROFESSIONAL STANDARDS,G4S Policing Solutions Ltd,242929,"4,833.90"
Department for Transport,British Transport Police,29/07/2011,TEMPORARY STAFF,PAYROLL TRANSITION (FINANCE),HARLEY RECRUITMENT CONSULTANCY,247150,"1,981.68"
Department for Transport,British Transport Police,29/07/2011,TEMPORARY STAFF,LN IPSWICH STAFF COSTS,HUDSON GLOBAL RESOURCES LTD,246269,523.48
Department for Transport,British Transport Police,29/07/2011,TEMPORARY STAFF,LN IPSWICH STAFF COSTS,HUDSON GLOBAL RESOURCES LTD,246267,523.48
Department for Transport,British Transport Police,29/07/2011,TEMPORARY STAFF,LN LONDON OVERGROUND - LOROL,HUDSON GLOBAL RESOURCES LTD,246968,577.36
Department for Transport,British Transport Police,29/07/2011,TEMPORARY STAFF,LN IPSWICH STAFF COSTS,HUDSON GLOBAL RESOURCES LTD,246967,523.48
Department for Transport,British Transport Police,29/07/2011,TEMPORARY STAFF,NW AREA COMMAND,Katie Bard,246639,875.63
Department for Transport,British Transport Police,29/07/2011,TEMPORARY STAFF,IMPACT TECHNOLOGY,NETWORKERS RECRUITMENT SERVICES LTD,246530,"2,304.00"
Department for Transport,British Transport Police,29/07/2011,TEMPORARY STAFF,IMPACT TECHNOLOGY,NETWORKERS RECRUITMENT SERVICES LTD,246979,"2,304.00"
Department for Transport,British Transport Police,29/07/2011,TEMPORARY STAFF,PAYROLL TRANSITION (FINANCE),PORTFOLIO PAYROLL LTD,246993,714.6
Department for Transport,British Transport Police,29/07/2011,TEMPORARY STAFF,FHQ FACILITIES,Reed Employment,247209,528.77
Department for Transport,British Transport Police,29/07/2011,TEMPORARY STAFF,FHQ FACILITIES,Reed Employment,247208,536.11
Department for Transport,British Transport Police,29/07/2011,TEMPORARY STAFF,PS FHQ MAJOR INCIDENT SUPPORT,THE ARCHER GROUP LTD t/a PAR SERVICES,232978,"3,023.16"
Department for Transport,British Transport Police,29/07/2011,TRAINING-POLICE,HR LEARNING AND DEVELOPMENT,Jo Ouston & Company Limited,246988,"2,520.00"
Department for Transport,British Transport Police,29/07/2011,TRAINING-POLICE,LEADERSHIP & MGT DEV FACULTY,Jo Ouston & Company Limited,247108,"2,160.00"
Department for Transport,British Transport Police,29/07/2011,TRAINING-POLICE,COUNTER TERRORISM,Kent County Constabulary,247179,"1,700.00"
Department for Transport,British Transport Police,29/07/2011,TRAINING-POLICE,NE AREA COMMAND,LEXXIC LTD,243302,"3,139.20"
Department for Transport,British Transport Police,29/07/2011,TRAINING-POLICE,WELLBEING,TEMPUS COMPUTERS LTD,245939,780
Department for Transport,British Transport Police,29/07/2011,TRAINING-STAFF,L&D SAFETY TEAMS,ALISTAIR BROMHEAD LTD,247052,714
Department for Transport,British Transport Police,29/07/2011,TRAINING-STAFF,HR LEARNING AND DEVELOPMENT,Jo Ouston & Company Limited,246989,"2,520.00"
Department for Transport,British Transport Police,29/07/2011,VAT INPUT,FORCE BALANCE SHEET (EXCL.FAR),P&MM LIMITED,23713,"27,171.86"
Department for Transport,British Transport Police,29/07/2011,VEHICLE OWNED - ADDIT 3 YEARS,CAPITAL CONTROL ACCOUNT,FORD MOTOR COMPANY LIMITED,247027,"18,830.35"
Department for Transport,British Transport Police,29/07/2011,VEHICLE OWNED - ADDIT 3 YEARS,CAPITAL CONTROL ACCOUNT,FORD MOTOR COMPANY LIMITED,247026,"18,830.35"
Department for Transport,British Transport Police,29/07/2011,VEHICLE OWNED - ADDIT 3 YEARS,CAPITAL CONTROL ACCOUNT,FORD MOTOR COMPANY LIMITED,247024,"18,830.35"
Department for Transport,British Transport Police,29/07/2011,VEHICLE OWNED - ADDIT 3 YEARS,CAPITAL CONTROL ACCOUNT,FORD MOTOR COMPANY LIMITED,247025,"18,830.35"
Department for Transport,British Transport Police,29/07/2011,VEHICLE OWNED - ADDIT 3 YEARS,CAPITAL CONTROL ACCOUNT,SUPERSINE DURAMARK LTD,247217,"1,844.40"
Department for Transport,British Transport Police,29/07/2011,VEHICLE SERVICING- PLANNED,PS COVERT INVESTIGATIONS UNIT,THAMES VALLEY POLICE AUTHORITY,247212,"4,010.60"
Department for Transport,British Transport Police,29/07/2011,VEHICLE SERVICING- PLANNED,PS COVERT INVESTIGATIONS UNIT,THAMES VALLEY POLICE AUTHORITY,247211,"1,240.08"
Department for Transport,British Transport Police,29/07/2011,WATER RATES,LN FINANCE,THAMES WATER UTILITIES LTD,246965,"1,289.52"
Department for Transport,Department for Transport,01/07/2011,Agency Staff Costs, Aviation,HAYS PERSONNEL SERVICE LTD,2000006754,644.86
Department for Transport,Department for Transport,01/07/2011,Mobile Phone charges, Group Finance,VODAFONE LTD,2000006758,5385.94
Department for Transport,Department for Transport,01/07/2011,NLF Interest Payable (Long Term),Aviation,HM TREASURY - NATIONAL LOANS FUND,2000006761,256090.05
Department for Transport,Department for Transport,01/07/2011,NLF Principal Paid,Aviation,HM TREASURY - NATIONAL LOANS FUND,2000006761,886622.52
Department for Transport,Department for Transport,01/07/2011,Support Services, Aviation,CARDIFF INTNL AIRPORT LTD,2000006757,23805.9
Department for Transport,Department for Transport,01/07/2011,Traffic Survey & Counting Equipment, Roads,HIGHWAYS AGENCY (14272),2000006762,6077.31
Department for Transport,Department for Transport,01/07/2011,Travel Expenses UK, Group Finance,CARLSON WAGONLIT TRAVEL,2000006760,3981.95
Department for Transport,Department for Transport,01/07/2011,Travel Expenses UK, Group Finance,CARLSON WAGONLIT TRAVEL,2000006760,1976.32
Department for Transport,Department for Transport,01/07/2011,Travel Expenses UK, Group Finance,CARLSON WAGONLIT TRAVEL,2000006760,1883.16
Department for Transport,Department for Transport,01/07/2011,Veh Hire/Lse st <1yr, Group Finance,ARVAL,2000006756,523.33
Department for Transport,Department for Transport,01/07/2011,Veh Hire/Lse st <1yr, Group Finance,ARVAL,2000006756,18205.14
Department for Transport,Department for Transport,04/07/2011,Agency Staff Costs, Rail and Road Projects,ELAN COMPUTING LTD,2000006841,6053.94
Department for Transport,Department for Transport,04/07/2011,Agency Staff Costs, Rail and Road Projects,ELAN COMPUTING LTD,2000006841,3626.88
Department for Transport,Department for Transport,04/07/2011,Agency Staff Costs,Group Finance,ALLEN LANE FINANCIAL RECRUITMENT,2000006834,3286.2
Department for Transport,Department for Transport,04/07/2011,Agency Staff Costs,Group Finance,ALLEN LANE FINANCIAL RECRUITMENT,2000006834,3061.32
Department for Transport,Department for Transport,04/07/2011,Agents Fees, Domestic DG's Office,DD ACCRAILWAY PENS TRUSTEE,2000006847,899.72
Department for Transport,Department for Transport,04/07/2011,Agents Fees, Domestic DG's Office,DD ACCRAILWAY PENS TRUSTEE,2000006847,3403.87
Department for Transport,Department for Transport,04/07/2011,Capital Grants to Local Authorities, Local,BOLTON MBC,2000006853,736299
Department for Transport,Department for Transport,04/07/2011,Capital Grants to Local Authorities, Local,HERTFORDSHIRE CC,2000006854,129154
Department for Transport,Department for Transport,04/07/2011,Car Hire and Leasing, Permanent Secretary,GOVERNMENT CAR & DESPATCH AGENCY,2000006829,3832.5
Department for Transport,Department for Transport,04/07/2011,Eurocontrol Contributions, Aviation,EUROCONTROL,2000006855,9568552.37
Department for Transport,Department for Transport,04/07/2011,Eurotunnel Admin Payment, Rail Commercial Contracts,EUROTUNNEL,2000006856,4546683.4
Department for Transport,Department for Transport,04/07/2011,Eurotunnel Admin Payment, Rail Commercial Contracts,EUROTUNNEL (EURO PAYMENTS),2000006857,5305613.57
Department for Transport,Department for Transport,04/07/2011,Eurotunnel Admin Payment, Rail Commercial Contracts,SNCF CAISSE GENERALE,2000006780,5224646.35
Department for Transport,Department for Transport,04/07/2011,Eurotunnel Admin Payment, Rail Commercial Contracts,SNCF TRESORERIE ENC RHT VFE,2000006779,5947605.09
Department for Transport,Department for Transport,04/07/2011,Hospitality,Business Transformation,AMEY BUSINESS SERVICES LTD,2000006836,3066.9
Department for Transport,Department for Transport,04/07/2011,Hospitality,Business Transformation,AMEY BUSINESS SERVICES LTD,2000006836,3767.16
Department for Transport,Department for Transport,04/07/2011,Interpreter, Marine Accident Investigation Branch,K INTERNATIONAL PLC,2000006843,1285
Department for Transport,Department for Transport,04/07/2011,Legal Consultancy, Business Transformation,C M S CAMERON MCKENNA,2000006838,26643.32
Department for Transport,Department for Transport,04/07/2011,Legal Consultancy, Commercial & Technical Services,EVERSHEDS LLP,2000006842,14870.4
Department for Transport,Department for Transport,04/07/2011,Legal Consultancy, Commercial & Technical Services,EVERSHEDS LLP,2000006842,6510.36
Department for Transport,Department for Transport,04/07/2011,Legal Consultancy, Commercial & Technical Services,EVERSHEDS LLP,2000006842,37732.04
Department for Transport,Department for Transport,04/07/2011,Legal Consultancy, Commercial & Technical Services,EVERSHEDS LLP,2000006842,44401.8
Department for Transport,Department for Transport,04/07/2011,Other Advertising,Rail Strategy & Stakeholder Relations,CENTRAL OFFICE OF INFORMATION,2000006840,11876
Department for Transport,Department for Transport,04/07/2011,Publicity, Roads,CENTRAL OFFICE OF INFORMATION,2000006840,-2315
Department for Transport,Department for Transport,04/07/2011,Support Services, Aviation,BAE SYSTEMS (AVIATION SERVICES)LTD,2000006849,17544.6
Department for Transport,Department for Transport,04/07/2011,Support Services, Aviation,CAA INTERNATIONAL LTD,2000006839,41113.25
Department for Transport,Department for Transport,04/07/2011,Transport Consultancy, Local,CYCLE CITY GUIDES,2000006851,10830
Department for Transport,Department for Transport,04/07/2011,Transport Consultancy, Local,CYCLE CITY GUIDES,2000006851,5313.8
Department for Transport,Department for Transport,04/07/2011,Travel Expenses UK, Group Finance,CARLSON WAGONLIT TRAVEL,2000006848,2094.77
Department for Transport,Department for Transport,04/07/2011,Veh Hire/Lse st <1yr, Group Finance,ARVAL,2000006837,652.05
Department for Transport,Department for Transport,05/07/2011,Agency Staff Costs, Business Transformation,BADENOCH & CLARK,2000006957,929.58
Department for Transport,Department for Transport,05/07/2011,Agency Staff Costs,Group Finance,BADENOCH & CLARK,2000006957,4036.38
Department for Transport,Department for Transport,05/07/2011,Agency Staff Costs,Group Finance,BADENOCH & CLARK,2000006957,4060.62
Department for Transport,Department for Transport,05/07/2011,Agency Staff Costs,Information Management Directorate,MONARCH RECRUITMENT LTD,2000006987,7680
Department for Transport,Department for Transport,05/07/2011,Agency Staff Costs,Rail Technical & Professional,PARITY RESOURCES LTD,2000006986,7891.2
Department for Transport,Department for Transport,05/07/2011,Agents Fees, Domestic DG's Office,EXEL PLC,2000006950,440000
Department for Transport,Department for Transport,05/07/2011,Books, Roads,SWEET & MAXWELL LTD,2000006973,663
Department for Transport,Department for Transport,05/07/2011,Contract Cleaning, Rail Accident Investigation Branch,CLIENTCARE CLEANING LTD,2000006960,540
Department for Transport,Department for Transport,05/07/2011,Data Supply - Transport Direct, Transport Direct and Travel information,LANDMARK INFORMATION GROUP LTD,2000006965,9630
Department for Transport,Department for Transport,05/07/2011,IT Consultancy, Transport Security,EDUSERV,2000006951,2160
Department for Transport,Department for Transport,05/07/2011,IT Services  Running Costs, Local,LIONBRIDGE (UK) LTD,2000006966,594
Department for Transport,Department for Transport,05/07/2011,IT Services  Running Costs, Rail Accident Investigation Branch,ATKINS LTD (TRANSPORT PLANNING),2000006955,32611.2
Department for Transport,Department for Transport,05/07/2011,Legal Consultancy,Rail Strategy & Stakeholder Relations,BURGES SALMON,2000006958,5329
Department for Transport,Department for Transport,05/07/2011,Management Consultancy, Local,LANDMARK INFORMATION GROUP LTD,2000006965,7286.47
Department for Transport,Department for Transport,05/07/2011,Management Consultancy, Rail and Road Projects,PRICEWATERHOUSECOOPERS LLP,2000006970,43476.17
Department for Transport,Department for Transport,05/07/2011,Management Consultancy, Rail and Road Projects,PRICEWATERHOUSECOOPERS LLP,2000006970,50008.8
Department for Transport,Department for Transport,05/07/2011,Publications for Resale, Business Transformation,TYPE GENERATION Ltd,2000006978,560
Department for Transport,Department for Transport,05/07/2011,Publications for Resale, Greener Transport & International,TYPE GENERATION Ltd,2000006978,593
Department for Transport,Department for Transport,05/07/2011,Publications for Resale, Greener Transport & International,TYPE GENERATION Ltd,2000006978,2000
Department for Transport,Department for Transport,05/07/2011,Publicity, Rail,CENTRAL OFFICE OF INFORMATION,2000006959,3859.76
Department for Transport,Department for Transport,05/07/2011,Research, Roads,TRANSPORT RESEARCH LABORATORY,2000006976,10519.72
Department for Transport,Department for Transport,05/07/2011,Research,Greener Transport & International,UNIVERSITY OF LEEDS,2000006979,29198.75
Department for Transport,Department for Transport,05/07/2011,Room Hire,Business Transformation,CITY INN WESTMINSTER,2000006991,800
Department for Transport,Department for Transport,05/07/2011,Room Hire,Business Transformation,CITY INN WESTMINSTER,2000006991,800
Department for Transport,Department for Transport,05/07/2011,Small Software, Transport Direct & Travel Information,INSIGHT DIRECT (UK) LTD,2000006953,14311.22
Department for Transport,Department for Transport,05/07/2011,Small Software, Transport Direct and Travel information,TRAPEZE GROUP (UK) LTD,2000006977,35958
Department for Transport,Department for Transport,05/07/2011,Small Software,Information Management Directorate,SOFTWARE BOX LTD,2000006952,30240
Department for Transport,Department for Transport,05/07/2011,Subsidies to Private Sector,Roads,DIRECT RAIL SERVICES LTD,2000006982,36967.5
Department for Transport,Department for Transport,05/07/2011,Subsidies to Private Sector,Roads,FREIGHTLINER LTD,2000006983,728613.34
Department for Transport,Department for Transport,05/07/2011,Subsidies to Private Sector,Roads,FREIGHTLINER LTD,2000006983,7425.01
Department for Transport,Department for Transport,05/07/2011,Subsidies to Private Sector,Roads,JOHN G RUSSELL (TRANSPORT) LTD,2000006984,58985.04
Department for Transport,Department for Transport,05/07/2011,Subsidies to Private Sector,Roads,JOHN G RUSSELL (TRANSPORT) LTD,2000006984,79233.4
Department for Transport,Department for Transport,05/07/2011,Support Services, Aviation,NATIONAL AIR TRAFFIC SERV (ENROUTE),2000006985,126321.25
Department for Transport,Department for Transport,05/07/2011,Traffic Survey & Counting Equipment, Local,NATIONAL CENTRE FOR SOCIAL RESEARCH,2000006969,13919
Department for Transport,Department for Transport,05/07/2011,Traffic Survey & Counting Equipment, Local,NATIONAL CENTRE FOR SOCIAL RESEARCH,2000006969,12650
Department for Transport,Department for Transport,05/07/2011,Traffic Survey & Counting Equipment, Local,NATIONAL CENTRE FOR SOCIAL RESEARCH,2000006969,202083
Department for Transport,Department for Transport,05/07/2011,Traffic Survey & Counting Equipment, Roads,TDC SYSTEMS LIMITED,2000006975,2448
