Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction No,Sum of Amount,Text,Postcode
Department For Transport,Highways Agency,03/10/2012,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,LAFARGE/COSTAIN JOINT VENTURE,532490,133397.48,M4/M4 Spur Olympic Family Lane MAIN WORKS,LE7 1PL
Department For Transport,Highways Agency,03/10/2012,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,PEEKMOUCHEL,532508,1409.3,To pay invoice 90114381,AL2 2DQ
Department For Transport,Highways Agency,03/10/2012,ICT Consultancy Costs,FINANCE & BUSINESS SERVICES,ATOS IT SERVICES UK LIMITED,532444,272.59,,WV10 6UH
Department For Transport,Highways Agency,03/10/2012,ICT Software Maintenance,FINANCE & BUSINESS SERVICES,ATOS IT SERVICES UK LIMITED,532481,11800,Annual 12/13 Support Costs for West Cowick Outstation,WV10 6UH
Department For Transport,Highways Agency,03/10/2012,Lands Costs,MAJOR PROJECTS,EVERSHEDS LLP,LOMD239434,23875.55,HAL55555551//AugustInvoices,CF10 5BT
Department For Transport,Highways Agency,03/10/2012,Lands Costs,MAJOR PROJECTS,SMITHS GORE,LOMD238253,657.25,HAL00012531/xxxxx/34002147,PE1 1QF
Department For Transport,Highways Agency,03/10/2012,Lands Costs,MAJOR PROJECTS,SMITHS GORE,LOMD238318,701.5,HAL00012540/xxxxx/34002146,PE1 1QF
Department For Transport,Highways Agency,03/10/2012,Lands Costs,MAJOR PROJECTS,SMITHS GORE,LOMD239431,635.75,HAL00012488/xxxxx/34002170,PE1 1QF
Department For Transport,Highways Agency,03/10/2012,Non Civil Servant HA Staff,MAJOR PROJECTS,COSTAIN SERCO JOINT VENTURE,532526,20597.12,xxxxx July,SL6 4UB
Department For Transport,Highways Agency,03/10/2012,Non Civil Servant HA Staff,TRAFFIC MANAGEMENT DIRECTORATE,BROOK STREET (UK)  LTD,532493,601.02,"xxxxx - invoice # 30475558-""#500.85",AL1 4ZX
Department For Transport,Highways Agency,03/10/2012,Non Civil Servant HA Staff,TRAFFIC MANAGEMENT DIRECTORATE,BROOK STREET (UK)  LTD,532569,548.46,INVOICE 410034 xxxxxW/E 3/8/12 37.3 HOURS #457.05,AL1 4ZX
Department For Transport,Highways Agency,03/10/2012,Other external training costs,FINANCE & BUSINESS SERVICES,MACNAUGHTON MCGREGOR LTD,532483,1005.7,7084,NE3 1HN
Department For Transport,Highways Agency,03/10/2012,Other external training costs,FINANCE & BUSINESS SERVICES,MACNAUGHTON MCGREGOR LTD,532494,576.53,7081,NE3 1HN
Department For Transport,Highways Agency,03/10/2012,Other external training costs,FINANCE & BUSINESS SERVICES,MACNAUGHTON MCGREGOR LTD,532495,2494.9,7082,NE3 1HN
Department For Transport,Highways Agency,03/10/2012,TA Cost AUC - Programme,MAJOR PROJECTS,CARILLION CONSTRUCTION LTD - CIVIL ENGINEERING,532477,2107573.65,Fees for Sep 12.,WV1 4HY
Department For Transport,Highways Agency,03/10/2012,TA Cost AUC - Programme,MAJOR PROJECTS,CARILLION CONSTRUCTION LTD - CIVIL ENGINEERING,532487,12264.11,Certificate 13  Assessment date28/07/2012,WV1 4HY
Department For Transport,Highways Agency,03/10/2012,TA Cost AUC - Programme,MAJOR PROJECTS,COSTAIN SERCO JOINT VENTURE,532472,1703.68,Efficiency August,SL6 4UB
Department For Transport,Highways Agency,03/10/2012,TA Cost AUC - Programme,MAJOR PROJECTS,COSTAIN SERCO JOINT VENTURE,532474,2216.04,Lean August,SL6 4UB
Department For Transport,Highways Agency,03/10/2012,TA Cost AUC - Programme,MAJOR PROJECTS,COSTAIN SERCO JOINT VENTURE,532475,7412.58,,SL6 4UB
Department For Transport,Highways Agency,03/10/2012,TA Cost AUC - Programme,MAJOR PROJECTS,COSTAIN SERCO JOINT VENTURE,532484,12495.4,,SL6 4UB
Department For Transport,Highways Agency,03/10/2012,TA Cost AUC - Programme,MAJOR PROJECTS,COSTAIN SERCO JOINT VENTURE,532485,36660.6,,SL6 4UB
Department For Transport,Highways Agency,03/10/2012,TA Cost AUC - Programme,MAJOR PROJECTS,COSTAIN SERCO JOINT VENTURE,532486,3451.91,,SL6 4UB
Department For Transport,Highways Agency,03/10/2012,TA Cost AUC - Programme,MAJOR PROJECTS,COSTAIN SERCO JOINT VENTURE,532520,2392.84,Ops & Maintenance July,SL6 4UB
Department For Transport,Highways Agency,03/10/2012,TA Cost AUC - Programme,MAJOR PROJECTS,COSTAIN SERCO JOINT VENTURE,532521,1459.44,Efficiency Management July,SL6 4UB
Department For Transport,Highways Agency,03/10/2012,TA Cost AUC - Programme,MAJOR PROJECTS,COSTAIN SERCO JOINT VENTURE,532522,1106.54,Knowledge Management,SL6 4UB
Department For Transport,Highways Agency,03/10/2012,TA Cost AUC - Programme,MAJOR PROJECTS,COSTAIN SERCO JOINT VENTURE,532523,1858.29,Lean July,SL6 4UB
Department For Transport,Highways Agency,03/10/2012,TA Cost AUC - Programme,MAJOR PROJECTS,COSTAIN SERCO JOINT VENTURE,532524,3782.16,H&S July,SL6 4UB
Department For Transport,Highways Agency,03/10/2012,TA Cost AUC - Programme,MAJOR PROJECTS,COSTAIN SERCO JOINT VENTURE,532525,2019.61,Procurement July,SL6 4UB
Department For Transport,Highways Agency,03/10/2012,TA Cost AUC - Programme,MAJOR PROJECTS,ENTERPRISEMOUCHEL LIMITED,532479,1533.29,Apps and Certs Receipt - APC31143,M2 5JB
Department For Transport,Highways Agency,03/10/2012,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,LOMD239453,7046.04,00009313,CF10 5BT
Department For Transport,Highways Agency,03/10/2012,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,LOMD239455,41906.82,00009295,CF10 5BT
Department For Transport,Highways Agency,03/10/2012,TA Cost AUC - Programme,MAJOR PROJECTS,FAITHFUL & GOULD,532489,13487.55, - Invoice 01 to 28 September 2012,WR5 1TX
Department For Transport,Highways Agency,03/10/2012,TA Cost AUC - Programme,MAJOR PROJECTS,HYDER HALCROW M25 JOINT VENTURE,532459,22965.71,Fees for Sep 12,GU2 7AR
Department For Transport,Highways Agency,03/10/2012,TA Cost AUC - Programme,MAJOR PROJECTS,HYDER HALCROW M25 JOINT VENTURE,532470,19568.33,Fees for Sep 12,GU2 7AR
Department For Transport,Highways Agency,03/10/2012,TA Cost AUC - Programme,MAJOR PROJECTS,JACOBS UK LTD,532574,38635.88,Jacobs Invoice B1768700-012-SJS Professional Services & Reimbursable expenses thru 25 Sept 2012,G2 7HX
Department For Transport,Highways Agency,03/10/2012,TA Cost AUC - Programme,MAJOR PROJECTS,MOUCHEL LIMITED,532157,2032.11,,OL1 9LH
Department For Transport,Highways Agency,03/10/2012,TA Cost AUC - Programme,MAJOR PROJECTS,SERCO LTD,532513,1257.2,Meeting costs,RG27 7FR
Department For Transport,Highways Agency,03/10/2012,TA Cost AUC - Programme,MAJOR PROJECTS,VALUATION OFFICE AGENCY,LOMD239175,2300,HAL00008585/xxxxx/25000083942012,SW19 4DT
Department For Transport,Highways Agency,03/10/2012,TA Cost AUC - Programme,MAJOR PROJECTS,VALUATION OFFICE AGENCY,LOMD239376,5000,HAL00009618//25000084022012,SW19 4DT
Department For Transport,Highways Agency,03/10/2012,TA Cost AUC - Programme,MAJOR PROJECTS,VALUATION OFFICE AGENCY,LOMD239450,566,HAL66666642//25000085882012,SW19 4DT
Department For Transport,Highways Agency,03/10/2012,TA Cost AUC - Programme,MAJOR PROJECTS,VALUATION OFFICE AGENCY,LOMD239451,1225,HAL66666642//25000085872012,SW19 4DT
Department For Transport,Highways Agency,03/10/2012,TA Cost AUC - Programme,MAJOR PROJECTS,VALUATION OFFICE AGENCY,LOMD239452,1168,HAL66666642//25000085862012,SW19 4DT
Department For Transport,Highways Agency,03/10/2012,TA Cost AUC - Programme,MAJOR PROJECTS,VALUATION OFFICE AGENCY,LOMD239461,3600,HAL00009346/xxxxx /25000084102012,SW19 4DT
Department For Transport,Highways Agency,03/10/2012,TA Cost AUC - Programme,MAJOR PROJECTS,VALUATION OFFICE AGENCY,LOMD239462,4200,HAL00010315/xxxxx/25000084002012,SW19 4DT
Department For Transport,Highways Agency,03/10/2012,TA Cost AUC - Programme,MAJOR PROJECTS,VALUATION OFFICE AGENCY,LOMD239463,6800,HAL00010316//25000083892012,SW19 4DT
Department For Transport,Highways Agency,03/10/2012,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,525024,-74760.11,Apps and Certs Receipt - APC21609,M2 5JB
Department For Transport,Highways Agency,03/10/2012,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,529612,-692.15,Apps and Certs Receipt - APC27990,M2 5JB
Department For Transport,Highways Agency,03/10/2012,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,531022,-103795.68,Apps and Certs Receipt - APC29823,M2 5JB
Department For Transport,Highways Agency,03/10/2012,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,532546,43783.28,Apps and Certs Receipt - APC32419,M2 5JB
Department For Transport,Highways Agency,03/10/2012,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,532554,26.99,Apps and Certs Receipt - APC32419,M2 5JB
Department For Transport,Highways Agency,03/10/2012,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,532561,189352.13,Apps and Certs Receipt - APC32419,M2 5JB
Department For Transport,Highways Agency,03/10/2012,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,532562,61862.48,Apps and Certs Receipt - APC32419,M2 5JB
Department For Transport,Highways Agency,03/10/2012,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,AMEY LG LIMITED,532571,2531097.23,Apps and Certs Receipt - APC30960,OX4 4DQ
Department For Transport,Highways Agency,03/10/2012,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,BALFOUR BEATTY MOTT MACDONALD,532570,839.22,Apps and Certs Receipt - APC31638,BS32 4SR
Department For Transport,Highways Agency,03/10/2012,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,526417,-2552.32,Apps and Certs Receipt - APC23393,M2 5JB
Department For Transport,Highways Agency,03/10/2012,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,526676,-1976.8,Apps and Certs Receipt - APC23681,M2 5JB
Department For Transport,Highways Agency,03/10/2012,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,526678,-50843.4,Apps and Certs Receipt - APC23681,M2 5JB
Department For Transport,Highways Agency,03/10/2012,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,527851,-14259.56,Apps and Certs Receipt - APC25633,M2 5JB
Department For Transport,Highways Agency,03/10/2012,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,527853,-54778.23,Apps and Certs Receipt - APC25633,M2 5JB
Department For Transport,Highways Agency,03/10/2012,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,529610,-45413.32,Apps and Certs Receipt - APC27990,M2 5JB
Department For Transport,Highways Agency,03/10/2012,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,531020,-110246.27,Apps and Certs Receipt - APC29823,M2 5JB
Department For Transport,Highways Agency,03/10/2012,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,531021,-101738.5,Apps and Certs Receipt - APC29823,M2 5JB
Department For Transport,Highways Agency,03/10/2012,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,531022,-41209.96,Apps and Certs Receipt - APC29823,M2 5JB
Department For Transport,Highways Agency,03/10/2012,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,531024,-1688.45,Apps and Certs Receipt - APC29704,M2 5JB
Department For Transport,Highways Agency,03/10/2012,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,531027,-2879.6,Apps and Certs Receipt - APC29704,M2 5JB
Department For Transport,Highways Agency,03/10/2012,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,532479,342373.8,Apps and Certs Receipt - APC31143,M2 5JB
Department For Transport,Highways Agency,03/10/2012,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,532514,684.37,Apps and Certs Receipt - APC31841,M2 5JB
Department For Transport,Highways Agency,03/10/2012,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,532515,50073.16,Apps and Certs Receipt - APC31841,M2 5JB
Department For Transport,Highways Agency,03/10/2012,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,532516,11537.73,Apps and Certs Receipt - APC31841,M2 5JB
Department For Transport,Highways Agency,03/10/2012,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,532517,87153.3,Apps and Certs Receipt - APC31841,M2 5JB
Department For Transport,Highways Agency,03/10/2012,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,532518,13743.41,Apps and Certs Receipt - APC31841,M2 5JB
Department For Transport,Highways Agency,03/10/2012,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,532519,21100.32,Apps and Certs Receipt - APC31841,M2 5JB
Department For Transport,Highways Agency,03/10/2012,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,532528,87.12,Apps and Certs Receipt - APC32419,M2 5JB
Department For Transport,Highways Agency,03/10/2012,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,532529,1979.36,Apps and Certs Receipt - APC32419,M2 5JB
Department For Transport,Highways Agency,03/10/2012,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,532530,1789.03,Apps and Certs Receipt - APC32419,M2 5JB
Department For Transport,Highways Agency,03/10/2012,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,532531,1319.74,Apps and Certs Receipt - APC32419,M2 5JB
Department For Transport,Highways Agency,03/10/2012,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,532532,3245.65,Apps and Certs Receipt - APC32419,M2 5JB
Department For Transport,Highways Agency,03/10/2012,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,532533,849.77,Apps and Certs Receipt - APC32419,M2 5JB
Department For Transport,Highways Agency,03/10/2012,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,532535,502.71,Apps and Certs Receipt - APC32419,M2 5JB
Department For Transport,Highways Agency,03/10/2012,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,532537,5793.82,Apps and Certs Receipt - APC32419,M2 5JB
Department For Transport,Highways Agency,03/10/2012,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,532538,7422.61,Apps and Certs Receipt - APC32419,M2 5JB
Department For Transport,Highways Agency,03/10/2012,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,532539,3337.94,Apps and Certs Receipt - APC32419,M2 5JB
Department For Transport,Highways Agency,03/10/2012,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,532541,3898.75,Apps and Certs Receipt - APC32419,M2 5JB
Department For Transport,Highways Agency,03/10/2012,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,532542,3573.54,Apps and Certs Receipt - APC32419,M2 5JB
Department For Transport,Highways Agency,03/10/2012,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,532546,590339.69,Apps and Certs Receipt - APC32419,M2 5JB
Department For Transport,Highways Agency,03/10/2012,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,532547,80.6,Apps and Certs Receipt - APC32419,M2 5JB
Department For Transport,Highways Agency,03/10/2012,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,532548,5864.92,Apps and Certs Receipt - APC32419,M2 5JB
Department For Transport,Highways Agency,03/10/2012,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,532549,2435.36,Apps and Certs Receipt - APC32419,M2 5JB
Department For Transport,Highways Agency,03/10/2012,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,532552,1709.13,Apps and Certs Receipt - APC32419,M2 5JB
Department For Transport,Highways Agency,03/10/2012,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,532553,519.53,Apps and Certs Receipt - APC32419,M2 5JB
Department For Transport,Highways Agency,03/10/2012,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,532555,1858.89,Apps and Certs Receipt - APC32419,M2 5JB
Department For Transport,Highways Agency,03/10/2012,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,532556,816.07,Apps and Certs Receipt - APC32419,M2 5JB
Department For Transport,Highways Agency,03/10/2012,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,532559,1593.87,Apps and Certs Receipt - APC32419,M2 5JB
Department For Transport,Highways Agency,03/10/2012,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,532560,1190.68,Apps and Certs Receipt - APC32419,M2 5JB
Department For Transport,Highways Agency,03/10/2012,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,532561,444750.56,Apps and Certs Receipt - APC32419,M2 5JB
Department For Transport,Highways Agency,03/10/2012,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,532562,1734021.92,Apps and Certs Receipt - APC32419,M2 5JB
Department For Transport,Highways Agency,03/10/2012,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,532564,542.44,Apps and Certs Receipt - APC32419,M2 5JB
Department For Transport,Highways Agency,03/10/2012,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,532565,2829.2,Apps and Certs Receipt - APC32419,M2 5JB
Department For Transport,Highways Agency,03/10/2012,TA Renewal of Structures - Capital,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,508964,-1588.48,Apps and Certs Receipt - APC9900,M2 5JB
Department For Transport,Highways Agency,03/10/2012,TA Renewal of Structures - Capital,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,518120,-2990.53,Apps and Certs Receipt - APC14309,M2 5JB
Department For Transport,Highways Agency,03/10/2012,TA Renewal of Structures - Capital,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,519789,-12530.25,Apps and Certs Receipt - APC15727,M2 5JB
Department For Transport,Highways Agency,03/10/2012,TA Renewal of Structures - Capital,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,521265,-15785.31,Apps and Certs Receipt - APC17529,M2 5JB
Department For Transport,Highways Agency,03/10/2012,TA Renewal of Structures - Capital,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,523448,-20174.03,Apps and Certs Receipt - APC19979,M2 5JB
Department For Transport,Highways Agency,03/10/2012,TA Renewal of Structures - Capital,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,526366,-6600.86,Apps and Certs Receipt - APC23417,M2 5JB
Department For Transport,Highways Agency,03/10/2012,TA Renewal of Structures - Capital,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,528136,-5753.78,Apps and Certs Receipt - APC25559,M2 5JB
Department For Transport,Highways Agency,03/10/2012,TA Renewal of Structures - Capital,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,531001,-73775.44,Apps and Certs Receipt - APC29705,M2 5JB
Department For Transport,Highways Agency,03/10/2012,TA Renewal of Structures - Capital,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,531006,-1701.46,Apps and Certs Receipt - APC29703,M2 5JB
Department For Transport,Highways Agency,03/10/2012,TA Renewal of Structures - Capital,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,531007,-1534.94,Apps and Certs Receipt - APC29703,M2 5JB
Department For Transport,Highways Agency,03/10/2012,TA Renewal of Structures - Capital,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,532497,479508.22,Apps and Certs Receipt - APC31930,M2 5JB
Department For Transport,Highways Agency,03/10/2012,TA Renewal of Structures - Capital,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,532498,24662.96,Apps and Certs Receipt - APC31842,M2 5JB
Department For Transport,Highways Agency,03/10/2012,TA Renewal of Structures - Capital,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,532499,571.49,Apps and Certs Receipt - APC31842,M2 5JB
Department For Transport,Highways Agency,03/10/2012,TA Renewal of Structures - Capital,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,532501,29236.73,Apps and Certs Receipt - APC31842,M2 5JB
Department For Transport,Highways Agency,03/10/2012,TA Renewal of Structures - Capital,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,532502,4653.09,Apps and Certs Receipt - APC31842,M2 5JB
Department For Transport,Highways Agency,03/10/2012,TA Renewal of Structures - Capital,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,532503,26816.67,Apps and Certs Receipt - APC31842,M2 5JB
Department For Transport,Highways Agency,03/10/2012,TA Renewal of Structures - Capital,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,532504,1211.2,Apps and Certs Receipt - APC31842,M2 5JB
Department For Transport,Highways Agency,03/10/2012,TOS operational Vehicle consumables,TRAFFIC MANAGEMENT DIRECTORATE,PRO-TECT SAFETY SIGNS,532466,842.5,Weatherhill consumables invoice #21023-#842.50,BS24 6TA
Department For Transport,Highways Agency,03/10/2012,TOS operational Vehicle consumables,TRAFFIC MANAGEMENT DIRECTORATE,PRO-TECT SAFETY SIGNS,532467,1644.07,Easton Lane consumables- invoice # 20879-#1644.07,BS24 6TA
Department For Transport,Highways Agency,03/10/2012,TOS operational Vehicle consumables,TRAFFIC MANAGEMENT DIRECTORATE,PRO-TECT SAFETY SIGNS,532468,1460.83,Coldharbour consumables - invoice 20952- #1460.83,BS24 6TA
Department For Transport,Highways Agency,03/10/2012,WM - Winter Maintenance,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,532561,62420.67,Apps and Certs Receipt - APC32419,M2 5JB
Department For Transport,Highways Agency,04/10/2012,CM External Technical Consultant Costs,NETWORK DELIVERY & DEVELOPMENT,PEEK TRAFFIC LTD,532279,574.89,STSS_005 September Work Done,RG24 8WZ
Department For Transport,Highways Agency,04/10/2012,CM - Lump Sum Fees,NETWORK DELIVERY & DEVELOPMENT,A-ONE + INTEGRATED HIGHWAY SERVICES (CIS),532369,-53760.01,Apps and Certs Receipt - APC31727,DL1 1TJ
Department For Transport,Highways Agency,04/10/2012,CM - Lump Sum Fees,NETWORK DELIVERY & DEVELOPMENT,BALFOUR BEATTY MOTT MACDONALD,532630,570.94,Apps and Certs Receipt - APC31639,BS32 4SR
Department For Transport,Highways Agency,04/10/2012,Contractors Costs,MAJOR PROJECTS,HYDER HALCROW M25 JOINT VENTURE,532610,6138.48,M25 J30 - HHJV September 2012,GU2 7AR
Department For Transport,Highways Agency,04/10/2012,Contractors Costs,MAJOR PROJECTS,URS SCOTT WILSON LTD,532632,18189,M25 Cobham - URS Invoice 5274193,NG9 6RZ
Department For Transport,Highways Agency,04/10/2012,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,AMEY LG LIMITED,532637,84732.87,Apps and Certs Receipt - APC30803,OX4 4DQ
Department For Transport,Highways Agency,04/10/2012,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,AUTOLINK CONCESSIONAIRES (A19) LIMITED,532599,7513.78,INVOICE 646 DATED 01 OCTOBER 2012,TS23 1PX
Department For Transport,Highways Agency,04/10/2012,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,BALFOUR BEATTY MOTT MACDONALD,532626,7081.97,Apps and Certs Receipt - APC31553,BS32 4SR
Department For Transport,Highways Agency,04/10/2012,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,BALFOUR BEATTY MOTT MACDONALD,532628,2449.35,Apps and Certs Receipt - APC31555,BS32 4SR
Department For Transport,Highways Agency,04/10/2012,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,BALFOUR BEATTY MOTT MACDONALD,532630,28392.22,Apps and Certs Receipt - APC31639,BS32 4SR
Department For Transport,Highways Agency,04/10/2012,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,BALFOUR BEATTY MOTT MACDONALD,532630,142.28,Apps and Certs Receipt - APC31639,BS32 4SR
Department For Transport,Highways Agency,04/10/2012,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,BALFOUR BEATTY MOTT MACDONALD,532630,436.16,Apps and Certs Receipt - APC31639,BS32 4SR
Department For Transport,Highways Agency,04/10/2012,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,526158,-12899.75,Apps and Certs Receipt - APC23415,M2 5JB
Department For Transport,Highways Agency,04/10/2012,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,529309,-1256.49,Apps and Certs Receipt - APC27835,M2 5JB
