Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction No,Sum of Amount,Text,Postcode
Department For Transport,Highways Agency,02/11/2012,Non Civil Servant HA Staff,MAJOR PROJECTS,FAITHFUL & GOULD,534291,5939.12,Fees for October 12,WR5 1TX
Department For Transport,Highways Agency,02/11/2012,Non Civil Servant HA Staff,NETWORK SERVICES DIRECTORATE,NETWORKERS INTERNATIONAL PLC,534290,2215.68,P/E 28/10/12 411034399,BR1 1HP
Department For Transport,Highways Agency,02/11/2012,Other external training costs,FINANCE & BUSINESS SERVICES,BIRMINGHAM METROPOLITAN COLLEGE,518552,-1500,"inv- I013861, #1500.00, 2011/2012,XXXXX",B4 7PS
Department For Transport,Highways Agency,02/11/2012,Other external training costs,FINANCE & BUSINESS SERVICES,BRAY LEINO LTD,534301,525,L26344 - cc6250,EX32 0RX
Department For Transport,Highways Agency,02/11/2012,Other external training costs,FINANCE & BUSINESS SERVICES,PREMIER PEOPLE SOLUTIONS LTD T/A PREMIER PARTNERSHIP,534313,1770.5,Invoice No. 6345,DN4 5NL
Department For Transport,Highways Agency,02/11/2012,PFI Service Payments,NETWORK DELIVERY & DEVELOPMENT,BRITISH TELECOM PLC (NON CIS) CHARGES,534287,3509.5,BT Bill for 36872170 - Oct to Dec 2012,DH98 1BT
Department For Transport,Highways Agency,02/11/2012,PFI Service Payments,NETWORK DELIVERY & DEVELOPMENT,CONNECT A30/A35 LTD,534266,2777223.74,"Invoice No. 30-35.0878, dated 1 November 2012",NW1 3AX
Department For Transport,Highways Agency,02/11/2012,TA Cost AUC - ICT Admin,FINANCE & BUSINESS SERVICES,ATOS IT SERVICES UK LIMITED,534283,17195.55,RIF Upgrade Charges September 2012,WV10 6UH
Department For Transport,Highways Agency,02/11/2012,TA Cost AUC - Programme,MAJOR PROJECTS,AMEY OW LIMITED,532971,-63929.39,,OX4 4DQ
Department For Transport,Highways Agency,02/11/2012,TA Cost AUC - Programme,MAJOR PROJECTS,ATKINS LTD,534289,23233.1,A23 Handcross - Atkins October 2012 invoice,KT18 5BW
Department For Transport,Highways Agency,02/11/2012,TA Cost AUC - Programme,MAJOR PROJECTS,BT OPENREACH (CIS) DIVERT/CONNECT,534281,128544.38,A11 Fiveways - BT Advanced payment Invoice A114687,S1 1BA
Department For Transport,Highways Agency,02/11/2012,TA Cost AUC - Programme,MAJOR PROJECTS,CORDEROY CONTRACT SERVICES LTD,529398,-11789.85,May/June Invoice,ME18 5NN
Department For Transport,Highways Agency,02/11/2012,TA Cost AUC - Programme,MAJOR PROJECTS,CORDEROY CONTRACT SERVICES LTD,530378,-10339.15,July Invoice,ME18 5NN
Department For Transport,Highways Agency,02/11/2012,TA Cost AUC - Programme,MAJOR PROJECTS,CORDEROY CONTRACT SERVICES LTD,531127,-3107.46,,ME18 5NN
Department For Transport,Highways Agency,02/11/2012,TA Cost AUC - Programme,MAJOR PROJECTS,CORDEROY CONTRACT SERVICES LTD,532605,-4928.15,,ME18 5NN
Department For Transport,Highways Agency,02/11/2012,TA Cost AUC - Programme,MAJOR PROJECTS,CORDEROY CONTRACT SERVICES LTD,532606,-35856.22,,ME18 5NN
Department For Transport,Highways Agency,02/11/2012,TA Cost AUC - Programme,MAJOR PROJECTS,CORDEROY CONTRACT SERVICES LTD,533155,-8692.82,September fees,ME18 5NN
Department For Transport,Highways Agency,02/11/2012,TA Cost AUC - Programme,MAJOR PROJECTS,CORDEROY CONTRACT SERVICES LTD,533329,-19159.25,,ME18 5NN
Department For Transport,Highways Agency,02/11/2012,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,LOMD240036,9534.29,,CF10 5BT
Department For Transport,Highways Agency,02/11/2012,TA Cost AUC - Programme,MAJOR PROJECTS,GENESYS TELECOMMUNICATIONS LTD,534284,1571228.62,M1 J10-13 HSR 514446 Inv Date:01 Nov 2012 T-003 Stage 1 Section 2 (J11-12) Mp55/3 to Mp63/6) New NRTS Services - NRTS ID 00175,GU14 7BF
Department For Transport,Highways Agency,02/11/2012,TA Cost AUC - Programme,MAJOR PROJECTS,GEORGE CORDEROY & CO,534265,20514.73,M6 J5-8 (BB3) Commercial Assurance September fees,ME18 5NN
Department For Transport,Highways Agency,02/11/2012,TA Cost AUC - Programme,MAJOR PROJECTS,HILL & SMITH T/A TECHSPAN SYSTEMS,534295,48147.57,Inv No 102196 dated 31/10/12. M62 J25 to 30 MMS. Techspan base costs Sept/Oct 2012,HP19 8BP
Department For Transport,Highways Agency,02/11/2012,TA Cost AUC - Programme,MAJOR PROJECTS,HILL & SMITH T/A TECHSPAN SYSTEMS,534296,3300.19,Inv No 102197 dateds 31/10/12. M62 J25 to 30 MMS. Techspan CVO costs Sept/Oct 2012,HP19 8BP
Department For Transport,Highways Agency,02/11/2012,TA Cost AUC - Programme,MAJOR PROJECTS,HYDER HALCROW M25 JOINT VENTURE,534288,80325.29,DOC No. 00410503 HHJV invoice for hours worked in Spetmeber 2012,GU2 7AR
Department For Transport,Highways Agency,02/11/2012,TA Cost AUC - Programme,MAJOR PROJECTS,JACOBS UK LTD,534257,5173.33,Payment for invoice B0503301/017/SS,G2 7HX
Department For Transport,Highways Agency,02/11/2012,TA Cost AUC - Programme,MAJOR PROJECTS,MORGAN & COMPANY (BELPER) LTD,LOMD240106,915.6,,DE56 1AR
Department For Transport,Highways Agency,02/11/2012,TA Cost AUC - Programme,MAJOR PROJECTS,MORGAN & COMPANY (BELPER) LTD,LOMD240121,3801.6,,DE56 1AR
Department For Transport,Highways Agency,02/11/2012,TA Cost AUC - Programme,MAJOR PROJECTS,MOUCHEL LIMITED,534299,107194.55,Inv No 90118464 Inv Date 16/10/12 M1 J32-35a Advance Copy,OL1 9LH
Department For Transport,Highways Agency,02/11/2012,TA Cost AUC - Programme,MAJOR PROJECTS,MOUCHEL LIMITED,534300,260162.93,Inv No 90116664 Inv Date 27/9/12 M1 J32-35a Advance Copy,OL1 9LH
Department For Transport,Highways Agency,02/11/2012,TA Cost AUC - Programme,MAJOR PROJECTS,SMITHS GORE,LOMD240098,43464.62,,PE1 1QF
Department For Transport,Highways Agency,02/11/2012,TA Cost AUC - Programme,MAJOR PROJECTS,THE DAVIES PARTNERSHIP,LOMD240120,877.2,,CB4 0WZ
Department For Transport,Highways Agency,02/11/2012,TA Cost AUC - Programme,MAJOR PROJECTS,THOMSON BROADBENT LLP,LOMD240104,657.6,,NN17 5JG
Department For Transport,Highways Agency,02/11/2012,TA Cost AUC - Programme,MAJOR PROJECTS,THOMSON BROADBENT LLP,LOMD240112,799.2,,NN17 5JG
Department For Transport,Highways Agency,02/11/2012,TA Cost AUC - Programme,MAJOR PROJECTS,THOMSON BROADBENT LLP,LOMD240134,1522.8,,NN17 5JG
Department For Transport,Highways Agency,02/11/2012,TA Cost AUC - Programme,MAJOR PROJECTS,VALUATION OFFICE AGENCY,LOMD238500,1891,,SW19 4DT
Department For Transport,Highways Agency,02/11/2012,TA Cost AUC - Programme,MAJOR PROJECTS,VALUATION OFFICE AGENCY,LOMD239199,3200,,SW19 4DT
Department For Transport,Highways Agency,02/11/2012,TA Cost AUC - Programme,MAJOR PROJECTS,VALUATION OFFICE AGENCY,LOMD239201,4500,,SW19 4DT
Department For Transport,Highways Agency,02/11/2012,TA Cost AUC - Programme,MAJOR PROJECTS,VALUATION OFFICE AGENCY,LOMD239202,7450,,SW19 4DT
Department For Transport,Highways Agency,02/11/2012,TA Cost AUC - Programme,MAJOR PROJECTS,VALUATION OFFICE AGENCY,LOMD239203,2900,,SW19 4DT
Department For Transport,Highways Agency,02/11/2012,TA Cost AUC - Programme,MAJOR PROJECTS,VALUATION OFFICE AGENCY,LOMD239769,972,,SW19 4DT
Department For Transport,Highways Agency,02/11/2012,TA Cost AUC - Programme,MAJOR PROJECTS,VALUATION OFFICE AGENCY,LOMD240107,2717,,SW19 4DT
Department For Transport,Highways Agency,02/11/2012,TA Cost AUC - Programme,MAJOR PROJECTS,WILLIAM RICKETTS PARTNERSHIP,LOMD240111,838.8,,CF14 1DU
Department For Transport,Highways Agency,02/11/2012,TA Cost AUC - Programme,MAJOR PROJECTS,WILLIAM RICKETTS PARTNERSHIP,LOMD240135,838.8,,CF14 1DU
Department For Transport,Highways Agency,02/11/2012,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,AMEY LG LIMITED,531435,-16982.8,Apps and Certs Receipt - APC31022,OX4 4DQ
Department For Transport,Highways Agency,02/11/2012,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,AMEY LG LIMITED,534264,118648.48,Apps and Certs Receipt - APC33083,OX4 4DQ
Department For Transport,Highways Agency,02/11/2012,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,AMEY LG LIMITED,524103,-96.33,Apps and Certs Receipt - APC20556,OX4 4DQ
Department For Transport,Highways Agency,02/11/2012,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,AMEY LG LIMITED,527122,-9102.03,Apps and Certs Receipt - APC24464,OX4 4DQ
Department For Transport,Highways Agency,02/11/2012,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,AMEY LG LIMITED,529317,-856.65,Apps and Certs Receipt - APC26861,OX4 4DQ
Department For Transport,Highways Agency,02/11/2012,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,AMEY LG LIMITED,530532,-1956.79,Apps and Certs Receipt - APC28879,OX4 4DQ
Department For Transport,Highways Agency,02/11/2012,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,AMEY LG LIMITED,532571,-15070.58,Apps and Certs Receipt - APC30960,OX4 4DQ
Department For Transport,Highways Agency,02/11/2012,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,AMEY LG LIMITED,534259,1981973.92,Apps and Certs Receipt - APC33061,OX4 4DQ
Department For Transport,Highways Agency,02/11/2012,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,AMEY OW LIMITED,531285,-1089.4,,OX4 4DQ
Department For Transport,Highways Agency,02/11/2012,TA Renewal of Structures - Capital,NETWORK DELIVERY & DEVELOPMENT,BIRSE CIVILS LTD,534302,139309.83,Apps and Certs Receipt - APC35068,DN18 5BW
Department For Transport,Highways Agency,02/11/2012,TOS operational Vehicle consumables,TRAFFIC MANAGEMENT DIRECTORATE,PRO-TECT SAFETY SIGNS,534261,2045,CLEAR INITIATIVE - (Trio) Load Cell invoice 21457 - Loadcell recall & modification of handset,BS24 6TA
Department For Transport,Highways Agency,02/11/2012,TOS operational Vehicle consumables,TRAFFIC MANAGEMENT DIRECTORATE,PRO-TECT SAFETY SIGNS,534262,1445,Monthly Management Fee - October 2012,BS24 6TA
Department For Transport,Highways Agency,02/11/2012,TOS operational Vehicle fuel,TRAFFIC MANAGEMENT DIRECTORATE,ALLSTAR BUSINESS SOLUTIONS,1019011555,45125.03,,SN5 6PS
Department For Transport,Highways Agency,02/11/2012,TOS operational Vehicle fuel,TRAFFIC MANAGEMENT DIRECTORATE,ALLSTAR BUSINESS SOLUTIONS,1019011556,24192.6,,SN5 6PS
Department For Transport,Highways Agency,02/11/2012,TOS operational Vehicle fuel,TRAFFIC MANAGEMENT DIRECTORATE,ALLSTAR BUSINESS SOLUTIONS,1019011557,29837.44,,SN5 6PS
Department For Transport,Highways Agency,02/11/2012,Utilities,NETWORK DELIVERY & DEVELOPMENT,NATIONAL GRID PLC (CIS) DIVERT/CONNECT,534304,28656.42,,WV1 9NZ
Department For Transport,Highways Agency,05/11/2012,CM - Compensation / Variation Costs,NETWORK DELIVERY & DEVELOPMENT,CARILLION-WSP JOINT VENTURE,532461,-23413.6,Apps and Certs Receipt - APC31827,WV1 4RU
Department For Transport,Highways Agency,05/11/2012,CM - Compensation / Variation Costs,NETWORK DELIVERY & DEVELOPMENT,CARILLION-WSP JOINT VENTURE,534323,3854.9,Apps and Certs Receipt - APC33768,WV1 4RU
Department For Transport,Highways Agency,05/11/2012,CM - Compounds Maintenance,NETWORK DELIVERY & DEVELOPMENT,AMEY LG LIMITED,534345,13469.33,Apps and Certs Receipt - APC33041,OX4 4DQ
Department For Transport,Highways Agency,05/11/2012,CM - Lump Sum Fees,NETWORK DELIVERY & DEVELOPMENT,AMEY LG LIMITED,534320,232461.77,Apps and Certs Receipt - APC33087,OX4 4DQ
Department For Transport,Highways Agency,05/11/2012,CM - Lump Sum Fees,NETWORK DELIVERY & DEVELOPMENT,CARILLION-WSP JOINT VENTURE,534323,596800.82,Apps and Certs Receipt - APC33768,WV1 4RU
Department For Transport,Highways Agency,05/11/2012,CM - Lump Sum Fees,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,534347,1123975.29,Apps and Certs Receipt - APC33742,M2 5JB
Department For Transport,Highways Agency,05/11/2012,CM - Lump Sum Fees,NETWORK DELIVERY & DEVELOPMENT,PEEKMOUCHEL,534374,234018.14,Invoice 90119435 Oct 12,AL2 2DQ
Department For Transport,Highways Agency,05/11/2012,CM - Lump Sum Fees,NETWORK DELIVERY & DEVELOPMENT,PEEKMOUCHEL,534375,16602.19,Invoice 90119433 Oct 12,AL2 2DQ
Department For Transport,Highways Agency,05/11/2012,CM - Time Based Charges,NETWORK DELIVERY & DEVELOPMENT,AMEY LG LIMITED,534346,3584.6,Apps and Certs Receipt - APC33042,OX4 4DQ
Department For Transport,Highways Agency,05/11/2012,CM - Time Based Charges,NETWORK DELIVERY & DEVELOPMENT,PEEKMOUCHEL,534378,106252.79,Invoice 90119439 Oct 12,AL2 2DQ
Department For Transport,Highways Agency,05/11/2012,CM - Time Based Charges,NETWORK DELIVERY & DEVELOPMENT,TRL LTD,534328,4466,Continuous Monitoring of HRV Year 15 for October 2012:,RG40 3GA
Department For Transport,Highways Agency,05/11/2012,CM - Time Based Charges,NETWORK DELIVERY & DEVELOPMENT,WILTSHIRE COUNCIL,534341,1083.36,,SN15 1ER
Department For Transport,Highways Agency,05/11/2012,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,AMEY LG LIMITED,511401,-52147.74,Apps and Certs Receipt - APC10305,OX4 4DQ
Department For Transport,Highways Agency,05/11/2012,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,AMEY LG LIMITED,522284,-211276.07,Apps and Certs Receipt - APC18527,OX4 4DQ
Department For Transport,Highways Agency,05/11/2012,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,AMEY LG LIMITED,534315,17.49,Apps and Certs Receipt - APC33084,OX4 4DQ
Department For Transport,Highways Agency,05/11/2012,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,AMEY LG LIMITED,534346,4718.1,Apps and Certs Receipt - APC33042,OX4 4DQ
Department For Transport,Highways Agency,05/11/2012,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,AMEY LG LIMITED,534383,68.4,Apps and Certs Receipt - APC33037,OX4 4DQ
Department For Transport,Highways Agency,05/11/2012,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,AMEY LG LIMITED,534386,517410.62,Apps and Certs Receipt - APC33053,OX4 4DQ
Department For Transport,Highways Agency,05/11/2012,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,AMEY OW LIMITED,534351,1196.81,,OX4 4DQ
Department For Transport,Highways Agency,05/11/2012,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,AMEY OW LIMITED,534351,15697.13,,OX4 4DQ
Department For Transport,Highways Agency,05/11/2012,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,AMEY OW LIMITED,534351,139.64,,OX4 4DQ
Department For Transport,Highways Agency,05/11/2012,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,AMEY OW LIMITED,534351,98.14,,OX4 4DQ
Department For Transport,Highways Agency,05/11/2012,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,AMEY OW LIMITED,534351,7160.28,,OX4 4DQ
Department For Transport,Highways Agency,05/11/2012,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,AMEY OW LIMITED,534351,5118.37,,OX4 4DQ
Department For Transport,Highways Agency,05/11/2012,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,AMEY OW LIMITED,534351,3806.18,,OX4 4DQ
Department For Transport,Highways Agency,05/11/2012,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,AMEY LG LIMITED,527186,-5333.3,Apps and Certs Receipt - APC24367,OX4 4DQ
Department For Transport,Highways Agency,05/11/2012,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,AMEY LG LIMITED,530228,-8269.83,Apps and Certs Receipt - APC28777,OX4 4DQ
Department For Transport,Highways Agency,05/11/2012,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,AMEY LG LIMITED,534315,29878.77,Apps and Certs Receipt - APC33084,OX4 4DQ
Department For Transport,Highways Agency,05/11/2012,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,AMEY LG LIMITED,534315,14143.65,Apps and Certs Receipt - APC33084,OX4 4DQ
Department For Transport,Highways Agency,05/11/2012,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,AMEY LG LIMITED,534317,5182.8,Apps and Certs Receipt - APC33081,OX4 4DQ
Department For Transport,Highways Agency,05/11/2012,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,AMEY LG LIMITED,534317,65.72,Apps and Certs Receipt - APC33081,OX4 4DQ
Department For Transport,Highways Agency,05/11/2012,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,AMEY LG LIMITED,534320,3214.51,Apps and Certs Receipt - APC33087,OX4 4DQ
Department For Transport,Highways Agency,05/11/2012,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,AMEY LG LIMITED,534320,8022.17,Apps and Certs Receipt - APC33087,OX4 4DQ
Department For Transport,Highways Agency,05/11/2012,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,AMEY LG LIMITED,534343,9235.96,Apps and Certs Receipt - APC33079,OX4 4DQ
Department For Transport,Highways Agency,05/11/2012,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,AMEY LG LIMITED,534380,192829.55,Apps and Certs Receipt - APC35128,OX4 4DQ
Department For Transport,Highways Agency,05/11/2012,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,AMEY LG LIMITED,534380,29286.13,Apps and Certs Receipt - APC35128,OX4 4DQ
Department For Transport,Highways Agency,05/11/2012,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,JMP CONSULTANTS LTD,533891,-5596.31,Spatial Planning NW Development Planning October Spend,EC1N 6SN
Department For Transport,Highways Agency,05/11/2012,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,JMP CONSULTANTS LTD,533892,-5644.77,Spatial Planning NDD North West Spatial Planning October Spend Additional,EC1N 6SN
Department For Transport,Highways Agency,05/11/2012,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,JMP CONSULTANTS LTD,533893,816.41,NDD North West Spatial Planning Modelling October Spend Additional,EC1N 6SN
Department For Transport,Highways Agency,05/11/2012,Contractors Costs,NETWORK SERVICES DIRECTORATE,EVERSHEDS LLP,534381,3507,Eversheds: ASC Area 3 & 8 PIN: 526352 BPA:4080997 - Oct - ADI,CF10 5BT
Department For Transport,Highways Agency,05/11/2012,Contractors Costs,NETWORK SERVICES DIRECTORATE,OVE ARUP & PARTNERS,534331,32462.46,Work carried out in Oct 2012,NE1 3PL
Department For Transport,Highways Agency,05/11/2012,Lands Costs,MAJOR PROJECTS,EVERSHEDS LLP,LOMD238944,2753.47,,CF10 5BT
Department For Transport,Highways Agency,05/11/2012,Lands Costs,NETWORK DELIVERY & DEVELOPMENT,EVERSHEDS LLP,LOMD240202,12726,,CF10 5BT
Department For Transport,Highways Agency,05/11/2012,Legal Costs,FINANCE & BUSINESS SERVICES,TREASURY SOLICITOR,534367,9636.98,"Invoice no.124022 dated 08 Oct 2012 (sub total #9,636.98)",WC2B 4TS
Department For Transport,Highways Agency,05/11/2012,Non Civil Servant HA Staff,FINANCE & BUSINESS SERVICES,MICHAEL PAGE INTERNATIONAL RECRUITMENT LIMITED,534330,2880,"XXXXX, w/e 04/11/12, 5 days worked @ #480 per day.",SL1 1DB
Department For Transport,Highways Agency,05/11/2012,Non Civil Servant HA Staff,MAJOR PROJECTS,PARITY RESOURCES LIMITED,534372,7167.05,Fees from 1st to 25th Oct & T&S cost from hotel stay (18th),SW19 3RU
Department For Transport,Highways Agency,05/11/2012,Non Civil Servant HA Staff,NETWORK DELIVERY & DEVELOPMENT,EXPERIS LIMITED,534335,5171.77,Invoices 73061275 and 73061273XXXXXw/e 2/9/12 and expenses w/e 26/8/12,EC1R 3DR
Department For Transport,Highways Agency,05/11/2012,Non Civil Servant HA Staff,NETWORK DELIVERY & DEVELOPMENT,EXPERIS LIMITED,534336,764.11,Invoice 73061274XXXXX w/e 2/9/12,EC1R 3DR
Department For Transport,Highways Agency,05/11/2012,Non Civil Servant HA Staff,TRAFFIC MANAGEMENT DIRECTORATE,BROOK STREET (UK)  LTD,534314,628.61,XXXXX invoice 30541979- w/e 19/10/12-#523.84,AL1 4ZX
Department For Transport,Highways Agency,05/11/2012,PFI Service Payments,NETWORK DELIVERY & DEVELOPMENT,AMEY OW LIMITED,534351,9866.25,,OX4 4DQ
Department For Transport,Highways Agency,05/11/2012,PFI Service Payments,NETWORK DELIVERY & DEVELOPMENT,AUTOLINK CONCESSIONAIRES (A19) LIMITED,534354,2117656.65,Autolink Invoice No 648,TS23 1PX
Department For Transport,Highways Agency,05/11/2012,PFI Service Payments,NETWORK DELIVERY & DEVELOPMENT,AUTOLINK CONCESSIONAIRES (A19) LIMITED,534355,618433.89,Autolink Invoice No 648,TS23 1PX
Department For Transport,Highways Agency,05/11/2012,PFI Service Payments,NETWORK DELIVERY & DEVELOPMENT,CONNECT M1-A1 LTD,534352,4285084.43,Connect Invoice No YL0752,NW1 3AX
Department For Transport,Highways Agency,05/11/2012,PFI Service Payments,NETWORK DELIVERY & DEVELOPMENT,CONNECT M1-A1 LTD,534353,79261.92,Connect Invoice No YL0751,NW1 3AX
Department For Transport,Highways Agency,05/11/2012,Professional H&S advisors,FINANCE & BUSINESS SERVICES,EMPLOYEE ADVISORY RESOURCE LIMITED T/A WORKPLACE OPTIONS,534338,2373.27,Invoice SI013143 EAP November 2012,W4 5YB
Department For Transport,Highways Agency,05/11/2012,Protective clothing & uniforms,TRAFFIC MANAGEMENT DIRECTORATE,BURLINGTON UNIFORMS LTD,534348,7816.31,October 2012 - TO Uniform order (inv. 413077),EN3 7PX
Department For Transport,Highways Agency,05/11/2012,RM - Utilities,NETWORK DELIVERY & DEVELOPMENT,BRITISH TELECOM PLC (NON CIS) CHARGES,534342,6262.53,,DH98 1BT
Department For Transport,Highways Agency,05/11/2012,TA Cost AUC - Programme,MAJOR PROJECTS,AMEY LG LIMITED,534317,411.85,Apps and Certs Receipt - APC33081,OX4 4DQ
Department For Transport,Highways Agency,05/11/2012,TA Cost AUC - Programme,MAJOR PROJECTS,AMEY OW LIMITED,534351,3522.71,,OX4 4DQ
Department For Transport,Highways Agency,05/11/2012,TA Cost AUC - Programme,MAJOR PROJECTS,ATKINS LTD,534322,4121.78,invoice No 12033939 25-OCT-2012  A66 LONG NEWTON 2012,KT18 5BW
Department For Transport,Highways Agency,05/11/2012,TA Cost AUC - Programme,MAJOR PROJECTS,ATKINS LTD,534327,8988.72,,KT18 5BW
Department For Transport,Highways Agency,05/11/2012,TA Cost AUC - Programme,MAJOR PROJECTS,CARILLION CONSTRUCTION LTD - CIVIL ENGINEERING,534321,2666864.88,Fees for Oct 12. Certificate #10,WV1 4HY
Department For Transport,Highways Agency,05/11/2012,TA Cost AUC - Programme,MAJOR PROJECTS,,534339,49717.43, Invoice Provision of Professional Services from 11th August to 14th September 2012.,
Department For Transport,Highways Agency,05/11/2012,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,LOMD237868,768,,CF10 5BT
Department For Transport,Highways Agency,05/11/2012,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,LOMD239827,1167.8,,CF10 5BT
Department For Transport,Highways Agency,05/11/2012,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,LOMD240187,6444.68,,CF10 5BT
Department For Transport,Highways Agency,05/11/2012,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,LOMD240196,802,,CF10 5BT
Department For Transport,Highways Agency,05/11/2012,TA Cost AUC - Programme,MAJOR PROJECTS,GENESYS TELECOMMUNICATIONS LTD,534333,1046.5,C-0987 Supply of 2x 2200m drums of optical fibre,GU14 7BF
Department For Transport,Highways Agency,05/11/2012,TA Cost AUC - Programme,MAJOR PROJECTS,GENESYS TELECOMMUNICATIONS LTD,534334,5864.39,T-0052 Re-routing bypass cable in Almondsbury interchange,GU14 7BF
Department For Transport,Highways Agency,05/11/2012,TA Cost AUC - Programme,MAJOR PROJECTS,HYDER HALCROW M25 JOINT VENTURE,534377,21086.02,Fees for Oct 12,GU2 7AR
Department For Transport,Highways Agency,05/11/2012,TA Cost AUC - Programme,MAJOR PROJECTS,JACOBS UK LTD,534337,45504.57,Jacobs Invoice No B1768700-013-SJS Reimbursable expenses + Professional Services,G2 7HX
Department For Transport,Highways Agency,05/11/2012,TA Cost AUC - Programme,MAJOR PROJECTS,MOTT MACDONALD GRONTMIJ JOINT VENTURE,534359,11511.48,A11 Fiveways to Thetford/MMGV invoice no. MMGV/1067.2/003 dated 25/10/2012,SO50 9NW
Department For Transport,Highways Agency,05/11/2012,TA Cost AUC - Programme,MAJOR PROJECTS,NATIONAL GRID PLC (CIS) DIVERT/CONNECT,534376,31524.38,NG18 Pre payment,WV1 9NZ
Department For Transport,Highways Agency,05/11/2012,TA Cost AUC - Programme,MAJOR PROJECTS,NETWORK RAIL,534325,2168.29,Network Rail invoice 3 - PP6748 - Amount #2168.29,SN1 1GW
Department For Transport,Highways Agency,05/11/2012,TA Cost AUC - Programme,MAJOR PROJECTS,THE OIL AND PIPELINES AGENCY,534369,167240,A11 Fiveways to Thetford. OPA invoice no. 7758 dated 01/11/2012,WC2B 6UJ
Department For Transport,Highways Agency,05/11/2012,TA Cost AUC - Programme,MAJOR PROJECTS,VALUATION OFFICE AGENCY,LOMD240198,3089,,SW19 4DT
Department For Transport,Highways Agency,05/11/2012,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,AMEY LG LIMITED,528926,-4947.04,Apps and Certs Receipt - APC26800,OX4 4DQ
Department For Transport,Highways Agency,05/11/2012,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,AMEY LG LIMITED,530222,-2666.24,Apps and Certs Receipt - APC28877,OX4 4DQ
Department For Transport,Highways Agency,05/11/2012,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,AMEY LG LIMITED,534316,2005.82,Apps and Certs Receipt - APC33082,OX4 4DQ
Department For Transport,Highways Agency,05/11/2012,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,AMEY LG LIMITED,534317,11862.95,Apps and Certs Receipt - APC33081,OX4 4DQ
Department For Transport,Highways Agency,05/11/2012,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,AMEY LG LIMITED,534318,37310.14,Apps and Certs Receipt - APC33085,OX4 4DQ
Department For Transport,Highways Agency,05/11/2012,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,AMEY LG LIMITED,534318,28141.7,Apps and Certs Receipt - APC33085,OX4 4DQ
Department For Transport,Highways Agency,05/11/2012,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,AMEY LG LIMITED,534319,171409.62,Apps and Certs Receipt - APC33086,OX4 4DQ
