Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction No,SumOfAmount
Department for Transport,Department for Transport,29/12/2010,Subsidies to Private Sector,Regional & Local Transport,HOLMESWOOD COACHES,2000021801,"16,360"
Department for Transport,Department for Transport,15/12/2010,Subsidies to Private Sector,Regional & Local Transport,HOWARD JAMES SNAITH - DIESEL,2000021147,"44,075"
Department for Transport,Department for Transport,13/12/2010,Grant in Aid to NDPBs,Rail Strategy & Stakeholder Relations,HS2,2000003141,"886,570"
Department for Transport,Department for Transport,03/12/2010,Grant in Aid to NDPBs,Finance & Estates,"HSBC BANK PLC, LONDON",2000020550,"9,562,500"
Department for Transport,Department for Transport,03/12/2010,Grant in Aid to NDPBs,Finance & Estates,"HSBC BANK PLC, LONDON",2000020550,"27,562,500"
Department for Transport,Department for Transport,29/12/2010,Grant in Aid to NDPBs,Finance & Estates,"HSBC BANK PLC, LONDON",2000021912,"423,750,000"
Department for Transport,Department for Transport,29/12/2010,Grant in Aid to NDPBs,Finance & Estates,"HSBC BANK PLC, LONDON",2000021911,"600,000,000"
Department for Transport,Department for Transport,15/12/2010,Subsidies to Private Sector,Regional & Local Transport,HUDDERSFIELD BUS COMPANY,2000021269,"140,525"
Department for Transport,Department for Transport,15/12/2010,Subsidies to Private Sector,Regional & Local Transport,HUTCHINSONS,2000021149,"15,826"
Department for Transport,Department for Transport,15/12/2010,Subsidies to Private Sector,Regional & Local Transport,HUYTON TRAVEL LTD,2000021150,"79,122"
Department for Transport,Department for Transport,29/12/2010,Subsidies to Private Sector,Regional & Local Transport,ILFRACOMBE & DISTRICT,2000021802,"1,498"
Department for Transport,Department for Transport,16/12/2010,Support Services,Aviation,INFRATIL KENT AIRPORT LTD,2000021434,"21,961"
Department for Transport,Department for Transport,20/12/2010,Support Services,Aviation,INFRATIL KENT AIRPORT LTD,2000021475,"45,616"
Department for Transport,Department for Transport,03/12/2010,Rent - L&B (non-PFI),Accident Investigating Branches,INNES ENGLAND LTD,2000020533,"1,625"
Department for Transport,Department for Transport,16/12/2010,Building Service Charges,Accident Investigating Branches,INNES ENGLAND LTD,2000021396,"5,875"
Department for Transport,Department for Transport,29/12/2010,Further Education Leading to Qualifications,Audit and Risk Assurance,INSTITUTE OF INTERNAL AUDITORS,2000022162,879
Department for Transport,Department for Transport,08/12/2010,Research,Aviation,INSTITUTE OF OCCUPATIONAL MEDICINE,2000020792,"3,843"
Department for Transport,Department for Transport,23/12/2010,Room Hire,Maritime and Dangerous Goods,INT MARITIME ORG,2000022036,"49,807"
Department for Transport,Department for Transport,22/12/2010,Rent - L&B (non-PFI),Maritime and Dangerous Goods,INT OIL POLLUTION COMPENSATION FUND,2000021932,"95,300"
Department for Transport,Department for Transport,02/12/2010,Transport Consultancy,Projects,INTERFLEET TECHNOLOGY LTD,2000003047,"2,938"
Department for Transport,Department for Transport,23/12/2010,Management Consultancy,Projects,INTERFLEET TECHNOLOGY LTD,2000003278,"4,174"
Department for Transport,Department for Transport,23/12/2010,Transport Consultancy,Projects,INTERFLEET TECHNOLOGY LTD,2000003278,"6,083"
Department for Transport,Department for Transport,02/12/2010,Transport Consultancy,Projects,INTERFLEET TECHNOLOGY LTD,2000003047,"8,948"
Department for Transport,Department for Transport,07/12/2010,Minor Developments,Transport Security,INTOUCHUK.COM LTD,2000020681,"1,670"
Department for Transport,Department for Transport,16/12/2010,Printing,Accident Investigating Branches,INTYPE LIBRA LTD,2000021397,898
Department for Transport,Department for Transport,29/12/2010,BUS FDR Wales,Regional & Local Transport,ISLWYN BOROUGH COUNCIL,2000021803,"8,411"
Department for Transport,Department for Transport,15/12/2010,BUS FDR Wales,Regional & Local Transport,ISLWYN BOROUGH COUNCIL,2000021151,"41,804"
Department for Transport,Department for Transport,15/12/2010,Subsidies to Private Sector,Regional & Local Transport,J R T,2000021152,977
Department for Transport,Department for Transport,15/12/2010,Subsidies to Private Sector,Regional & Local Transport,JACKIES COACHES,2000021153,"5,570"
Department for Transport,Department for Transport,20/12/2010,Land & Buildings (excl Dwellings) Capital Cost,Finance & Estates,JACKSON LIFT INSTALLATIONS LTD,2000021596,"225,916"
Department for Transport,Department for Transport,15/12/2010,Traffic Survey & Counting Equipment,London and Road Demand Management,JACOBS ENGINEERING U.K. LTD,2000021112,"4,059"
Department for Transport,Department for Transport,03/12/2010,Traffic Survey & Counting Equipment,London and Road Demand Management,JACOBS ENGINEERING U.K. LTD,2000020534,"6,452"
Department for Transport,Department for Transport,03/12/2010,Traffic Survey & Counting Equipment,London and Road Demand Management,JACOBS ENGINEERING U.K. LTD,2000020534,"6,965"
Department for Transport,Department for Transport,03/12/2010,Traffic Survey & Counting Equipment,London and Road Demand Management,JACOBS ENGINEERING U.K. LTD,2000020534,"7,085"
Department for Transport,Department for Transport,03/12/2010,Traffic Survey & Counting Equipment,London and Road Demand Management,JACOBS ENGINEERING U.K. LTD,2000020534,"7,371"
Department for Transport,Department for Transport,23/12/2010,Management Consultancy,Projects,JACOBS ENGINEERING U.K. LTD,2000003274,"7,541"
Department for Transport,Department for Transport,03/12/2010,Traffic Survey & Counting Equipment,London and Road Demand Management,JACOBS ENGINEERING U.K. LTD,2000020534,"7,792"
Department for Transport,Department for Transport,15/12/2010,Traffic Survey & Counting Equipment,London and Road Demand Management,JACOBS ENGINEERING U.K. LTD,2000021112,"12,976"
Department for Transport,Department for Transport,20/12/2010,Management Consultancy,Projects,JACOBS ENGINEERING U.K. LTD,2000003225,"114,159"
Department for Transport,Department for Transport,29/12/2010,Subsidies to Private Sector,Regional & Local Transport,JAMES BEVAN (LYDNEY) LTD,2000021804,"8,556"
Department for Transport,Department for Transport,15/12/2010,Subsidies to Private Sector,Regional & Local Transport,JIM STONES COACHES,2000021154,"19,735"
Department for Transport,Department for Transport,22/12/2010,Management Consultancy,INE Group,JMP CONSULTANTS LTD,2000021933,"12,500"
Department for Transport,Department for Transport,09/12/2010,Training,INE Group,JOB ORIENTATED LANGUAGE TRAINING,2000020818,511
Department for Transport,Department for Transport,15/12/2010,Subsidies to Private Sector,Regional & Local Transport,JOE'S TRAVEL,2000021155,"17,521"
Department for Transport,Department for Transport,14/12/2010,Research,Aviation,JOHN A SHAW,2000020954,"1,925"
Department for Transport,Department for Transport,09/12/2010,Subsidies to Private Sector,Transform Licensing Logistics and Sponsorship,JOHN G RUSSELL (TRANSPORT) LTD,2000020830,"65,462"
Department for Transport,Department for Transport,09/12/2010,Subsidies to Private Sector,Transform Licensing Logistics and Sponsorship,JOHN G RUSSELL (TRANSPORT) LTD,2000020830,"65,719"
Department for Transport,Department for Transport,15/12/2010,Subsidies to Private Sector,Regional & Local Transport,JOHN HOBAN TRAVEL LTD,2000021156,"1,091"
Department for Transport,Department for Transport,15/12/2010,Subsidies to Private Sector,Regional & Local Transport,JOHN RIGBY TRAVEL & TRANSPORT,2000021157,785
Department for Transport,Department for Transport,15/12/2010,Subsidies to Private Sector,Regional & Local Transport,JOHNSONS HENLEY,2000021158,"90,355"
Department for Transport,Department for Transport,14/12/2010,Legal Consultancy,Transport Security,JONATHAN SWIFT,2000020943,"1,616"
Department for Transport,Department for Transport,15/12/2010,BUS FDR Wales,Regional & Local Transport,JONES MOTORS (LOGIN) LTD,2000021159,806
Department for Transport,Department for Transport,23/12/2010,Agency Staff Costs,Transport Security,JOSEPHINE SAMMONS LTD,2000022037,987
Department for Transport,Department for Transport,03/12/2010,Agency Staff Costs,Transport Security,JOSEPHINE SAMMONS LTD,2000020535,"1,217"
Department for Transport,Department for Transport,30/12/2010,Agency Staff Costs,Transport Security,JOSEPHINE SAMMONS LTD,2000022213,"1,217"
Department for Transport,Department for Transport,16/12/2010,Agency Staff Costs,Transport Security,JOSEPHINE SAMMONS LTD,2000021400,"1,243"
Department for Transport,Department for Transport,29/12/2010,Subsidies to Private Sector,Regional & Local Transport,JST DARWEN LTD,2000021898,"40,612"
Department for Transport,Department for Transport,29/12/2010,Subsidies to Private Sector,Regional & Local Transport,JST INTERNATIONAL,2000021805,953
Department for Transport,Department for Transport,15/12/2010,Subsidies to Private Sector,Regional & Local Transport,JUDDS TRAVEL LTD,2000021160,"4,063"
Department for Transport,Department for Transport,15/12/2010,Subsidies to Private Sector,Regional & Local Transport,K & H DOYLE COACHES LTD,2000021161,"19,010"
Department for Transport,Department for Transport,20/12/2010,Service Charge Computer Expenses,Communication Directorate,KAINOS SOFTWARE,2000021457,"9,180"
Department for Transport,Department for Transport,15/12/2010,Subsidies to Private Sector,Regional & Local Transport,KB COACHES,2000021162,"3,577"
Department for Transport,Department for Transport,09/12/2010,Agency Staff Costs,Human Resources,KELLY SERVICES (UK) LTD,2000020820,676
Department for Transport,Department for Transport,31/12/2010,Agency Staff Costs,Finance & Estates,KELLY SERVICES (UK) LTD,2000022257,847
Department for Transport,Department for Transport,22/12/2010,Agency Staff Costs,Finance & Estates,KELLY SERVICES (UK) LTD,2000021934,868
Department for Transport,Department for Transport,14/12/2010,Agency Staff Costs,Finance & Estates,KELLY SERVICES (UK) LTD,2000020945,922
Department for Transport,Department for Transport,16/12/2010,Agency Staff Costs,Finance & Estates,KELLY SERVICES (UK) LTD,2000021401,957
Department for Transport,Department for Transport,15/12/2010,Subsidies to Private Sector,Regional & Local Transport,KEN MILLER BUSES,2000021163,"3,043"
Department for Transport,Department for Transport,15/12/2010,Subsidies to Private Sector,Regional & Local Transport,KENT CC T/A KENT TOP TRAVEL LTD,2000021164,"59,612"
Department for Transport,Department for Transport,29/12/2010,Subsidies to Private Sector,Regional & Local Transport,KENT COACH TRAVEL LTD,2000021889,"33,820"
Department for Transport,Department for Transport,07/12/2010,Capital Grants to Local Authorities,Regional & Local Transport,KENT COUNTY COUNCIL,2000020715,"9,420,580"
Department for Transport,Department for Transport,16/12/2010,Publications for Resale,Road & Vehicle Safety & Standards,KEYTEC TYPESETTING LTD,2000021402,731
Department for Transport,Department for Transport,30/12/2010,Publications for Resale,Road & Vehicle Safety & Standards,KEYTEC TYPESETTING LTD,2000022214,737
Department for Transport,Department for Transport,15/12/2010,Subsidies to Private Sector,Regional & Local Transport,KINGSLEY COACHES LTD,2000021165,"15,286"
Department for Transport,Department for Transport,08/12/2010,Capital Grants to Local Authorities,Regional & Local Transport,KINGSTON UPON HULL CITY COUNCIL,2000020785,"1,129"
Department for Transport,Department for Transport,29/12/2010,Subsidies to Private Sector,Regional & Local Transport,KIRKLEES COUNCIL,2000021806,"9,214"
Department for Transport,Department for Transport,08/12/2010,Capital Grants to Local Authorities,Regional & Local Transport,KIRKLEES MBC,2000020798,"132,201"
Department for Transport,Department for Transport,07/12/2010,Capital Grants to Local Authorities,Regional & Local Transport,KIRKLEES MBC,2000020716,"598,224"
Department for Transport,Department for Transport,15/12/2010,Subsidies to Private Sector,Regional & Local Transport,KONECTBUS LTD,2000021167,"98,532"
Department for Transport,Department for Transport,14/12/2010,Capital Grant to Priv Sector - Companies,Transform Licensing Logistics and Sponsorship,KRONOSPAN LIMITED,2000020955,"405,449"
Department for Transport,Department for Transport,29/12/2010,Subsidies to Private Sector,Regional & Local Transport,L C B TRAVEL,2000021908,"6,238"
Department for Transport,Department for Transport,23/12/2010,Capital Grants to Local Authorities,Road & Vehicle Safety & Standards,LANCASHIRE COUNTY COUNCIL,2000022068,"48,700"
Department for Transport,Department for Transport,23/12/2010,Current Grants to LAs outside AEF/AEG,Road & Vehicle Safety & Standards,LANCASHIRE COUNTY COUNCIL,2000022068,"50,989"
Department for Transport,Department for Transport,29/12/2010,Subsidies to Private Sector,Regional & Local Transport,LANCASHIRE COUNTY COUNCIL,2000021807,"89,517"
Department for Transport,Department for Transport,09/12/2010,Current Grants to LAs within AEF/AEG,Regional & Local Transport,LANCASTER CITY COUNCIL,2000020868,"50,712"
Department for Transport,Department for Transport,09/12/2010,Capital Grants to Local Authorities,Regional & Local Transport,LANCASTER CITY COUNCIL,2000020868,"136,690"
Department for Transport,Department for Transport,07/12/2010,Data Supply - Transport Direct,Information Management Directorate,LANDMARK INFORMATION GROUP LTD,2000020684,"9,429"
Department for Transport,Department for Transport,07/12/2010,Management Consultancy,Regional & Local Transport,LANDMARK INFORMATION GROUP LTD,2000020684,"10,248"
Department for Transport,Department for Transport,08/12/2010,Financial Consultancy,Finance & Estates,LARGESS INTERNATIONAL LTD,2000020790,"1,903"
Department for Transport,Department for Transport,03/12/2010,Financial Consultancy,Finance & Estates,LARGESS INTERNATIONAL LTD,2000020549,"3,750"
Department for Transport,Department for Transport,23/12/2010,Current Grants to LAs outside AEF/AEG,Road & Vehicle Safety & Standards,LB HOUNSLOW,2000022049,"18,699"
Department for Transport,Department for Transport,06/12/2010,Traffic Survey & Counting Equipment,London and Road Demand Management,LEEDS CITY COUNCIL,2000020622,"12,903"
Department for Transport,Department for Transport,16/12/2010,Traffic Survey & Counting Equipment,London and Road Demand Management,LEEDS CITY COUNCIL,2000021422,"15,033"
Department for Transport,Department for Transport,08/12/2010,Capital Grants to Local Authorities,Regional & Local Transport,LEEDS CITY COUNCIL,2000020786,"1,587,688"
Department for Transport,Department for Transport,07/12/2010,Capital Grants to Local Authorities,Regional & Local Transport,LEEDS CITY COUNCIL,2000020694,"1,997,341"
Department for Transport,Department for Transport,15/12/2010,Capital Grants to Local Authorities,Regional & Local Transport,LEICESTER CITY COUNCIL,2000021129,"164,883"
Department for Transport,Department for Transport,29/12/2010,BUS FDR Wales,Regional & Local Transport,LEONARD CHESHIRE,2000021808,717
Department for Transport,Department for Transport,15/12/2010,Subsidies to Private Sector,Regional & Local Transport,LEVEN VALLEY COACHES,2000021168,"30,597"
Department for Transport,Department for Transport,29/12/2010,BUS FDR Wales,Regional & Local Transport,LEWIS-Y-LLAN CYF,2000021809,"2,182"
Department for Transport,Department for Transport,15/12/2010,BUS FDR Wales,Regional & Local Transport,LEWIS-Y-LLAN CYF,2000021169,"5,698"
Department for Transport,Department for Transport,03/12/2010,IT Services  Running Costs,Communication Directorate,LIONBRIDGE (UK) LTD,2000020536,679
Department for Transport,Department for Transport,15/12/2010,Subsidies to Private Sector,Regional & Local Transport,LITTLE TRANSPORT LTD,2000021170,"4,554"
Department for Transport,Department for Transport,07/12/2010,Capital Grants to Local Authorities,Regional & Local Transport,LIVERPOOL CITY COUNCIL,2000020695,"2,543,724"
Department for Transport,Department for Transport,30/12/2010,Capital Grant to Priv Sector - Companies,Projects,LONDON & SOUTH EASTERN RAILWAY,2000003319,"12,521"
Department for Transport,Department for Transport,02/12/2010,PTOC - Basic Franchise Pay,Rail Service Delivery,LONDON & SOUTH EASTERN RAILWAY,2000003046,"41,776,966"
Department for Transport,Department for Transport,15/12/2010,Current Grants to LAs within AEF/AEG,Regional & Local Transport,LONDON BOROUGH HARINGEY,2000021130,"80,200"
Department for Transport,Department for Transport,31/12/2010,Subsidies to Private Sector,Regional & Local Transport,LONDON BOROUGH OF BRENT,2000022270,"117,590"
Department for Transport,Department for Transport,08/12/2010,PTOC - Cp3 Fixed Track Access,Rail Service Delivery,LONDON MIDLAND RAILWAY,2000003122,"-8,617,362"
Department for Transport,Department for Transport,08/12/2010,PTOC - Other SPRS,Rail Service Delivery,LONDON MIDLAND RAILWAY,2000003122,"47,000"
Department for Transport,Department for Transport,08/12/2010,PTOC - Deed Of Amendment,Rail Service Delivery,LONDON MIDLAND RAILWAY,2000003122,"379,939"
Department for Transport,Department for Transport,08/12/2010,PTOC - SPRS Indexation Pay,Rail Service Delivery,LONDON MIDLAND RAILWAY,2000003122,"829,454"
Department for Transport,Department for Transport,08/12/2010,PTOC - Basic Franchise Pay,Rail Service Delivery,LONDON MIDLAND RAILWAY,2000003122,"13,357,565"
Department for Transport,Department for Transport,24/12/2010,Curr Grant to Priv Sect-Persons & NPISH,Environment and International,LOW CARBON VEHICLE PARTNERSHIP,2000022118,"67,603"
Department for Transport,Department for Transport,15/12/2010,Subsidies to Private Sector,Regional & Local Transport,LOWES COACHES,2000021171,"2,097"
Department for Transport,Department for Transport,07/12/2010,Capital Grants to Local Authorities,Regional & Local Transport,LUTON BOROUGH COUNCIL,2000020717,"1,866,393"
Department for Transport,Department for Transport,23/12/2010,Data Supply - Transport Direct,Maritime and Dangerous Goods,M D S TRANSMODAL LTD,2000022038,"21,432"
Department for Transport,Department for Transport,29/12/2010,Subsidies to Private Sector,Regional & Local Transport,M TRAVEL LIMITED,2000021810,"3,102"
Department for Transport,Department for Transport,21/12/2010,Room Hire,Aviation,M U ENTERPRISES LTD,2000021669,715
Department for Transport,Department for Transport,01/12/2010,Subsidies to Private Sector,Maritime and Dangerous Goods,MACKINNONS SOLICITORS,2000020388,"186,450"
Department for Transport,Department for Transport,15/12/2010,Subsidies to Private Sector,Regional & Local Transport,MACPHERSON COACHES LTD,2000021172,"1,614"
Department for Transport,Department for Transport,07/12/2010,Capital Grants to Local Authorities,Regional & Local Transport,MANCHESTER CITY COUNCIL,2000020696,"880,525"
Department for Transport,Department for Transport,22/12/2010,Research,Transport Analysis and Economics,MANCHESTER METROPOLITAN UNIV,2000021936,"6,535"
Department for Transport,Department for Transport,15/12/2010,Subsidies to Private Sector,Regional & Local Transport,MARCHANTS COACHES,2000021173,"10,665"
Department for Transport,Department for Transport,15/12/2010,Subsidies to Private Sector,Regional & Local Transport,MARK BLAND TRAVEL LTD,2000021174,"3,249"
Department for Transport,Department for Transport,15/12/2010,Subsidies to Private Sector,Regional & Local Transport,MARSHALLS SUTTON ON TRENT,2000021175,"33,385"
Department for Transport,Department for Transport,01/12/2010,Rent - L&B (non-PFI),Accident Investigating Branches,MAX INDUSTRIAL GP LTD,2000020366,"3,789"
Department for Transport,Department for Transport,16/12/2010,Traffic Survey & Counting Equipment,Regional & Local Transport,"MELITTA, BART & PAUL BERRINO",2000021437,"2,291"
Department for Transport,Department for Transport,16/12/2010,IT Services  Running Costs,Information Management Directorate,MENTZ DATENVERARBEITUNG GMBH,2000021445,"3,039"
Department for Transport,Department for Transport,16/12/2010,IT Services  Running Costs,Information Management Directorate,MENTZ DATENVERARBEITUNG GMBH,2000021445,"3,039"
Department for Transport,Department for Transport,16/12/2010,Service Charge Computer Expenses,Information Management Directorate,MENTZ DATENVERARBEITUNG GMBH,2000021445,"5,751"
Department for Transport,Department for Transport,16/12/2010,Service Charge Computer Expenses,Information Management Directorate,MENTZ DATENVERARBEITUNG GMBH,2000021445,"5,751"
Department for Transport,Department for Transport,15/12/2010,Subsidies to Private Sector,Regional & Local Transport,MERLIN VENTURE LTD,2000021176,622
Department for Transport,Department for Transport,07/12/2010,PTOC - PTE Grant Payments,Rail Strategy & Stakeholder Relations,MERSEY TRAVEL,2000003108,"5,427,060"
Department for Transport,Department for Transport,03/12/2010,PTOC - PTE Grant Payments,Rail Service Delivery,MERSEYTRAVEL,2000003081,"1,301,824"
Department for Transport,Department for Transport,30/12/2010,PTOC - PTE Grant Payments,Rail Service Delivery,MERSEYTRAVEL,2000003241,"1,301,824"
Department for Transport,Department for Transport,15/12/2010,Subsidies to Private Sector,Regional & Local Transport,MERVYNS COACHES,2000021177,"1,063"
Department for Transport,Department for Transport,03/12/2010,Support Services,Aviation,MET OFFICE,2000020538,"86,763"
Department for Transport,Department for Transport,03/12/2010,Support Services,Aviation,MET OFFICE,2000020538,"86,763"
Department for Transport,Department for Transport,03/12/2010,Support Services,Aviation,MET OFFICE,2000020538,"86,763"
Department for Transport,Department for Transport,03/12/2010,Support Services,Aviation,MET OFFICE,2000020538,"86,763"
Department for Transport,Department for Transport,29/12/2010,Subsidies to Private Sector,Regional & Local Transport,METROBUS LTD,2000021812,"491,650"
Department for Transport,Department for Transport,16/12/2010,Traffic Survey & Counting Equipment,London and Road Demand Management,MHTC LIMITED,2000021403,"2,775"
Department for Transport,Department for Transport,16/12/2010,Traffic Survey & Counting Equipment,London and Road Demand Management,MHTC LIMITED,2000021403,"3,428"
Department for Transport,Department for Transport,16/12/2010,Traffic Survey & Counting Equipment,London and Road Demand Management,MHTC LIMITED,2000021403,"4,364"
Department for Transport,Department for Transport,16/12/2010,Traffic Survey & Counting Equipment,London and Road Demand Management,MHTC LIMITED,2000021403,"4,566"
Department for Transport,Department for Transport,16/12/2010,Traffic Survey & Counting Equipment,London and Road Demand Management,MHTC LIMITED,2000021403,"4,620"
Department for Transport,Department for Transport,16/12/2010,Traffic Survey & Counting Equipment,London and Road Demand Management,MHTC LIMITED,2000021403,"5,656"
Department for Transport,Department for Transport,16/12/2010,Traffic Survey & Counting Equipment,London and Road Demand Management,MHTC LIMITED,2000021403,"6,212"
Department for Transport,Department for Transport,16/12/2010,Agency Staff Costs,Finance & Estates,MICHAEL PAGE INTERNATIONAL,2000021424,"1,211"
Department for Transport,Department for Transport,22/12/2010,Agency Staff Costs,Finance & Estates,MICHAEL PAGE INTERNATIONAL,2000021958,"1,211"
Department for Transport,Department for Transport,15/12/2010,Agency Staff Costs,Finance & Planning,MICHAEL PAGE INTERNATIONAL,2000003176,"1,307"
Department for Transport,Department for Transport,22/12/2010,Agency Staff Costs,Finance & Estates,MICHAEL PAGE INTERNATIONAL,2000021958,"1,384"
Department for Transport,Department for Transport,16/12/2010,Agency Staff Costs,Finance & Planning,MICHAEL PAGE INTERNATIONAL,2000003201,"1,586"
Department for Transport,Department for Transport,22/12/2010,Agency Staff Costs,Finance & Planning,MICHAEL PAGE INTERNATIONAL,2000003249,"1,586"
Department for Transport,Department for Transport,16/12/2010,Agency Staff Costs,Finance & Estates,MICHAEL PAGE INTERNATIONAL,2000021424,"1,937"
Department for Transport,Department for Transport,22/12/2010,Agency Staff Costs,Finance & Estates,MICHAEL PAGE INTERNATIONAL,2000021958,"1,937"
Department for Transport,Department for Transport,15/12/2010,Agency Staff Costs,Finance & Planning,MICHAEL PAGE INTERNATIONAL,2000003176,"2,114"
Department for Transport,Department for Transport,15/12/2010,Agency Staff Costs,Finance & Planning,MICHAEL PAGE INTERNATIONAL,2000003176,"2,114"
Department for Transport,Department for Transport,22/12/2010,Agency Staff Costs,Finance & Planning,MICHAEL PAGE INTERNATIONAL,2000003249,"2,114"
Department for Transport,Department for Transport,22/12/2010,Agency Staff Costs,Finance & Estates,MICHAEL PAGE INTERNATIONAL,2000021958,"2,115"
Department for Transport,Department for Transport,16/12/2010,Agency Staff Costs,Finance & Estates,MICHAEL PAGE INTERNATIONAL,2000021424,"2,350"
Department for Transport,Department for Transport,16/12/2010,Agency Staff Costs,Finance & Estates,MICHAEL PAGE INTERNATIONAL,2000021424,"2,350"
Department for Transport,Department for Transport,15/12/2010,Agency Staff Costs,Finance & Planning,MICHAEL PAGE INTERNATIONAL,2000003176,"2,614"
Department for Transport,Department for Transport,16/12/2010,Agency Staff Costs,Finance & Estates,MICHAEL PAGE INTERNATIONAL,2000021424,"2,726"
Department for Transport,Department for Transport,20/12/2010,Agency Staff Costs,Finance & Estates,MICHAEL PAGE INTERNATIONAL,2000021471,"2,726"
Department for Transport,Department for Transport,22/12/2010,Agency Staff Costs,Finance & Estates,MICHAEL PAGE INTERNATIONAL,2000021958,"2,726"
Department for Transport,Department for Transport,16/12/2010,Agency Staff Costs,Finance & Estates,MICHAEL PAGE INTERNATIONAL,2000021424,"4,089"
Department for Transport,Department for Transport,16/12/2010,Agency Staff Costs,Finance & Estates,MICHAEL PAGE INTERNATIONAL,2000021424,"4,089"
Department for Transport,Department for Transport,16/12/2010,Agency Staff Costs,Finance & Estates,MICHAEL PAGE INTERNATIONAL,2000021424,"4,089"
Department for Transport,Department for Transport,15/12/2010,BUS FDR Wales,Regional & Local Transport,MID WALES MOTORWAYS LTD,2000021178,"23,836"
Department for Transport,Department for Transport,22/12/2010,Capital Grants to Local Authorities,Regional & Local Transport,MIDDLESBROUGH BC,2000021955,"681,822"
Department for Transport,Department for Transport,07/12/2010,Capital Grants to Local Authorities,Regional & Local Transport,MIDDLESBROUGH BC,2000020697,"3,658,183"
Department for Transport,Department for Transport,29/12/2010,Subsidies to Private Sector,Regional & Local Transport,MIDLAND RED (SOUTH) LTD,2000021813,"70,783"
Department for Transport,Department for Transport,22/12/2010,Capital Grant to Priv Sector - Companies,Regional & Local Transport,MIKE DE COURCEY TRAVEL LTD,2000021967,"996,444"
Department for Transport,Department for Transport,09/12/2010,Curr Grant to Priv Sect-Persons & NPISH,Regional & Local Transport,MILTON KEYNES BC,2000020869,"211,594"
Department for Transport,Department for Transport,23/12/2010,Support Services,Aviation,MOD DGFM SSC,2000022039,"271,051"
Department for Transport,Department for Transport,02/12/2010,Agency Staff Costs,Information Management Directorate,MONARCH RECRUITMENT LTD,2000020447,"4,888"
Department for Transport,Department for Transport,21/12/2010,Agency Staff Costs,Information Management Directorate,MONARCH RECRUITMENT LTD,2000021674,"8,272"
Department for Transport,Department for Transport,14/12/2010,Programme and Project Management Consultancy,Environment and International,MOORHOUSE CONSULTING LIMITED,2000020956,"27,598"
Department for Transport,Department for Transport,14/12/2010,Programme and Project Management Consultancy,Environment and International,MOORHOUSE CONSULTING LIMITED,2000020956,"31,490"
Department for Transport,Department for Transport,14/12/2010,Programme and Project Management Consultancy,Environment and International,MOORHOUSE CONSULTING LIMITED,2000020956,"33,789"
Department for Transport,Department for Transport,14/12/2010,Programme and Project Management Consultancy,Environment and International,MOORHOUSE CONSULTING LIMITED,2000020956,"35,861"
Department for Transport,Department for Transport,14/12/2010,Programme and Project Management Consultancy,Environment and International,MOORHOUSE CONSULTING LIMITED,2000020956,"44,199"
Department for Transport,Department for Transport,14/12/2010,Programme and Project Management Consultancy,Environment and International,MOORHOUSE CONSULTING LIMITED,2000020956,"47,511"
Department for Transport,Department for Transport,15/12/2010,Programme and Project Management Consultancy,Environment and International,MOORHOUSE CONSULTING LIMITED,2000021138,"62,119"
Department for Transport,Department for Transport,30/12/2010,Transport Consultancy,Major Projects,MOTT MACDONALD,2000022215,"2,432"
Department for Transport,Department for Transport,06/12/2010,Traffic Survey & Counting Equipment,London and Road Demand Management,MOTT MACDONALD,2000020617,"8,678"
Department for Transport,Department for Transport,02/12/2010,Programme and Project Management Consultancy,Rail Technical & Professional,MOTT MACDONALD,2000003043,"9,021"
Department for Transport,Department for Transport,06/12/2010,Traffic Survey & Counting Equipment,London and Road Demand Management,MOTT MACDONALD,2000020617,"14,397"
Department for Transport,Department for Transport,29/12/2010,Management Consultancy,Projects,MOTT MACDONALD,2000003300,"28,931"
Department for Transport,Department for Transport,30/12/2010,Transport Consultancy,Major Projects,MOTT MACDONALD,2000022215,"81,065"
Department for Transport,Department for Transport,09/12/2010,Management Consultancy,Information Management Directorate,MOUCHEL MANAGEMENT CONSULTING LTD,2000020817,"2,291"
Department for Transport,Department for Transport,16/12/2010,Management Consultancy,Corporate Finance,MR TIMOTHY CHARLES MARTIN,2000021404,"7,950"
Department for Transport,Department for Transport,09/12/2010,Management Consultancy,Corporate Finance,MR TIMOTHY CHARLES MARTIN,2000020821,"8,213"
Department for Transport,Department for Transport,15/12/2010,Subsidies to Private Sector,Regional & Local Transport,MULLANY'S COACHES LTD,2000021181,"13,539"
Department for Transport,Department for Transport,29/12/2010,Subsidies to Private Sector,Regional & Local Transport,MULTIPLE SCLEROSIS THERAPY CENTRE,2000021814,"1,073"
Department for Transport,Department for Transport,14/12/2010,Transport Consultancy,Rail Technical & Professional,MVA CONSULTANCY LTD,2000003157,762
Department for Transport,Department for Transport,29/12/2010,Transport Consultancy,Strategic Roads and National Networks,MVA CONSULTANCY LTD,2000003301,"2,455"
Department for Transport,Department for Transport,14/12/2010,Transport Consultancy,Strategic Roads and National Networks,MVA CONSULTANCY LTD,2000003157,"7,058"
Department for Transport,Department for Transport,23/12/2010,Management Consultancy,Strategic Roads and National Networks,MVA CONSULTANCY LTD,2000003275,"13,319"
Department for Transport,Department for Transport,03/12/2010,Printing,Accident Investigating Branches,MWL PRINT GROUP LTD,2000020539,"1,585"
