DEPARTMENT|ENTITY|DATE|EXPENSETYPE|EXPENSEAREA|SUPPLIER|TRANSACTIONNUMBER|AMOUNT|DESCRIPTION|SUPPLIERPOSTCODE
Department for Transport|Department for Transport|13/11/2014|Subsidies Private Se|Local|BENNETTS TRAVEL (CRANBERRY)LTD|2000016486|7184.33|BENNETTS TRAVEL (CRANBERRY) LTD|ST21 6SQ
Department for Transport|Department for Transport|13/11/2014|Subsidies Private Se|Local|Berry's Coaches (Taunton) Ltd|2000016487|10037.91|Berry's Coaches (Taunton) Ltd|TA2 6BX
Department for Transport|Department for Transport|13/11/2014|Subsidies Private Se|Local|BEXHILL COMMUNITY BUS LTD|2000016488|555.58|BEXHILL COMMUNITY BUS LTD|TN40 1QF
Department for Transport|Department for Transport|13/11/2014|Subsidies Private Se|Local|Borderbus Ltd|2000016654|17388.82|BORDERBUS LTD|NR34 7TQ
Department for Transport|Department for Transport|13/11/2014|Subsidies Private Se|Local|BRECKS INTERNATIONAL|2000016490|1044.09|BRECKS INTERNATIONAL|S65 3BS
Department for Transport|Department for Transport|13/11/2014|Subsidies Private Se|Local|Brighton & Hove Bus & Coach Co Ltd|2000016491|711692.25|BRIGHTON AND HOVE BUS AND COACH CO LTD|RH10 9UA
Department for Transport|Department for Transport|13/11/2014|Subsidies Private Se|Local|BRYN MELYN LTD|2000016493|10194.04|BRYN MELYN LTD|LL14 6UY
Department for Transport|Department for Transport|13/11/2014|Subsidies Private Se|Local|BUGLERS COACHES LTD|2000016494|1409.92|Buglers|BS4 4NF
Department for Transport|Department for Transport|13/11/2014|Subsidies Private Se|Local|BURNLEY & PENDLE TRAVEL LTD|2000016495|172591.67|Burnley & Pendle Travel Limited|BD21 2JX
Department for Transport|Department for Transport|13/11/2014|Subsidies Private Se|Local|BUZZLINES|2000016496|1108.58|BUZZLINES|CT21 4LR
Department for Transport|Department for Transport|13/11/2014|Subsidies Private Se|Local|CEN GROUP T/A CENTRAL BUSES|2000016497|18246.91|CEN Group T/A Central Buses|B42 2TX
Department for Transport|Department for Transport|13/11/2014|Subsidies Private Se|Local|Centaur Overland Travel Ltd|2000016646|27059.71|Centaur Overland Travel Ltd|DA1 4AL
Department for Transport|Department for Transport|13/11/2014|Subsidies Private Se|Local|CENTREBUS EAST LTD|2000016565|37331.2|Centrebus East Ltd|LE4 9HR
Department for Transport|Department for Transport|13/11/2014|Subsidies Private Se|Local|CENTREBUS EAST LTD|2000016565|115582.98|CENTREBUS LTD|LE4 9HR
Department for Transport|Department for Transport|13/11/2014|Subsidies Private Se|Local|CHALKWELL COACH HIRE|2000016498|33004.66|Chalkwell Garage & Coach Hire Ltd|ME10 1BJ
Department for Transport|Department for Transport|13/11/2014|Subsidies Private Se|Local|CHAPEL END COACHES|2000016499|675.73|CHAPEL END COACHES|CV11 6JX
Department for Transport|Department for Transport|13/11/2014|Subsidies Private Se|Local|CHELTENHAM & GLOUCESTER OMNIBUS|2000016500|235626.65|Cheltenham & Gloucester Omnibus Co Ltd|SK3 0DU
Department for Transport|Department for Transport|13/11/2014|Subsidies Private Se|Local|COASTAL & COUNTRY COACHES|2000016501|1877.63|Coastal and Country Coaches Ltd|YO22 4PU
Department for Transport|Department for Transport|13/11/2014|Subsidies Private Se|Local|COMPASS TRAVEL (SUSSEX) LTD|2000016503|12272.11|COMPASS TRAVEL (SUSSEX) LTD|BN13 3RB
Department for Transport|Department for Transport|13/11/2014|Subsidies Private Se|Local|COPELAND'S TOURS|2000016504|1309.28|Copeland's Tours (Stoke On Trent) Ltd|ST3 6HE
Department for Transport|Department for Transport|13/11/2014|Subsidies Private Se|Local|COTSWOLD GREEN LTD|2000016632|2553.49|Cotswold Green|GL6 0BS
Department for Transport|Department for Transport|13/11/2014|Subsidies Private Se|Local|COURTNEY COACHES LTD|2000016506|23516.66|COURTNEY COACHES (BIODIESEL)|RG12 1QS
Department for Transport|Department for Transport|13/11/2014|Subsidies Private Se|Local|COURTNEY COACHES LTD|2000016506|7838.92|COURTNEY COACHES LTD|RG12 1QS
Department for Transport|Department for Transport|13/11/2014|Subsidies Private Se|Local|CRUISERS LTD|2000016507|2015.87|Cruisers Ltd|RH1 4DP
Department for Transport|Department for Transport|13/11/2014|Subsidies Private Se|Local|CUCKMERE COMMUNITY BUS|2000016508|2910.6|CUCKMERE COMMUNITY BUS|BN26 5RB
Department for Transport|Department for Transport|13/11/2014|Subsidies Private Se|Local|D JONES & SON|2000016509|2672.11|D Jones & Sons|LL14 1TP
Department for Transport|Department for Transport|13/11/2014|Subsidies Private Se|Local|DARTLINE COACHES|2000016511|5137.93|DARTLINE COACHES|EX5 1AF
Department for Transport|Department for Transport|13/11/2014|Subsidies Private Se|Local|Diamond Bus Ltd|2000016513|275191.47|THE DIAMOND BUS COMPANY LTD|B7 5JJ
Department for Transport|Department for Transport|13/11/2014|Subsidies Private Se|Local|EAST MIDLAND MOTOR SERVICE|2000016514|214992.83|Stagecoach Yorkshire|SK3 0DU
Department for Transport|Department for Transport|13/11/2014|Subsidies Private Se|Local|EAST SURREY RURAL TRANSPORT|2000016626|1697.68|East Surrey Rural Transport Partnership|RH8 0BT
Department for Transport|Department for Transport|13/11/2014|Subsidies Private Se|Local|EAST YORKS MOTOR SERVICES LTD|2000016515|355713.96|EAST YORKS MOTOR SERVICES LTD|HU3 2RS
Department for Transport|Department for Transport|13/11/2014|Subsidies Private Se|Local|F HUNT (COACH HIRE) LTD|2000016517|3888.33|F Hunt Coach Hire Ltd|LN13 9JB
Department for Transport|Department for Transport|13/11/2014|Subsidies Private Se|Local|FARESAVER BUSES|2000016536|55985.49|FARESAVER BUSES|SN14 6NQ
Department for Transport|Department for Transport|13/11/2014|Subsidies Private Se|Local|FELLRUNNER VILLAGE BUS LTD|2000016518|651.49|Fellrunner Village Bus Ltd|CA10 1JQ
Department for Transport|Department for Transport|13/11/2014|Subsidies Private Se|Local|FILERS TRAVEL LTD|2000016519|3471.09|FILER'S TRAVEL LTD|EX34 8LB
Department for Transport|Department for Transport|13/11/2014|Subsidies Private Se|Local|FIRST BADGERLINE|2000016520|591817.88|First Bristol Buses Ltd t/a Badgerline|BS24 9AY
Department for Transport|Department for Transport|13/11/2014|Subsidies Private Se|Local|FIRST BADGERLINE|2000016520|644049.75|FIRST BRISTOL BUSES LTD T/A CITY LINE|BS24 9AY
Department for Transport|Department for Transport|13/11/2014|Subsidies Private Se|Local|First Beeline Buses Ltd|2000016521|231399.66|FIRST BEELINE BUSES LTD|SA5 7BN
Department for Transport|Department for Transport|13/11/2014|Subsidies Private Se|Local|FIRST COACHES|2000016533|34559.1|First Coaches|LE4 0DA
Department for Transport|Department for Transport|13/11/2014|Subsidies Private Se|Local|FIRST DEVON & CORNWALL LTD|2000016522|317204.45|FIRST DEVON & CORNWALL LTD|PL9 7JT
Department for Transport|Department for Transport|13/11/2014|Subsidies Private Se|Local|FIRST EASTERN COUNTIES BUSES LTD|2000016523|581539.78|FIRST EASTERN COUNTIES BUSES LTD|LE4 0DA
Department for Transport|Department for Transport|13/11/2014|Subsidies Private Se|Local|FIRST ESSEX BUSES|2000016524|695016.08|FIRST ESSEX BUSES LTD|LE4 0DA
Department for Transport|Department for Transport|13/11/2014|Subsidies Private Se|Local|First Hampshire & Dorset Ltd|2000016525|170935.46|FIRST HAMPSHIRE & DORSET LTD|SO14 0JW
Department for Transport|Department for Transport|13/11/2014|Subsidies Private Se|Local|FIRST HAMPSHIRE & DORSET LTD|2000016526|185548.49|FIRST SOUTHAMPTON|SO14 0JW
Department for Transport|Department for Transport|13/11/2014|Subsidies Private Se|Local|First Leeds|2000016527|1954890.54|FIRST LEEDS|LS10 1PL
Department for Transport|Department for Transport|13/11/2014|Subsidies Private Se|Local|FIRST MANCHESTER (WIGAN)|2000016528|1392685.62|First Manchester Ltd (Oldham)|LS10 1PL
Department for Transport|Department for Transport|13/11/2014|Subsidies Private Se|Local|First Midland Bluebird Ltd|2000016655|3636.3|Midland Bluebird Ltd|FK5 3NJ
Department for Transport|Department for Transport|13/11/2014|Subsidies Private Se|Local|FIRST PMT LTD|2000016530|375177.5|FIRST POTTERIES LIMITED|LE4 0DA
Department for Transport|Department for Transport|13/11/2014|Subsidies Private Se|Local|FIRST SOMERSET & AVON LTD|2000016531|123270.27|FIRST SOMERSET & AVON|BS5 0DZ
Department for Transport|Department for Transport|13/11/2014|Subsidies Private Se|Local|FIRST SOUTH YORKSHIRE LTD|2000016532|1148355.83|FIRST SOUTH YORKSHIRE LTD|LS10 1PL
Department for Transport|Department for Transport|13/11/2014|Subsidies Private Se|Local|FIRST WYVERN|2000016529|127800.52|FIRST MIDLAND RED BUSES LTD|LE4 0DA
Department for Transport|Department for Transport|13/11/2014|Subsidies Private Se|Local|FIRST YORK (RIDER YORK) LTD|2000016534|207140.79|FIRST YORK (Rider York) Limited|YO10 3WW
Department for Transport|Department for Transport|13/11/2014|Subsidies Private Se|Local|FLEET BUZZ LTD|2000016505|17054.94|Fleet Buzz Ltd|PO19 8DG
Department for Transport|Department for Transport|13/11/2014|Subsidies Private Se|Local|FLIGHTS COACH TRAVEL|2000016535|111845.01|FLIGHT HALLMARK T/A WESSEX CONNECT|B7 5JJ
Department for Transport|Department for Transport|13/11/2014|Subsidies Private Se|Local|G & J HOLMES (COACHES) LTD|2000016537|3092.94|G & J HOLMES COACHES LTD|S45 9LY
Department for Transport|Department for Transport|13/11/2014|Subsidies Private Se|Local|G ABBOTT & SONS|2000016538|6804.69|G ABBOTT & SONS|DL7 9RZ
Department for Transport|Department for Transport|13/11/2014|Subsidies Private Se|Local|GALLOWAY EUROPEAN COACHLINES LTD|2000016539|7483.86|Galloway European Coachlines Ltd|IP14 5RR
Department for Transport|Department for Transport|13/11/2014|Subsidies Private Se|Local|GHA COACHES|2000016540|42271.13|G H A Coaches Ltd|LL14 6UY
Department for Transport|Department for Transport|13/11/2014|Subsidies Private Se|Local|GO AHEAD NORTHERN|2000016541|813194.67|Go North East|NE8 2UA
Department for Transport|Department for Transport|13/11/2014|Subsidies Private Se|Local|GO AHEAD NORTHERN|2000016541|673256.87|GO NORTHERN|NE8 2UA
Department for Transport|Department for Transport|13/11/2014|Subsidies Private Se|Local|GRAYLINE COACHES|2000016543|4069.58|GRAYLINE COACHES|OX26 6HU
Department for Transport|Department for Transport|13/11/2014|Subsidies Private Se|Local|H HULLEY & SONS LTD|2000016550|10540.73|H Hulley & Sons LTD T/A Hulleys Of Baslow|DE45 1RP
Department for Transport|Department for Transport|13/11/2014|Subsidies Private Se|Local|HALIFAX BUS CO LTD|2000016544|19539.62|HALIFAX BUS COMPANY LTD|HX6 2SB
Department for Transport|Department for Transport|13/11/2014|Subsidies Private Se|Local|HARROGATE & DISTRICT TRAVEL LTD|2000016546|134016.08|Harrogate & District Travel Ltd|HG2 7NY
Department for Transport|Department for Transport|13/11/2014|Subsidies Private Se|Local|HARROGATE COACH TRAVEL LTD|2000016547|25044.14|HARROGATE COACH TRAVEL|YO26 8BE
Department for Transport|Department for Transport|13/11/2014|Subsidies Private Se|Local|HASTINGS & DISTRICT TRANSPORT LTD|2000016604|120795.78|HASTINGS & DISTRICT TRANSPORT LIMITED|CT1 2SY
Department for Transport|Department for Transport|13/11/2014|Subsidies Private Se|Local|Hedingham Ominibuses Ltd|2000016549|36986.52|Hedingham Omnibuses Ltd|CO9 3LB
Department for Transport|Department for Transport|13/11/2014|Subsidies Private Se|Local|HEYFORDIAN TRAVEL LTD|2000016552|3295.92|HEYFORDIAN TRAVEL LTD|OX26 4PP
Department for Transport|Department for Transport|13/11/2014|Subsidies Private Se|Local|HODSON COACHES LTD|2000016554|1803.57|Hodson Coaches Ltd|LN1 2LR
Department for Transport|Department for Transport|13/11/2014|Subsidies Private Se|Local|HORNSBY TRAVEL SERVICES|2000016555|16555.12|HORNSBY TRAVEL SERVICES LIMITED|DN16 2NB
Department for Transport|Department for Transport|13/11/2014|Subsidies Private Se|Local|Ians Midi Coaches|2000016556|906.61|IANS MIDI COACHES|CA5 7LA
Department for Transport|Department for Transport|13/11/2014|Subsidies Private Se|Local|INVICTABUS LTD|2000016640|1271.69|Invictabus Limited|ME20 7SP
Department for Transport|Department for Transport|13/11/2014|Subsidies Private Se|Local|IRVING OF DALSTON|2000016558|1113.65|IRVING OF DALSTON|CA5 7LB
Department for Transport|Department for Transport|13/11/2014|Subsidies Private Se|Local|xxxxxx|2000016649|4432.43|xxxxxx|xxxxxx
Department for Transport|Department for Transport|13/11/2014|Subsidies Private Se|Local|JACKIES COACHES|2000016559|814.26|JACKIES COACHES|GL2 7NG
Department for Transport|Department for Transport|13/11/2014|Subsidies Private Se|Local|KEIGHLEY & DISTRICT TRAVEL LTD|2000016560|132629.52|Keighley and District Travel Ltd|BD21 2JX
Department for Transport|Department for Transport|13/11/2014|Subsidies Private Se|Local|KETTLEWELL RETFORD LTD|2000016561|607.14|Kettlewell (Retford) Ltd|DN22 6LA
Department for Transport|Department for Transport|13/11/2014|Subsidies Private Se|Local|Kinchbus Ltd|2000016562|94669.9|KINCHBUS LTD|DE75 7BG
Department for Transport|Department for Transport|13/11/2014|Subsidies Private Se|Local|Kinchbus Ltd|2000016562|585.75|KINCHBUS LTD - BBA|DE75 7BG
Department for Transport|Department for Transport|13/11/2014|Subsidies Private Se|Local|LANCASHIRE UNITED LTD (TRANSDEV)|2000016563|181135.37|Transdev Lancashire United|BD21 2JX
Department for Transport|Department for Transport|13/11/2014|Subsidies Private Se|Local|LITTLE TRANSPORT LTD|2000016564|527.71|LITTLES TRANSPORT LTD|DE7 4AZ
Department for Transport|Department for Transport|13/11/2014|Subsidies Private Se|Local|M & M COACHES LIMITED|2000016566|12902.84|M & M COACHES LIMITED|BB5 0RW
Department for Transport|Department for Transport|13/11/2014|Subsidies Private Se|Local|MARSHALLS SUTTON ON TRENT|2000016567|27746.65|Marshalls of Sutton on Trent Ltd|NG23 6PF
Department for Transport|Department for Transport|13/11/2014|Subsidies Private Se|Local|MIDLAND CLASSIC LTD|2000016570|35541.11|MIDLAND CLASSIC LTD|DE11 9RE
Department for Transport|Department for Transport|13/11/2014|Subsidies Private Se|Local|Midland Red (North) Ltd|2000016571|558364.01|ARRIVA MIDLANDS NORTH LTD|LE4 8PH
Department for Transport|Department for Transport|13/11/2014|Subsidies Private Se|Local|MINIBUS EXECUTIVE TRAVEL|2000016643|2779.12|Minibus Executive Travel Limited|WD24 7GP
Department for Transport|Department for Transport|13/11/2014|Subsidies Private Se|Local|MOVING PEOPLE LTD|2000016627|8886.16|MOVING PEOPLE|BB2 7JA
Department for Transport|Department for Transport|13/11/2014|Subsidies Private Se|Local|NATIONAL EXPRESS LTD|2000016574|601830.88|NATIONAL EXPRESS LTD|B5 6DD
Department for Transport|Department for Transport|13/11/2014|Subsidies Private Se|Local|NATIONAL EXPRESS LTD|2000016574|102752.23|NATIONAL EXPRESS LTD (AIRLINKS)|B5 6DD
Department for Transport|Department for Transport|13/11/2014|Subsidies Private Se|Local|NATIONAL EXPRESS LTD|2000016574|165054.87|NATIONAL EXPRESS LTD (CAMBRIDGE COACH SERVICES)|B5 6DD
Department for Transport|Department for Transport|13/11/2014|Subsidies Private Se|Local|NEW HORIZON TRAVEL LTD|2000016633|10423.86|New Horizon Travel Ltd|CO7 7HN
Department for Transport|Department for Transport|13/11/2014|Subsidies Private Se|Local|Norfolk Green|2000016542|112091.75|NORFOLK GREEN|PE30 4NG
Department for Transport|Department for Transport|13/11/2014|Subsidies Private Se|Local|NOTTS & DERBY TRACTION CO LTD|2000016577|31272.99|Notts & Derby Traction Co Ltd|DE75 7BG
Department for Transport|Department for Transport|13/11/2014|Subsidies Private Se|Local|NU-VENTURE COACHES LTD|2000016578|12451.25|NU-VENTURE COACHES LTD|ME20 7JN
Department for Transport|Department for Transport|13/11/2014|Subsidies Private Se|Local|OXFORD BUS CO|2000016579|282951.66|City of Oxford Motor Sevices Ltd|OX4 6GA
Department for Transport|Department for Transport|13/11/2014|Subsidies Private Se|Local|PARADISE WILDLIFE PARK LTD|2000016645|532.3|Parkside Leisure Limited|EN10 7QA
Department for Transport|Department for Transport|13/11/2014|Subsidies Private Se|Local|xxxxxx|2000016580|8505.1|CATTERALL'S COACH & TRAVEL SERVICES|xxxxxx
Department for Transport|Department for Transport|13/11/2014|Subsidies Private Se|Local|PERRYMANS BUSES|2000016581|10230.53|PERRYMANS BUSES LTD|TD15 1UN
Department for Transport|Department for Transport|13/11/2014|Subsidies Private Se|Local|PONTEFRACT MOTORWAYS|2000016611|3897.98|STRINGERS PONTEFRACT MOTORWAYS|WF8 1PN
Department for Transport|Department for Transport|13/11/2014|Subsidies Private Se|Local|POWELLS BUS CO LTD|2000016582|21847.78|POWELLS BUS CO LTD|S66 8HN
Department for Transport|Department for Transport|13/11/2014|Subsidies Private Se|Local|POYNTERS COACHES LTD|2000016583|1274.12|POYNTERS COACHES LTD|TN25 5BX
Department for Transport|Department for Transport|13/11/2014|Subsidies Private Se|Local|R BULLOCK & CO TRANSPORT LTD|2000016584|9875.37|RALPH BULLOCK & CO (TRANSPORT) LTD|SK8 2AG
Department for Transport|Department for Transport|13/11/2014|Subsidies Private Se|Local|REDROUTE BUSES|2000016586|3556.1|Redroute Buses Ltd|DA11 9AX
Department for Transport|Department for Transport|13/11/2014|Subsidies Private Se|Local|REGAL BUSWAYS LTD|2000016587|1052.91|REGAL BUSWAYS LTD|SS3 9WB
Department for Transport|Department for Transport|13/11/2014|Subsidies Private Se|Local|RELIANCE MOTOR SERVICES|2000016588|22121.17|Reliance Motor Services|YO61 1ES
Department for Transport|Department for Transport|13/11/2014|Subsidies Private Se|Local|ROBERT BENSON COACH HIRE|2000016590|1487.25|ROBERT BENSON COACH HIRE|CA14 1ES
Department for Transport|Department for Transport|13/11/2014|Subsidies Private Se|Local|ROLLING SOLUTIONS LTD|2000016634|28431.14|ROLLING SOLUTIONS T/A D&G BUS|ST14 7JD
Department for Transport|Department for Transport|13/11/2014|Subsidies Private Se|Local|ROSS TRAVEL|2000016592|13241.56|ROSS TRAVEL|WF7 5BL
Department for Transport|Department for Transport|13/11/2014|Subsidies Private Se|Local|SANDWELL TRAVEL LTD|2000016631|13891.73|Sandwell Travel Ltd|DY4 7LQ
Department for Transport|Department for Transport|13/11/2014|Subsidies Private Se|Local|Shady Lane Property Limited|2000016625|53623.38|Central Connect Ltd (formerly Zak's Bus & Coach)|B7 5JJ
Department for Transport|Department for Transport|13/11/2014|Subsidies Private Se|Local|SHERWOOD TRAVEL|2000016637|3118.53|Sherwood Travel|DN40 1QR
Department for Transport|Department for Transport|13/11/2014|Subsidies Private Se|Local|SHOREYS TRAVEL|2000016595|1790.26|SHOREY'S TRAVEL|MK45 2AE
Department for Transport|Department for Transport|13/11/2014|Subsidies Private Se|Local|SIMONDS|2000016596|8144.56|Simonds of Botesdale Ltd|IP22 4GX
Department for Transport|Department for Transport|13/11/2014|Subsidies Private Se|Local|SKILLS MOTOR COACHES LTD|2000016636|7237.88|Skills Motor Coaches Ltd|NG6 8LY
Department for Transport|Department for Transport|13/11/2014|Subsidies Private Se|Local|Somerbus Ltd|2000016597|4106.32|SOMERBUS LTD|BA3 4GD
Department for Transport|Department for Transport|13/11/2014|Subsidies Private Se|Local|SOUTHERN VECTIS|2000016598|1585088.46|Southern Vectis Omnibus Co Ltd|PO30 1RD
Department for Transport|Department for Transport|13/11/2014|Subsidies Private Se|Local|STAGECOACH CAMBUS|2000016599|525096.41|STAGECOACH CAMBUS|SK3 0DU
Department for Transport|Department for Transport|13/11/2014|Subsidies Private Se|Local|STAGECOACH CAMBUS|2000016599|145244.65|Stagecoach CAMBUS- Bio diesel|SK3 0DU
Department for Transport|Department for Transport|13/11/2014|Subsidies Private Se|Local|Stagecoach Devon Ltd|2000016512|655720.66|Stagecoach Devon Ltd|EX1 2LB
Department for Transport|Department for Transport|13/11/2014|Subsidies Private Se|Local|Stagecoach East|2000016618|417387|STAGECOACH EAST|NN4 8ES
Department for Transport|Department for Transport|13/11/2014|Subsidies Private Se|Local|STAGECOACH EAST KENT|2000016600|622665.47|STAGECOACH IN EAST KENT|SK3 0DU
Department for Transport|Department for Transport|13/11/2014|Subsidies Private Se|Local|STAGECOACH EAST MIDLANDS|2000016601|1006434.91|STAGECOACH IN LINCOLNSHIRE|SK3 0DU
Department for Transport|Department for Transport|13/11/2014|Subsidies Private Se|Local|STAGECOACH IN CUMBRIA|2000016602|552185.57|STAGECOACH IN CUMBRIA|SK3 0DU
Department for Transport|Department for Transport|13/11/2014|Subsidies Private Se|Local|STAGECOACH IN EAST SUSSEX|2000016516|128134.78|Stagecoach in East Sussex|CT1 2SY
Department for Transport|Department for Transport|13/11/2014|Subsidies Private Se|Local|STAGECOACH IN HANTS & SURREY|2000016603|142460.9|STAGECOACH - HANTS & SURREY|SK3 0DU
Department for Transport|Department for Transport|13/11/2014|Subsidies Private Se|Local|STAGECOACH IN PORTMOUTH & S DOWNS|2000016605|381080.89|STAGECOACH IN PORTSMOUTH AND THE SOUTH DOWNS|SK3 0DU
Department for Transport|Department for Transport|13/11/2014|Subsidies Private Se|Local|STAGECOACH MANCHESTER|2000016606|1183817.35|STAGECOACH MANCHESTER|SK3 0DU
Department for Transport|Department for Transport|13/11/2014|Subsidies Private Se|Local|Stagecoach Merseyside|2000016607|480224.57|STAGECOACH MERSEYSIDE|L11 0BB
Department for Transport|Department for Transport|13/11/2014|Subsidies Private Se|Local|Stagecoach Midland Red South Ltd|2000016572|316607.5|STAGECOACH MIDLAND RED (SOUTH) LTD|NN4 8ES
Department for Transport|Department for Transport|13/11/2014|Subsidies Private Se|Local|STAGECOACH S WALES T/A RHONDDA BUSE|2000016608|8031.22|Red & White Services Ltd T/A Stagecoach In S Wales|SK3 0DU
Department for Transport|Department for Transport|13/11/2014|Subsidies Private Se|Local|STAGECOACH SOUTH EAST|2000016609|223858.4|STAGECOACH SOUTH|SK3 0DU
Department for Transport|Department for Transport|13/11/2014|Subsidies Private Se|Local|STAGECOACH WIGAN|2000016648|152274.98|Stagecoach Wigan|SK3 0DU
Department for Transport|Department for Transport|13/11/2014|Subsidies Private Se|Local|STEPHENSONS OF EASINGWOLD LTD|2000016610|31841.81|STEPHENSONS OF EASINGWOLD LTD|YO61 1SR
Department for Transport|Department for Transport|13/11/2014|Subsidies Private Se|Local|STEVENSONS OF UTTOXETER LTD|2000016477|482889.27|ARRIVA MIDLANDS LTD|LE4 8PH
Department for Transport|Department for Transport|13/11/2014|Subsidies Private Se|Local|STREAMLINE|2000016647|1830.78|Streamline|HD1 5DX
Department for Transport|Department for Transport|13/11/2014|Subsidies Private Se|Local|SUSSEX COACHES|2000016641|6667.9|Sussex Coaches|RH13 8PB
Department for Transport|Department for Transport|13/11/2014|Subsidies Private Se|Local|SWINDON & DISTRICT|2000016613|144160.17|SWINDON & DISTRICT|SK3 0DU
Department for Transport|Department for Transport|13/11/2014|Subsidies Private Se|Local|TANAT VALLEY COACHES|2000016614|7764.06|R E MORRIS & SONS LTD T/A TANAT VALLEY COACHES|SY10 0AD
Department for Transport|Department for Transport|13/11/2014|Subsidies Private Se|Local|TELFORD & WREKIN DC|2000016615|1141.36|TELFORD & WREKIN COUNCIL T/A INTERGRATED TRANSPORT|TF3 4LF
Department for Transport|Department for Transport|13/11/2014|Subsidies Private Se|Local|The Big Bus Company|2000016489|4087.77|THE BIG BUS COMPANY LTD|SW1W 9SA
Department for Transport|Department for Transport|13/11/2014|Subsidies Private Se|Local|TM TRAVEL|2000016616|45260.53|T M Travel Ltd|S20 3GZ
Department for Transport|Department for Transport|13/11/2014|Subsidies Private Se|Local|TRENT BUSES|2000016617|449918.06|Trent Buses|DE75 7BG
Department for Transport|Department for Transport|13/11/2014|Subsidies Private Se|Local|TRENT BUSES|2000016617|34105.5|Trent Buses - BBA|DE75 7BG
Department for Transport|Department for Transport|13/11/2014|Subsidies Private Se|Local|VALE OF LLANGOLLEN TRAVEL LTD|2000016619|3262.1|Vale Of Llangollen Travel Ltd|LL14 6UY
Department for Transport|Department for Transport|13/11/2014|Subsidies Private Se|Local|Viking Coaches|2000016653|2789.42|Viking Coaches Derbyshire|DE11 9EU
Department for Transport|Department for Transport|13/11/2014|Subsidies Private Se|Local|WEST MIDLANDS TRAVEL LTD|2000016620|4020153.65|West Midlands Travel Ltd|B9 4BZ
Department for Transport|Department for Transport|13/11/2014|Subsidies Private Se|Local|Wheelers Travel Ltd|2000016652|8420.32|Wheelers Travel Ltd|SO16 7JU
Department for Transport|Department for Transport|13/11/2014|Subsidies Private Se|Local|WHIPPET COACHES LTD|2000016621|66275.93|Whippet Coaches Ltd|CB24 4UG
Department for Transport|Department for Transport|13/11/2014|Subsidies Private Se|Local|WHITE BUS SERVICES|2000016622|4830.26|White Bus Services|SL4 4TF
Department for Transport|Department for Transport|13/11/2014|Subsidies Private Se|Local|WHITTLE COACH & BUS LTD|2000016623|5879.05|WHITTLE COACH & BUS LTD|DY11 7QL
Department for Transport|Department for Transport|13/11/2014|Subsidies Private Se|Local|XELABUS LIMITED|2000016639|25358.01|Xelabus Limited|SO50 6RR
Department for Transport|Department for Transport|13/11/2014|Subsidies Private Se|Local|YORK PULLMAN BUS CO. LTD|2000016629|1903.47|YORK PULLMAN BUS COMPANY LTD|YO23 3QA
Department for Transport|Department for Transport|13/11/2014|Subsidies Private Se|Local|YORKSHIRE COASTLINER LTD|2000016624|114574.16|Yorkshire Coastliner Ltd|HG2 7NY
Department for Transport|Department for Transport|13/11/2014|Subsidies Private Se|Local|Yorkshire Tiger Ltd|2000016630|361189.98|Yorkshire Tiger Ltd|HX5 9HD
Department for Transport|Department for Transport|13/11/2014|Subsidies Private Se|Local|Your Bus Dunn Motor Traction|2000016635|116240.54|YourBus (Dunn Motor Traction Ltd)|DE75 7RJ
Department for Transport|Department for Transport|13/11/2014|Support Services|Air Accident Investigation Branch|QinetiQ Processing Centre|2000016669|15500|#|GU14 0LX
Department for Transport|Department for Transport|13/11/2014|Support Services|General Counsel's Office|Crawford & Co Adjusters (UK) Ltd|2000016697|435180.55|Top up of DfT Client  Account for Injury Claims|B2 2PF
Department for Transport|Department for Transport|13/11/2014|Training|Air Accident Investigation Branch|WHITE WALTHAM AIRFIELD LTD|2000016677|540|#|SL6 3NJ
Department for Transport|Department for Transport|13/11/2014|Training|Group Human Resource|Stonecourt & Co Ltd|2000016703|6500|#|EC1M 6AX
Department for Transport|Department for Transport|13/11/2014|Transport  Consult|Rail Franchising|ERNST & YOUNG LLP|2000016664|54467.04|#|SE1 2AF
Department for Transport|Department for Transport|13/11/2014|Transport  Consult|Rail Franchising|ERNST & YOUNG LLP|2000016664|4940.32|#|SE1 2AF
Department for Transport|Department for Transport|13/11/2014|Travel Expenses UK|Marine Accident Investigation Branch|STAGECOACH SOUTHWESTERN TRAINS LTD|2000016680|871.5|#|SE1 8NZ
Department for Transport|Department for Transport|13/11/2014|Treasury Solicitors|General Counsel's Office|TREASURY SOLICITOR|2000016707|2590.32|#|WC2B 4TS
Department for Transport|Department for Transport|14/11/2014|Agency Staff Costs|Air Accident Investigation Branch|HAYS PERSONNEL SERVICE LTD|2000016769|739.68|#|KT3 4JQ
Department for Transport|Department for Transport|14/11/2014|Agency Staff Costs|Air Accident Investigation Branch|HAYS PERSONNEL SERVICE LTD|2000016769|739.68|#|KT3 4JQ
Department for Transport|Department for Transport|14/11/2014|Agency Staff Costs|Corporate Governance|Badenoch & Clark c/o Lauren Rogers|2000016777|3753.36|#|B37 7YE
Department for Transport|Department for Transport|14/11/2014|Agency Staff Costs|Group Finance|MICHAEL PAGE INTERNATIONAL|2000016798|3420|#|SL1 3SA
