DEPARTMENT|ENTITY|DATE|EXPENSETYPE|EXPENSEAREA|SUPPLIER|TRANSACTIONNUMBER|AMOUNT|DESCRIPTION|SUPPLIERPOSTCODE
Department for Transport|BTP|15/06/2012|CLEANING CONTRACT- BUILDINGS|PDU CAMDEN ROAD|Ocs Support Services Ltd|270719|5334.98|FINANCE & CORPORATE SERVICES|LS7 1NJ
Department for Transport|BTP|15/06/2012|CLEANING CONTRACT- BUILDINGS|FHQ FACILITIES|Ocs Support Services Ltd|270714|15423.1|FINANCE & CORPORATE SERVICES|LS7 1NJ
Department for Transport|BTP|15/06/2012|CLEANING CONTRACT- BUILDINGS|FHQ SCIENTIFIC SUPPORT|Ocs Support Services Ltd|270718|2658.77|ACC (PROTECTIVE SERVICES)|LS7 1NJ
Department for Transport|BTP|15/06/2012|CLEANING CONTRACT- BUILDINGS|BLUNDELL STREET|Ocs Support Services Ltd|270790|3896.63|FINANCE & CORPORATE SERVICES|LS7 1NJ
Department for Transport|BTP|15/06/2012|CLEANING CONTRACT- BUILDINGS|SPRING HOUSE|Ocs Support Services Ltd|270707|4287.04|FINANCE & CORPORATE SERVICES|LS7 1NJ
Department for Transport|BTP|15/06/2012|CLEANING CONTRACT- BUILDINGS|PDU CAMDEN ROAD|Ocs Support Services Ltd|270708|2667.49|FINANCE & CORPORATE SERVICES|LS7 1NJ
Department for Transport|BTP|15/06/2012|CLEANING CONTRACT- BUILDINGS|FHQ FACILITIES|Ocs Support Services Ltd|270711|7711.55|FINANCE & CORPORATE SERVICES|LS7 1NJ
Department for Transport|BTP|15/06/2012|CLEANING CONTRACT- BUILDINGS|FHQ SCIENTIFIC SUPPORT|Ocs Support Services Ltd|270706|1329.38|ACC (PROTECTIVE SERVICES)|LS7 1NJ
Department for Transport|BTP|22/06/2012|CLEANING CONTRACT- BUILDINGS|BLUNDELL STREET|Ocs Support Services Ltd|271250|733.44|FINANCE & CORPORATE SERVICES|LS7 1NJ
Department for Transport|BTP|15/06/2012|CLEANING CONTRACT- BUILDINGS|WN CARDIFF STAFF COSTS|OCS LTD - CLEANING AND SUPPORT SERVICES|270754|1457.15|Ww West Sector Command|LA3 3BJ
Department for Transport|BTP|15/06/2012|CLEANING CONTRACT- BUILDINGS|WN BRISTOL T M STAFF COSTS|OCS LTD - CLEANING AND SUPPORT SERVICES|270760|582.46|WW South Sector Command|LA3 3BJ
Department for Transport|BTP|15/06/2012|CLEANING CONTRACT- BUILDINGS|WN BANGOR STAFF COSTS|OCS LTD - CLEANING AND SUPPORT SERVICES|270757|826.63|Ww West Sector Command|LA3 3BJ
Department for Transport|BTP|22/06/2012|CLEANING CONTRACT- BUILDINGS|WN CARDIFF STAFF COSTS|OCS LTD - CLEANING AND SUPPORT SERVICES|271098|1457.15|Ww West Sector Command|LA3 3BJ
Department for Transport|BTP|22/06/2012|CLEANING CONTRACT- BUILDINGS|WN BRISTOL T M STAFF COSTS|OCS LTD - CLEANING AND SUPPORT SERVICES|271097|582.46|WW South Sector Command|LA3 3BJ
Department for Transport|BTP|08/06/2012|CLEANING CONTRACT- BUILDINGS|SC EDINBURGH STAFF COSTS|REGENT OFFICE CARE LTD|270226|873.31|Scot East Sector Command|CV6 4QH
Department for Transport|BTP|08/06/2012|CLEANING CONTRACT- BUILDINGS|SC GLASGOW STAFF COSTS|REGENT OFFICE CARE LTD|270227|2911.02|Scot West Sector Command|CV6 4QH
Department for Transport|BTP|15/06/2012|CLEANING CONTRACT- BUILDINGS|BLUNDELL STREET|TEKNI KLEEN COMPUTER SERVICES LTD|270301|22.44|FINANCE & CORPORATE SERVICES|TW18 1TF
Department for Transport|BTP|15/06/2012|CLEANING CONTRACT- BUILDINGS|PDU CAMDEN ROAD|TEKNI KLEEN COMPUTER SERVICES LTD|270301|741.48|FINANCE & CORPORATE SERVICES|TW18 1TF
Department for Transport|BTP|15/06/2012|CLEANING CONTRACT- BUILDINGS|NE DONCASTER STAFF COSTS|Trustclean Ltd|268847|1457.41|NE South Sector Command|DN5 9QH
Department for Transport|BTP|22/06/2012|CLEANING CONTRACT- BUILDINGS|NE DONCASTER STAFF COSTS|Trustclean Ltd|270615|1457.41|NE South Sector Command|DN5 9QH
Department for Transport|BTP|29/06/2012|CLEANING MATERIALS- PURCHASE|NW AREA COMMAND|LYRECO UK LTD|270860|69.17|NW Command Sector|TF2 7NB
Department for Transport|BTP|29/06/2012|CLEANING MATERIALS- PURCHASE|NW MANCHESTER STAFF COSTS|LYRECO UK LTD|270860|63.62|N.W East Sector Command|TF2 7NB
Department for Transport|BTP|29/06/2012|CLEANING MATERIALS- PURCHASE|NW PRESTON STAFF COSTS|LYRECO UK LTD|270860|74.27|N.W East Sector Command|TF2 7NB
Department for Transport|BTP|29/06/2012|CLEANING MATERIALS- PURCHASE|NW CARLISLE STAFF COSTS|LYRECO UK LTD|270860|43.54|N.W East Sector Command|TF2 7NB
Department for Transport|BTP|29/06/2012|CLEANING MATERIALS- PURCHASE|NW WIGAN STAFF COSTS|LYRECO UK LTD|270860|35.59|N.W East Sector Command|TF2 7NB
Department for Transport|BTP|29/06/2012|CLEANING MATERIALS- PURCHASE|NW CREWE STAFF COSTS|LYRECO UK LTD|270860|155.83|N.W West Sector Command|TF2 7NB
Department for Transport|BTP|29/06/2012|CLEANING MATERIALS- PURCHASE|NW LIVERPOOL STAFF COSTS|LYRECO UK LTD|270860|87.07|N.W West Sector Command|TF2 7NB
Department for Transport|BTP|22/06/2012|CLEANING MATERIALS- PURCHASE|NE GRIMSBY STAFF COSTS|RENTOKIL INITIAL UK LTD (HYGIENE DIVISION)|268854|509.28|NE South Sector Command|DY1 4TA
Department for Transport|BTP|22/06/2012|REFUSE COLLECTION|BLUNDELL STREET|ENTERPRISE ISLINGTON LIMITED|270012|1425.68|FINANCE & CORPORATE SERVICES|PR26 6TX
Department for Transport|BTP|08/06/2012|HIRE OF ROOMS (EXTERNAL)|SC DALMUIR STAFF COSTS|WERNICK HIRE LTD|270218|669.6|Scot West Sector Command|SS11 8BL
Department for Transport|BTP|08/06/2012|HIRE OF ROOMS (EXTERNAL)|L&D OPERATIONS & TRAINING|CITY OF LONDON POLICE|270258|1014.35|HUMAN RESOURCES TOTAL|EC2M 4WN
Department for Transport|BTP|15/06/2012|OFFICE RELOC COSTS- NONCAP|LN CCTV TEAMS|ATEC SECURITY LTD|269470|643.2|LN TASKING & CO-ORDINATING|WV10 7FE
Department for Transport|BTP|08/06/2012|VEHICLE REPAIRS- UNPLANNED|DFT OLYMPICS|SUPERSINE DURAMARK LTD|270195|734.52|DFT OLYMPICS FUNDING|NR33 0EA
Department for Transport|BTP|15/06/2012|VEHICLE ACCIDENT REPAIRS|FHQ SCENES OF CRIME|INCHCAPE FLEET SOLUTIONS LIMITED|270888|2389.81|ACC (PROTECTIVE SERVICES)|PO6 4RP
Department for Transport|BTP|15/06/2012|VEHICLE ACCIDENT REPAIRS|LN INNER LONDON CID|INCHCAPE FLEET SOLUTIONS LIMITED|270888|689.74|LN CID OPERATIONS|PO6 4RP
Department for Transport|BTP|15/06/2012|VEHICLE ACCIDENT REPAIRS|LN ST PANCRAS STAFF COSTS|INCHCAPE FLEET SOLUTIONS LIMITED|270888|992.82|LN CTRL FUNDED|PO6 4RP
Department for Transport|BTP|15/06/2012|VEHICLE ACCIDENT REPAIRS|LN OPERATIONS|INCHCAPE FLEET SOLUTIONS LIMITED|270888|344.28|LN Operations|PO6 4RP
Department for Transport|BTP|15/06/2012|VEHICLE ACCIDENT REPAIRS|LN EUSTON STAFF COSTS|INCHCAPE FLEET SOLUTIONS LIMITED|270888|2619.17|LN West Sector Command|PO6 4RP
Department for Transport|BTP|15/06/2012|VEHICLE ACCIDENT REPAIRS|LN MILTON KEYNES STAFF COSTS|INCHCAPE FLEET SOLUTIONS LIMITED|270888|36|LN West Sector Command|PO6 4RP
Department for Transport|BTP|15/06/2012|VEHICLE ACCIDENT REPAIRS|LS GUILDFORD STAFF COSTS|INCHCAPE FLEET SOLUTIONS LIMITED|270888|66|LS Outer London|PO6 4RP
Department for Transport|BTP|15/06/2012|VEHICLE ACCIDENT REPAIRS|NE DERBY|INCHCAPE FLEET SOLUTIONS LIMITED|270888|77.64|NE EAST MIDLAND SECTOR COMMAND|PO6 4RP
Department for Transport|BTP|15/06/2012|VEHICLE ACCIDENT REPAIRS|NE NOTTINGHAM|INCHCAPE FLEET SOLUTIONS LIMITED|270888|626.62|NE EAST MIDLAND SECTOR COMMAND|PO6 4RP
Department for Transport|BTP|15/06/2012|VEHICLE ACCIDENT REPAIRS|NE LEEDS STAFF COSTS|INCHCAPE FLEET SOLUTIONS LIMITED|270888|125.15|N.E East Sector Command|PO6 4RP
Department for Transport|BTP|15/06/2012|VEHICLE ACCIDENT REPAIRS|NE DOGS|INCHCAPE FLEET SOLUTIONS LIMITED|270888|55.5|N.E West Sector Command|PO6 4RP
Department for Transport|BTP|15/06/2012|VEHICLE ACCIDENT REPAIRS|NW LIVERPOOL STAFF COSTS|INCHCAPE FLEET SOLUTIONS LIMITED|270888|2842.51|N.W West Sector Command|PO6 4RP
Department for Transport|BTP|15/06/2012|VEHICLE ACCIDENT REPAIRS|FHQ EXPLOSIVE DOGS|INCHCAPE FLEET SOLUTIONS LIMITED|270888|133.9|OPERATIONS DEPT|PO6 4RP
Department for Transport|BTP|15/06/2012|VEHICLE ACCIDENT REPAIRS|SC A.I.B|INCHCAPE FLEET SOLUTIONS LIMITED|270888|36|Sc Central Cost Sector Command|PO6 4RP
Department for Transport|BTP|15/06/2012|VEHICLE ACCIDENT REPAIRS|SC DUNDEE STAFF COSTS|INCHCAPE FLEET SOLUTIONS LIMITED|270888|58.32|Scot North Sector Command|PO6 4RP
Department for Transport|BTP|15/06/2012|VEHICLE ACCIDENT REPAIRS|SC DOGS|INCHCAPE FLEET SOLUTIONS LIMITED|270888|117.6|Scot West Sector Command|PO6 4RP
Department for Transport|BTP|15/06/2012|VEHICLE ACCIDENT REPAIRS|WN AREA COMMAND STAFF COSTS|INCHCAPE FLEET SOLUTIONS LIMITED|270888|1615.76|WW Command Sector|PO6 4RP
Department for Transport|BTP|15/06/2012|VEHICLE ACCIDENT REPAIRS|WN BRISTOL T M STAFF COSTS|INCHCAPE FLEET SOLUTIONS LIMITED|270888|28.48|WW South Sector Command|PO6 4RP
Department for Transport|BTP|15/06/2012|VEHICLE ACCIDENT REPAIRS|WN NEWPORT STAFF COSTS|INCHCAPE FLEET SOLUTIONS LIMITED|270888|36|Ww West Sector Command|PO6 4RP
Department for Transport|BTP|22/06/2012|VEHICLE ACCIDENT REPAIRS|FIREARMS PROJECT|INCHCAPE FLEET SOLUTIONS LIMITED|270890|36|ACC (PROTECTIVE SERVICES)|PO6 4RP
Department for Transport|BTP|22/06/2012|VEHICLE ACCIDENT REPAIRS|LN INNER LONDON CID|INCHCAPE FLEET SOLUTIONS LIMITED|270890|4847.81|LN CID OPERATIONS|PO6 4RP
Department for Transport|BTP|22/06/2012|VEHICLE ACCIDENT REPAIRS|LN OPERATIONS|INCHCAPE FLEET SOLUTIONS LIMITED|270890|656.18|LN Operations|PO6 4RP
Department for Transport|BTP|22/06/2012|VEHICLE ACCIDENT REPAIRS|LN EUSTON STAFF COSTS|INCHCAPE FLEET SOLUTIONS LIMITED|270890|36|LN West Sector Command|PO6 4RP
Department for Transport|BTP|22/06/2012|VEHICLE ACCIDENT REPAIRS|Lond Stl AIB / FIO|INCHCAPE FLEET SOLUTIONS LIMITED|270890|505.2|Lond Stl AIB / FIO|PO6 4RP
Department for Transport|BTP|22/06/2012|VEHICLE ACCIDENT REPAIRS|LS SOUTHAMPTON STAFF COSTS|INCHCAPE FLEET SOLUTIONS LIMITED|270890|194.21|LS Outer London|PO6 4RP
Department for Transport|BTP|22/06/2012|VEHICLE ACCIDENT REPAIRS|NW DOGS|INCHCAPE FLEET SOLUTIONS LIMITED|270890|70.58|N.W West Sector Command|PO6 4RP
Department for Transport|BTP|22/06/2012|VEHICLE ACCIDENT REPAIRS|NW CHESTER STAFF COSTS|INCHCAPE FLEET SOLUTIONS LIMITED|270890|78|N.W West Sector Command|PO6 4RP
Department for Transport|BTP|22/06/2012|VEHICLE ACCIDENT REPAIRS|SPECIALIST  RESPONSE UNIT|INCHCAPE FLEET SOLUTIONS LIMITED|270890|729.5|OPERATIONS DEPT|PO6 4RP
Department for Transport|BTP|15/06/2012|VEHICLE SERVICING- PLANNED|PS FHQ DEDICATED SOURCE UNIT|GOODYEAR DUNLOP TYRES UK LIMITED|270889|141.96|ACC (PROTECTIVE SERVICES)|B24 9HY
Department for Transport|BTP|15/06/2012|VEHICLE SERVICING- PLANNED|FHQ CCTV PROJECT TEAM|GOODYEAR DUNLOP TYRES UK LIMITED|270889|97.98|ACC (PROTECTIVE SERVICES)|B24 9HY
Department for Transport|BTP|15/06/2012|VEHICLE SERVICING- PLANNED|C1 - NATIONAL CRIME TEAM|GOODYEAR DUNLOP TYRES UK LIMITED|270889|135.96|ACC (PROTECTIVE SERVICES)|B24 9HY
Department for Transport|BTP|15/06/2012|VEHICLE SERVICING- PLANNED|FIREARMS PROJECT|GOODYEAR DUNLOP TYRES UK LIMITED|270889|212.76|ACC (PROTECTIVE SERVICES)|B24 9HY
Department for Transport|BTP|15/06/2012|VEHICLE SERVICING- PLANNED|FHQ SCENES OF CRIME|GOODYEAR DUNLOP TYRES UK LIMITED|270889|537.98|ACC (PROTECTIVE SERVICES)|B24 9HY
Department for Transport|BTP|15/06/2012|VEHICLE SERVICING- PLANNED|CHIEF CONSTABLE|GOODYEAR DUNLOP TYRES UK LIMITED|270889|497.93|DEP. CHIEF CONSTABLE TOTAL|B24 9HY
Department for Transport|BTP|15/06/2012|VEHICLE SERVICING- PLANNED|DFT OLYMPICS|GOODYEAR DUNLOP TYRES UK LIMITED|270889|54.78|DFT OLYMPICS FUNDING|B24 9HY
Department for Transport|BTP|15/06/2012|VEHICLE SERVICING- PLANNED|LN EBBSFLEET|GOODYEAR DUNLOP TYRES UK LIMITED|270889|14.76|LN CTRL FUNDED|B24 9HY
Department for Transport|BTP|15/06/2012|VEHICLE SERVICING- PLANNED|LN ST PANCRAS STAFF COSTS|GOODYEAR DUNLOP TYRES UK LIMITED|270889|130.98|LN CTRL FUNDED|B24 9HY
Department for Transport|BTP|15/06/2012|VEHICLE SERVICING- PLANNED|LN CAMBRIDGE STAFF COSTS|GOODYEAR DUNLOP TYRES UK LIMITED|270889|70.98|LN East Sector Command|B24 9HY
Department for Transport|BTP|15/06/2012|VEHICLE SERVICING- PLANNED|LN COLCHESTER STAFF COSTS|GOODYEAR DUNLOP TYRES UK LIMITED|270889|456.34|LN East Sector Command|B24 9HY
Department for Transport|BTP|15/06/2012|VEHICLE SERVICING- PLANNED|LN OPERATIONS|GOODYEAR DUNLOP TYRES UK LIMITED|270889|739.87|LN Operations|B24 9HY
Department for Transport|BTP|15/06/2012|VEHICLE SERVICING- PLANNED|LN LONDON OVERGROUND - LOROL|GOODYEAR DUNLOP TYRES UK LIMITED|270889|67.98|LN TFL FUNDED|B24 9HY
Department for Transport|BTP|15/06/2012|VEHICLE SERVICING- PLANNED|LN PADDINGTON STAFF COSTS|GOODYEAR DUNLOP TYRES UK LIMITED|270889|195.96|LN West Sector Command|B24 9HY
Department for Transport|BTP|15/06/2012|VEHICLE SERVICING- PLANNED|LN MILTON KEYNES STAFF COSTS|GOODYEAR DUNLOP TYRES UK LIMITED|270889|313.96|LN West Sector Command|B24 9HY
Department for Transport|BTP|15/06/2012|VEHICLE SERVICING- PLANNED|LS INNER LONDON TEAM 1|GOODYEAR DUNLOP TYRES UK LIMITED|270889|482.94|London South Inner London|B24 9HY
Department for Transport|BTP|15/06/2012|VEHICLE SERVICING- PLANNED|LS WIMBLEDON - BORIS 50|GOODYEAR DUNLOP TYRES UK LIMITED|270889|274.42|London South Inner London|B24 9HY
Department for Transport|BTP|15/06/2012|VEHICLE SERVICING- PLANNED|LS ASHFORD STAFF COSTS|GOODYEAR DUNLOP TYRES UK LIMITED|270889|283.92|LS Outer London|B24 9HY
Department for Transport|BTP|15/06/2012|VEHICLE SERVICING- PLANNED|LS CROYDON STAFF COSTS|GOODYEAR DUNLOP TYRES UK LIMITED|270889|171.96|LS Outer London|B24 9HY
Department for Transport|BTP|15/06/2012|VEHICLE SERVICING- PLANNED|LS BRIGHTON STAFF COSTS|GOODYEAR DUNLOP TYRES UK LIMITED|270889|112|LS Outer London|B24 9HY
Department for Transport|BTP|15/06/2012|VEHICLE SERVICING- PLANNED|LS OPERATIONS|GOODYEAR DUNLOP TYRES UK LIMITED|270889|504.9|LS Total Command|B24 9HY
Department for Transport|BTP|15/06/2012|VEHICLE SERVICING- PLANNED|NE SECTOR COMMAND CID|GOODYEAR DUNLOP TYRES UK LIMITED|270889|369.96|NE Command Sector|B24 9HY
Department for Transport|BTP|15/06/2012|VEHICLE SERVICING- PLANNED|NE CABLE TEAM|GOODYEAR DUNLOP TYRES UK LIMITED|270889|491.7|NE Crime Supp Sector Command|B24 9HY
Department for Transport|BTP|15/06/2012|VEHICLE SERVICING- PLANNED|NE DERBY|GOODYEAR DUNLOP TYRES UK LIMITED|270889|141.96|NE EAST MIDLAND SECTOR COMMAND|B24 9HY
Department for Transport|BTP|15/06/2012|VEHICLE SERVICING- PLANNED|NE NOTTINGHAM|GOODYEAR DUNLOP TYRES UK LIMITED|270889|1104.92|NE EAST MIDLAND SECTOR COMMAND|B24 9HY
Department for Transport|BTP|15/06/2012|VEHICLE SERVICING- PLANNED|NE LEEDS STAFF COSTS|GOODYEAR DUNLOP TYRES UK LIMITED|270889|296.94|N.E East Sector Command|B24 9HY
Department for Transport|BTP|15/06/2012|VEHICLE SERVICING- PLANNED|NE BRADFORD STAFF COSTS|GOODYEAR DUNLOP TYRES UK LIMITED|270889|212.94|N.E East Sector Command|B24 9HY
Department for Transport|BTP|15/06/2012|VEHICLE SERVICING- PLANNED|NE METRO TRANSPORT SYSTEMS|GOODYEAR DUNLOP TYRES UK LIMITED|270889|463.92|N.E East Sector Command|B24 9HY
Department for Transport|BTP|15/06/2012|VEHICLE SERVICING- PLANNED|NE DONCASTER STAFF COSTS|GOODYEAR DUNLOP TYRES UK LIMITED|270889|297.91|NE South Sector Command|B24 9HY
Department for Transport|BTP|15/06/2012|VEHICLE SERVICING- PLANNED|NE SHEFFIELD STAFF COSTS|GOODYEAR DUNLOP TYRES UK LIMITED|270889|70.98|NE South Sector Command|B24 9HY
Department for Transport|BTP|15/06/2012|VEHICLE SERVICING- PLANNED|NE DOGS|GOODYEAR DUNLOP TYRES UK LIMITED|270889|223.99|N.E West Sector Command|B24 9HY
Department for Transport|BTP|15/06/2012|VEHICLE SERVICING- PLANNED|NW PROACTIVE UNIT|GOODYEAR DUNLOP TYRES UK LIMITED|270889|130.98|NW Crime Supp Sector Command|B24 9HY
Department for Transport|BTP|15/06/2012|VEHICLE SERVICING- PLANNED|NW MANCHESTER STAFF COSTS|GOODYEAR DUNLOP TYRES UK LIMITED|270889|231.96|N.W East Sector Command|B24 9HY
Department for Transport|BTP|15/06/2012|VEHICLE SERVICING- PLANNED|NW PRESTON STAFF COSTS|GOODYEAR DUNLOP TYRES UK LIMITED|270889|100.98|N.W East Sector Command|B24 9HY
Department for Transport|BTP|15/06/2012|VEHICLE SERVICING- PLANNED|NW WIGAN STAFF COSTS|GOODYEAR DUNLOP TYRES UK LIMITED|270889|202|N.W East Sector Command|B24 9HY
Department for Transport|BTP|15/06/2012|VEHICLE SERVICING- PLANNED|NW OPERATIONS|GOODYEAR DUNLOP TYRES UK LIMITED|270889|148.96|N.W West Sector Command|B24 9HY
Department for Transport|BTP|15/06/2012|VEHICLE SERVICING- PLANNED|NW CREWE STAFF COSTS|GOODYEAR DUNLOP TYRES UK LIMITED|270889|117.28|N.W West Sector Command|B24 9HY
Department for Transport|BTP|15/06/2012|VEHICLE SERVICING- PLANNED|NW LIVERPOOL STAFF COSTS|GOODYEAR DUNLOP TYRES UK LIMITED|270889|343.92|N.W West Sector Command|B24 9HY
Department for Transport|BTP|15/06/2012|VEHICLE SERVICING- PLANNED|CENTRAL OPERATIONS AND EVENTS|GOODYEAR DUNLOP TYRES UK LIMITED|270889|270.36|OPERATIONS DEPT|B24 9HY
Department for Transport|BTP|15/06/2012|VEHICLE SERVICING- PLANNED|REAL TIME INTEL|GOODYEAR DUNLOP TYRES UK LIMITED|270889|338.76|OPERATIONS DEPT|B24 9HY
Department for Transport|BTP|15/06/2012|VEHICLE SERVICING- PLANNED|FHQ EXPLOSIVE DOGS|GOODYEAR DUNLOP TYRES UK LIMITED|270889|109.56|OPERATIONS DEPT|B24 9HY
Department for Transport|BTP|15/06/2012|VEHICLE SERVICING- PLANNED|FHQ OPS DOGS OPERATIONS DEPT|GOODYEAR DUNLOP TYRES UK LIMITED|270889|447.98|OPERATIONS DEPT|B24 9HY
Department for Transport|BTP|15/06/2012|VEHICLE SERVICING- PLANNED|SC CID|GOODYEAR DUNLOP TYRES UK LIMITED|270889|142.68|Sc Central Cost Sector Command|B24 9HY
Department for Transport|BTP|15/06/2012|VEHICLE SERVICING- PLANNED|SC SCHOOLS LIAISON|GOODYEAR DUNLOP TYRES UK LIMITED|270889|70.98|Sc Crime Supp Sector Command|B24 9HY
Department for Transport|BTP|15/06/2012|VEHICLE SERVICING- PLANNED|SC EDINBURGH STAFF COSTS|GOODYEAR DUNLOP TYRES UK LIMITED|270889|202|Scot East Sector Command|B24 9HY
Department for Transport|BTP|15/06/2012|VEHICLE SERVICING- PLANNED|SC ABERDEEN STAFF COSTS|GOODYEAR DUNLOP TYRES UK LIMITED|270889|447.98|Scot North Sector Command|B24 9HY
Department for Transport|BTP|15/06/2012|VEHICLE SERVICING- PLANNED|SC DOGS|GOODYEAR DUNLOP TYRES UK LIMITED|270889|144.78|Scot West Sector Command|B24 9HY
Department for Transport|BTP|15/06/2012|VEHICLE SERVICING- PLANNED|SC OPERATIONAL SUPPORT UNIT 2|GOODYEAR DUNLOP TYRES UK LIMITED|270889|236.94|Scot West Sector Command|B24 9HY
Department for Transport|BTP|15/06/2012|VEHICLE SERVICING- PLANNED|SC GLASGOW STAFF COSTS|GOODYEAR DUNLOP TYRES UK LIMITED|270889|182.03|Scot West Sector Command|B24 9HY
Department for Transport|BTP|15/06/2012|VEHICLE SERVICING- PLANNED|WN CID|GOODYEAR DUNLOP TYRES UK LIMITED|270889|476.24|WW Central Cost Sector Command|B24 9HY
Department for Transport|BTP|15/06/2012|VEHICLE SERVICING- PLANNED|NETWORK RAIL CABLE TEAM|GOODYEAR DUNLOP TYRES UK LIMITED|270889|755.04|WW Central Cost Sector Command|B24 9HY
Department for Transport|BTP|15/06/2012|VEHICLE SERVICING- PLANNED|WN AREA COMMAND STAFF COSTS|GOODYEAR DUNLOP TYRES UK LIMITED|270889|318.41|WW Command Sector|B24 9HY
Department for Transport|BTP|15/06/2012|VEHICLE SERVICING- PLANNED|WN BIRMINGHAM STAFF COSTS|GOODYEAR DUNLOP TYRES UK LIMITED|270889|70.98|Ww North Sector Command|B24 9HY
Department for Transport|BTP|15/06/2012|VEHICLE SERVICING- PLANNED|WN BRISTOL T M STAFF COSTS|GOODYEAR DUNLOP TYRES UK LIMITED|270889|297.96|WW South Sector Command|B24 9HY
Department for Transport|BTP|15/06/2012|VEHICLE SERVICING- PLANNED|WN PLYMOUTH STAFF COSTS|GOODYEAR DUNLOP TYRES UK LIMITED|270889|135.96|WW South Sector Command|B24 9HY
Department for Transport|BTP|15/06/2012|VEHICLE SERVICING- PLANNED|WN GLOUCESTER STAFF COSTS|GOODYEAR DUNLOP TYRES UK LIMITED|270889|421.92|WW South Sector Command|B24 9HY
Department for Transport|BTP|15/06/2012|VEHICLE SERVICING- PLANNED|WN BANGOR STAFF COSTS|GOODYEAR DUNLOP TYRES UK LIMITED|270889|70.98|Ww West Sector Command|B24 9HY
Department for Transport|BTP|15/06/2012|VEHICLE SERVICING- PLANNED|WN CARMARTHEN STAFF COSTS|GOODYEAR DUNLOP TYRES UK LIMITED|270889|279.96|Ww West Sector Command|B24 9HY
Department for Transport|BTP|15/06/2012|VEHICLE SERVICING- PLANNED|WN CARDIFF STAFF COSTS|GOODYEAR DUNLOP TYRES UK LIMITED|270889|554.04|Ww West Sector Command|B24 9HY
Department for Transport|BTP|15/06/2012|VEHICLE SERVICING- PLANNED|WN SWANSEA STAFF COSTS|GOODYEAR DUNLOP TYRES UK LIMITED|270889|139.98|Ww West Sector Command|B24 9HY
Department for Transport|BTP|15/06/2012|VEHICLE SERVICING- PLANNED|PS COVERT INVESTIGATIONS UNIT|INCHCAPE FLEET SOLUTIONS LIMITED|270881|1296.43|ACC (PROTECTIVE SERVICES)|PO6 4RP
Department for Transport|BTP|15/06/2012|VEHICLE SERVICING- PLANNED|PS FHQ FIB|INCHCAPE FLEET SOLUTIONS LIMITED|270888|13.52|ACC (PROTECTIVE SERVICES)|PO6 4RP
Department for Transport|BTP|15/06/2012|VEHICLE SERVICING- PLANNED|PS FHQ DEDICATED SOURCE UNIT|INCHCAPE FLEET SOLUTIONS LIMITED|270888|33.8|ACC (PROTECTIVE SERVICES)|PO6 4RP
Department for Transport|BTP|15/06/2012|VEHICLE SERVICING- PLANNED|MAJOR INVESTIGATION TEAM|INCHCAPE FLEET SOLUTIONS LIMITED|270888|13.52|ACC (PROTECTIVE SERVICES)|PO6 4RP
Department for Transport|BTP|15/06/2012|VEHICLE SERVICING- PLANNED|FHQ CCTV PROJECT TEAM|INCHCAPE FLEET SOLUTIONS LIMITED|270888|13.52|ACC (PROTECTIVE SERVICES)|PO6 4RP
Department for Transport|BTP|15/06/2012|VEHICLE SERVICING- PLANNED|PS MIU|INCHCAPE FLEET SOLUTIONS LIMITED|270888|1972.98|ACC (PROTECTIVE SERVICES)|PO6 4RP
Department for Transport|BTP|15/06/2012|VEHICLE SERVICING- PLANNED|C1 - NATIONAL CRIME TEAM|INCHCAPE FLEET SOLUTIONS LIMITED|270888|20.28|ACC (PROTECTIVE SERVICES)|PO6 4RP
Department for Transport|BTP|15/06/2012|VEHICLE SERVICING- PLANNED|FIREARMS PROJECT|INCHCAPE FLEET SOLUTIONS LIMITED|270888|69.92|ACC (PROTECTIVE SERVICES)|PO6 4RP
Department for Transport|BTP|15/06/2012|VEHICLE SERVICING- PLANNED|FHQ SCENES OF CRIME|INCHCAPE FLEET SOLUTIONS LIMITED|270888|2508.04|ACC (PROTECTIVE SERVICES)|PO6 4RP
Department for Transport|BTP|15/06/2012|VEHICLE SERVICING- PLANNED|CIVIL CONTINGENCY UNIT|INCHCAPE FLEET SOLUTIONS LIMITED|270888|27.04|ACC ST Operations|PO6 4RP
Department for Transport|BTP|15/06/2012|VEHICLE SERVICING- PLANNED|LONDON & THE OLYMPICS|INCHCAPE FLEET SOLUTIONS LIMITED|270888|6.76|ACC ST Operations|PO6 4RP
Department for Transport|BTP|15/06/2012|VEHICLE SERVICING- PLANNED|CHIEF CONSTABLE|INCHCAPE FLEET SOLUTIONS LIMITED|270888|-535.07|DEP. CHIEF CONSTABLE TOTAL|PO6 4RP
Department for Transport|BTP|15/06/2012|VEHICLE SERVICING- PLANNED|FHQ PROFESSIONAL STDS UNIT|INCHCAPE FLEET SOLUTIONS LIMITED|270888|20.28|DEP. CHIEF CONSTABLE TOTAL|PO6 4RP
Department for Transport|BTP|15/06/2012|VEHICLE SERVICING- PLANNED|DFT OLYMPICS|INCHCAPE FLEET SOLUTIONS LIMITED|270888|1190.24|DFT OLYMPICS FUNDING|PO6 4RP
