DEPARTMENT|ENTITY|DATE|EXPENSETYPE|EXPENSEAREA|SUPPLIER|TRANSACTIONNUMBER|AMOUNT|DESCRIPTION|POSTCODE
Department For Transport|Highways Agency|07/08/2013|WM - Winter Maintenance|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISEMOUCHEL LIMITED|608049|165709.59|Apps and Certs Receipt - APC51065|M2 5JB
Department For Transport|Highways Agency|07/08/2013|TOS operational Vehicle rental|TRAFFIC MANAGEMENT DIRECTORATE|LEX AUTOLEASE LIMITED|607143|-20672.61|Vehicle rental charges July 2013|BL9 8RT
Department For Transport|Highways Agency|07/08/2013|TOS operational Vehicle rental|TRAFFIC MANAGEMENT DIRECTORATE|LEX AUTOLEASE LIMITED|607147|-1168.94|Vehicle Rental (New 30x Shogun) charges - July 2013|BL9 8RT
Department For Transport|Highways Agency|07/08/2013|TOS operational Vehicle fuel|TRAFFIC MANAGEMENT DIRECTORATE|ALLSTAR BUSINESS SOLUTIONS|P2001288059|20877.59|NORTH EAST JULY 2013|SN5 6PS
Department For Transport|Highways Agency|07/08/2013|TOS operational Vehicle fuel|TRAFFIC MANAGEMENT DIRECTORATE|ALLSTAR BUSINESS SOLUTIONS|P2001288060|33557.65|NORTH WEST JULY 2013|SN5 6PS
Department For Transport|Highways Agency|07/08/2013|TOS operational Vehicle fuel|TRAFFIC MANAGEMENT DIRECTORATE|ALLSTAR BUSINESS SOLUTIONS|P2001288064|29315.92|WEST MIDS JULY 2013|SN5 6PS
Department For Transport|Highways Agency|07/08/2013|TOS operational Vehicle consumables|TRAFFIC MANAGEMENT DIRECTORATE|PRO-TECT SAFETY SIGNS|608016|1160.9|Chelston protect invoice 24372 - #1160.90|BS24 6TA
Department For Transport|Highways Agency|07/08/2013|TEC - Technology Maintenance|NETWORK DELIVERY & DEVELOPMENT|WIRELESS LOGIC LTD|608010|569.08|Wireless Logic Invoice - June/July 2013|SL7 1EY
Department For Transport|Highways Agency|07/08/2013|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|BIRSE CIVILS LTD|608044|150611.47|Apps and Certs Receipt - APC51045|DN18 5BW
Department For Transport|Highways Agency|07/08/2013|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|CARILLION CONSTRUCTION LTD - CIVIL ENGINEERING|608045|517685.13|Apps and Certs Receipt - APC50988|WV1 4HY
Department For Transport|Highways Agency|07/08/2013|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISEMOUCHEL LIMITED|608049|494927.61|Apps and Certs Receipt - APC51065|M2 5JB
Department For Transport|Highways Agency|07/08/2013|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|INTERSERVE CONSTRUCTION LIMITED|608050|62839.08|Apps and Certs Receipt - APC51025|B23 7RZ
Department For Transport|Highways Agency|07/08/2013|TA Cost AUC - Programme|MAJOR PROJECTS|JACOBS UK LTD|607970|7121.41|Payment of invoice B0503301/026/NP|G2 7HX
Department For Transport|Highways Agency|07/08/2013|TA Cost AUC - Programme|MAJOR PROJECTS|URS INFRASTRUCTURE AND ENVIRONMENT UK LTD|608028|8914.46|INVOICE NO:5605241 DATE :30/07/13 AMT #8914.46 WITH VAT #10697.3|RG21 7PP
Department For Transport|Highways Agency|07/08/2013|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|NATIONAL GRID PLC (CIS) DIVERT/CONNECT|608017|43107|Invoice No 1000/80570907 dated 31/07/13 - A49/A4103 STARTING GATE|WV1 9NZ
Department For Transport|Highways Agency|07/08/2013|TA Cost AUC - Programme|MAJOR PROJECTS|HYDER HALCROW M25 JOINT VENTURE|608007|31394.82|Inv No 1229 Inv Date 17/7/13 HA Doc 425023|GU2 7AR
Department For Transport|Highways Agency|07/08/2013|TA Cost AUC - Programme|MAJOR PROJECTS|CARILLION CONSTRUCTION LTD - CIVIL ENGINEERING|608006|1949022.26|Certificate 15|WV1 4HY
Department For Transport|Highways Agency|07/08/2013|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISEMOUCHEL LIMITED|608049|276702.67|Apps and Certs Receipt - APC51065|M2 5JB
Department For Transport|Highways Agency|07/08/2013|TA Cost AUC - Programme|MAJOR PROJECTS|CARILLION CONSTRUCTION LTD - CIVIL ENGINEERING|607976|704.43|A19 Coast Road Carrilion Costs for July 2013|WV1 4HY
Department For Transport|Highways Agency|07/08/2013|TA Cost AUC - Programme|MAJOR PROJECTS|EVERSHEDS LLP|LOMD243543|1573.6|00002361/XXXXXXX|CF10 5BT
Department For Transport|Highways Agency|07/08/2013|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|WILLIAM RICKETTS PARTNERSHIP|LOMD243552|727.2|99999250/XXXXXXX|CF14 1DU
Department For Transport|Highways Agency|07/08/2013|TA Cost AUC - Programme|MAJOR PROJECTS|VALUATION OFFICE AGENCY|LOMD243553|4088.53|HAL00011349//25000048502013|SW19 4DT
Department For Transport|Highways Agency|07/08/2013|TA Cost AUC - Programme|MAJOR PROJECTS|VALUATION OFFICE AGENCY|LOMD236099|1347|HAL00011885//25000048512013|SW19 4DT
Department For Transport|Highways Agency|07/08/2013|TA Cost AUC - Programme|MAJOR PROJECTS|SMITHS GORE|LOMD243555|811.1|HAL55555544//18074009|PE1 1QF
Department For Transport|Highways Agency|07/08/2013|TA Cost AUC - Programme|MAJOR PROJECTS|EVERSHEDS LLP|LOMD243374R|-1391.6|REFUND OF HAL00003681/DOIGW H/91195899A|CF10 5BT
Department For Transport|Highways Agency|07/08/2013|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|ATKINS LTD|607977|43481.2|#|KT18 5BW
Department For Transport|Highways Agency|07/08/2013|RM - Utilities|NETWORK DELIVERY & DEVELOPMENT|SOUTH WEST WATER (NON CIS) WATER USAGE|608011|1009.3|Water Bill for Two Bridges Picnic Site - 16/04/2013 to 18/07/2013|EX2 7YN
Department For Transport|Highways Agency|07/08/2013|RM - Electricity costs|NETWORK DELIVERY & DEVELOPMENT|EDF ENERGY (NON CIS) CHARGES|608030|4804.7|#|RH10 1TX
Department For Transport|Highways Agency|07/08/2013|RM - Electricity costs|NETWORK DELIVERY & DEVELOPMENT|EDF ENERGY (NON CIS) CHARGES|608031|8057.68|#|RH10 1TX
Department For Transport|Highways Agency|07/08/2013|RM - Electricity costs|NETWORK DELIVERY & DEVELOPMENT|EDF ENERGY (NON CIS) CHARGES|608032|2005.81|#|RH10 1TX
Department For Transport|Highways Agency|07/08/2013|RM - Electricity costs|NETWORK DELIVERY & DEVELOPMENT|EDF ENERGY (NON CIS) CHARGES|608033|844.02|#|RH10 1TX
Department For Transport|Highways Agency|07/08/2013|RM - Electricity costs|NETWORK DELIVERY & DEVELOPMENT|EDF ENERGY (NON CIS) CHARGES|608040|1028.6|#|RH10 1TX
Department For Transport|Highways Agency|07/08/2013|RM - Electricity costs|NETWORK DELIVERY & DEVELOPMENT|EDF ENERGY (NON CIS) CHARGES|608041|4117.2|#|RH10 1TX
Department For Transport|Highways Agency|07/08/2013|RM - Electricity costs|NETWORK DELIVERY & DEVELOPMENT|EON ENERGY (NON CIS) CHARGES|608027|2295.88|#|NG1 6HD
Department For Transport|Highways Agency|07/08/2013|PFI Service Payments|NETWORK DELIVERY & DEVELOPMENT|TRANSPORT FOR LONDON (TFL)|607986|9443.99|Traffic Signal Equipment Maintenance Charges for Q1 FY13/14|SE10 1AP
Department For Transport|Highways Agency|07/08/2013|PFI Service Payments|NETWORK DELIVERY & DEVELOPMENT|CONNECT A30/A35 LTD|608048|37527.33|R&WSC Payment - July 2013|NW1 3AX
Department For Transport|Highways Agency|07/08/2013|Other external training costs|TRAFFIC MANAGEMENT DIRECTORATE|JUNCTION 17 DEFENSIVE DRIVER TRAINING LTD|608005|2450|Inv-0248 July 2013|CW11 5AH
Department For Transport|Highways Agency|07/08/2013|Other external training costs|TRAFFIC MANAGEMENT DIRECTORATE|CORAM UK LTD|608001|1275|Inv. 4507|BS8 4DD
Department For Transport|Highways Agency|07/08/2013|Non Civil Servant HA Staff|NETWORK DELIVERY & DEVELOPMENT|SPRING TECHNOLOGY STAFFING SERVICES LTD|607958|2451.6|Invoice No M37149/00 XXXXXXXdays at 408.60 W/E 21/07/13|B37 7YE
Department For Transport|Highways Agency|07/08/2013|Non Civil Servant HA Staff|FINANCE & BUSINESS SERVICES|HAYS SPECIALIST RECRUITMENT LIMITED|607969|622.8|Invoice 1003436967 We26/07/2013 #519|KT3 4JQ
Department For Transport|Highways Agency|07/08/2013|Non Civil Servant HA Staff|FINANCE & BUSINESS SERVICES|HAYS SPECIALIST RECRUITMENT LIMITED|607968|511.66|Invoice 1003415342 We19/07/2013 #426.38|KT3 4JQ
Department For Transport|Highways Agency|07/08/2013|Non Civil Servant HA Staff|FINANCE & BUSINESS SERVICES|HAYS SPECIALIST RECRUITMENT LIMITED|607966|632.72|Invoice 1003327451 We21/06/2013 #527.27|KT3 4JQ
Department For Transport|Highways Agency|07/08/2013|Non Civil Servant HA Staff|FINANCE & BUSINESS SERVICES|HAYS SPECIALIST RECRUITMENT LIMITED|607964|632.72|Invoice 1003258667 We24/05/2013 #527.27|KT3 4JQ
Department For Transport|Highways Agency|07/08/2013|Non Civil Servant HA Staff|FINANCE & BUSINESS SERVICES|HAYS SPECIALIST RECRUITMENT LIMITED|607967|528.74|Invoice 1003197819 We10/05/2013 #528.74|KT3 4JQ
Department For Transport|Highways Agency|07/08/2013|Non Civil Servant HA Staff|FINANCE & BUSINESS SERVICES|HAYS SPECIALIST RECRUITMENT LIMITED|607963|504.47|Invoice 1003197430 We10/05/2013 #420.39|KT3 4JQ
Department For Transport|Highways Agency|07/08/2013|Non Civil Servant HA Staff|FINANCE & BUSINESS SERVICES|HAYS SPECIALIST RECRUITMENT LIMITED|607962|632.72|Invoice 1003173990 We03/05/2013 #527.27|KT3 4JQ
Department For Transport|Highways Agency|07/08/2013|Non Civil Servant HA Staff|FINANCE & BUSINESS SERVICES|HAYS SPECIALIST RECRUITMENT LIMITED|607961|632.72|Invoice 1003152533 We26/04/2013 #527.27|KT3 4JQ
Department For Transport|Highways Agency|07/08/2013|Non Civil Servant HA Staff|FINANCE & BUSINESS SERVICES|HAYS SPECIALIST RECRUITMENT LIMITED|607997|1394.28|1003435706 - w/e 26/07/2013|KT3 4JQ
Department For Transport|Highways Agency|07/08/2013|Non Civil Servant HA Staff|FINANCE & BUSINESS SERVICES|HAYS SPECIALIST RECRUITMENT LIMITED|607996|1394.28|1003415655 - w/e 19/07/2013|KT3 4JQ
Department For Transport|Highways Agency|07/08/2013|Non Civil Servant HA Staff|FINANCE & BUSINESS SERVICES|HAYS SPECIALIST RECRUITMENT LIMITED|607994|1115.42|1003369770 - w/e 05/07/2013|KT3 4JQ
Department For Transport|Highways Agency|07/08/2013|Non Civil Servant HA Staff|FINANCE & BUSINESS SERVICES|HAYS SPECIALIST RECRUITMENT LIMITED|607993|1397.88|1003325832 - w/e 21/06/2013 + expenses|KT3 4JQ
Department For Transport|Highways Agency|07/08/2013|Non Civil Servant HA Staff|FINANCE & BUSINESS SERVICES|HAYS SPECIALIST RECRUITMENT LIMITED|607992|1394.28|1003277810 - w/e 07/06/2013|KT3 4JQ
Department For Transport|Highways Agency|07/08/2013|Non Civil Servant HA Staff|FINANCE & BUSINESS SERVICES|HAYS SPECIALIST RECRUITMENT LIMITED|607991|1115.42|1003259228 - w/e 31/05/2013|KT3 4JQ
Department For Transport|Highways Agency|07/08/2013|Non Civil Servant HA Staff|FINANCE & BUSINESS SERVICES|HAYS SPECIALIST RECRUITMENT LIMITED|607990|1451.28|1003237915 - w/e 24/05/2013 + expenses|KT3 4JQ
Department For Transport|Highways Agency|07/08/2013|Non Civil Servant HA Staff|FINANCE & BUSINESS SERVICES|HAYS SPECIALIST RECRUITMENT LIMITED|607989|1394.28|1003217078 - w/e 17/05/2013|KT3 4JQ
Department For Transport|Highways Agency|07/08/2013|Non Civil Servant HA Staff|FINANCE & BUSINESS SERVICES|HAYS SPECIALIST RECRUITMENT LIMITED|607988|1397.88|1003174742 - w/e 03/05/2013 + expenses|KT3 4JQ
Department For Transport|Highways Agency|07/08/2013|Non Civil Servant HA Staff|COMMERCIAL & PROCUREMENT|CAPITA GROUP|607973|624|#|DL1 9HN
Department For Transport|Highways Agency|07/08/2013|Non Civil Servant HA Staff|MAJOR PROJECTS|BADENOCH & CLARK|607971|688.5|#|W1T 5AE
Department For Transport|Highways Agency|07/08/2013|Non Civil Servant HA Staff|MAJOR PROJECTS|BADENOCH & CLARK|607972|688.5|#|W1T 5AE
Department For Transport|Highways Agency|07/08/2013|Non Civil Servant HA Staff|NETWORK DELIVERY & DEVELOPMENT|EXPERIS LIMITED|607985|2751.24|#|EC1R 3DR
Department For Transport|Highways Agency|07/08/2013|Non Civil Servant HA Staff|NETWORK DELIVERY & DEVELOPMENT|HAYS SPECIALIST RECRUITMENT LIMITED|608008|632.71|#|KT3 4JQ
Department For Transport|Highways Agency|07/08/2013|Lands Costs|MAJOR PROJECTS|SMITHS GORE|LOMD243548|1483.5|HAL55555542//18074010|PE1 1QF
Department For Transport|Highways Agency|07/08/2013|Lands Costs|MAJOR PROJECTS|SMITHS GORE|LOMD243547|1240.69|HAL55555542//18074011|PE1 1QF
Department For Transport|Highways Agency|07/08/2013|Lands Costs|MAJOR PROJECTS|EVERSHEDS LLP|LOMD243544|1635.48|HAL55555546//91199263|CF10 5BT
Department For Transport|Highways Agency|07/08/2013|Lands Costs|MAJOR PROJECTS|SMITHS GORE|LOMD243549|1465.25|HAL55555547//1033857|PE1 1QF
Department For Transport|Highways Agency|07/08/2013|Job related training|TRAFFIC MANAGEMENT DIRECTORATE|CORAM UK LTD|608004|14468.71|Inv. 4506 Enhanced Carriageway Clearance July|BS8 4DD
Department For Transport|Highways Agency|07/08/2013|Job related training|TRAFFIC MANAGEMENT DIRECTORATE|CORAM UK LTD|608003|9873.24|Inv. 4505 RCC Foundation July|BS8 4DD
Department For Transport|Highways Agency|07/08/2013|Electricity|FINANCE & BUSINESS SERVICES|EDF ENERGY (NON CIS) CHARGES|608043|2840.34|The Cube, Level 9, Birmingham - Electricity charge for 01/07/13 to 31/07/13. Invoice number 0040.|RH10 1TX
Department For Transport|Highways Agency|07/08/2013|Electricity|FINANCE & BUSINESS SERVICES|EDF ENERGY (NON CIS) CHARGES|608042|4442.81|The Cube, Level 10, Birmingham - Electricity charge for 01/07/13 to 31/07/13. Invoice number 0040.|RH10 1TX
Department For Transport|Highways Agency|07/08/2013|Digital Communications|NETWORK SERVICES DIRECTORATE|WEX PHOTOGRAPHIC|608029|3234.7|Camera equipment order|NR3 2BT
Department For Transport|Highways Agency|07/08/2013|Contractor Costs|TRAFFIC MANAGEMENT DIRECTORATE|LEX AUTOLEASE LIMITED|608020|4895.8|Zero VAT charges July 2013|BL9 8RT
Department For Transport|Highways Agency|07/08/2013|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|GENESYS TELECOMMUNICATIONS LTD|608019|1606.3||GU14 7BF
Department For Transport|Highways Agency|07/08/2013|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|KPMG LLP|607979|1621|Visit 1 June 13|WD17 1DE
Department For Transport|Highways Agency|07/08/2013|Contractor Costs|NETWORK SERVICES DIRECTORATE|HALCROW GROUP LTD|607982|11859|Receipted on behald of xxxxx for work done in Jul 2013|NE11 0RU
Department For Transport|Highways Agency|07/08/2013|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|HYDER HALCROW M25 JOINT VENTURE|607984|16717.06|PSF - Direct Award (HHJV) Fees and Directs - HA (NDD)|GU2 7AR
Department For Transport|Highways Agency|07/08/2013|Contractor Costs|NETWORK SERVICES DIRECTORATE|HALCROW GROUP LTD|607019|4073.92|Payment of # #4.078 for works carried out in June 2013|NE11 0RU
Department For Transport|Highways Agency|07/08/2013|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|CONNECT A30/A35 LTD|538426|-62790|Invoice No. 30-35.0879, dated 3 October 2013|NW1 3AX
Department For Transport|Highways Agency|07/08/2013|Contractor Costs|NETWORK SERVICES DIRECTORATE|TRANSPORT FOR GREATER MANCHESTER|608046|50000|Invoice 000001 Re-receipted to amend VAT code to Zero VAT|M60 1HX
Department For Transport|Highways Agency|07/08/2013|Contractor Costs|NETWORK SERVICES DIRECTORATE|WSP UK LIMITED|607980|14030.73|FINAL INVOICE FOR TASK 065|RG21 4HJ
Department For Transport|Highways Agency|07/08/2013|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|PARSONS BRINCKERHOFF LIMITED|608053|4764.77|Fees for Professional Services - SE & London LOT 5_to 31 July 2013|NE4 7YQ
Department For Transport|Highways Agency|07/08/2013|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|PARSONS BRINCKERHOFF LIMITED|608052|32950.91|Fees for Professional Services - SE & London LOT 5|NE4 7YQ
Department For Transport|Highways Agency|07/08/2013|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|PARSONS BRINCKERHOFF LIMITED|608051|15400.71|Fees for Professional Services - NSPA SE & London LOT 5|NE4 7YQ
Department For Transport|Highways Agency|07/08/2013|Contractor Costs|NETWORK SERVICES DIRECTORATE|MOUCHEL LIMITED|607437|-9672.48|Aiming for Zero Project - Mouchel July 2013|OL1 9LH
Department For Transport|Highways Agency|07/08/2013|Contractor Costs|NETWORK SERVICES DIRECTORATE|MOUCHEL LIMITED|608002|9277.13|Aiming for Zero - July Invoice 5000011813|OL1 9LH
Department For Transport|Highways Agency|07/08/2013|CM - Time Based Charges|NETWORK SERVICES DIRECTORATE|HALCROW GROUP LTD|607018|2497.5|Payment of # 2,500 for works carried out in June 2013|NE11 0RU
Department For Transport|Highways Agency|07/08/2013|CM - Time Based Charges|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISEMOUCHEL LIMITED|608049|731384.97|Apps and Certs Receipt - APC51065|M2 5JB
Department For Transport|Highways Agency|07/08/2013|CM - Time Based Charges|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISEMOUCHEL LIMITED|608021|12482.76|Apps and Certs Receipt - APC50558|M2 5JB
Department For Transport|Highways Agency|07/08/2013|CM - Time Based Charges|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISEMOUCHEL LIMITED|608022|5075.88|Apps and Certs Receipt - APC50558|M2 5JB
Department For Transport|Highways Agency|07/08/2013|CM - Time Based Charges|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISEMOUCHEL LIMITED|608024|100039.71|Apps and Certs Receipt - APC50558|M2 5JB
Department For Transport|Highways Agency|07/08/2013|CM - Time Based Charges|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISEMOUCHEL LIMITED|608025|32502.86|Apps and Certs Receipt - APC50558|M2 5JB
Department For Transport|Highways Agency|07/08/2013|CM - Time Based Charges|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISEMOUCHEL LIMITED|608026|2320.82|Apps and Certs Receipt - APC50558|M2 5JB
Department For Transport|Highways Agency|07/08/2013|CM - Time Based Charges|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISEMOUCHEL LIMITED|604095|-4732.63|Apps and Certs Receipt - APC47265|M2 5JB
Department For Transport|Highways Agency|08/08/2013|WM - Winter Maintenance|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISEMOUCHEL LIMITED|608105|40754.77|Apps and Certs Receipt - APC49675|M2 5JB
Department For Transport|Highways Agency|08/08/2013|TOS operational Vehicle fuel|TRAFFIC MANAGEMENT DIRECTORATE|ALLSTAR BUSINESS SOLUTIONS|P2001288058|38107.25|EAST JULY 2013|SN5 6PS
Department For Transport|Highways Agency|08/08/2013|TOS operational Vehicle fuel|TRAFFIC MANAGEMENT DIRECTORATE|ALLSTAR BUSINESS SOLUTIONS|P2001288061|45272.43|SOUTH EAST JULY 2013|SN5 6PS
Department For Transport|Highways Agency|08/08/2013|TOS operational Vehicle fuel|TRAFFIC MANAGEMENT DIRECTORATE|ALLSTAR BUSINESS SOLUTIONS|P2001288062|26373.21|SOUTH WEST JULY 2013|SN5 6PS
Department For Transport|Highways Agency|08/08/2013|Third Party claims costs|FINANCE & BUSINESS SERVICES|TREASURY SOLICITOR|PWI/149256500|4500|Z1311885/CLD/A4 - THORLEY (COSTS)|WC2B 4TS
Department For Transport|Highways Agency|08/08/2013|TEC - Technology Maintenance|NETWORK DELIVERY & DEVELOPMENT|IMTECH TRAFFIC & INFRA UK LIMITED|605501|-37460.35|HATMS System S/C for June + T4|5|22|27|45|76,87,424,426,434,435  -----   Rm28June2013|RG24 8WZ
Department For Transport|Highways Agency|08/08/2013|TA Renewal of Roads - Capital|MAJOR PROJECTS|COSTAIN SERCO JOINT VENTURE|608113|1640822.67|M1 J32-35a Renewals Certificate 2|SL6 4UB
Department For Transport|Highways Agency|08/08/2013|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISEMOUCHEL LIMITED|608110|226.96|Apps and Certs Receipt - APC49961|M2 5JB
Department For Transport|Highways Agency|08/08/2013|TA Cost AUC - Programme|MAJOR PROJECTS|ROADLINK (A69) LTD|608091|1637.92|works to 31/07/2013 invoice date 06/08/2013|NE43 7TN
Department For Transport|Highways Agency|08/08/2013|TA Cost AUC - Programme|MAJOR PROJECTS|HYDER HALCROW M25 JOINT VENTURE|608097|27582.9|PO 1156.1 + 1156.2 July 2013|GU2 7AR
Department For Transport|Highways Agency|08/08/2013|TA Cost AUC - Programme|MAJOR PROJECTS|HYDER HALCROW M25 JOINT VENTURE|608098|26589.86|PO 1156.1 + 1156.2 July 2013|GU2 7AR
Department For Transport|Highways Agency|08/08/2013|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|CONNECT PLUS (M25) LTD|608075|45543.17|M26 CR Roadside Restraint System Improvement Scheme - Small Value Additional Works|EN6 3NP
Department For Transport|Highways Agency|08/08/2013|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|CONNECT PLUS (M25) LTD|608073|11369.55|M25 - DBFO - A405 Bricket Wood Southbound Safety Improvement - Small Value Additional Works|EN6 3NP
Department For Transport|Highways Agency|08/08/2013|TA Cost AUC - Programme|MAJOR PROJECTS|BALFOUR BEATTY CIVIL ENGINEERING LTD|608057|2835834.49|July/2013/#2,835,834.49|RH1 1PQ
Department For Transport|Highways Agency|08/08/2013|TA Cost AUC - Programme|MAJOR PROJECTS|CALDER CONFERENCES LIMITED|608095|615.86|Invoice Number 105930 - A63 Castle Street exhibition 18, 19 & 20 July 2013|LS16 6RF
Department For Transport|Highways Agency|08/08/2013|TA Cost AUC - Programme|MAJOR PROJECTS|HYDER HALCROW M25 JOINT VENTURE|608064|77351.95|Inv No 1230 Inv Date 17/7/13 HA Doc 425146|GU2 7AR
Department For Transport|Highways Agency|08/08/2013|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|PARSONS BRINCKERHOFF LIMITED|608093|3322.65|Fees for professional services - NSPA SE & London LOTT 5_31 July 2013|NE4 7YQ
Department For Transport|Highways Agency|08/08/2013|TA Cost AUC - Programme|MAJOR PROJECTS|NETWORK RAIL|608092|3615.6|Aug invoice #3347.78 net|SN1 1GW
Department For Transport|Highways Agency|08/08/2013|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|AMEY LG LIMITED|608116|41382.28|Apps and Certs Receipt - APC51105|OX4 4DQ
Department For Transport|Highways Agency|08/08/2013|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|AMEY LG LIMITED|606217|-7224.08|Apps and Certs Receipt - APC48925|OX4 4DQ
Department For Transport|Highways Agency|08/08/2013|TA Cost AUC - Programme|MAJOR PROJECTS|EVERSHEDS LLP|LOMD243641|9534.15|00000136/XXXXXXX/|CF10 5BT
Department For Transport|Highways Agency|08/08/2013|TA Cost AUC - Programme|MAJOR PROJECTS|EVERSHEDS LLP|LOMD243640|40942.31|00001883XXXXXXX/|CF10 5BT
Department For Transport|Highways Agency|08/08/2013|TA Cost AUC - Programme|MAJOR PROJECTS|EVERSHEDS LLP|LOMD243574|73118.47|00009412/XXXXXXX|CF10 5BT
Department For Transport|Highways Agency|08/08/2013|TA Cost AUC - Programme|MAJOR PROJECTS|WILLIAM RICKETTS PARTNERSHIP|LOMD243556|804|90097098/|CF14 1DU
Department For Transport|Highways Agency|08/08/2013|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|SEVERN TRENT WATER LTD (CIS) DIVERT/CONNECT|8103810|12129.01|A38 MARKEATON ROUNDABOUT ESTIMATE|CV3 9FH
Department For Transport|Highways Agency|08/08/2013|TA Cost AUC - Programme|MAJOR PROJECTS|EVERSHEDS LLP|LOMD243568|2068|HAL00000523//91197099|CF10 5BT
Department For Transport|Highways Agency|08/08/2013|TA Cost AUC - Programme|MAJOR PROJECTS|VALUATION OFFICE AGENCY|LOMD239410|810|HAL00011179/XXXXXXX /25000049882013|SW19 4DT
Department For Transport|Highways Agency|08/08/2013|TA Cost AUC - Programme|MAJOR PROJECTS|EVERSHEDS LLP|LOMD243629|526|HAL00011510//91199610|CF10 5BT
Department For Transport|Highways Agency|08/08/2013|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|VALUATION OFFICE AGENCY|LOMD243569|675.86|HAL00012106/PXXXXXXXI/25000047232013|SW19 4DT
Department For Transport|Highways Agency|08/08/2013|TA Cost AUC - Programme|MAJOR PROJECTS|EVERSHEDS LLP|LOMD243577|529.2|HAL00012372//91198896|CF10 5BT
Department For Transport|Highways Agency|08/08/2013|TA Cost AUC - Programme|MAJOR PROJECTS|SMITHS GORE|LOMD243627|2420|HAL55555544//19284040|PE1 1QF
Department For Transport|Highways Agency|08/08/2013|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|KCOM GROUP PLC|INV0222780REP|7011.62|PREPAYMENT, A61 WESTWOOD ROUNDABOUT IMPROVEMENT|WF2 0UG
Department For Transport|Highways Agency|08/08/2013|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|KCOM GROUP PLC|INV0222784REP|14760|PREPAYMENT, A64 GRIMSTON BAR LNMS|WF2 0UG
Department For Transport|Highways Agency|08/08/2013|Subscriptions to professional or learned societies|FINANCE & BUSINESS SERVICES|BRITISH QUALITY FOUNDATION|608112|1240|Annual HA Membership of the BQF for 2013-14|SW1P 2QX
Department For Transport|Highways Agency|08/08/2013|Protective clothing & uniforms|TRAFFIC MANAGEMENT DIRECTORATE|BURLINGTON UNIFORMS LTD|608102|8514.65|July 2013 - TO Uniform order (inv. 419022)|EN3 7PX
Department For Transport|Highways Agency|08/08/2013|Professional advisers - Accommodation|FINANCE & BUSINESS SERVICES|BRITISH QUALITY FOUNDATION|605782|-1240|Annual HA Membership of the BQF for 2013-14|SW1P 2QX
Department For Transport|Highways Agency|08/08/2013|PFI Service Payments|NETWORK DELIVERY & DEVELOPMENT|CONNECT A30/A35 LTD|608062|551913.34|Shadow Tolls Payment - July 2013|NW1 3AX
Department For Transport|Highways Agency|08/08/2013|PFI Service Payments|NETWORK DELIVERY & DEVELOPMENT|MOUCHEL LIMITED|608099|7270.2|SE Regional Enforcement Coordinator - May 2013|OL1 9LH
Department For Transport|Highways Agency|08/08/2013|PFI Service Payments|NETWORK DELIVERY & DEVELOPMENT|MOUCHEL LIMITED|608100|6556.83|SE Regional Enforcement Coordinator - June 2013|OL1 9LH
Department For Transport|Highways Agency|08/08/2013|PFI Service Payments|NETWORK DELIVERY & DEVELOPMENT|CONNECT PLUS (M25) LTD|608103|550.76|DX QEII Bridge Speed Cameras add 3 - Consultancy Services - Jan to March 2013|EN6 3NP
