DEPARTMENTFAMILY|ENTITY|DATE|EXPENSETYPE|EXPENSEAREA|SUPPLIER|TRANSACTIONNO|SUMOFAMOUNT|TEXT|POSTCODE
Department for Transport|Highways Agency|03/10/2011|TEC - Technology Maintenance|NETWORK DELIVERY & DEVELOPMENT|VARIABLE MESSAGE SIGNS LTD|512486|1,863.12||NE31 2JZ
Department for Transport|Highways Agency|03/10/2011|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|BT OPENREACH (CIS) DIVERT/CONNECT|512487|4,211.32|Prepayment Invoice no 661201. Net amt due #4211.32 after #10,230.76 retd from BT by cheque.|S1 1BA
Department for Transport|Highways Agency|03/10/2011|Lands Costs|MAJOR PROJECTS|VALUATION OFFICE AGENCY|512490|1000||SW19 4DT
Department for Transport|Highways Agency|03/10/2011|Lands Costs|MAJOR PROJECTS|VALUATION OFFICE AGENCY|512491|1,000.00||SW19 4DT
Department for Transport|Highways Agency|03/10/2011|TA Cost AUC - Programme|MAJOR PROJECTS|VALUATION OFFICE AGENCY|512492|970.00||SW19 4DT
Department for Transport|Highways Agency|03/10/2011|Lands Costs|MAJOR PROJECTS|EVERSHEDS LLP|512493|800.00||CF10 5BT
Department for Transport|Highways Agency|03/10/2011|TA Cost AUC - Programme|MAJOR PROJECTS|EVERSHEDS LLP|512494|2419||CF10 5BT
Department for Transport|Highways Agency|03/10/2011|TA Cost AUC - Programme|MAJOR PROJECTS|EVERSHEDS LLP|512495|3,500.00||CF10 5BT
Department for Transport|Highways Agency|03/10/2011|TA Cost AUC - Programme|MAJOR PROJECTS|EVERSHEDS LLP|512496|753.00||CF10 5BT
Department for Transport|Highways Agency|03/10/2011|Lands Costs|MAJOR PROJECTS|SMITHS GORE|512499|600||DL3 7JX
Department for Transport|Highways Agency|04/10/2011|External seminars and conferences|NETWORK SERVICES DIRECTORATE|INSTITUTE OF ELECTRICAL ENGINEERS|431967|-590.00|training  16-18/9 09|SG1 2SD
Department for Transport|Highways Agency|04/10/2011|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|HILL & SMITH T/A TECHSPAN SYSTEMS|502831|-552.00||HP19 8BP
Department for Transport|Highways Agency|04/10/2011|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|HILL & SMITH T/A TECHSPAN SYSTEMS|502832|-3,460.77||HP19 8BP
Department for Transport|Highways Agency|04/10/2011|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|HILL & SMITH T/A TECHSPAN SYSTEMS|502835|-58,680.73||HP19 8BP
Department for Transport|Highways Agency|04/10/2011|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|HILL & SMITH T/A TECHSPAN SYSTEMS|503560|-6,430.15||HP19 8BP
Department for Transport|Highways Agency|04/10/2011|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|HILL & SMITH T/A TECHSPAN SYSTEMS|504739|-6570.77||HP19 8BP
Department for Transport|Highways Agency|04/10/2011|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|HILL & SMITH T/A TECHSPAN SYSTEMS|504740|-9,968.20||HP19 8BP
Department for Transport|Highways Agency|04/10/2011|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|HILL & SMITH T/A TECHSPAN SYSTEMS|504758|-868.25||HP19 8BP
Department for Transport|Highways Agency|04/10/2011|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|HILL & SMITH T/A TECHSPAN SYSTEMS|504760|-4911.65||HP19 8BP
Department for Transport|Highways Agency|04/10/2011|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|HILL & SMITH T/A TECHSPAN SYSTEMS|504761|-4163||HP19 8BP
Department for Transport|Highways Agency|04/10/2011|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|HILL & SMITH T/A TECHSPAN SYSTEMS|505115|-6,430.15||HP19 8BP
Department for Transport|Highways Agency|04/10/2011|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|HILL & SMITH T/A TECHSPAN SYSTEMS|505123|-5,060.00||HP19 8BP
Department for Transport|Highways Agency|04/10/2011|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|HILL & SMITH T/A TECHSPAN SYSTEMS|505160|-868.25||HP19 8BP
Department for Transport|Highways Agency|04/10/2011|Contractors Costs|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISEMOUCHEL LIMITED|505218|-17,957.89|Apps and Certs Receipt - APC7848|M2 5JB
Department for Transport|Highways Agency|04/10/2011|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|HILL & SMITH T/A TECHSPAN SYSTEMS|506097|-6,430.15||HP19 8BP
Department for Transport|Highways Agency|04/10/2011|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|HILL & SMITH T/A TECHSPAN SYSTEMS|506098|-6,430.15||HP19 8BP
Department for Transport|Highways Agency|04/10/2011|Contractors Costs|NETWORK SERVICES DIRECTORATE|MOTT MACDONALD GROUP LTD|506363|-965.96|June11|CR0 2EE
Department for Transport|Highways Agency|04/10/2011|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|HILL & SMITH T/A TECHSPAN SYSTEMS|506507|-5,337.34||HP19 8BP
Department for Transport|Highways Agency|04/10/2011|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|HILL & SMITH T/A TECHSPAN SYSTEMS|506508|-5,330.84||HP19 8BP
Department for Transport|Highways Agency|04/10/2011|Contractors Costs|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISEMOUCHEL LIMITED|506514|-18,244.05|Apps and Certs Receipt - APC8688|M2 5JB
Department for Transport|Highways Agency|04/10/2011|Safety Audits|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISEMOUCHEL LIMITED|506514|-48.29|Apps and Certs Receipt - APC8688|M2 5JB
Department for Transport|Highways Agency|04/10/2011|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|HILL & SMITH T/A TECHSPAN SYSTEMS|506869|-19,290.45||HP19 8BP
Department for Transport|Highways Agency|04/10/2011|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|HILL & SMITH T/A TECHSPAN SYSTEMS|508146|-10,203.14||HP19 8BP
Department for Transport|Highways Agency|04/10/2011|Contractors Costs|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISEMOUCHEL LIMITED|508522|-11,525.97|Apps and Certs Receipt - APC9471|M2 5JB
Department for Transport|Highways Agency|04/10/2011|Safety Audits|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISEMOUCHEL LIMITED|508522|-12.50|Apps and Certs Receipt - APC9471|M2 5JB
Department for Transport|Highways Agency|04/10/2011|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|HILL & SMITH T/A TECHSPAN SYSTEMS|508555|-68,469.04||HP19 8BP
Department for Transport|Highways Agency|04/10/2011|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|HILL & SMITH T/A TECHSPAN SYSTEMS|508685|-6,430.15||HP19 8BP
Department for Transport|Highways Agency|04/10/2011|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|HILL & SMITH T/A TECHSPAN SYSTEMS|508686|-6,430.15||HP19 8BP
Department for Transport|Highways Agency|04/10/2011|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|HILL & SMITH T/A TECHSPAN SYSTEMS|510105|-15,797.39||HP19 8BP
Department for Transport|Highways Agency|04/10/2011|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|HILL & SMITH T/A TECHSPAN SYSTEMS|510106|-16991.25||HP19 8BP
Department for Transport|Highways Agency|04/10/2011|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|HILL & SMITH T/A TECHSPAN SYSTEMS|510215|-16631.6||HP19 8BP
Department for Transport|Highways Agency|04/10/2011|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|CARILLION-WSP JOINT VENTURE|510486|-7,416.63|Apps and Certs Receipt - APC10397|WV1 4RU
Department for Transport|Highways Agency|04/10/2011|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|CARILLION-WSP JOINT VENTURE|510494|-458.86|Apps and Certs Receipt - APC10426|WV1 4RU
Department for Transport|Highways Agency|04/10/2011|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|CARILLION-WSP JOINT VENTURE|510494|-783.84|Apps and Certs Receipt - APC10426|WV1 4RU
Department for Transport|Highways Agency|04/10/2011|Contractors Costs|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISEMOUCHEL LIMITED|511621|-10,229.98|Apps and Certs Receipt - APC10399|M2 5JB
Department for Transport|Highways Agency|04/10/2011|Safety Audits|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISEMOUCHEL LIMITED|511621|-30.94|Apps and Certs Receipt - APC10399|M2 5JB
Department for Transport|Highways Agency|04/10/2011|Contractors Costs|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISEMOUCHEL LIMITED|511623|-12140.15|Apps and Certs Receipt - APC10399|M2 5JB
Department for Transport|Highways Agency|04/10/2011|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|HILL & SMITH T/A TECHSPAN SYSTEMS|511760|-3171.55||HP19 8BP
Department for Transport|Highways Agency|04/10/2011|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|HILL & SMITH T/A TECHSPAN SYSTEMS|511761|-13,953.00||HP19 8BP
Department for Transport|Highways Agency|04/10/2011|Contractor Costs|TRAFFIC MANAGEMENT DIRECTORATE|FMG SUPPORT LIMITED|512299|-200000|NVRM charges for September 11|HD1 6NA
Department for Transport|Highways Agency|04/10/2011|Printing and Reprographics Operating Costs|FINANCE & BUSINESS SERVICES|RICOH UK LIMITED|512332|-1,198.10|Machine L9064700196, Final Click Charge|NN4 7YB
Department for Transport|Highways Agency|04/10/2011|Printing and Reprographics Operating Costs|FINANCE & BUSINESS SERVICES|RICOH UK LIMITED|512342|-764.44|Machine K5160301091, Final Click Charge|NN4 7YB
Department for Transport|Highways Agency|04/10/2011|Printing and Reprographics Operating Costs|FINANCE & BUSINESS SERVICES|RICOH UK LIMITED|512354|-695.52|Machine L9064701422, Final Click Charge|NN4 7YB
Department for Transport|Highways Agency|04/10/2011|Contractors Costs|NETWORK DELIVERY & DEVELOPMENT|OVE ARUP & PARTNERS|512501|57,285.15|for sept work #57285.15 Nett|W1T 4BQ
Department for Transport|Highways Agency|04/10/2011|Contractors Costs|NETWORK SERVICES DIRECTORATE|HALCROW GROUP LTD|512502|20391.52|work carried out in September 2011|NE11 0RU
Department for Transport|Highways Agency|04/10/2011|Couriers & IDS Operating Costs|TRAFFIC MANAGEMENT DIRECTORATE|GOVERNMENT CAR AND DESPATCH AGENCY|512503|509.00|Internal Mail for NTOC, Quinton September 2011|SW8 5AX
Department for Transport|Highways Agency|04/10/2011|TA Cost AUC - Programme|MAJOR PROJECTS|ATKINS LTD|512504|4,462.00||KT18 5BW
Department for Transport|Highways Agency|04/10/2011|TA Cost AUC - Programme|MAJOR PROJECTS|ATKINS LTD|512505|19,634.70||KT18 5BW
Department for Transport|Highways Agency|04/10/2011|Ancilliaries|NETWORK DELIVERY & DEVELOPMENT|NCC SERVICES LTD|512507|995||M1 7ED
Department for Transport|Highways Agency|04/10/2011|TOS operational Vehicle consumables|TRAFFIC MANAGEMENT DIRECTORATE|PRO-TECT SAFETY SIGNS|512508|947.35|Easton Lane comsumables September #947.35 invoice number 17251|BS24 6TA
Department for Transport|Highways Agency|04/10/2011|TOS operational Vehicle consumables|TRAFFIC MANAGEMENT DIRECTORATE|PRO-TECT SAFETY SIGNS|512509|552.00|DRC September consumables #552- invoice number 17249|BS24 6TA
Department for Transport|Highways Agency|04/10/2011|TA Cost AUC - Programme|MAJOR PROJECTS|PEEK TRAFFIC LTD|512516|107,154.06|Provision of HSM (Main+Spare ERCC +MM Test System) R-4Oct11|RG24 8WZ
Department for Transport|Highways Agency|04/10/2011|TA Cost AUC - Programme|MAJOR PROJECTS|PEEK TRAFFIC LTD|512518|11524.05|provision of HSM (M3 Platform) - CAT Spare (R-4Oct11)|RG24 8WZ
Department for Transport|Highways Agency|04/10/2011|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|PEEK TRAFFIC LTD|512518|13,497.91|provision of HSM (M3 Platform) - CAT Spare (R-4Oct11)|RG24 8WZ
Department for Transport|Highways Agency|04/10/2011|Contractors Costs|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISEMOUCHEL LIMITED|512521|356.98|Apps and Certs Receipt - APC11256|M2 5JB
Department for Transport|Highways Agency|04/10/2011|Contractors Costs|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISEMOUCHEL LIMITED|512521|4,294.23|Apps and Certs Receipt - APC11256|M2 5JB
Department for Transport|Highways Agency|04/10/2011|Contractors Costs|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISEMOUCHEL LIMITED|512521|5.09|Apps and Certs Receipt - APC11256|M2 5JB
Department for Transport|Highways Agency|04/10/2011|Safety Audits|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISEMOUCHEL LIMITED|512521|195.47|Apps and Certs Receipt - APC11256|M2 5JB
Department for Transport|Highways Agency|04/10/2011|TA Cost AUC - Programme|MAJOR PROJECTS|ENTERPRISEMOUCHEL LIMITED|512521|30.94|Apps and Certs Receipt - APC11256|M2 5JB
Department for Transport|Highways Agency|04/10/2011|CM - Time Based Charges|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISEMOUCHEL LIMITED|512523|8,229.43|Apps and Certs Receipt - APC11256|M2 5JB
Department for Transport|Highways Agency|04/10/2011|Contractors Costs|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISEMOUCHEL LIMITED|512523|426.44|Apps and Certs Receipt - APC11256|M2 5JB
Department for Transport|Highways Agency|04/10/2011|Safety Audits|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISEMOUCHEL LIMITED|512523|711.96|Apps and Certs Receipt - APC11256|M2 5JB
Department for Transport|Highways Agency|04/10/2011|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISEMOUCHEL LIMITED|512523|119.25|Apps and Certs Receipt - APC11256|M2 5JB
Department for Transport|Highways Agency|04/10/2011|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISEMOUCHEL LIMITED|512523|5.09|Apps and Certs Receipt - APC11256|M2 5JB
Department for Transport|Highways Agency|04/10/2011|CM - Time Based Charges|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISEMOUCHEL LIMITED|512524|865.25|Apps and Certs Receipt - APC11256|M2 5JB
Department for Transport|Highways Agency|04/10/2011|Contractors Costs|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISEMOUCHEL LIMITED|512524|80,870.95|Apps and Certs Receipt - APC11256|M2 5JB
Department for Transport|Highways Agency|04/10/2011|Safety Audits|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISEMOUCHEL LIMITED|512524|91.73|Apps and Certs Receipt - APC11256|M2 5JB
Department for Transport|Highways Agency|04/10/2011|TA Cost AUC - Programme|MAJOR PROJECTS|JACOBS ENGINEERING UK LIMITED|512525|17799.05|Payment of invoice B0503301/003/BM|G2 7HX
Department for Transport|Highways Agency|04/10/2011|Prepaid expenses - admin|FINANCE & BUSINESS SERVICES|DTZ DEBENHAM TIE LEUNG|512527|32,737.77|Doc 00391944 - Invoice 29005- Jefferson House Rent - 01/10/11 - 31/12/11|B4 6AJ
Department for Transport|Highways Agency|04/10/2011|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|POTTERIC CARR INT DGE BRD|512529|1,273.37||DN4 0BF
Department for Transport|Highways Agency|04/10/2011|Contractors Costs|NETWORK DELIVERY & DEVELOPMENT|HALCROW GROUP LTD|512530|29,478.31|SP Framework to August 2011 - Development Planning|NE11 0RU
Department for Transport|Highways Agency|04/10/2011|Contractors Costs|NETWORK DELIVERY & DEVELOPMENT|HALCROW GROUP LTD|512532|1,012.50|SP Framework to August 2011 - Contract Management|NE11 0RU
Department for Transport|Highways Agency|04/10/2011|CM - Third Party Damage|NETWORK DELIVERY & DEVELOPMENT|CARILLION-WSP JOINT VENTURE|512533|5,746.08|Apps and Certs Receipt - APC11603|WV1 4RU
Department for Transport|Highways Agency|04/10/2011|CM - Time Based Charges|NETWORK DELIVERY & DEVELOPMENT|CARILLION-WSP JOINT VENTURE|512533|124,266.48|Apps and Certs Receipt - APC11603|WV1 4RU
Department for Transport|Highways Agency|04/10/2011|Contractors Costs|NETWORK DELIVERY & DEVELOPMENT|CARILLION-WSP JOINT VENTURE|512533|166.84|Apps and Certs Receipt - APC11603|WV1 4RU
Department for Transport|Highways Agency|04/10/2011|Contractors Costs|NETWORK DELIVERY & DEVELOPMENT|CARILLION-WSP JOINT VENTURE|512533|11810.51|Apps and Certs Receipt - APC11603|WV1 4RU
Department for Transport|Highways Agency|04/10/2011|Contractors Costs|NETWORK DELIVERY & DEVELOPMENT|CARILLION-WSP JOINT VENTURE|512533|1279.52|Apps and Certs Receipt - APC11603|WV1 4RU
Department for Transport|Highways Agency|04/10/2011|Contractors Costs|NETWORK DELIVERY & DEVELOPMENT|CARILLION-WSP JOINT VENTURE|512533|11,510.27|Apps and Certs Receipt - APC11603|WV1 4RU
Department for Transport|Highways Agency|04/10/2011|Contractors Costs|NETWORK DELIVERY & DEVELOPMENT|CARILLION-WSP JOINT VENTURE|512533|84,892.83|Apps and Certs Receipt - APC11603|WV1 4RU
Department for Transport|Highways Agency|04/10/2011|Contractors Costs|NETWORK DELIVERY & DEVELOPMENT|CARILLION-WSP JOINT VENTURE|512533|58,580.90|Apps and Certs Receipt - APC11603|WV1 4RU
Department for Transport|Highways Agency|04/10/2011|Contractors Costs|NETWORK DELIVERY & DEVELOPMENT|CARILLION-WSP JOINT VENTURE|512533|8,498.94|Apps and Certs Receipt - APC11603|WV1 4RU
Department for Transport|Highways Agency|04/10/2011|Contractors Costs|NETWORK DELIVERY & DEVELOPMENT|CARILLION-WSP JOINT VENTURE|512533|9,743.51|Apps and Certs Receipt - APC11603|WV1 4RU
Department for Transport|Highways Agency|04/10/2011|Contractors Costs|NETWORK DELIVERY & DEVELOPMENT|CARILLION-WSP JOINT VENTURE|512533|1,402.75|Apps and Certs Receipt - APC11603|WV1 4RU
Department for Transport|Highways Agency|04/10/2011|TA Cost AUC - Programme|MAJOR PROJECTS|CARILLION-WSP JOINT VENTURE|512533|4958.76|Apps and Certs Receipt - APC11603|WV1 4RU
Department for Transport|Highways Agency|04/10/2011|TA Cost AUC - Programme|MAJOR PROJECTS|CARILLION-WSP JOINT VENTURE|512533|8,034.43|Apps and Certs Receipt - APC11603|WV1 4RU
Department for Transport|Highways Agency|04/10/2011|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|CARILLION-WSP JOINT VENTURE|512533|471.68|Apps and Certs Receipt - APC11603|WV1 4RU
Department for Transport|Highways Agency|04/10/2011|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|CARILLION-WSP JOINT VENTURE|512533|5255.65|Apps and Certs Receipt - APC11603|WV1 4RU
Department for Transport|Highways Agency|04/10/2011|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|CARILLION-WSP JOINT VENTURE|512533|1,810.88|Apps and Certs Receipt - APC11603|WV1 4RU
Department for Transport|Highways Agency|04/10/2011|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|CARILLION-WSP JOINT VENTURE|512533|263.68|Apps and Certs Receipt - APC11603|WV1 4RU
Department for Transport|Highways Agency|04/10/2011|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|CARILLION-WSP JOINT VENTURE|512533|87197.89|Apps and Certs Receipt - APC11603|WV1 4RU
Department for Transport|Highways Agency|04/10/2011|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|CARILLION-WSP JOINT VENTURE|512533|62063.75|Apps and Certs Receipt - APC11603|WV1 4RU
Department for Transport|Highways Agency|04/10/2011|CM - Third Party Damage|NETWORK DELIVERY & DEVELOPMENT|CARILLION-WSP JOINT VENTURE|512534|29,497.11|Apps and Certs Receipt - APC11603|WV1 4RU
Department for Transport|Highways Agency|04/10/2011|CM - Time Based Charges|NETWORK DELIVERY & DEVELOPMENT|CARILLION-WSP JOINT VENTURE|512534|6300.13|Apps and Certs Receipt - APC11603|WV1 4RU
Department for Transport|Highways Agency|04/10/2011|CM - Time Based Charges|NETWORK DELIVERY & DEVELOPMENT|CARILLION-WSP JOINT VENTURE|512534|3,746.35|Apps and Certs Receipt - APC11603|WV1 4RU
Department for Transport|Highways Agency|04/10/2011|Contractors Costs|NETWORK DELIVERY & DEVELOPMENT|CARILLION-WSP JOINT VENTURE|512534|116,835.34|Apps and Certs Receipt - APC11603|WV1 4RU
Department for Transport|Highways Agency|04/10/2011|Contractors Costs|NETWORK DELIVERY & DEVELOPMENT|CARILLION-WSP JOINT VENTURE|512534|122.75|Apps and Certs Receipt - APC11603|WV1 4RU
Department for Transport|Highways Agency|04/10/2011|Contractors Costs|NETWORK DELIVERY & DEVELOPMENT|CARILLION-WSP JOINT VENTURE|512534|985.48|Apps and Certs Receipt - APC11603|WV1 4RU
Department for Transport|Highways Agency|04/10/2011|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|CARILLION-WSP JOINT VENTURE|512534|168.61|Apps and Certs Receipt - APC11603|WV1 4RU
Department for Transport|Highways Agency|04/10/2011|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|CARILLION-WSP JOINT VENTURE|512534|17.98|Apps and Certs Receipt - APC11603|WV1 4RU
Department for Transport|Highways Agency|04/10/2011|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|CARILLION-WSP JOINT VENTURE|512534|55,742.93|Apps and Certs Receipt - APC11603|WV1 4RU
Department for Transport|Highways Agency|04/10/2011|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|CARILLION-WSP JOINT VENTURE|512534|5,411.16|Apps and Certs Receipt - APC11603|WV1 4RU
Department for Transport|Highways Agency|04/10/2011|PFI Service Payments|NETWORK DELIVERY & DEVELOPMENT|ROADLINK (A69) LTD|512536|882511.24|INVOICE RL 1201 DATED 01 OCT 2011|NE43 7TN
Department for Transport|Highways Agency|04/10/2011|CM - Time Based Charges|NETWORK DELIVERY & DEVELOPMENT|CARILLION-WSP JOINT VENTURE|512537|777.78|Apps and Certs Receipt - APC11599|WV1 4RU
Department for Transport|Highways Agency|04/10/2011|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|CARILLION-WSP JOINT VENTURE|512537|2,280.44|Apps and Certs Receipt - APC11599|WV1 4RU
Department for Transport|Highways Agency|04/10/2011|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|CARILLION-WSP JOINT VENTURE|512537|13,946.49|Apps and Certs Receipt - APC11599|WV1 4RU
Department for Transport|Highways Agency|04/10/2011|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|CARILLION-WSP JOINT VENTURE|512537|3|Apps and Certs Receipt - APC11599|WV1 4RU
Department for Transport|Highways Agency|04/10/2011|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|CARILLION-WSP JOINT VENTURE|512537|90.95|Apps and Certs Receipt - APC11599|WV1 4RU
Department for Transport|Highways Agency|04/10/2011|CM - Time Based Charges|NETWORK DELIVERY & DEVELOPMENT|CARILLION-WSP JOINT VENTURE|512538|9,039.29|Apps and Certs Receipt - APC11597|WV1 4RU
Department for Transport|Highways Agency|04/10/2011|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|CARILLION-WSP JOINT VENTURE|512538|36.97|Apps and Certs Receipt - APC11597|WV1 4RU
Department for Transport|Highways Agency|04/10/2011|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|CARILLION-WSP JOINT VENTURE|512538|2,300.82|Apps and Certs Receipt - APC11597|WV1 4RU
Department for Transport|Highways Agency|04/10/2011|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|CARILLION-WSP JOINT VENTURE|512538|16,327.15|Apps and Certs Receipt - APC11597|WV1 4RU
Department for Transport|Highways Agency|04/10/2011|PFI Service Payments|NETWORK DELIVERY & DEVELOPMENT|ROADLINK (A69) LTD|512539|17,566.22|ROADLINK INVOICE RL 1202 DATED 01 OCT 2011|NE43 7TN
Department for Transport|Highways Agency|04/10/2011|TEC - Technology Maintenance|NETWORK DELIVERY & DEVELOPMENT|HILL & SMITH T/A TECHSPAN SYSTEMS|512540|3171.7||HP19 8BP
Department for Transport|Highways Agency|04/10/2011|TEC - Technology Maintenance|NETWORK DELIVERY & DEVELOPMENT|HILL & SMITH T/A TECHSPAN SYSTEMS|512541|6796.5||HP19 8BP
Department for Transport|Highways Agency|04/10/2011|TEC - Technology Maintenance|NETWORK DELIVERY & DEVELOPMENT|HILL & SMITH T/A TECHSPAN SYSTEMS|512543|6796.5||HP19 8BP
Department for Transport|Highways Agency|04/10/2011|RM - Electricity costs|NETWORK DELIVERY & DEVELOPMENT|EON ENERGY (NON CIS) CHARGES|512545|827.17||NG15 0WP
Department for Transport|Highways Agency|04/10/2011|CM External Technical Consultant Costs|NETWORK DELIVERY & DEVELOPMENT|IPL INFORMATION PROCESSING LTD|512549|1,670.84|Part  IPT 009 Aug Payment|BA1 5LR
Department for Transport|Highways Agency|04/10/2011|PFI Service Payments|NETWORK DELIVERY & DEVELOPMENT|CONNECT M1-A1 LTD|512550|75624.06|INVOICE YL0707 DATED 30 SEPT 2011|NW1 3AX
Department for Transport|Highways Agency|04/10/2011|TA Cost AUC - Programme|MAJOR PROJECTS|BEDFORDSHIRE POLICE|512551|35,190.00|Bedfordshire Police Invoice: E0000057 Date: 01/10/011|LU6 1SJ
Department for Transport|Highways Agency|04/10/2011|PFI Service Payments|NETWORK DELIVERY & DEVELOPMENT|CONNECT M1-A1 LTD|512552|4,125,625.00|INVOICE YL0708 DATED 01 OCTOBER 2011|NW1 3AX
Department for Transport|Highways Agency|04/10/2011|TA Cost AUC - Programme|MAJOR PROJECTS|MOUCHEL LIMITED|512553|2,641.38|Inv No 90079450 Inv Date 23/8/11 HA Doc 392044|L3 1ES
Department for Transport|Highways Agency|04/10/2011|TA Cost AUC - Programme|MAJOR PROJECTS|MOUCHEL LIMITED|512554|6,216.05|Inv No 90082627 Inv Date 27/9/11 HA Doc 392901|L3 1ES
Department for Transport|Highways Agency|04/10/2011|TA Cost AUC - Programme|MAJOR PROJECTS|SIMULATION SYSTEMS LTD|512555|44,539.01||BS49 4RF
Department for Transport|Highways Agency|04/10/2011|TEC - Technology Maintenance|NETWORK DELIVERY & DEVELOPMENT|VARIABLE MESSAGE SIGNS LTD|512556|3,515.00||NE31 2JZ
Department for Transport|Highways Agency|04/10/2011|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|CARILLION CONSTRUCTION LIMITED|512559|211793.51|M4 Landscaping|WV1 4RU
Department for Transport|Highways Agency|04/10/2011|TEC - Technology Maintenance|NETWORK DELIVERY & DEVELOPMENT|AVERY WEIGH-TRONIX|512560|2,132.00||B66 2LP
Department for Transport|Highways Agency|04/10/2011|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|JOHN MARTIN CONSTRUCTION LTD|512561|122,151.34|Apps and Certs Receipt - APC11666|GU15 3XW
Department for Transport|Highways Agency|04/10/2011|TEC - Technology Maintenance|NETWORK DELIVERY & DEVELOPMENT|CHUBB SYSTEMS|512563|1,661.88|For Invoice OP/I294463 21/7/11|BB1 2PR
Department for Transport|Highways Agency|04/10/2011|TEC - Technology Maintenance|NETWORK DELIVERY & DEVELOPMENT|CHUBB SYSTEMS|512564|3241.92|For Invoice OP/I291064 11/5/11|BB1 2PR
