DEPARTMENT|ENTITY|DATE|EXPENSETYPE|EXPENSEAREA|SUPPLIER|TRANSACTIONNUMBER|AMOUNT|DESCRIPTION|SUPPLIERPOSTCODE
Department For Transport|Highways Agency|08/05/2014|Contractor Costs|NETWORK SERVICES DIRECTORATE|ATKINS LTD|628403|5000|Please match to April 2014 invoice|BS32 4SY
Department For Transport|Highways Agency|08/05/2014|Contractor Costs|NETWORK SERVICES DIRECTORATE|ATKINS LTD|628411|5000|Please match to April 2014 invoice|BS32 4SY
Department For Transport|Highways Agency|08/05/2014|Contractor Costs|TRAFFIC MANAGEMENT DIRECTORATE|PRO-TECT SAFETY SIGNS|628394|1107.2|27258|BS24 6TA
Department For Transport|Highways Agency|08/05/2014|Hire car fuel|FINANCE & BUSINESS SERVICES|ENTERPRISE RENT-A-CAR UK LTD|758025|82.15|CAR RENTAL APR 2014|CB8 0AL
Department For Transport|Highways Agency|08/05/2014|Hire car fuel|FINANCE & BUSINESS SERVICES|ENTERPRISE RENT-A-CAR UK LTD|759512|66.5|CAR RENTAL APRIL 2014|CB8 0AL
Department For Transport|Highways Agency|08/05/2014|Hire car fuel|MAJOR PROJECTS|ENTERPRISE RENT-A-CAR UK LTD|758025|340.35|CAR RENTAL APR 2014|CB8 0AL
Department For Transport|Highways Agency|08/05/2014|Hire car fuel|MAJOR PROJECTS|ENTERPRISE RENT-A-CAR UK LTD|759512|183.87|CAR RENTAL APRIL 2014|CB8 0AL
Department For Transport|Highways Agency|08/05/2014|Hire car fuel|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISE RENT-A-CAR UK LTD|758025|430.32|CAR RENTAL APR 2014|CB8 0AL
Department For Transport|Highways Agency|08/05/2014|Hire car fuel|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISE RENT-A-CAR UK LTD|758025|119.32|CAR RENTAL APR 2014|CB8 0AL
Department For Transport|Highways Agency|08/05/2014|Hire car fuel|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISE RENT-A-CAR UK LTD|759512|181.9|CAR RENTAL APRIL 2014|CB8 0AL
Department For Transport|Highways Agency|08/05/2014|Hire car fuel|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISE RENT-A-CAR UK LTD|759512|80.2|CAR RENTAL APRIL 2014|CB8 0AL
Department For Transport|Highways Agency|08/05/2014|Hire car fuel|NETWORK SERVICES DIRECTORATE|ENTERPRISE RENT-A-CAR UK LTD|758025|99.76|CAR RENTAL APR 2014|CB8 0AL
Department For Transport|Highways Agency|08/05/2014|Hire car fuel|NETWORK SERVICES DIRECTORATE|ENTERPRISE RENT-A-CAR UK LTD|758025|35.21|CAR RENTAL APR 2014|CB8 0AL
Department For Transport|Highways Agency|08/05/2014|Hire car fuel|NETWORK SERVICES DIRECTORATE|ENTERPRISE RENT-A-CAR UK LTD|759512|101.71|CAR RENTAL APRIL 2014|CB8 0AL
Department For Transport|Highways Agency|08/05/2014|Hire car fuel|NETWORK SERVICES DIRECTORATE|ENTERPRISE RENT-A-CAR UK LTD|759512|27.38|CAR RENTAL APRIL 2014|CB8 0AL
Department For Transport|Highways Agency|08/05/2014|Hire car fuel|TRAFFIC MANAGEMENT DIRECTORATE|ENTERPRISE RENT-A-CAR UK LTD|758025|222.99|CAR RENTAL APR 2014|CB8 0AL
Department For Transport|Highways Agency|08/05/2014|Hire car fuel|TRAFFIC MANAGEMENT DIRECTORATE|ENTERPRISE RENT-A-CAR UK LTD|759512|82.16|CAR RENTAL APRIL 2014|CB8 0AL
Department For Transport|Highways Agency|08/05/2014|Hire car rental|COMMERCIAL & PROCUREMENT|ENTERPRISE RENT-A-CAR UK LTD|758025|203.6|CAR RENTAL APR 2014|CB8 0AL
Department For Transport|Highways Agency|08/05/2014|Hire car rental|COMMERCIAL & PROCUREMENT|ENTERPRISE RENT-A-CAR UK LTD|759512|221.94|CAR RENTAL APRIL 2014|CB8 0AL
Department For Transport|Highways Agency|08/05/2014|Hire car rental|FINANCE & BUSINESS SERVICES|ENTERPRISE RENT-A-CAR UK LTD|758025|700.39|CAR RENTAL APR 2014|CB8 0AL
Department For Transport|Highways Agency|08/05/2014|Hire car rental|FINANCE & BUSINESS SERVICES|ENTERPRISE RENT-A-CAR UK LTD|759512|432.99|CAR RENTAL APRIL 2014|CB8 0AL
Department For Transport|Highways Agency|08/05/2014|Hire car rental|MAJOR PROJECTS|ENTERPRISE RENT-A-CAR UK LTD|758025|1395.49|CAR RENTAL APR 2014|CB8 0AL
Department For Transport|Highways Agency|08/05/2014|Hire car rental|MAJOR PROJECTS|ENTERPRISE RENT-A-CAR UK LTD|759512|883.18|CAR RENTAL APRIL 2014|CB8 0AL
Department For Transport|Highways Agency|08/05/2014|Hire car rental|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISE RENT-A-CAR UK LTD|758025|3526.5|CAR RENTAL APR 2014|CB8 0AL
Department For Transport|Highways Agency|08/05/2014|Hire car rental|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISE RENT-A-CAR UK LTD|758025|433.84|CAR RENTAL APR 2014|CB8 0AL
Department For Transport|Highways Agency|08/05/2014|Hire car rental|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISE RENT-A-CAR UK LTD|759512|2182.35|CAR RENTAL APRIL 2014|CB8 0AL
Department For Transport|Highways Agency|08/05/2014|Hire car rental|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISE RENT-A-CAR UK LTD|759512|308.52|CAR RENTAL APRIL 2014|CB8 0AL
Department For Transport|Highways Agency|08/05/2014|Hire car rental|NETWORK SERVICES DIRECTORATE|ENTERPRISE RENT-A-CAR UK LTD|758025|891.6|CAR RENTAL APR 2014|CB8 0AL
Department For Transport|Highways Agency|08/05/2014|Hire car rental|NETWORK SERVICES DIRECTORATE|ENTERPRISE RENT-A-CAR UK LTD|758025|469.17|CAR RENTAL APR 2014|CB8 0AL
Department For Transport|Highways Agency|08/05/2014|Hire car rental|NETWORK SERVICES DIRECTORATE|ENTERPRISE RENT-A-CAR UK LTD|759512|587.91|CAR RENTAL APRIL 2014|CB8 0AL
Department For Transport|Highways Agency|08/05/2014|Hire car rental|NETWORK SERVICES DIRECTORATE|ENTERPRISE RENT-A-CAR UK LTD|759512|347|CAR RENTAL APRIL 2014|CB8 0AL
Department For Transport|Highways Agency|08/05/2014|Hire car rental|STRATEGY & PLANNING DIR|ENTERPRISE RENT-A-CAR UK LTD|759512|85.56|CAR RENTAL APRIL 2014|CB8 0AL
Department For Transport|Highways Agency|08/05/2014|Hire car rental|TRAFFIC MANAGEMENT DIRECTORATE|ENTERPRISE RENT-A-CAR UK LTD|758025|290.74|CAR RENTAL APR 2014|CB8 0AL
Department For Transport|Highways Agency|08/05/2014|Hire car rental|TRAFFIC MANAGEMENT DIRECTORATE|ENTERPRISE RENT-A-CAR UK LTD|758025|4860.08|CAR RENTAL APR 2014|CB8 0AL
Department For Transport|Highways Agency|08/05/2014|Hire car rental|TRAFFIC MANAGEMENT DIRECTORATE|ENTERPRISE RENT-A-CAR UK LTD|758025|45.95|CAR RENTAL APR 2014|CB8 0AL
Department For Transport|Highways Agency|08/05/2014|Hire car rental|TRAFFIC MANAGEMENT DIRECTORATE|ENTERPRISE RENT-A-CAR UK LTD|759512|113.85|CAR RENTAL APRIL 2014|CB8 0AL
Department For Transport|Highways Agency|08/05/2014|Hire car rental|TRAFFIC MANAGEMENT DIRECTORATE|ENTERPRISE RENT-A-CAR UK LTD|759512|3784.57|CAR RENTAL APRIL 2014|CB8 0AL
Department For Transport|Highways Agency|08/05/2014|ICT Software Maintenance|FINANCE & BUSINESS SERVICES|CLOUDBUY PLC|628430|24999.94|Portal Replacement Services (balance of) March 14|RG7 8NN
Department For Transport|Highways Agency|08/05/2014|Lands Costs|MAJOR PROJECTS|EVERSHEDS LLP|LOMD247148|819.52|HAL55555547//91248384|B3 3AL
Department For Transport|Highways Agency|08/05/2014|Lands Costs|MAJOR PROJECTS|LAMBERT SMITH HAMPTON|LOMD247153|2786.56|HAL55555536//ARINV/00172094|CM2 0ND
Department For Transport|Highways Agency|08/05/2014|Lands Costs|NETWORK DELIVERY & DEVELOPMENT|VALUATION OFFICE AGENCY|LOMD247151|1907|HAL99999211//18000000202014|GL4 7RT
Department For Transport|Highways Agency|08/05/2014|Non Civil Servant HA Staff|COMMERCIAL & PROCUREMENT|NETWORKERS INTERNATIONAL PLC|628378|1351.39|P/E 27/04/14 XXXXXXX|BR1 1HP
Department For Transport|Highways Agency|08/05/2014|Non Civil Servant HA Staff|FINANCE & BUSINESS SERVICES|HAYS SPECIALIST RECRUITMENT LIMITED|628381|919.63|XXXXXXX w/e 25/4/13 766.36|KT3 4JQ
Department For Transport|Highways Agency|08/05/2014|Non Civil Servant HA Staff|FINANCE & BUSINESS SERVICES|REED SPECIALIST RECRUITMENT LIMITED|627974|960|XXXXXXX w/e 02/05/2014 5 days worked @ #400 daily|SW20 0BA
Department For Transport|Highways Agency|08/05/2014|Non Civil Servant HA Staff|FINANCE & BUSINESS SERVICES|REED SPECIALIST RECRUITMENT LIMITED|628414|1729.44|payment for XXXXXXX w/e 18th april 4 days|SW20 0BA
Department For Transport|Highways Agency|08/05/2014|Non Civil Servant HA Staff|FINANCE & BUSINESS SERVICES|REED SPECIALIST RECRUITMENT LIMITED|628415|1740.16|XXXXXXX w/e 31/01/2014 (Credit note received for -#49.87)|SW20 0BA
Department For Transport|Highways Agency|08/05/2014|Non Civil Servant HA Staff|FINANCE & BUSINESS SERVICES|VENN GROUP LIMITED|628399|889.92|XXXXXXX w/e 27/04/2014 4 days worked @ #185.40 daily inv 942134|WC2R 0AA
Department For Transport|Highways Agency|08/05/2014|Non Civil Servant HA Staff|FINANCE & BUSINESS SERVICES|VENN GROUP LIMITED|628400|889.92|XXXXXXX w/e 20/04/2014 4 days worked @ #185.40 daily inv 940283|WC2R 0AA
Department For Transport|Highways Agency|08/05/2014|Non Civil Servant HA Staff|FINANCE & BUSINESS SERVICES|VENN GROUP LIMITED|628402|1112.4|XXXXXXX w/e 13/04/2014 5 days worked @ #185.40 daily inv 938452|WC2R 0AA
Department For Transport|Highways Agency|08/05/2014|Non Civil Servant HA Staff|FINANCE & BUSINESS SERVICES|VENN GROUP LIMITED|628404|1112.4|XXXXXXX w/e 06/04/2014 5 days worked @ #185.40 daily inv 936530|WC2R 0AA
Department For Transport|Highways Agency|08/05/2014|Non Civil Servant HA Staff|FINANCE & BUSINESS SERVICES|VENN GROUP LIMITED|628405|1112.4|XXXXXXX w/e 31/03/2014 5 days worked @ #185.40 daily inv 934411|WC2R 0AA
Department For Transport|Highways Agency|08/05/2014|Non Civil Servant HA Staff|NETWORK DELIVERY & DEVELOPMENT|SPRING TECHNOLOGY STAFFING SERVICES LTD|628426|1856.4|#|B37 7YE
Department For Transport|Highways Agency|08/05/2014|Non Civil Servant HA Staff|NETWORK SERVICES DIRECTORATE|SPRING TECHNOLOGY STAFFING SERVICES LTD|628420|1165.14|O XXXXXXX w/e 4 May 3 days @ #323.65|B37 7YE
Department For Transport|Highways Agency|08/05/2014|Non Civil Servant HA Staff|NETWORK SERVICES DIRECTORATE|SPRING TECHNOLOGY STAFFING SERVICES LTD|628422|1165.14|O XXXXXXX w/e 11 May 3 days @ #323.65|B37 7YE
Department For Transport|Highways Agency|08/05/2014|Non Civil Servant HA Staff|STRATEGY & PLANNING DIR|CAPITA GROUP|628379|8704.8|invoice nos:wn4015157 - 7,254.00 (net) - XXXXXXX|DL1 9HN
Department For Transport|Highways Agency|08/05/2014|Non Civil Servant HA Staff|STRATEGY & PLANNING DIR|SPRING TECHNOLOGY STAFFING SERVICES LTD|628385|1444.42|Inv Nr:R46182/00 Inv Date: 14 April 14 Services for W/E 13 April 14|B37 7YE
Department For Transport|Highways Agency|08/05/2014|Non Civil Servant HA Staff|TRAFFIC MANAGEMENT DIRECTORATE|BROOK STREET (UK)  LTD|628383|707.84|XXXXXXX - QN40241 w/c 19/04/14 37.5hrs @ #15.73 = #589.87|AL1 4ZX
Department For Transport|Highways Agency|08/05/2014|Non Civil Servant HA Staff|TRAFFIC MANAGEMENT DIRECTORATE|BROOK STREET (UK)  LTD|628384|570.96|XXXXXXX - QM80966 W/C 19/04/14 30hrs @ #15.86 = #475.80|AL1 4ZX
Department For Transport|Highways Agency|08/05/2014|Prepaid expenses - admin|FINANCE & BUSINESS SERVICES|CBRE LIMITED|627708|-1560|#|G2 6UA
Department For Transport|Highways Agency|08/05/2014|Prepaid expenses - programme|FINANCE & BUSINESS SERVICES|BTWSHIELLS|624003|-711.6|#|BT1 4NJ
Department For Transport|Highways Agency|08/05/2014|Prepaid expenses - programme|FINANCE & BUSINESS SERVICES|BTWSHIELLS|628408|682.8|EM RCC Service charge 1 Apr 2014 - 30 Jun 2014 inv 405412 *new lower charge*|BT1 4NJ
Department For Transport|Highways Agency|08/05/2014|RM - Utilities|NETWORK DELIVERY & DEVELOPMENT|SOUTHERN ELECTRIC (NON CIS) CHARGES|628432|1439.17|Invoice 381240425 0014 for meter S84D00207 and Invoice 751239925 0042 for meter K11C01443|RG21 8WS
Department For Transport|Highways Agency|08/05/2014|RM Cost Reimbursable|NETWORK DELIVERY & DEVELOPMENT|ASSOCIATED BRITISH PORTS|628427|33872.03|Invoice RBIN001689 = Maintenance account, A12 Bascule Bridge Lowestoft, April 2014|HU9 5PQ
Department For Transport|Highways Agency|08/05/2014|TA Cost AUC - Programme|COMMERCIAL & PROCUREMENT|GEORGE CORDEROY & CO|628380|8688|Constructing Excellence- XXXXXXX CE Membership 1/4/14- 31/3/15 inv no 67783|LU1 1JB
Department For Transport|Highways Agency|08/05/2014|TA Cost AUC - Programme|MAJOR PROJECTS|BALFOUR BEATTY CIVIL ENGINEERING LTD|628407|360097.47|#|CR7 7XA
Department For Transport|Highways Agency|08/05/2014|TA Cost AUC - Programme|MAJOR PROJECTS|BIRSE CIVILS LTD|628409|1896543.5|A11 Birse certificate no.24 Assessment date 01/05/2014|DN18 5BW
Department For Transport|Highways Agency|08/05/2014|TA Cost AUC - Programme|MAJOR PROJECTS|BIRSE CIVILS LTD|628410|1445366.06|A11 Birse certifcate no.24 Assessment date 01/05/2014|DN18 5BW
Department For Transport|Highways Agency|08/05/2014|TA Cost AUC - Programme|MAJOR PROJECTS|CARILLION CONSTRUCTION LTD - CIVIL ENGINEERING|628421|1939860.91|IN  PAYMENT OF CERT 24|S1 2BQ
Department For Transport|Highways Agency|08/05/2014|TA Cost AUC - Programme|MAJOR PROJECTS|CONNECT PLUS (M25) LTD|628412|1309067.64|IN PAYMENT OF INVOICE NO. M25/1668|EN6 3NP
Department For Transport|Highways Agency|08/05/2014|TA Cost AUC - Programme|MAJOR PROJECTS|CONNECT PLUS (M25) LTD|628413|5184581.11|IN PAYMENT OF INVOICE NO. M25/1669|EN6 3NP
Department For Transport|Highways Agency|08/05/2014|TA Cost AUC - Programme|MAJOR PROJECTS|EVERSHEDS LLP|LOMD247159|62084.35|00010799/XXXXXXX|B3 3AL
Department For Transport|Highways Agency|08/05/2014|TA Cost AUC - Programme|MAJOR PROJECTS|EVERSHEDS LLP|LOMD247160|27150.53|00011968/KENTCOUNTYCOUNCIL/|B3 3AL
Department For Transport|Highways Agency|08/05/2014|TA Cost AUC - Programme|MAJOR PROJECTS|FAITHFUL & GOULD|628398|22724.31|#|WR5 1TX
Department For Transport|Highways Agency|08/05/2014|TA Cost AUC - Programme|MAJOR PROJECTS|HYDER HALCROW M25 JOINT VENTURE|628255|24.46|PO 1203 M5 J4a-6 Traffic Surveys March 2014|GU2 7AR
Department For Transport|Highways Agency|08/05/2014|TA Cost AUC - Programme|MAJOR PROJECTS|HYDER HALCROW M25 JOINT VENTURE|628418|15179.86|IN PAYMENT OF FEES TO 25/04/2014|GU2 7AR
Department For Transport|Highways Agency|08/05/2014|TA Cost AUC - Programme|MAJOR PROJECTS|HYDER HALCROW M25 JOINT VENTURE|628419|17820.09|IN PAYMENT OF FEES TO 25/04/2014|GU2 7AR
Department For Transport|Highways Agency|08/05/2014|TA Cost AUC - Programme|MAJOR PROJECTS|MOUCHEL LIMITED|628397|16277.15|#|L3 1ES
Department For Transport|Highways Agency|08/05/2014|TA Cost AUC - Programme|MAJOR PROJECTS|VALUATION OFFICE AGENCY|LOMD243070|1430.65|HAL90106875/XXXXXXX/18000000792014|GL4 7RT
Department For Transport|Highways Agency|08/05/2014|TA Cost AUC - Programme|MAJOR PROJECTS|VALUATION OFFICE AGENCY|LOMD245885|841.62|HAL88888662//25000009182014|GL4 7RT
Department For Transport|Highways Agency|08/05/2014|TA Cost AUC - Programme|MAJOR PROJECTS|VALUATION OFFICE AGENCY|LOMD246694|1347|HAL00011680/XXXXXXX /25000009052014|GL4 7RT
Department For Transport|Highways Agency|08/05/2014|TA Cost AUC - Programme|MAJOR PROJECTS|VALUATION OFFICE AGENCY|LOMD247155|854.12|HAL00011683/XXXXXXX/25000009062014|GL4 7RT
Department For Transport|Highways Agency|08/05/2014|TA Cost AUC - Programme|MAJOR PROJECTS|VALUATION OFFICE AGENCY|LOMD247161|1169.51|HAL00011498/XXXXXXX/25000009202014|GL4 7RT
Department For Transport|Highways Agency|08/05/2014|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|BT OPENREACH (CIS) DIVERT/CONNECT|628417|7775.06|A19/A689 Wolviston PPP - BT Diversionary Works|S1 1BA
Department For Transport|Highways Agency|08/05/2014|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|UNITED UTILITIES WATER PLC (CIS) DIVERT/CONNECT|628425|20854.95|#|WA5 3LP
Department For Transport|Highways Agency|08/05/2014|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|BAM NUTTALL LIMITED|628401|676145.76|Apps and Certs Receipt - APC67789|GU15 3XW
Department For Transport|Highways Agency|08/05/2014|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|604023|296.06|Apps and Certs Receipt - APC46127 - CORRECTION OF ERROR|M2 5JB
Department For Transport|Highways Agency|08/05/2014|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|604023|1636.44|Apps and Certs Receipt - APC46127 - CORRECTION OF ERROR|M2 5JB
Department For Transport|Highways Agency|08/05/2014|TOS operational Vehicle consumables|TRAFFIC MANAGEMENT DIRECTORATE|PRO-TECT SAFETY SIGNS|628391|693.77|Quinton protect invoice 27311 - #578.14|BS24 6TA
Department For Transport|Highways Agency|08/05/2014|TOS operational Vehicle consumables|TRAFFIC MANAGEMENT DIRECTORATE|PRO-TECT SAFETY SIGNS|628393|1060|27242|BS24 6TA
Department For Transport|Highways Agency|08/05/2014|TOS operational Vehicle consumables|TRAFFIC MANAGEMENT DIRECTORATE|PRO-TECT SAFETY SIGNS|628396|668.13|26965|BS24 6TA
Department For Transport|Highways Agency|08/05/2014|TOS operational Vehicle fuel|TRAFFIC MANAGEMENT DIRECTORATE|ALLSTAR BUSINESS SOLUTIONS|P2002749289|26676.1|EAST FUEL APR 2014|SN5 6PS
Department For Transport|Highways Agency|08/05/2014|TOS operational Vehicle fuel|TRAFFIC MANAGEMENT DIRECTORATE|ALLSTAR BUSINESS SOLUTIONS|P2002749291|26231.93|NORTH WEST FUEL APR 2014|SN5 6PS
Department For Transport|Highways Agency|08/05/2014|TOS operational Vehicle fuel|TRAFFIC MANAGEMENT DIRECTORATE|ALLSTAR BUSINESS SOLUTIONS|P2002749292|34764.82|SOUTH EAST FUEL APR 2014|SN5 6PS
Department For Transport|Highways Agency|08/05/2014|TOS operational Vehicle fuel|TRAFFIC MANAGEMENT DIRECTORATE|ALLSTAR BUSINESS SOLUTIONS|P2002749293|18534.56|SOUTH WEST FUEL APR 2014|SN5 6PS
Department For Transport|Highways Agency|08/05/2014|TOS operational Vehicle fuel|TRAFFIC MANAGEMENT DIRECTORATE|ALLSTAR BUSINESS SOLUTIONS|P2002749295|24680.97|WEST MIDS FUEL APR 2014|SN5 6PS
Department For Transport|Highways Agency|08/05/2014|TOS operational Vehicle fuel|TRAFFIC MANAGEMENT DIRECTORATE|ALLSTAR BUSINESS SOLUTIONS|P2002749296|8516.32|EAST MIDS FUEL APR 2014|SN5 6PS
Department For Transport|Highways Agency|09/05/2014|Admin building refurbishment, maintenance, repairs, inspections and advice|FINANCE & BUSINESS SERVICES|AMEY COMMUNITY LIMITED|628022|-1317.83|Compensation Events for WM Region April 2014|OX4 4DQ
Department For Transport|Highways Agency|09/05/2014|Admin building refurbishment, maintenance, repairs, inspections and advice|FINANCE & BUSINESS SERVICES|AMEY COMMUNITY LIMITED|628023|-870.45|Compensation Events for SE Region April 2014|OX4 4DQ
Department For Transport|Highways Agency|09/05/2014|Admin building refurbishment, maintenance, repairs, inspections and advice|FINANCE & BUSINESS SERVICES|AMEY COMMUNITY LIMITED|628025|-3917.11|Compensation Events for NW Region April 2014|OX4 4DQ
Department For Transport|Highways Agency|09/05/2014|CM - Compounds Maintenance|NETWORK DELIVERY & DEVELOPMENT|EDEN DISTRICT COUNCIL|628499|14219|#|CA11 7QF
Department For Transport|Highways Agency|09/05/2014|CM - External Technical Consultant Costs|NETWORK SERVICES DIRECTORATE|HALCROW GROUP LTD|628501|39985.71|Work for April 2014 (#39,985.71)|GL1 2NS
Department For Transport|Highways Agency|09/05/2014|CM - Lump Sum Fees|NETWORK DELIVERY & DEVELOPMENT|TELENT TECHNOLOGY SERVICES LIMITED|628467|81024.27|Apps and Certs Receipt - APC68939|CV34 5AH
Department For Transport|Highways Agency|09/05/2014|CM - Time Based Charges|NETWORK DELIVERY & DEVELOPMENT|THE POLICE AND CRIME COMMISSIONER FOR BEDFORDSHIRE|628471|36604.74|Enforcement of HADECS Cameras on M1 J6a-13 for the month of April.|LU1 1SD
Department For Transport|Highways Agency|09/05/2014|Contractor Costs|MAJOR PROJECTS|ATKINS LTD|628449|19618.79|IN PAYMENT OF FEES (PERIOD 27/03/2014 TO 25/04/2014)|BS32 4SY
Department For Transport|Highways Agency|09/05/2014|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|AMEY LG LIMITED|628048|700|Apps and Certs Receipt - APC67246|OX4 4DQ
Department For Transport|Highways Agency|09/05/2014|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|A-ONE + INTEGRATED HIGHWAY SERVICES (CIS)|628285|-1057.65|Apps and Certs Receipt - APC68139|DL1 1TJ
Department For Transport|Highways Agency|09/05/2014|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|A-ONE + INTEGRATED HIGHWAY SERVICES (CIS)|628285|-2022.2|Apps and Certs Receipt - APC68139|DL1 1TJ
Department For Transport|Highways Agency|09/05/2014|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|A-ONE + INTEGRATED HIGHWAY SERVICES (CIS)|628285|-886.82|Apps and Certs Receipt - APC68139|DL1 1TJ
Department For Transport|Highways Agency|09/05/2014|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|A-ONE + INTEGRATED HIGHWAY SERVICES (CIS)|628285|-23.98|Apps and Certs Receipt - APC68139|DL1 1TJ
Department For Transport|Highways Agency|09/05/2014|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|A-ONE + INTEGRATED HIGHWAY SERVICES (CIS)|628285|-4019.97|Apps and Certs Receipt - APC68139|DL1 1TJ
Department For Transport|Highways Agency|09/05/2014|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|A-ONE + INTEGRATED HIGHWAY SERVICES (CIS)|628285|-23840.64|Apps and Certs Receipt - APC68139|DL1 1TJ
Department For Transport|Highways Agency|09/05/2014|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|A-ONE + INTEGRATED HIGHWAY SERVICES (CIS)|628285|-7197.82|Apps and Certs Receipt - APC68139|DL1 1TJ
Department For Transport|Highways Agency|09/05/2014|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|A-ONE + INTEGRATED HIGHWAY SERVICES (CIS)|628463|16635.7|Apps and Certs Receipt - APC66457|DL1 1TJ
Department For Transport|Highways Agency|09/05/2014|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|A-ONE + INTEGRATED HIGHWAY SERVICES (CIS)|628463|83.44|Apps and Certs Receipt - APC66457|DL1 1TJ
Department For Transport|Highways Agency|09/05/2014|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|CUBIC TRANSPORTATION SYSTEMS (ITMS) LIMITED|628500|76798.8|Final ESDAL payment|TS17 6QY
Department For Transport|Highways Agency|09/05/2014|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|GENESYS TELECOMMUNICATIONS LTD|628470|163065.12|Other Resource - Feb 2014 additional funding|GU14 7BF
Department For Transport|Highways Agency|09/05/2014|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|JMP CONSULTANTS LTD|628462|95422.48|JMP Sp Pl Inv 818018 25-Apr-2014 (works to 28-Mar-2014)|E14 9TU
Department For Transport|Highways Agency|09/05/2014|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|MOUCHEL LIMITED|628442|14273.53|ASC Highways Agency Secondments - XXXXXXX time for April 2014|L3 1ES
Department For Transport|Highways Agency|09/05/2014|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|PEEKMOUCHEL|628448|1397.01|Invoice No.m90162232 Dated 30-04-14|AL2 2DQ
Department For Transport|Highways Agency|09/05/2014|Contractor Costs|NETWORK SERVICES DIRECTORATE|HALCROW GROUP LTD|628493|27580.34|Work for April 2014 (#27,580.34)|GL1 2NS
Department For Transport|Highways Agency|09/05/2014|ICT Consultancy Costs|FINANCE & BUSINESS SERVICES|EXPERIS LIMITED|627969|-1232.6|XXXXXXX w/e 04/05/14 5 days @ 342.39 = 1,711.95|EC1R 3DR
Department For Transport|Highways Agency|09/05/2014|Legal Costs|FINANCE & BUSINESS SERVICES|TREASURY SOLICITOR|628455|23203.79|TSol 405739 7/5/14|GL1 2AZ
Department For Transport|Highways Agency|09/05/2014|Meeting Room Hire|NETWORK SERVICES DIRECTORATE|CALDER CONFERENCES LIMITED|628446|503.7|NH&ST meeting at Park Inn Radisson Hotel, Peterborough|LS16 6RF
Department For Transport|Highways Agency|09/05/2014|Non Civil Servant HA Staff|FINANCE & BUSINESS SERVICES|REED SPECIALIST RECRUITMENT LIMITED|628459|1392.12|XXXXXXX - 30 HOURS - W/E 25/04/2014|SW20 0BA
Department For Transport|Highways Agency|09/05/2014|Non Civil Servant HA Staff|FINANCE & BUSINESS SERVICES|REED SPECIALIST RECRUITMENT LIMITED|628460|1729.44|XXXXXXX - W/E 25/04/2014 - 4 DAYS|SW20 0BA
Department For Transport|Highways Agency|09/05/2014|Non Civil Servant HA Staff|FINANCE & BUSINESS SERVICES|VENN GROUP LIMITED|628439|1112.4|XXXXXXX w/e 04/05/2014 5 days worked @ #185.40 daily inv 944252|WC2R 0AA
Department For Transport|Highways Agency|09/05/2014|Non Civil Servant HA Staff|MAJOR PROJECTS|BROOK STREET (UK)  LTD|628502|694.38|XXXXXXX w/e 2/5/14 38.3 hours@#15.03 per hour|AL1 4ZX
Department For Transport|Highways Agency|09/05/2014|Non Civil Servant HA Staff|MAJOR PROJECTS|NETWORKERS INTERNATIONAL PLC|628466|1004.46|XXXXXXX inv- 411081963, PE 04/05/14, 09/05/14|BR1 1HP
Department For Transport|Highways Agency|09/05/2014|Non Civil Servant HA Staff|NETWORK SERVICES DIRECTORATE|EXPERIS LIMITED|628444|3328.02|XXXXXXX w/e 27 April & w/e 04 May worked 9 days @ 308.15|EC1R 3DR
