DEPARTMENT|ENTITY|DATE|EXPENSETYPE|EXPENSEAREA|SUPPLIER|TRANSACTIONNUMBER|AMOUNT|DESCRIPTION|POSTCODE
Department For Transport|Highways Agency|07/11/2013|Media Monitoring|NETWORK SERVICES DIRECTORATE|GORKANA GROUP LIMITED|614590|979.92|643036|EC1Y 8QE
Department For Transport|Highways Agency|07/11/2013|Non Civil Servant HA Staff|COMMERCIAL & PROCUREMENT|EXPERIS LIMITED|614561|2063.4|AK - W/E 25/10/13 - 5 days - #1719.50|EC1R 3DR
Department For Transport|Highways Agency|07/11/2013|Non Civil Servant HA Staff|COMMERCIAL & PROCUREMENT|EXPERIS LIMITED|614562|2063.4|AK - W/E 1/11/13 - 5 days - #1719.50|EC1R 3DR
Department For Transport|Highways Agency|07/11/2013|Non Civil Servant HA Staff|COMMERCIAL & PROCUREMENT|LA INTERNATIONAL COMPUTER CONSULTANTS LTD|614098|-17725.38|October|ST1 5UB
Department For Transport|Highways Agency|07/11/2013|Non Civil Servant HA Staff|COMMERCIAL & PROCUREMENT|LA INTERNATIONAL COMPUTER CONSULTANTS LTD|614581|20815.15|Octobers Work|ST1 5UB
Department For Transport|Highways Agency|07/11/2013|Non Civil Servant HA Staff|FINANCE & BUSINESS SERVICES|HAYS SPECIALIST RECRUITMENT LIMITED|614583|572.69|Inv 1003620064 Doc Ref 431150 XXXXXX w/e 27/9/13)|KT3 4JQ
Department For Transport|Highways Agency|07/11/2013|Non Civil Servant HA Staff|FINANCE & BUSINESS SERVICES|HAYS SPECIALIST RECRUITMENT LIMITED|614623|525.98|xxxxxx w/e 20/09/2013 increase in hourly rate #438.32|KT3 4JQ
Department For Transport|Highways Agency|07/11/2013|Non Civil Servant HA Staff|NETWORK DELIVERY & DEVELOPMENT|EXPERIS LIMITED|608979|-18213.11|Re-receipt to correct submpml error see 1634-300713-LH-EC1|EC1R 3DR
Department For Transport|Highways Agency|07/11/2013|Non Civil Servant HA Staff|NETWORK DELIVERY & DEVELOPMENT|EXPERIS LIMITED|614608|18213.11|C5177356 - Error Correction 1056-241013-NM-EC1 to amend coding|EC1R 3DR
Department For Transport|Highways Agency|07/11/2013|Other external training costs|FINANCE & BUSINESS SERVICES|CAPITA GROUP|614600|3456|X20714|DL1 9HN
Department For Transport|Highways Agency|07/11/2013|Other external training costs|FINANCE & BUSINESS SERVICES|CAPITA GROUP|614601|670.73|X20718|DL1 9HN
Department For Transport|Highways Agency|07/11/2013|Other external training costs|FINANCE & BUSINESS SERVICES|SYMMONS MADGE ASSOCIATES LTD|614565|1425|Introduction to Highway Law - 1 Day training at Bedford|CF71 7DF
Department For Transport|Highways Agency|07/11/2013|Other external training costs|FINANCE & BUSINESS SERVICES|SYMMONS MADGE ASSOCIATES LTD|614566|1425|Introduction to Highway Law - 1 Day training at Birmingham|CF71 7DF
Department For Transport|Highways Agency|07/11/2013|Other office-related equipment and consumables Costs|FINANCE & BUSINESS SERVICES|AMEY COMMUNITY LIMITED|614604|805.43|AMEY Pass-through costs Oct 13|OX4 4DQ
Department For Transport|Highways Agency|07/11/2013|PFI Service Payments|NETWORK DELIVERY & DEVELOPMENT|AUTOLINK CONCESSIONAIRES (A19) LIMITED|614611|147598.99|INV 707 DATED 01 NOV 2013|TS23 1PX
Department For Transport|Highways Agency|07/11/2013|PFI Service Payments|NETWORK DELIVERY & DEVELOPMENT|ROADLINK (A69) LTD|614629|1710|INV RL1317 DATED 07 NOV 2013|NE43 7TN
Department For Transport|Highways Agency|07/11/2013|PFI Service Payments|NETWORK DELIVERY & DEVELOPMENT|SHEPPEY ROUTE LTD|614605|1165850.35|Gross Congestion Management Payment - Oct 2013|ME10 2PG
Department For Transport|Highways Agency|07/11/2013|Postage|FINANCE & BUSINESS SERVICES|AMEY COMMUNITY LIMITED|614604|8039.15|AMEY Pass-through costs Oct 13|OX4 4DQ
Department For Transport|Highways Agency|07/11/2013|Professional H&S advisors|FINANCE & BUSINESS SERVICES|ACTION ON HEARING LOSS|614560|500|INV0132149 30/10/13 Doc No. 431034|EC1Y 8SL
Department For Transport|Highways Agency|07/11/2013|Professional H&S advisors|FINANCE & BUSINESS SERVICES|ACTION ON HEARING LOSS|614570|850|INV0131275 Louder Than Words Audit Fees/ Benchmark (5/9/13)|EC1Y 8SL
Department For Transport|Highways Agency|07/11/2013|Recruitment consultancies|NETWORK SERVICES DIRECTORATE|HAYS SPECIALIST RECRUITMENT LIMITED|614585|1345.32|1003722730 we 01/11/2013|KT3 4JQ
Department For Transport|Highways Agency|07/11/2013|TA Cost AUC - Programme|MAJOR PROJECTS|ATKINS LTD|614613|27085.99|October 2013, A23, Atkins|KT18 5BW
Department For Transport|Highways Agency|07/11/2013|TA Cost AUC - Programme|MAJOR PROJECTS|EVERSHEDS LLP|LOMD244692|2820|00001728xxxxxx|CF10 5BT
Department For Transport|Highways Agency|07/11/2013|TA Cost AUC - Programme|MAJOR PROJECTS|EVERSHEDS LLP|LOMD244697|1500|00009608/xxxxxx|CF10 5BT
Department For Transport|Highways Agency|07/11/2013|TA Cost AUC - Programme|MAJOR PROJECTS|EVERSHEDS LLP|LOMD244699|9985.7|00010343/xxxxxx|CF10 5BT
Department For Transport|Highways Agency|07/11/2013|TA Cost AUC - Programme|MAJOR PROJECTS|EVERSHEDS LLP|LOMD244700|14134.5|xxxxxx|CF10 5BT
Department For Transport|Highways Agency|07/11/2013|TA Cost AUC - Programme|MAJOR PROJECTS|EVERSHEDS LLP|LOMD244702|1789.55|HAL00003624/xxxxxx|CF10 5BT
Department For Transport|Highways Agency|07/11/2013|TA Cost AUC - Programme|MAJOR PROJECTS|EXPERIS LIMITED|614625|9508.56|Experis xxxxxx Invoice PRE100759, October, 07/11/13|EC1R 3DR
Department For Transport|Highways Agency|07/11/2013|TA Cost AUC - Programme|MAJOR PROJECTS|EXPERIS LIMITED|614626|7365.84|Experis xxxxxx Invoices PRE1000758, October, 07/11/13|EC1R 3DR
Department For Transport|Highways Agency|07/11/2013|TA Cost AUC - Programme|MAJOR PROJECTS|HAYS SPECIALIST RECRUITMENT LIMITED|614620|2160|Hays  xxxxxx invoice 1003738190, WE 11/10/13, 07/11/2013|KT3 4JQ
Department For Transport|Highways Agency|07/11/2013|TA Cost AUC - Programme|MAJOR PROJECTS|HAYS SPECIALIST RECRUITMENT LIMITED|614621|864|hays xxxxxx Invoice 1003738191, WE 10/10/13, 07/11/2013|KT3 4JQ
Department For Transport|Highways Agency|07/11/2013|TA Cost AUC - Programme|MAJOR PROJECTS|JACOBS UK LTD|614483|-131482.63|PO 1204.2 M6 J16-19 Design October 2013|G2 7HX
Department For Transport|Highways Agency|07/11/2013|TA Cost AUC - Programme|MAJOR PROJECTS|JACOBS UK LTD|614617|84418.87|ADCT October 2013- fees & expenses|G2 7HX
Department For Transport|Highways Agency|07/11/2013|TA Cost AUC - Programme|MAJOR PROJECTS|MOUCHEL LIMITED|614261|-224.86|Invoice for the CHERP Period Ending September 2013|OL1 9LH
Department For Transport|Highways Agency|07/11/2013|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|BT OPENREACH (CIS) DIVERT/CONNECT|614580|2322.71|Payment for invoice no HSW/GHG7HT/MG - Invoice no A123052|S1 1BA
Department For Transport|Highways Agency|07/11/2013|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|CONNECT PLUS (M25) LTD|614584|1141.67|M25/1260 - M25 J7-8 Controlled Motorway - Consultancy Services - September 2013|EN6 3NP
Department For Transport|Highways Agency|07/11/2013|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|UK HIGHWAYS M40 LTD|614593|64259.78|M40 Junction 12 Impt. - Applicaiton 8|OX15 3YT
Department For Transport|Highways Agency|07/11/2013|TA Cost AUC - Programme|TRAFFIC MANAGEMENT DIRECTORATE|SERCO LTD|614627|36615.5|October|RG27 7FR
Department For Transport|Highways Agency|07/11/2013|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|BALFOUR BEATTY CIVIL ENGINEERING LTD|614619|171604.62|Apps and Certs Receipt - APC56006|RH1 1PQ
Department For Transport|Highways Agency|07/11/2013|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|CONNECT PLUS (M25) LTD|614578|5274.73|DX EUD Dry Risers Cross Passages - Contract Documents Compilation - Consultancy Services - September 2013|EN6 3NP
Department For Transport|Highways Agency|07/11/2013|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|CONNECT PLUS (M25) LTD|614579|40298.34|DX EUD Connectplus Support - Consultancy Services - September 2013|EN6 3NP
Department For Transport|Highways Agency|07/11/2013|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|JACOBS UK LTD|614567|44466.37|DX EUD - Milestone 4: Employers Rep/Supervision in Chief - August 2013|G2 7HX
Department For Transport|Highways Agency|07/11/2013|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|CARILLION CONSTRUCTION LTD - CIVIL ENGINEERING|614602|471723.17|Apps and Certs Receipt - APC57416|WV1 4HY
Department For Transport|Highways Agency|07/11/2013|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|531001|-1220.94|Apps and Certs Receipt - APC29705|M2 5JB
Department For Transport|Highways Agency|07/11/2013|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|531007|-768.12|Apps and Certs Receipt - APC29703|M2 5JB
Department For Transport|Highways Agency|07/11/2013|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|532497|-723.67|Apps and Certs Receipt - APC31930|M2 5JB
Department For Transport|Highways Agency|07/11/2013|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|532503|-4099.7|Apps and Certs Receipt - APC31842|M2 5JB
Department For Transport|Highways Agency|07/11/2013|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|534462|-2313.27|Apps and Certs Receipt - APC33969|M2 5JB
Department For Transport|Highways Agency|07/11/2013|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|536303|-1608.84|Apps and Certs Receipt - APC36454|M2 5JB
Department For Transport|Highways Agency|07/11/2013|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|537992|-5227.07|Apps and Certs Receipt - APC38143|M2 5JB
Department For Transport|Highways Agency|07/11/2013|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|537996|-1651.94|Apps and Certs Receipt - APC38143|M2 5JB
Department For Transport|Highways Agency|07/11/2013|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|537997|-2749.86|Apps and Certs Receipt - APC38143|M2 5JB
Department For Transport|Highways Agency|07/11/2013|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|540222|-1866.41|Apps and Certs Receipt - APC39953|M2 5JB
Department For Transport|Highways Agency|07/11/2013|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|540224|-2351.22|Apps and Certs Receipt - APC39953|M2 5JB
Department For Transport|Highways Agency|07/11/2013|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|540226|-1909.84|Apps and Certs Receipt - APC39953|M2 5JB
Department For Transport|Highways Agency|07/11/2013|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|541810|-1503.01|Apps and Certs Receipt - APC41971|M2 5JB
Department For Transport|Highways Agency|07/11/2013|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|541825|-1340.37|Apps and Certs Receipt - APC41973|M2 5JB
Department For Transport|Highways Agency|07/11/2013|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|541830|-1986.43|Apps and Certs Receipt - APC41973|M2 5JB
Department For Transport|Highways Agency|07/11/2013|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|600104|-1854.56|Apps and Certs Receipt - APC43495|M2 5JB
Department For Transport|Highways Agency|07/11/2013|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|600106|-3497.66|Apps and Certs Receipt - APC43495|M2 5JB
Department For Transport|Highways Agency|07/11/2013|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|600109|-12581.4|Apps and Certs Receipt - APC43495|M2 5JB
Department For Transport|Highways Agency|07/11/2013|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|600110|-778.24|Apps and Certs Receipt - APC43495|M2 5JB
Department For Transport|Highways Agency|07/11/2013|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|603838|-12815.17|Apps and Certs Receipt - APC47543|M2 5JB
Department For Transport|Highways Agency|07/11/2013|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|605730|-21148|Apps and Certs Receipt - APC48954|M2 5JB
Department For Transport|Highways Agency|07/11/2013|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|605733|-1231.85|Apps and Certs Receipt - APC49213|M2 5JB
Department For Transport|Highways Agency|07/11/2013|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|607851|-9868.41|Apps and Certs Receipt - APC50563|M2 5JB
Department For Transport|Highways Agency|07/11/2013|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|608180|-15856.99|Apps and Certs Receipt - APC50764|M2 5JB
Department For Transport|Highways Agency|07/11/2013|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|609940|-6530.9|Apps and Certs Receipt - APC52318|M2 5JB
Department For Transport|Highways Agency|07/11/2013|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|609954|-2672|Apps and Certs Receipt - APC52316|M2 5JB
Department For Transport|Highways Agency|07/11/2013|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|612174|-3200|#|M2 5JB
Department For Transport|Highways Agency|07/11/2013|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|614595|234514.16|Apps and Certs Receipt - APC56336|M2 5JB
Department For Transport|Highways Agency|07/11/2013|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|614596|388524.84|Apps and Certs Receipt - APC56337|M2 5JB
Department For Transport|Highways Agency|07/11/2013|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|614597|2976.74|Apps and Certs Receipt - APC56337|M2 5JB
Department For Transport|Highways Agency|07/11/2013|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|614598|1093|Apps and Certs Receipt - APC56337|M2 5JB
Department For Transport|Highways Agency|07/11/2013|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|INTERSERVE CONSTRUCTION LIMITED|614569|356427.27|Apps and Certs Receipt - APC55986|B23 7RZ
Department For Transport|Highways Agency|07/11/2013|Waste disposal / refuse collection|FINANCE & BUSINESS SERVICES|BANNER BUSINESS SUPPLIES LTD|614616|662.25|Woodlands closed loop dated 30/10/13 inv 27214456|NR3 1PD
Department For Transport|Highways Agency|07/11/2013|WM - Winter Maintenance|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|614582|175056.94|Apps and Certs Receipt - APC56334|M2 5JB
Department For Transport|Highways Agency|08/11/2013|CM - External Consultant Costs|NETWORK DELIVERY & DEVELOPMENT|ASSOCIATED BRITISH PORTS|614690|17860.51|Invoice RBIN000899 = A12 Bascule Bridge, Lowestoft, Maintenance account October 2013|IP4 1BY
Department For Transport|Highways Agency|08/11/2013|CM - Lump Sum Fees|NETWORK DELIVERY & DEVELOPMENT|NETWORK RAIL|614651|27005.55|Annual Maintenance and Renewal Charge for Bridge ECM1/127A A428 St Neots, Y.E 01/09/13|SN1 1GW
Department For Transport|Highways Agency|08/11/2013|CM - Time Based Charges|NETWORK DELIVERY & DEVELOPMENT|IMTECH TRAFFIC & INFRA UK LIMITED|614665|6000|#|RG24 8WZ
Department For Transport|Highways Agency|08/11/2013|Consultants Costs|NETWORK DELIVERY & DEVELOPMENT|GENESYS TELECOMMUNICATIONS LTD|614645|9028.96|T-0031_Rev 1 - M275 Tipner - New Bus Lane for PCC - Design Payment - Job Period Oct 13|GU14 7BF
Department For Transport|Highways Agency|08/11/2013|Consultants Costs|NETWORK DELIVERY & DEVELOPMENT|SERCO LTD|614679|4199.95|Payment for data provision to Costain|RG27 7FR
Department For Transport|Highways Agency|08/11/2013|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|ATKINS LTD|614657|89633|november forecast done on 08.11.2013|KT18 5BW
Department For Transport|Highways Agency|08/11/2013|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|GENESYS TELECOMMUNICATIONS LTD|608925|-5824.85|T-0064 - KIMS Bearsted - Diversion of NRTS Services - NRTS ID 06593 - Design Payment - April 2013|GU14 7BF
Department For Transport|Highways Agency|08/11/2013|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|GENESYS TELECOMMUNICATIONS LTD|608926|-52423.69|T-0064 - KIMS Bearsted - Diversion of NRTS Services - NRTS ID 06593 - Final Payment - April 2013|GU14 7BF
Department For Transport|Highways Agency|08/11/2013|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|VARIABLE MESSAGE SIGNS LTD|607726|-1065.33|Sign nlo 261 held at Blyth storage facility - repairs|NE31 2JZ
Department For Transport|Highways Agency|08/11/2013|External seminars and conferences|FINANCE & BUSINESS SERVICES|MANCHESTER METROPOLITAN UNIVERSITY|614668|2800|MSC Human Resource Management - XXXXXX - 2013-14|M15 6BH
Department For Transport|Highways Agency|08/11/2013|ICT Consultancy Costs|FINANCE & BUSINESS SERVICES|ATOS IT SERVICES UK LIMITED|614654|22990.34|Final ICT cost for BPR exit|WV10 6UH
Department For Transport|Highways Agency|08/11/2013|ICT Consultancy Costs|FINANCE & BUSINESS SERVICES|OVE ARUP & PARTNERS|614663|16351.47|Sub contractor Fees & Travel for October 2013|NE1 3PL
Department For Transport|Highways Agency|08/11/2013|ICT Software Maintenance|FINANCE & BUSINESS SERVICES|BENTLEY SYSTEMS (UK) LTD|614659|685151.78|IAM IS Interim Professional Services 03 June 2013 - 02 Sept 2013. Invoice #98185030|EC3V 0BG
Department For Transport|Highways Agency|08/11/2013|ICT Software Maintenance|FINANCE & BUSINESS SERVICES|BENTLEY SYSTEMS (UK) LTD|614660|324112.21|IAM IS Interim Professional Services 05 August 2013 - 30 Sept 2013. Invoice #|EC3V 0BG
Department For Transport|Highways Agency|08/11/2013|ICT Software Maintenance|FINANCE & BUSINESS SERVICES|BENTLEY SYSTEMS (UK) LTD|614662|215736.01|IAM IS Interim Professional Services 01 Oct 2013 - 31 Oct 2013. Invoice #98185134|EC3V 0BG
Department For Transport|Highways Agency|08/11/2013|Lands Costs|MAJOR PROJECTS|EVERSHEDS LLP|LOMD244639|1189|HAL00011229/UNKNOWNUN/91231939|CF10 5BT
Department For Transport|Highways Agency|08/11/2013|Lands Costs|NETWORK DELIVERY & DEVELOPMENT|VALUATION OFFICE AGENCY|LOMD244739|1083.85|HAL00009771/xxxxxx5000099542013|SW19 4DT
Department For Transport|Highways Agency|08/11/2013|Non Civil Servant HA Staff|COMMERCIAL & PROCUREMENT|NETWORKERS INTERNATIONAL PLC|614686|807.18|xxxxxx w/e 03/11/13 - 5 days @ #134.53 = #672.65|BR1 1HP
Department For Transport|Highways Agency|08/11/2013|Non Civil Servant HA Staff|FINANCE & BUSINESS SERVICES|HAYS SPECIALIST RECRUITMENT LIMITED|614642|1560|Payment for xxxxxx w/e 23/08 5 days|KT3 4JQ
Department For Transport|Highways Agency|08/11/2013|Non Civil Servant HA Staff|FINANCE & BUSINESS SERVICES|HAYS SPECIALIST RECRUITMENT LIMITED|614650|537.71|xxxxxx w/e 1/11/2013 #448.09|KT3 4JQ
Department For Transport|Highways Agency|08/11/2013|Non Civil Servant HA Staff|MAJOR PROJECTS|BADENOCH & CLARK|614648|550.8|EW Timesheet w/e 01/11/13. 4 days @ #114.75/day.|W1T 5AE
Department For Transport|Highways Agency|08/11/2013|Non Civil Servant HA Staff|MAJOR PROJECTS|BADENOCH & CLARK|614649|550.8|EW Timesheet w/e 08/11/13. 4 days @ #114.75/day.|W1T 5AE
Department For Transport|Highways Agency|08/11/2013|Non Civil Servant HA Staff|MAJOR PROJECTS|CAPITA GROUP|614683|5090.7|Inv No WN4012620 Inv Date 6/11/13 HA Doc 431330|DL1 9HN
Department For Transport|Highways Agency|08/11/2013|Non Civil Servant HA Staff|NETWORK DELIVERY & DEVELOPMENT|EXPERIS LIMITED|614655|6881.53|INV PRE1000757 DATED 07 NOV 2013|EC1R 3DR
Department For Transport|Highways Agency|08/11/2013|Non Civil Servant HA Staff|NETWORK DELIVERY & DEVELOPMENT|SPRING TECHNOLOGY STAFFING SERVICES LTD|614678|1547|#|B37 7YE
Department For Transport|Highways Agency|08/11/2013|Payroll service provider charges|FINANCE & BUSINESS SERVICES|ARVATO BERTELSMANN|614630|215353|SSC Running Costs Oct 13 (Inv No. 94644196 Doc Ref 431197)|HU10 6FE
Department For Transport|Highways Agency|08/11/2013|Payroll service provider charges|FINANCE & BUSINESS SERVICES|ARVATO BERTELSMANN|614631|215353|SSC Running Costs - November 2013|HU10 6FE
Department For Transport|Highways Agency|08/11/2013|PFI Service Payments|NETWORK DELIVERY & DEVELOPMENT|CONNECT A30/A35 LTD|614688|551913.34|#|NW1 3AX
Department For Transport|Highways Agency|08/11/2013|PFI Service Payments|NETWORK DELIVERY & DEVELOPMENT|CONNECT A30/A35 LTD|614689|37527.33|#|NW1 3AX
Department For Transport|Highways Agency|08/11/2013|Prepaid expenses - admin|FINANCE & BUSINESS SERVICES|EDDISONS COMMERCIAL PROPERTY MANAGEMENT LIMITED|614641|1006.32|Woodlands Additional service charge Re. 13/14 Budget Inv 224618/P|WC2H 0AU
Department For Transport|Highways Agency|08/11/2013|TA Cost AUC - Programme|MAJOR PROJECTS|ATKINS LTD|614652|82662.07|Atkins invoice number 13035053 period from 21/9/13 to 25/10/13|KT18 5BW
Department For Transport|Highways Agency|08/11/2013|TA Cost AUC - Programme|MAJOR PROJECTS|CARILLION CONSTRUCTION LTD - CIVIL ENGINEERING|614637|486906.54|Oct Fees|WV1 4HY
Department For Transport|Highways Agency|08/11/2013|TA Cost AUC - Programme|MAJOR PROJECTS|CARILLION CONSTRUCTION LTD - CIVIL ENGINEERING|614638|9035.55|Oct Fees|WV1 4HY
Department For Transport|Highways Agency|08/11/2013|TA Cost AUC - Programme|MAJOR PROJECTS|EVERSHEDS LLP|LOMD244734|79028.48|00010899/xxxxxx|CF10 5BT
Department For Transport|Highways Agency|08/11/2013|TA Cost AUC - Programme|MAJOR PROJECTS|HYDER HALCROW M25 JOINT VENTURE|614498|0|PO 1203.1 M5 J4a-6 Traffic Modelling September 2013|GU2 7AR
Department For Transport|Highways Agency|08/11/2013|TA Cost AUC - Programme|MAJOR PROJECTS|HYDER HALCROW M25 JOINT VENTURE|614680|32371.4|M5 J4a-6 Error Correction of receipt 611698|GU2 7AR
Department For Transport|Highways Agency|08/11/2013|TA Cost AUC - Programme|MAJOR PROJECTS|IMTECH TRAFFIC & INFRA UK LIMITED|614675|1269.86|Sept 13 fees|RG24 8WZ
Department For Transport|Highways Agency|08/11/2013|TA Cost AUC - Programme|MAJOR PROJECTS|IMTECH TRAFFIC & INFRA UK LIMITED|614677|1721.85|Oct 13 fees|RG24 8WZ
Department For Transport|Highways Agency|08/11/2013|TA Cost AUC - Programme|MAJOR PROJECTS|JACOBS UK LTD|614483|131482.63|PO 1204.2 M6 J16-19 Design October 2013|G2 7HX
Department For Transport|Highways Agency|08/11/2013|TA Cost AUC - Programme|MAJOR PROJECTS|JACOBS UK LTD|614639|5806.7|PSF PO 1102, A421 Bedford to M1 J13 improvements. Consultancy role of supervisor|G2 7HX
Department For Transport|Highways Agency|08/11/2013|TA Cost AUC - Programme|MAJOR PROJECTS|MOTT MACDONALD GRONTMIJ JOINT VENTURE|614658|193255.51|PO 1204.1 M5 J4a-6 Design Sept 2013|SO50 9NW
Department For Transport|Highways Agency|08/11/2013|TA Cost AUC - Programme|MAJOR PROJECTS|MOTT MACDONALD GRONTMIJ JOINT VENTURE|614691|14779.71|Invoice MMGV/1067.1/015, October 2013|SO50 9NW
Department For Transport|Highways Agency|08/11/2013|TA Cost AUC - Programme|MAJOR PROJECTS|URS INFRASTRUCTURE AND ENVIRONMENT UK LTD|614661|19631.12|PO 1203.2 M6 J16-19 October 2013|RG21 7PP
Department For Transport|Highways Agency|08/11/2013|TA Cost AUC - Programme|MAJOR PROJECTS|URS INFRASTRUCTURE AND ENVIRONMENT UK LTD|614682|1240.95|URS M1 Junctions 25-28 Widening, Invoice: 5708151, Charges for Period Ending 01 November 2013|RG21 7PP
Department For Transport|Highways Agency|08/11/2013|TA Cost AUC - Programme|MAJOR PROJECTS|VALUATION OFFICE AGENCY|LOMD244393|544|HAL00011456/xxxxxx/25000099532013|SW19 4DT
Department For Transport|Highways Agency|08/11/2013|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|CAPITA SYMONDS LIMITED|614653|1557.33|#|DL1 9HB
Department For Transport|Highways Agency|08/11/2013|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|COMPUTACENTER (UK) LTD|614636|12442.48|CCN - 277 TECHNOLOGY Managers TOOLKIT|AL10 9TW
Department For Transport|Highways Agency|08/11/2013|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|GENESYS TELECOMMUNICATIONS LTD|614633|8701.79|TAF T-0143: Application For Payment - M25 J10 - 12 SE TechMAC - CMI & EMS Replacement|GU14 7BF
Department For Transport|Highways Agency|08/11/2013|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|SERCO LTD|614121|-14999|HATMS HRNS for WM for Oct ----- R31Oct2013|RG27 7FR
Department For Transport|Highways Agency|08/11/2013|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|WESTERN POWER DISTRIBUTION (CIS) DIVERT/CONNECT|614666|21494.69|Payment for invoice no INK/100205|PL4 0YU
Department For Transport|Highways Agency|08/11/2013|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|NETWORK RAIL|614684|2922.6|Scafford erection & brick work repairs to over bridge on the A339 at Newbury - June to Nov 2013|SN1 1GW
Department For Transport|Highways Agency|08/11/2013|TOS operational Vehicle consumables|TRAFFIC MANAGEMENT DIRECTORATE|PRO-TECT SAFETY SIGNS|614685|1279.04|25391|BS24 6TA
