DEPARTMENTFAMILY|ENTITY|DATE|EXPENSETYPE|EXPENSEAREA|SUPPLIER|TRANSACTIONNUMBER|AMOUNT
Department for Transport|Department for Transport|11/06/2010|Management Consultancy|Strategic Roads and National Networks|MVA CONSULTANCY LTD|2000001050|6007.16
Department for Transport|Department for Transport|11/06/2010|Agency Staff Costs|Finance & Planning|MICHAEL PAGE INTERNATIONAL|2000001051|1586.25
Department for Transport|Department for Transport|11/06/2010|Management Consultancy|Procurement|CAPITA INTERIM MANAGEMENT|2000001052|7033.99
Department for Transport|Department for Transport|11/06/2010|Agency Staff Costs|Procurement|CAPITA RESOURCING LTD|2000001053|18952.52
Department for Transport|Department for Transport|11/06/2010|Services provided by OGDs|Human Resources|CABINET OFFICE|2000006062|40000
Department for Transport|Department for Transport|11/06/2010|Personal Development|Information Management Directorate|NATIONAL SCHOOL OF GOVERNMENT|2000006064|1000
Department for Transport|Department for Transport|11/06/2010|Training|Human Resources|NATIONAL SCHOOL OF GOVERNMENT|2000006064|600000
Department for Transport|Department for Transport|11/06/2010|Agency Staff Costs|Corporate Support Function|HAYS PERSONNEL SERVICE LTD|2000006066|1018.73
Department for Transport|Department for Transport|11/06/2010|Agency Staff Costs|Human Resources|HAYS PERSONNEL SERVICE LTD|2000006066|2453.4
Department for Transport|Department for Transport|11/06/2010|Agency Staff Costs|Information Management Directorate|NES IT LTD|2000006067|9306
Department for Transport|Department for Transport|11/06/2010|Research|Environment and International|AEA TECHNOLOGY ENVIRONMENT|2000006068|4561.5
Department for Transport|Department for Transport|11/06/2010|Agency Staff Costs|Finance & Estates |ALLEN LANE FINANCIAL RECRUITMENT|2000006070|5481.38
Department for Transport|Department for Transport|11/06/2010|Agency Staff Costs|Finance & Estates |BADENOCH & CLARK|2000006072|8990.94
Department for Transport|Department for Transport|11/06/2010|Management Consultancy|Transport Security|BADENOCH & CLARK|2000006072|6240
Department for Transport|Department for Transport|11/06/2010|Personal Development|Information Management Directorate|COMPUTACENTER (UK) LTD|2000006073|7584
Department for Transport|Department for Transport|11/06/2010|First Aid|Human Resources|THE FARADAY PARTNERSHIP|2000006075|3018.58
Department for Transport|Department for Transport|11/06/2010|Agency Staff Costs|Information Management Directorate|GLOTEL INTERNATIONAL LTD|2000006076|8483.5
Department for Transport|Department for Transport|11/06/2010|Printing|Accident Investigating Branches|MWL PRINT GROUP LTD|2000006079|2558
Department for Transport|Department for Transport|11/06/2010|Traffic Survey & Counting Equipment|London and Road Demand Management|PARSONS BRINCKERHOFF LTD|2000006080|4243
Department for Transport|Department for Transport|11/06/2010|Support Services|Accident Investigating Branches|RECOVAIR|2000006081|1171.25
Department for Transport|Department for Transport|11/06/2010|Agency Staff Costs|Environment and International|REED SPECIALIST RECRUITMENT LTD|2000006083|1106.89
Department for Transport|Department for Transport|11/06/2010|Agency Staff Costs|Transport Security|REED SPECIALIST RECRUITMENT LTD|2000006083|771.55
Department for Transport|Department for Transport|11/06/2010|Small Software|Information Management Directorate|TRAPEZE GROUP (UK) LTD|2000006086|22325
Department for Transport|Department for Transport|11/06/2010|Publications for Resale|Regional & Local Transport|TYPE GENERATION|2000006087|685
Department for Transport|Department for Transport|11/06/2010|Agency Staff Costs|Finance & Estates |BROOK STREET BUREAU|2000006088|569.82
Department for Transport|Department for Transport|11/06/2010|Agency Staff Costs|Standalone Units|BROOK STREET BUREAU|2000006088|639.94
Department for Transport|Department for Transport|11/06/2010|Capital Grants to Local Authorities|Regional & Local Transport|BUCKINGHAMSHIRE CC (REVENUE)|2000006089|618462
Department for Transport|Department for Transport|11/06/2010|Current Grants to LAs within AEF/AEG|Regional & Local Transport|BUCKINGHAMSHIRE CC (REVENUE)|2000006089|9687
Department for Transport|Department for Transport|11/06/2010|Subsidies to Private Sector|Transform Licensing Logistics and Sponsorship|D B SHENKER RAIL (UK) LIMITED|2000006090|192637.37
Department for Transport|Department for Transport|11/06/2010|Subsidies to Private Sector|Transform Licensing Logistics and Sponsorship|FREIGHTLINER LTD|2000006091|1097427.23
Department for Transport|Department for Transport|11/06/2010|Agency Staff Costs|Finance & Estates |MICHAEL PAGE INTERNATIONAL|2000006093|1351.84
Department for Transport|Department for Transport|11/06/2010|Agency Staff Costs|Regional & Local Transport|MICHAEL PAGE INTERNATIONAL|2000006093|1159.96
Department for Transport|Department for Transport|11/06/2010|Agency Staff Costs|Transform Licensing Logistics and Sponsorship|MICHAEL PAGE INTERNATIONAL|2000006093|1161.49
Department for Transport|Department for Transport|11/06/2010|Agency Staff Costs|Human Resources|PARITY RESOURCES LTD|2000006094|7289.7
Department for Transport|Department for Transport|11/06/2010|Transport Consultancy|Aviation|OXERA CONSULTING LTD|2000006095|16425.32
Department for Transport|Department for Transport|11/06/2010|Management Consultancy|Environment and International|CENEX|2000006098|41751.28
Department for Transport|Department for Transport|11/06/2010|Medical Examinations|Road & Vehicle Safety & Standards|PROMOTIONAL LOGISTICS LTD|2000006100|683.21
Department for Transport|Department for Transport|11/06/2010|Financial Consultancy|Finance & Estates |LARGESS INTERNATIONAL LTD|2000006101|491.7
Department for Transport|Department for Transport|11/06/2010|Management Consultancy|Finance & Estates |LARGESS INTERNATIONAL LTD|2000006101|1494.9
Department for Transport|Department for Transport|11/06/2010|Agency Staff Costs|Information Management Directorate|MONARCH RECRUITMENT LTD|2000006102|5222.29
Department for Transport|Department for Transport|11/06/2010|Training|Transport Analysis and Economics|UNIVERSITY OF HERTFORDSHIRE|2000006103|450
Department for Transport|Department for Transport|11/06/2010|Other Current Grants to NDPBs (in budgets)|Maritime and Dangerous Goods|BMT MARINE & OFFSHORE SURVEYS LTD|2000006107|18115.99
Department for Transport|Department for Transport|11/06/2010|Other Current Grants to NDPBs (in budgets)|Maritime and Dangerous Goods|PETERKINS|2000006108|8342.5
Department for Transport|Department for Transport|11/06/2010|Other Current Grants to NDPBs (in budgets)|Maritime and Dangerous Goods|MANORISMS LLP|2000006115|4441.5
Department for Transport|Department for Transport|14/06/2010|Management Consultancy|Rail Technical & Professional|AMTEC CONSULTING PLC|2000001062|13682.88
Department for Transport|Department for Transport|14/06/2010|Management Consultancy|Procurement|BADENOCH & CLARK|2000001063|4235.31
Department for Transport|Department for Transport|14/06/2010|Transport Consultancy|Rail Technical & Professional|MVA CONSULTANCY LTD|2000001065|790.46
Department for Transport|Department for Transport|14/06/2010|Agency Staff Costs|Finance & Planning|MICHAEL PAGE INTERNATIONAL|2000001066|1830.03
Department for Transport|Department for Transport|14/06/2010|Management Consultancy|Projects|BOVIS LEND LEASE CONSULTING LTD|2000001067|25020
Department for Transport|Department for Transport|14/06/2010|Management Consultancy|Rail Service Delivery|FIRST CLASS PARTNERSHIPS LTD|2000001068|15262.82
Department for Transport|Department for Transport|14/06/2010|Management Consultancy|Rail Technical & Professional|MARIA GALLAGHER|2000001069|1056
Department for Transport|Department for Transport|14/06/2010|Citi Gen Fund Acc Auto in CLR|Finance & Estates |COMMUNITIES AND LOCAL GOVERNMENT|2000001070|10336.7
Department for Transport|Department for Transport|14/06/2010|Car Hire and Leasing|Standalone Units|GOVERNMENT CAR & DESPATCH AGENCY|2000006168|8342.31
Department for Transport|Department for Transport|14/06/2010|Agency Staff Costs|Regional & Local Transport|HAYS PERSONNEL SERVICE LTD|2000006170|1120.54
Department for Transport|Department for Transport|14/06/2010|Transfer Costs|Regional & Local Transport|FORESTRY COMMISSION|2000006171|110500
Department for Transport|Department for Transport|14/06/2010|Transport Consultancy|Maritime and Dangerous Goods|ENVIRONMENTAL SCIENTIFICS GROUP LTD|2000006172|806
Department for Transport|Department for Transport|14/06/2010|Management Consultancy|Environment and International|AEA TECHNOLOGY ENVIRONMENT|2000006173|3434.27
Department for Transport|Department for Transport|14/06/2010|Research|Transform Licensing Logistics and Sponsorship|AEA TECHNOLOGY ENVIRONMENT|2000006173|47214
Department for Transport|Department for Transport|14/06/2010|Infrastructure Maintenance|Road & Vehicle Safety & Standards|AMTEC CONSULTING PLC|2000006174|615
Department for Transport|Department for Transport|14/06/2010|Management Consultancy|Transport Security|AMTEC CONSULTING PLC|2000006174|11985
Department for Transport|Department for Transport|14/06/2010|Travel Expenses UK|Accident Investigating Branches|ARVAL|2000006175|791.78
Department for Transport|Department for Transport|14/06/2010|Research|Regional & Local Transport|ATKINS LTD (MANAGEMENT CONSULTANTS)|2000006176|21802
Department for Transport|Department for Transport|14/06/2010|Service Charge Computer Expenses|Information Management Directorate|ATOS ORIGIN IT SERVICES UK LTD|2000006177|13101.25
Department for Transport|Department for Transport|14/06/2010|Management Consultancy|Transport Security|BADENOCH & CLARK|2000006179|6720
Department for Transport|Department for Transport|14/06/2010|IT Equipment Capital Cost|Accident Investigating Branches|BASSOM COMPUTER CONSULTANCY|2000006180|11356.39
Department for Transport|Department for Transport|14/06/2010|Personal Development|Corporate Finance|BPP PROFESSIONAL EDUCATION|2000006182|520
Department for Transport|Department for Transport|14/06/2010|Publicity|Road & Vehicle Safety & Standards|CENTRAL OFFICE OF INFORMATION|2000006184|299574.96
Department for Transport|Department for Transport|14/06/2010|Furniture & Fittings|Accident Investigating Branches|GODFREY SYRETT LTD|2000006190|622.99
Department for Transport|Department for Transport|14/06/2010|Management Consultancy|Road & Vehicle Safety & Standards|HALCROW GROUP LTD|2000006191|2195.99
Department for Transport|Department for Transport|14/06/2010|Rent - L&B (non-PFI)|Maritime and Dangerous Goods|INT OIL POLLUTION COMPENSATION FUND|2000006193|95300
Department for Transport|Department for Transport|14/06/2010|Agency Staff Costs|Transport Security|JOSEPHINE SAMMONS LTD|2000006195|1217.28
Department for Transport|Department for Transport|14/06/2010|Service Charge Computer Expenses|Communication Directorate |KAINOS SOFTWARE|2000006197|9179.69
Department for Transport|Department for Transport|14/06/2010|Publications for Resale|Road & Vehicle Safety & Standards|KEYTEC TYPESETTING LTD|2000006199|913.35
Department for Transport|Department for Transport|14/06/2010|Conferences / Seminars|Transport Analysis and Economics|LONDON MARRIOTT HOTEL|2000006201|863.83
Department for Transport|Department for Transport|14/06/2010|Insurance|Human Resources|MARSH LTD|2000006202|11250
Department for Transport|Department for Transport|14/06/2010|Traffic Survey & Counting Equipment|London and Road Demand Management|MHTC LIMITED|2000006203|5806
Department for Transport|Department for Transport|14/06/2010|Traffic Survey & Counting Equipment|Regional & Local Transport|NATIONAL CENTRE FOR SOCIAL RESEARCH|2000006206|20085
Department for Transport|Department for Transport|14/06/2010|Contract Cleaning|Accident Investigating Branches|NETWORK CLEANING SERVICES LTD|2000006207|1790
Department for Transport|Department for Transport|14/06/2010|Traffic Survey & Counting Equipment|London and Road Demand Management|PARSONS BRINCKERHOFF LTD|2000006208|1480
Department for Transport|Department for Transport|14/06/2010|Management Consultancy|Human Resources|PENNA PLC|2000006209|450
Department for Transport|Department for Transport|14/06/2010|Recruitment Fees|Human Resources|PENNA PLC|2000006209|8377.75
Department for Transport|Department for Transport|14/06/2010|Agency Staff Costs|Standalone Units|REED SPECIALIST RECRUITMENT LTD|2000006210|546.61
Department for Transport|Department for Transport|14/06/2010|Agency Staff Costs|Transport Security|REED SPECIALIST RECRUITMENT LTD|2000006210|542.26
Department for Transport|Department for Transport|14/06/2010|Management Consultancy|London and Road Demand Management|SERCO LIMITED|2000006211|33856.78
Department for Transport|Department for Transport|14/06/2010|Transport Consultancy|Regional & Local Transport|STEER DAVIES & GLEAVE LTD|2000006213|17171.59
Department for Transport|Department for Transport|14/06/2010|Training|Accident Investigating Branches|SYNERGY AVIATION LTD|2000006214|1458.58
Department for Transport|Department for Transport|14/06/2010|Research|London and Road Demand Management|TRAFFICMASTER PLC|2000006215|34139
Department for Transport|Department for Transport|14/06/2010|Research|London and Road Demand Management|TRANSPORT RESEARCH LABORATORY|2000006216|25232.33
Department for Transport|Department for Transport|14/06/2010|Research|Road & Vehicle Safety & Standards|TRANSPORT RESEARCH LABORATORY|2000006216|43770.74
Department for Transport|Department for Transport|14/06/2010|Transport Consultancy|Transport Analysis and Economics|UNIVERSITY OF WESTMINSTER|2000006217|4016.25
Department for Transport|Department for Transport|14/06/2010|Training|Accident Investigating Branches|WARSASH MARITIME ACADEMY|2000006218|3315
Department for Transport|Department for Transport|14/06/2010|Management Consultancy|Aviation|WSP DEVELOPMENT LTD|2000006219|10187.42
Department for Transport|Department for Transport|14/06/2010|Travel Expenses UK|Regional & Local Transport|DFT NATIONAL NETWORKS|2000006222|10029.02
Department for Transport|Department for Transport|14/06/2010|Subsidies to Private Sector|Transform Licensing Logistics and Sponsorship|GB RAILFREIGHT LTD|2000006223|217712
Department for Transport|Department for Transport|14/06/2010|Agency Staff Costs|Finance & Estates |MICHAEL PAGE INTERNATIONAL|2000006224|1351.84
Department for Transport|Department for Transport|14/06/2010|Agency Staff Costs|Regional & Local Transport|MICHAEL PAGE INTERNATIONAL|2000006224|1203.46
Department for Transport|Department for Transport|14/06/2010|Traffic Survey & Counting Equipment|London and Road Demand Management|PENGWYN SERVICES LTD|2000006225|1368
Department for Transport|Department for Transport|14/06/2010|Training|Communication Directorate |UBIQ CREATIVE TRAINING LTD|2000006227|850
Department for Transport|Department for Transport|14/06/2010|Secondments|Environment and International|RENEWABLE FUELS AGENCY|2000006230|4422.12
Department for Transport|Department for Transport|14/06/2010|Storage & Distribution|Communication Directorate |CAMBERTOWN LIMITED|2000006232|17678.06
Department for Transport|Department for Transport|14/06/2010|Rent - L&B (non-PFI)|Accident Investigating Branches|TRUSTEES OF MAJOR & BARNES LTD|2000006233|35837.5
Department for Transport|Department for Transport|14/06/2010|Estate Management|Finance & Estates |AMEY BUSINESS SERVICES LTD|2000006235|38852.82
Department for Transport|Department for Transport|14/06/2010|Subsidies to Private Sector|Regional & Local Transport|SHEFFIELD DIAL- A- RIDE CLUB|2000006236|12145.8
Department for Transport|Department for Transport|14/06/2010|Current Grants to LAs within AEF/AEG|London and Road Demand Management|GREATER LONDON AUTHORITY|2000006237|77312000
Department for Transport|Department for Transport|15/06/2010|Agency Staff Costs|Rail Technical & Professional|HAYS PERSONNEL SERVICE LTD|2000001072|842.99
Department for Transport|Department for Transport|15/06/2010|Agency Staff Costs|Finance & Planning|ALLEN LANE FINANCIAL RECRUITMENT|2000001073|10839.38
Department for Transport|Department for Transport|15/06/2010|Transport Consultancy|Projects|ATKINS LTD (TRANSPORT PLANNING)|2000001074|43817.81
Department for Transport|Department for Transport|15/06/2010|Management Consultancy|Procurement|BADENOCH & CLARK|2000001075|6352.97
Department for Transport|Department for Transport|15/06/2010|Management Consultancy|Rail Technical & Professional|DETICA LTD|2000001076|100377.9
Department for Transport|Department for Transport|15/06/2010|Property Consultancy|Projects|E C HARRIS LLP|2000001077|72316
Department for Transport|Department for Transport|15/06/2010|Management Consultancy|Projects|MOTT MACDONALD|2000001078|11526
Department for Transport|Department for Transport|15/06/2010|Management Consultancy|Rail Service Delivery|STEER DAVIES & GLEAVE LTD|2000001079|12797
Department for Transport|Department for Transport|15/06/2010|Management Consultancy|Projects|FIRST CLASS PARTNERSHIPS LTD|2000001080|1440
Department for Transport|Department for Transport|15/06/2010|Stationery (Non-stock)|Standalone Units|BANNER BUSINESS SERVICES LTD|2000006292|3277.23
Department for Transport|Department for Transport|15/06/2010|Traffic Survey & Counting Equipment|London and Road Demand Management|DERBYSHIRE COUNTY COUNCIL|2000006295|7835
Department for Transport|Department for Transport|15/06/2010|Agency Staff Costs|Regional & Local Transport|HAYS PERSONNEL SERVICE LTD|2000006297|569.15
Department for Transport|Department for Transport|15/06/2010|Printing|Road & Vehicle Safety & Standards|TAURUS PRINT & DESIGN LTD|2000006299|1932
Department for Transport|Department for Transport|15/06/2010|Printing|Standalone Units|TAURUS PRINT & DESIGN LTD|2000006299|496
Department for Transport|Department for Transport|15/06/2010|Secondments|Regional & Local Transport|Darlington Borough Council|2000006302|2950.53
Department for Transport|Department for Transport|15/06/2010|Service Charge Computer Expenses|London and Road Demand Management|1 SPATIAL GROUP LIMITED|2000006304|4232.21
Department for Transport|Department for Transport|15/06/2010|Agency Staff Costs|Finance & Estates |ALLEN LANE FINANCIAL RECRUITMENT|2000006308|3701.25
Department for Transport|Department for Transport|15/06/2010|Management Consultancy|Major Projects|C M S CAMERON MCKENNA|2000006310|21497.22
Department for Transport|Department for Transport|15/06/2010|Research|Road & Vehicle Safety & Standards|CAR CONSULTING|2000006311|1200
Department for Transport|Department for Transport|15/06/2010|Publicity|Information Management Directorate|CENTRAL OFFICE OF INFORMATION|2000006312|10000
Department for Transport|Department for Transport|15/06/2010|Services provided by OGDs|Road & Vehicle Safety & Standards|DVLA|2000006314|226945
Department for Transport|Department for Transport|15/06/2010|Management Consultancy|Regional & Local Transport|MOUCHEL MANAGEMENT CONSULTING LTD|2000006315|1047.24
Department for Transport|Department for Transport|15/06/2010|Agency Staff Costs|Transport Security|JOSEPHINE SAMMONS LTD|2000006317|961.01
Department for Transport|Department for Transport|15/06/2010|Estate Management|Accident Investigating Branches|KONE PLC|2000006318|864.88
Department for Transport|Department for Transport|15/06/2010|Car Hire and Leasing|Accident Investigating Branches|LEX VEHICLE PARTNERS LTD|2000006319|5864.4
Department for Transport|Department for Transport|15/06/2010|Transport Consultancy|Regional & Local Transport|OVE ARUP & PARTNERS|2000006325|89163.45
Department for Transport|Department for Transport|15/06/2010|Transport Consultancy|London and Road Demand Management|PA CONSULTING SERVICES LIMITED|2000006326|56138
Department for Transport|Department for Transport|15/06/2010|Management Consultancy|INE Group |SERCO LIMITED|2000006328|10866.4
Department for Transport|Department for Transport|15/06/2010|Management Consultancy|London and Road Demand Management|TDC SYSTEMS LIMITED|2000006329|17611.34
Department for Transport|Department for Transport|15/06/2010|Mobile Phone charges|Corporate Support Function|T-MOBILE (UK) LTD|2000006330|936.01
Department for Transport|Department for Transport|15/06/2010|Transfer Costs|Regional & Local Transport|DFT NATIONAL NETWORKS|2000006335|3337.96
Department for Transport|Department for Transport|15/06/2010|Agency Staff Costs|Finance & Estates |MICHAEL PAGE INTERNATIONAL|2000006336|1880
Department for Transport|Department for Transport|15/06/2010|Agency Staff Costs|Regional & Local Transport|MICHAEL PAGE INTERNATIONAL|2000006336|753.97
Department for Transport|Department for Transport|15/06/2010|Secondments|Regional & Local Transport|KENT COUNTY COUNCIL|2000006337|2632.76
Department for Transport|Department for Transport|15/06/2010|Travel Expenses Overseas|Corporate Support Function|CAPITA BUSINESS TRAVEL|2000006338|803.84
Department for Transport|Department for Transport|15/06/2010|Travel Expenses Overseas|INE Group |CAPITA BUSINESS TRAVEL|2000006338|22350.68
Department for Transport|Department for Transport|15/06/2010|Travel Expenses Overseas|Regional & Local Transport|CAPITA BUSINESS TRAVEL|2000006338|1749.49
Department for Transport|Department for Transport|15/06/2010|Travel Expenses Overseas|Transform Licensing Logistics and Sponsorship|CAPITA BUSINESS TRAVEL|2000006338|1203.31
Department for Transport|Department for Transport|15/06/2010|Travel Expenses Overseas|Transport Security|CAPITA BUSINESS TRAVEL|2000006338|14800.53
Department for Transport|Department for Transport|15/06/2010|Management Consultancy|Finance & Estates |KING STURGE LLP|2000006339|28493.75
Department for Transport|Department for Transport|15/06/2010|Property Consultancy|Finance & Estates |KING STURGE LLP|2000006339|94450
Department for Transport|Department for Transport|15/06/2010|Publicity|Accident Investigating Branches|MR T BOYLE|2000006341|10775
Department for Transport|Department for Transport|15/06/2010|Legal Consultancy|London and Road Demand Management|Fairacres Group Limited|2000006343|503.3
Department for Transport|Department for Transport|15/06/2010|Subsidies to Private Sector|Regional & Local Transport|ABBEY TRAVEL COACH HIRE LTD|2000006346|3643.8
Department for Transport|Department for Transport|15/06/2010|Subsidies to Private Sector|Regional & Local Transport|AD-RAINS PSV|2000006347|2574.06
Department for Transport|Department for Transport|15/06/2010|Subsidies to Private Sector|Regional & Local Transport|ALS COACHES|2000006348|18474.04
Department for Transport|Department for Transport|15/06/2010|Subsidies to Private Sector|Regional & Local Transport|AOT TRAVEL|2000006349|2399.58
Department for Transport|Department for Transport|15/06/2010|Subsidies to Private Sector|Regional & Local Transport|APPLEGATES SUPREME COACHES|2000006350|4345.04
Department for Transport|Department for Transport|15/06/2010|Subsidies to Private Sector|Regional & Local Transport|ARRIVA DERBY LTD|2000006351|241365.84
Department for Transport|Department for Transport|15/06/2010|Subsidies to Private Sector|Regional & Local Transport|ASHFORD & ST PETERS HOSPITALS|2000006352|3050.82
Department for Transport|Department for Transport|15/06/2010|Subsidies to Private Sector|Regional & Local Transport|AVON COACHES|2000006353|83436.52
Department for Transport|Department for Transport|15/06/2010|Subsidies to Private Sector|Regional & Local Transport|AWAYADAYS|2000006354|2401.2
Department for Transport|Department for Transport|15/06/2010|Subsidies to Private Sector|Regional & Local Transport|BAKERS DOLPHIN|2000006355|3893
Department for Transport|Department for Transport|15/06/2010|Subsidies to Private Sector|Regional & Local Transport|SILVERDALE TOURS LTD|2000006356|5707.92
Department for Transport|Department for Transport|15/06/2010|Subsidies to Private Sector|Regional & Local Transport|BEAVER BUS|2000006358|5565.54
Department for Transport|Department for Transport|15/06/2010|BUS FDR Wales|Regional & Local Transport|VEOLIA TRANSPORT CYMRU PLC|2000006359|281935.98
Department for Transport|Department for Transport|15/06/2010|Subsidies to Private Sector|Regional & Local Transport|BERRYS COACHES (TAUNTON) LTD|2000006360|12089
Department for Transport|Department for Transport|15/06/2010|Subsidies to Private Sector|Regional & Local Transport|BRIJAN TOURS LTD|2000006362|21248.18
Department for Transport|Department for Transport|15/06/2010|BUS FDR Wales|Regional & Local Transport|BRODYR JAMES|2000006363|726.35
Department for Transport|Department for Transport|15/06/2010|Subsidies to Private Sector|Regional & Local Transport|BRYLAINE TRAVEL|2000006364|72454.99
Department for Transport|Department for Transport|15/06/2010|Subsidies to Private Sector|Regional & Local Transport|BUTLER BROTHERS|2000006365|905.26
Department for Transport|Department for Transport|15/06/2010|Subsidies to Private Sector|Regional & Local Transport|BU-VAL|2000006366|29744.09
Department for Transport|Department for Transport|15/06/2010|Subsidies to Private Sector|Regional & Local Transport|C BANNISTER & SON|2000006367|11484.19
Department for Transport|Department for Transport|15/06/2010|BUS FDR Wales|Regional & Local Transport|CARDIFF CITY TRANSPORT SERVICES|2000006369|636509.19
Department for Transport|Department for Transport|15/06/2010|Subsidies to Private Sector|Regional & Local Transport|CARRS COACHES|2000006370|1857.68
Department for Transport|Department for Transport|15/06/2010|BUS FDR Wales|Regional & Local Transport|CARTEL TRAVEL LTD|2000006371|24573
Department for Transport|Department for Transport|15/06/2010|Subsidies to Private Sector|Regional & Local Transport|CAVALIER CONTRACTS LTD|2000006372|110129.92
Department for Transport|Department for Transport|15/06/2010|Subsidies to Private Sector|Regional & Local Transport|CENTREBUS LTD|2000006373|145235.82
Department for Transport|Department for Transport|15/06/2010|BUS FDR Wales|Regional & Local Transport|CERBYDAU BERWYN COACHES|2000006374|15974.43
Department for Transport|Department for Transport|15/06/2010|Subsidies to Private Sector|Regional & Local Transport|CHARLTON SERVICES|2000006375|4892.34
Department for Transport|Department for Transport|15/06/2010|Subsidies to Private Sector|Regional & Local Transport|CHESTER'S COACHES LTD|2000006376|8099.53
Department for Transport|Department for Transport|15/06/2010|Subsidies to Private Sector|Regional & Local Transport|CLARIBEL COACHES LTD|2000006377|46686.71
Department for Transport|Department for Transport|15/06/2010|Subsidies to Private Sector|Regional & Local Transport|COACH STYLE|2000006378|4758.2
Department for Transport|Department for Transport|15/06/2010|Subsidies to Private Sector|Regional & Local Transport|COASTAL COACHES|2000006379|19641.43
Department for Transport|Department for Transport|15/06/2010|Subsidies to Private Sector|Regional & Local Transport|COOKS COACHES|2000006381|63690.88
Department for Transport|Department for Transport|15/06/2010|Subsidies to Private Sector|Regional & Local Transport|COURTESY COACHES|2000006383|9295.05
Department for Transport|Department for Transport|15/06/2010|Subsidies to Private Sector|Regional & Local Transport|CROPLEY BROS TOURS FOSDYKE LTD|2000006384|2816.35
Department for Transport|Department for Transport|15/06/2010|Subsidies to Private Sector|Regional & Local Transport|CUMBRIA COACHES LTD|2000006385|1367.74
Department for Transport|Department for Transport|15/06/2010|Subsidies to Private Sector|Regional & Local Transport|D & J DICKINSON|2000006386|620.67
Department for Transport|Department for Transport|15/06/2010|Subsidies to Private Sector|Regional & Local Transport|DELAINE BUSES LTD|2000006387|44064.23
Department for Transport|Department for Transport|15/06/2010|Subsidies to Private Sector|Regional & Local Transport|DIAL A BUS|2000006388|5172.7
Department for Transport|Department for Transport|15/06/2010|Subsidies to Private Sector|Regional & Local Transport|DICKSON MINIBUS TRAVEL|2000006389|3410.72
Department for Transport|Department for Transport|15/06/2010|Subsidies to Private Sector|Regional & Local Transport|DRM (BROMYARD) LTD|2000006391|20212.93
Department for Transport|Department for Transport|15/06/2010|Subsidies to Private Sector|Regional & Local Transport|DUNN-LINE (HOLDINGS) LTD|2000006392|230114.62
Department for Transport|Department for Transport|15/06/2010|Subsidies to Private Sector|Regional & Local Transport|EASTONWAYS LTD|2000006393|17185.96
Department for Transport|Department for Transport|15/06/2010|Subsidies to Private Sector|Regional & Local Transport|EAZIBUS|2000006394|25368.53
Department for Transport|Department for Transport|15/06/2010|Subsidies to Private Sector|Regional & Local Transport|ENSIGN BUS COMPANY LTD|2000006395|72213.33
Department for Transport|Department for Transport|15/06/2010|Subsidies to Private Sector|Regional & Local Transport|EURO LINERS|2000006396|515.04
Department for Transport|Department for Transport|15/06/2010|Subsidies to Private Sector|Regional & Local Transport|EUROTAXIS LTD|2000006397|18602.66
Department for Transport|Department for Transport|15/06/2010|Subsidies to Private Sector|Regional & Local Transport|F HUNT (COACH HIRE) LTD|2000006398|16718.9
Department for Transport|Department for Transport|15/06/2010|Subsidies to Private Sector|Regional & Local Transport|FELIX BUS SERV LTD|2000006400|13462.1
Department for Transport|Department for Transport|15/06/2010|Subsidies to Private Sector|Regional & Local Transport|FERDINAND PELLINGTON|2000006401|731.8
Department for Transport|Department for Transport|15/06/2010|BUS FDR Wales|Regional & Local Transport|FFOSHELIG COACHES|2000006402|3144.49
Department for Transport|Department for Transport|15/06/2010|Subsidies to Private Sector|Regional & Local Transport|FIRST BEELINE BUSES LTD|2000006403|304858.71
Department for Transport|Department for Transport|15/06/2010|BUS FDR Wales|Regional & Local Transport|FIRST CYMRU BUSES LTD|2000006404|8264
Department for Transport|Department for Transport|15/06/2010|Subsidies to Private Sector|Regional & Local Transport|FIRST LEICESTER BUSES LTD|2000006405|316444.36
Department for Transport|Department for Transport|15/06/2010|Subsidies to Private Sector|Regional & Local Transport|FIRST NORTHAMPTON LTD|2000006406|110816.31
Department for Transport|Department for Transport|15/06/2010|Subsidies to Private Sector|Regional & Local Transport|FORD COACHES|2000006408|4865.44
Department for Transport|Department for Transport|15/06/2010|Subsidies to Private Sector|Regional & Local Transport|FRANK POPPLETON & CO|2000006409|6484.58
Department for Transport|Department for Transport|15/06/2010|Subsidies to Private Sector|Regional & Local Transport|FROME MINIBUSES LTD|2000006410|18584.21
Department for Transport|Department for Transport|15/06/2010|BUS FDR Wales|Regional & Local Transport|GOODSIR COACHES|2000006411|5765.82
Department for Transport|Department for Transport|15/06/2010|Subsidies to Private Sector|Regional & Local Transport|GRAYSCROFT BUS SERVICE LTD|2000006413|7412.04
Department for Transport|Department for Transport|15/06/2010|Subsidies to Private Sector|Regional & Local Transport|THE GREEN TRANSPORT COMPANY LIMITED|2000006414|25815.31||
Department for Transport|Department for Transport|15/06/2010|Subsidies to Private Sector|Regional & Local Transport|GREEN TRIANGLE BUSES LTD|2000006415|121685.54||
Department for Transport|Department for Transport|15/06/2010|Subsidies to Private Sector|Regional & Local Transport|GRIFFINBUS|2000006416|25081.98||
Department for Transport|Department for Transport|15/06/2010|BUS FDR Wales|Regional & Local Transport|GWYN WILLIAMS & SONS LTD|2000006417|4991.79||
