DEPARTMENT|ENTITY|DATE|EXPENSETYPE|EXPENSEAREA|SUPPLIER|TRANSACTIONNUMBER|AMOUNT|DESCRIPTION|SUPPLIER2POSTCODE
Department For Transport|Highways Agency|10/02/2014|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|621478|696.15|Apps and Certs Receipt - APC62959|M2 5JB
Department For Transport|Highways Agency|10/02/2014|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|URS INFRASTRUCTURE AND ENVIRONMENT UK LTD|612297|-12368.47|Invoice 5669420 - A138 Chelmer Viaduct, Professional Services for Period Ending 27 September 2013|RG21 7PP
Department For Transport|Highways Agency|10/02/2014|TOS operational Vehicle consumables|TRAFFIC MANAGEMENT DIRECTORATE|PRO-TECT SAFETY SIGNS|621463|850.49|Chelston protect invoice 26342 - #850.49|BS24 6TA
Department For Transport|Highways Agency|10/02/2014|Travel - Air Domestic|NETWORK DELIVERY & DEVELOPMENT|REDFERN TRAVEL LTD|72316|671.11|HOTEL, RAIL AND AIR TRAVEL JAN 2014|BD1 3AZ
Department For Transport|Highways Agency|10/02/2014|Travel - Air Domestic|NETWORK SERVICES DIRECTORATE|REDFERN TRAVEL LTD|72316|826.29|HOTEL, RAIL AND AIR TRAVEL JAN 2014|BD1 3AZ
Department For Transport|Highways Agency|10/02/2014|Travel - Air Domestic|TRAFFIC MANAGEMENT DIRECTORATE|REDFERN TRAVEL LTD|72316|361.11|HOTEL, RAIL AND AIR TRAVEL JAN 2014|BD1 3AZ
Department For Transport|Highways Agency|10/02/2014|Travel - Rail - First|MAJOR PROJECTS|REDFERN TRAVEL LTD|72316|241.47|HOTEL, RAIL AND AIR TRAVEL JAN 2014|BD1 3AZ
Department For Transport|Highways Agency|10/02/2014|Travel - Rail - First|NETWORK DELIVERY & DEVELOPMENT|REDFERN TRAVEL LTD|72316|-76.13|HOTEL, RAIL AND AIR TRAVEL JAN 2014|BD1 3AZ
Department For Transport|Highways Agency|10/02/2014|Travel - Rail - Standard|COMMERCIAL & PROCUREMENT|REDFERN TRAVEL LTD|72316|1755.55|HOTEL, RAIL AND AIR TRAVEL JAN 2014|BD1 3AZ
Department For Transport|Highways Agency|10/02/2014|Travel - Rail - Standard|COMMERCIAL & PROCUREMENT|REDFERN TRAVEL LTD|72316|2862.94|HOTEL, RAIL AND AIR TRAVEL JAN 2014|BD1 3AZ
Department For Transport|Highways Agency|10/02/2014|Travel - Rail - Standard|FINANCE & BUSINESS SERVICES|REDFERN TRAVEL LTD|72316|159.47|HOTEL, RAIL AND AIR TRAVEL JAN 2014|BD1 3AZ
Department For Transport|Highways Agency|10/02/2014|Travel - Rail - Standard|FINANCE & BUSINESS SERVICES|REDFERN TRAVEL LTD|72316|8056.93|HOTEL, RAIL AND AIR TRAVEL JAN 2014|BD1 3AZ
Department For Transport|Highways Agency|10/02/2014|Travel - Rail - Standard|MAJOR PROJECTS|REDFERN TRAVEL LTD|72316|3167.16|HOTEL, RAIL AND AIR TRAVEL JAN 2014|BD1 3AZ
Department For Transport|Highways Agency|10/02/2014|Travel - Rail - Standard|MAJOR PROJECTS|REDFERN TRAVEL LTD|72316|543.67|HOTEL, RAIL AND AIR TRAVEL JAN 2014|BD1 3AZ
Department For Transport|Highways Agency|10/02/2014|Travel - Rail - Standard|NETWORK DELIVERY & DEVELOPMENT|REDFERN TRAVEL LTD|72316|8293.03|HOTEL, RAIL AND AIR TRAVEL JAN 2014|BD1 3AZ
Department For Transport|Highways Agency|10/02/2014|Travel - Rail - Standard|NETWORK DELIVERY & DEVELOPMENT|REDFERN TRAVEL LTD|72316|136.69|HOTEL, RAIL AND AIR TRAVEL JAN 2014|BD1 3AZ
Department For Transport|Highways Agency|10/02/2014|Travel - Rail - Standard|NETWORK DELIVERY & DEVELOPMENT|REDFERN TRAVEL LTD|72316|402.04|HOTEL, RAIL AND AIR TRAVEL JAN 2014|BD1 3AZ
Department For Transport|Highways Agency|10/02/2014|Travel - Rail - Standard|NETWORK SERVICES DIRECTORATE|REDFERN TRAVEL LTD|72316|5430.81|HOTEL, RAIL AND AIR TRAVEL JAN 2014|BD1 3AZ
Department For Transport|Highways Agency|10/02/2014|Travel - Rail - Standard|NETWORK SERVICES DIRECTORATE|REDFERN TRAVEL LTD|72316|2389.82|HOTEL, RAIL AND AIR TRAVEL JAN 2014|BD1 3AZ
Department For Transport|Highways Agency|10/02/2014|Travel - Rail - Standard|STRATEGY & PLANNING DIR|REDFERN TRAVEL LTD|72316|3375.99|HOTEL, RAIL AND AIR TRAVEL JAN 2014|BD1 3AZ
Department For Transport|Highways Agency|10/02/2014|Travel - Rail - Standard|TRAFFIC MANAGEMENT DIRECTORATE|REDFERN TRAVEL LTD|72316|1448.54|HOTEL, RAIL AND AIR TRAVEL JAN 2014|BD1 3AZ
Department For Transport|Highways Agency|10/02/2014|Travel - Rail - Standard|TRAFFIC MANAGEMENT DIRECTORATE|REDFERN TRAVEL LTD|72316|530.09|HOTEL, RAIL AND AIR TRAVEL JAN 2014|BD1 3AZ
Department For Transport|Highways Agency|10/02/2014|Travel - Rail - Standard|TRAFFIC MANAGEMENT DIRECTORATE|REDFERN TRAVEL LTD|72316|895.53|HOTEL, RAIL AND AIR TRAVEL JAN 2014|BD1 3AZ
Department For Transport|Highways Agency|10/02/2014|UK subsistence|COMMERCIAL & PROCUREMENT|REDFERN TRAVEL LTD|72316|378.81|HOTEL, RAIL AND AIR TRAVEL JAN 2014|BD1 3AZ
Department For Transport|Highways Agency|10/02/2014|UK subsistence|COMMERCIAL & PROCUREMENT|REDFERN TRAVEL LTD|72316|171.7|HOTEL, RAIL AND AIR TRAVEL JAN 2014|BD1 3AZ
Department For Transport|Highways Agency|10/02/2014|UK subsistence|FINANCE & BUSINESS SERVICES|REDFERN TRAVEL LTD|72316|1544.26|HOTEL, RAIL AND AIR TRAVEL JAN 2014|BD1 3AZ
Department For Transport|Highways Agency|10/02/2014|UK subsistence|MAJOR PROJECTS|REDFERN TRAVEL LTD|72316|1245.76|HOTEL, RAIL AND AIR TRAVEL JAN 2014|BD1 3AZ
Department For Transport|Highways Agency|10/02/2014|UK subsistence|NETWORK DELIVERY & DEVELOPMENT|REDFERN TRAVEL LTD|72316|1759.55|HOTEL, RAIL AND AIR TRAVEL JAN 2014|BD1 3AZ
Department For Transport|Highways Agency|10/02/2014|UK subsistence|NETWORK DELIVERY & DEVELOPMENT|REDFERN TRAVEL LTD|72316|96.58|HOTEL, RAIL AND AIR TRAVEL JAN 2014|BD1 3AZ
Department For Transport|Highways Agency|10/02/2014|UK subsistence|NETWORK DELIVERY & DEVELOPMENT|REDFERN TRAVEL LTD|72316|80.6|HOTEL, RAIL AND AIR TRAVEL JAN 2014|BD1 3AZ
Department For Transport|Highways Agency|10/02/2014|UK subsistence|NETWORK SERVICES DIRECTORATE|REDFERN TRAVEL LTD|72316|1042.76|HOTEL, RAIL AND AIR TRAVEL JAN 2014|BD1 3AZ
Department For Transport|Highways Agency|10/02/2014|UK subsistence|NETWORK SERVICES DIRECTORATE|REDFERN TRAVEL LTD|72316|242.9|HOTEL, RAIL AND AIR TRAVEL JAN 2014|BD1 3AZ
Department For Transport|Highways Agency|10/02/2014|UK subsistence|STRATEGY & PLANNING DIR|REDFERN TRAVEL LTD|72316|700.8|HOTEL, RAIL AND AIR TRAVEL JAN 2014|BD1 3AZ
Department For Transport|Highways Agency|10/02/2014|UK subsistence|TRAFFIC MANAGEMENT DIRECTORATE|REDFERN TRAVEL LTD|72316|737.79|HOTEL, RAIL AND AIR TRAVEL JAN 2014|BD1 3AZ
Department For Transport|Highways Agency|10/02/2014|UK subsistence|TRAFFIC MANAGEMENT DIRECTORATE|REDFERN TRAVEL LTD|72316|4563.34|HOTEL, RAIL AND AIR TRAVEL JAN 2014|BD1 3AZ
Department For Transport|Highways Agency|11/02/2014|Call costs - Public Network|FINANCE & BUSINESS SERVICES|BRITISH TELECOM PLC (NON CIS) CHARGES|621658|5168.48|Acc. VP76982270 // Doc. 00435880 // #5,168.48|DH98 1BT
Department For Transport|Highways Agency|11/02/2014|CM - Compounds Maintenance|NETWORK DELIVERY & DEVELOPMENT|CARILLION-WSP JOINT VENTURE|621582|12232.73|Apps and Certs Receipt - APC62082|WV1 4RU
Department For Transport|Highways Agency|11/02/2014|CM - Compounds Maintenance|NETWORK DELIVERY & DEVELOPMENT|CARILLION-WSP JOINT VENTURE|621586|5614.09|Apps and Certs Receipt - APC62201|WV1 4RU
Department For Transport|Highways Agency|11/02/2014|CM - Current Horticulture Maintenance|NETWORK DELIVERY & DEVELOPMENT|CARILLION-WSP JOINT VENTURE|621581|12047.81|Apps and Certs Receipt - APC62123|WV1 4RU
Department For Transport|Highways Agency|11/02/2014|CM - Lump Sum Fees|NETWORK DELIVERY & DEVELOPMENT|OVE ARUP & PARTNERS|621589|5743.24|Arup Area 14 Compiler|NE1 3PL
Department For Transport|Highways Agency|11/02/2014|CM - Third Party Damage|NETWORK DELIVERY & DEVELOPMENT|CARILLION-WSP JOINT VENTURE|621582|41467.44|Apps and Certs Receipt - APC62082|WV1 4RU
Department For Transport|Highways Agency|11/02/2014|CM - Time Based Charges|NETWORK DELIVERY & DEVELOPMENT|AECOM|621591|2256.44|AECOM invoice for Jan 523832 #2,256.44|AL1 9WQ
Department For Transport|Highways Agency|11/02/2014|CM - Time Based Charges|NETWORK DELIVERY & DEVELOPMENT|AECOM|621593|3659.71|AECOM invoice for January 523823  #3,659.71|AL1 9WQ
Department For Transport|Highways Agency|11/02/2014|CM - Time Based Charges|NETWORK DELIVERY & DEVELOPMENT|AECOM|621594|5114.02|AECOM invoice January. 523829. #5,114.02|AL1 9WQ
Department For Transport|Highways Agency|11/02/2014|CM - Time Based Charges|NETWORK DELIVERY & DEVELOPMENT|AECOM|621596|46461.91|AECOM invoice - January - 523826 - #46,461.91|AL1 9WQ
Department For Transport|Highways Agency|11/02/2014|CM - Time Based Charges|NETWORK DELIVERY & DEVELOPMENT|CARILLION-WSP JOINT VENTURE|616833|-576.28|Apps and Certs Receipt - APC58673|WV1 4RU
Department For Transport|Highways Agency|11/02/2014|CM - Time Based Charges|NETWORK DELIVERY & DEVELOPMENT|CARILLION-WSP JOINT VENTURE|621576|67443.51|Apps and Certs Receipt - APC61955|WV1 4RU
Department For Transport|Highways Agency|11/02/2014|CM - Time Based Charges|NETWORK DELIVERY & DEVELOPMENT|CARILLION-WSP JOINT VENTURE|621582|95951.74|Apps and Certs Receipt - APC62082|WV1 4RU
Department For Transport|Highways Agency|11/02/2014|CM - Time Based Charges|NETWORK DELIVERY & DEVELOPMENT|CARILLION-WSP JOINT VENTURE|621586|6076|Apps and Certs Receipt - APC62201|WV1 4RU
Department For Transport|Highways Agency|11/02/2014|Contractors Costs|NETWORK DELIVERY & DEVELOPMENT|CARILLION-WSP JOINT VENTURE|621576|674.3|Apps and Certs Receipt - APC61955|WV1 4RU
Department For Transport|Highways Agency|11/02/2014|Contractors Costs|NETWORK DELIVERY & DEVELOPMENT|CARILLION-WSP JOINT VENTURE|621576|1445.27|Apps and Certs Receipt - APC61955|WV1 4RU
Department For Transport|Highways Agency|11/02/2014|Contractors Costs|NETWORK DELIVERY & DEVELOPMENT|CARILLION-WSP JOINT VENTURE|621576|682.2|Apps and Certs Receipt - APC61955|WV1 4RU
Department For Transport|Highways Agency|11/02/2014|Contractors Costs|NETWORK DELIVERY & DEVELOPMENT|CARILLION-WSP JOINT VENTURE|621576|10212.21|Apps and Certs Receipt - APC61955|WV1 4RU
Department For Transport|Highways Agency|11/02/2014|Contractors Costs|NETWORK DELIVERY & DEVELOPMENT|CARILLION-WSP JOINT VENTURE|621576|25192.55|Apps and Certs Receipt - APC61955|WV1 4RU
Department For Transport|Highways Agency|11/02/2014|Contractors Costs|NETWORK DELIVERY & DEVELOPMENT|CARILLION-WSP JOINT VENTURE|621576|34931.23|Apps and Certs Receipt - APC61955|WV1 4RU
Department For Transport|Highways Agency|11/02/2014|Contractors Costs|NETWORK DELIVERY & DEVELOPMENT|CARILLION-WSP JOINT VENTURE|621576|6647.74|Apps and Certs Receipt - APC61955|WV1 4RU
Department For Transport|Highways Agency|11/02/2014|Contractors Costs|NETWORK DELIVERY & DEVELOPMENT|CARILLION-WSP JOINT VENTURE|621576|2931.71|Apps and Certs Receipt - APC61955|WV1 4RU
Department For Transport|Highways Agency|11/02/2014|Contractors Costs|NETWORK DELIVERY & DEVELOPMENT|CARILLION-WSP JOINT VENTURE|621582|553.9|Apps and Certs Receipt - APC62082|WV1 4RU
Department For Transport|Highways Agency|11/02/2014|Contractors Costs|NETWORK DELIVERY & DEVELOPMENT|CARILLION-WSP JOINT VENTURE|621582|13026.33|Apps and Certs Receipt - APC62082|WV1 4RU
Department For Transport|Highways Agency|11/02/2014|Contractors Costs|NETWORK DELIVERY & DEVELOPMENT|CARILLION-WSP JOINT VENTURE|621582|27953.1|Apps and Certs Receipt - APC62082|WV1 4RU
Department For Transport|Highways Agency|11/02/2014|Contractors Costs|NETWORK DELIVERY & DEVELOPMENT|CARILLION-WSP JOINT VENTURE|621582|1145.14|Apps and Certs Receipt - APC62082|WV1 4RU
Department For Transport|Highways Agency|11/02/2014|Contractors Costs|NETWORK DELIVERY & DEVELOPMENT|JACOBS UK LTD|621569|34525.71|Major Works Design|G2 7HX
Department For Transport|Highways Agency|11/02/2014|Contractors Costs|NETWORK DELIVERY & DEVELOPMENT|JACOBS UK LTD|621570|19668.99|Major Works Site Supervision|G2 7HX
Department For Transport|Highways Agency|11/02/2014|Contractors Costs|NETWORK DELIVERY & DEVELOPMENT|OVE ARUP & PARTNERS|621588|55612.58|HDD H&S Delivery Support Officers for the period 30.12.13 - 31.01.14|NE1 3PL
Department For Transport|Highways Agency|11/02/2014|Contractors Costs|NETWORK DELIVERY & DEVELOPMENT|OVE ARUP & PARTNERS|621592|44361.23|For fees in January 2014|NE1 3PL
Department For Transport|Highways Agency|11/02/2014|Contractors Costs|NETWORK SERVICES DIRECTORATE|WSP UK LIMITED|621613|2831.54|Receipt for ROV January 2014 (Receipt 1 of 2)|RG21 4HJ
Department For Transport|Highways Agency|11/02/2014|Contractors Costs|TRAFFIC MANAGEMENT DIRECTORATE|PRO-TECT SAFETY SIGNS|621650|1240|26299|BS24 6TA
Department For Transport|Highways Agency|11/02/2014|Contractors Costs|TRAFFIC MANAGEMENT DIRECTORATE|PRO-TECT SAFETY SIGNS|621651|13192.8|26300|BS24 6TA
Department For Transport|Highways Agency|11/02/2014|Contractors Costs|TRAFFIC MANAGEMENT DIRECTORATE|SOFTWARE BOX LIMITED|621656|152156.55|INV67847A|YO61 1ET
Department For Transport|Highways Agency|11/02/2014|Contractor Costs|MAJOR PROJECTS|COSTAIN LIMITED|619794|-206302.08|M25 J25 Holmesdale Tunnel: Settlement & Final Account|SL6 4UB
Department For Transport|Highways Agency|11/02/2014|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|CARILLION-WSP JOINT VENTURE|480219|-0.14|Apps & Certs - August 2010|WV1 4RU
Department For Transport|Highways Agency|11/02/2014|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|CARILLION-WSP JOINT VENTURE|480219|-138.1|Apps & Certs - August 2010|WV1 4RU
Department For Transport|Highways Agency|11/02/2014|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|COMPUTACENTER (UK) LTD|621624|807.47|Replacement radio Area 1|AL10 9TW
Department For Transport|Highways Agency|11/02/2014|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|HAMMOND (ECS) LTD|621646|987|LFB/3 Relocate Owl Box|CF44 0AE
Department For Transport|Highways Agency|11/02/2014|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|JACOBS UK LTD|621571|7475.08|Framework Management|G2 7HX
Department For Transport|Highways Agency|11/02/2014|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|JACOBS UK LTD|621572|5676.52|Abnormal Loads|G2 7HX
Department For Transport|Highways Agency|11/02/2014|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|JACOBS UK LTD|621574|4265.28|Estate Management|G2 7HX
Department For Transport|Highways Agency|11/02/2014|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|JACOBS UK LTD|621577|46176.67|Assessments Structural & Scour|G2 7HX
Department For Transport|Highways Agency|11/02/2014|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|JACOBS UK LTD|621578|1601.97|#|G2 7HX
Department For Transport|Highways Agency|11/02/2014|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|KIER MG LIMITED|621626|12762.86|CAG1/2 Brickwork Repairs|NR14 8SZ
Department For Transport|Highways Agency|11/02/2014|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|KIER MG LIMITED|621636|8920.04|KLO/44 Parapet repairs|NR14 8SZ
Department For Transport|Highways Agency|11/02/2014|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|RAYNESWAY CONSTRUCTION LIMITED|621634|10004|CCS3/1 Repair following puncture|NE12 8BU
Department For Transport|Highways Agency|11/02/2014|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|RAYNESWAY CONSTRUCTION LIMITED|621635|4965|MAJ/289 Jacobs Access to progress design|NE12 8BU
Department For Transport|Highways Agency|11/02/2014|Contractor Costs|TRAFFIC MANAGEMENT DIRECTORATE|MOUCHEL LIMITED|619017|-98293.94|90152583|OL1 9LH
Department For Transport|Highways Agency|11/02/2014|External seminars and conferences|FINANCE & BUSINESS SERVICES|PR ACADEMY LTD|621597|1595|#|ME14 5NZ
Department For Transport|Highways Agency|11/02/2014|Hire car fuel|COMMERCIAL & PROCUREMENT|ENTERPRISE RENT-A-CAR UK LTD|724136REP|49.2|CAR RENTAL  DEC 2013|TW20 8RX
Department For Transport|Highways Agency|11/02/2014|Hire car fuel|COMMERCIAL & PROCUREMENT|ENTERPRISE RENT-A-CAR UK LTD|724136REP|82.66|CAR RENTAL  DEC 2013|TW20 8RX
Department For Transport|Highways Agency|11/02/2014|Hire car fuel|COMMERCIAL & PROCUREMENT|ENTERPRISE RENT-A-CAR UK LTD|734717|17.71|CAR RENTAL JAN 2014|TW20 8RX
Department For Transport|Highways Agency|11/02/2014|Hire car fuel|FINANCE & BUSINESS SERVICES|ENTERPRISE RENT-A-CAR UK LTD|724136REP|55.1|CAR RENTAL  DEC 2013|TW20 8RX
Department For Transport|Highways Agency|11/02/2014|Hire car fuel|FINANCE & BUSINESS SERVICES|ENTERPRISE RENT-A-CAR UK LTD|734717|214.52|CAR RENTAL JAN 2014|TW20 8RX
Department For Transport|Highways Agency|11/02/2014|Hire car fuel|MAJOR PROJECTS|ENTERPRISE RENT-A-CAR UK LTD|724136REP|421.57|CAR RENTAL  DEC 2013|TW20 8RX
Department For Transport|Highways Agency|11/02/2014|Hire car fuel|MAJOR PROJECTS|ENTERPRISE RENT-A-CAR UK LTD|734717|212.52|CAR RENTAL JAN 2014|TW20 8RX
Department For Transport|Highways Agency|11/02/2014|Hire car fuel|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISE RENT-A-CAR UK LTD|724136REP|517.21|CAR RENTAL  DEC 2013|TW20 8RX
Department For Transport|Highways Agency|11/02/2014|Hire car fuel|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISE RENT-A-CAR UK LTD|724136REP|66.91|CAR RENTAL  DEC 2013|TW20 8RX
Department For Transport|Highways Agency|11/02/2014|Hire car fuel|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISE RENT-A-CAR UK LTD|724136REP|59.04|CAR RENTAL  DEC 2013|TW20 8RX
Department For Transport|Highways Agency|11/02/2014|Hire car fuel|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISE RENT-A-CAR UK LTD|734717|651.41|CAR RENTAL JAN 2014|TW20 8RX
Department For Transport|Highways Agency|11/02/2014|Hire car fuel|NETWORK SERVICES DIRECTORATE|ENTERPRISE RENT-A-CAR UK LTD|724136REP|35.42|CAR RENTAL  DEC 2013|TW20 8RX
Department For Transport|Highways Agency|11/02/2014|Hire car fuel|NETWORK SERVICES DIRECTORATE|ENTERPRISE RENT-A-CAR UK LTD|724136REP|69.05|CAR RENTAL  DEC 2013|TW20 8RX
Department For Transport|Highways Agency|11/02/2014|Hire car fuel|NETWORK SERVICES DIRECTORATE|ENTERPRISE RENT-A-CAR UK LTD|734717|118.08|CAR RENTAL JAN 2014|TW20 8RX
Department For Transport|Highways Agency|11/02/2014|Hire car fuel|TRAFFIC MANAGEMENT DIRECTORATE|ENTERPRISE RENT-A-CAR UK LTD|724136REP|202.7|CAR RENTAL  DEC 2013|TW20 8RX
Department For Transport|Highways Agency|11/02/2014|Hire car fuel|TRAFFIC MANAGEMENT DIRECTORATE|ENTERPRISE RENT-A-CAR UK LTD|724136REP|68.88|CAR RENTAL  DEC 2013|TW20 8RX
Department For Transport|Highways Agency|11/02/2014|Hire car fuel|TRAFFIC MANAGEMENT DIRECTORATE|ENTERPRISE RENT-A-CAR UK LTD|734717|777.78|CAR RENTAL JAN 2014|TW20 8RX
Department For Transport|Highways Agency|11/02/2014|Hire car fuel|TRAFFIC MANAGEMENT DIRECTORATE|ENTERPRISE RENT-A-CAR UK LTD|734717|49.2|CAR RENTAL JAN 2014|TW20 8RX
Department For Transport|Highways Agency|11/02/2014|Hire car rental|COMMERCIAL & PROCUREMENT|ENTERPRISE RENT-A-CAR UK LTD|724136REP|315.89|CAR RENTAL  DEC 2013|TW20 8RX
Department For Transport|Highways Agency|11/02/2014|Hire car rental|COMMERCIAL & PROCUREMENT|ENTERPRISE RENT-A-CAR UK LTD|724136REP|249.42|CAR RENTAL  DEC 2013|TW20 8RX
Department For Transport|Highways Agency|11/02/2014|Hire car rental|COMMERCIAL & PROCUREMENT|ENTERPRISE RENT-A-CAR UK LTD|734717|232.39|CAR RENTAL JAN 2014|TW20 8RX
Department For Transport|Highways Agency|11/02/2014|Hire car rental|COMMERCIAL & PROCUREMENT|ENTERPRISE RENT-A-CAR UK LTD|734717|426.93|CAR RENTAL JAN 2014|TW20 8RX
Department For Transport|Highways Agency|11/02/2014|Hire car rental|FINANCE & BUSINESS SERVICES|ENTERPRISE RENT-A-CAR UK LTD|724136REP|571.31|CAR RENTAL  DEC 2013|TW20 8RX
Department For Transport|Highways Agency|11/02/2014|Hire car rental|FINANCE & BUSINESS SERVICES|ENTERPRISE RENT-A-CAR UK LTD|734717|1003.67|CAR RENTAL JAN 2014|TW20 8RX
Department For Transport|Highways Agency|11/02/2014|Hire car rental|MAJOR PROJECTS|ENTERPRISE RENT-A-CAR UK LTD|724136REP|1595.93|CAR RENTAL  DEC 2013|TW20 8RX
Department For Transport|Highways Agency|11/02/2014|Hire car rental|MAJOR PROJECTS|ENTERPRISE RENT-A-CAR UK LTD|734717|1393.07|CAR RENTAL JAN 2014|TW20 8RX
Department For Transport|Highways Agency|11/02/2014|Hire car rental|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISE RENT-A-CAR UK LTD|724136REP|3544.09|CAR RENTAL  DEC 2013|TW20 8RX
Department For Transport|Highways Agency|11/02/2014|Hire car rental|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISE RENT-A-CAR UK LTD|724136REP|119.13|CAR RENTAL  DEC 2013|TW20 8RX
Department For Transport|Highways Agency|11/02/2014|Hire car rental|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISE RENT-A-CAR UK LTD|724136REP|69.7|CAR RENTAL  DEC 2013|TW20 8RX
Department For Transport|Highways Agency|11/02/2014|Hire car rental|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISE RENT-A-CAR UK LTD|734717|4394.02|CAR RENTAL JAN 2014|TW20 8RX
Department For Transport|Highways Agency|11/02/2014|Hire car rental|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISE RENT-A-CAR UK LTD|734717|273.49|CAR RENTAL JAN 2014|TW20 8RX
Department For Transport|Highways Agency|11/02/2014|Hire car rental|NETWORK SERVICES DIRECTORATE|ENTERPRISE RENT-A-CAR UK LTD|724136REP|472.2|CAR RENTAL  DEC 2013|TW20 8RX
Department For Transport|Highways Agency|11/02/2014|Hire car rental|NETWORK SERVICES DIRECTORATE|ENTERPRISE RENT-A-CAR UK LTD|724136REP|358.55|CAR RENTAL  DEC 2013|TW20 8RX
Department For Transport|Highways Agency|11/02/2014|Hire car rental|NETWORK SERVICES DIRECTORATE|ENTERPRISE RENT-A-CAR UK LTD|734717|772.51|CAR RENTAL JAN 2014|TW20 8RX
Department For Transport|Highways Agency|11/02/2014|Hire car rental|NETWORK SERVICES DIRECTORATE|ENTERPRISE RENT-A-CAR UK LTD|734717|337.74|CAR RENTAL JAN 2014|TW20 8RX
Department For Transport|Highways Agency|11/02/2014|Hire car rental|TRAFFIC MANAGEMENT DIRECTORATE|ENTERPRISE RENT-A-CAR UK LTD|724136REP|311.63|CAR RENTAL  DEC 2013|TW20 8RX
Department For Transport|Highways Agency|11/02/2014|Hire car rental|TRAFFIC MANAGEMENT DIRECTORATE|ENTERPRISE RENT-A-CAR UK LTD|724136REP|4053.6|CAR RENTAL  DEC 2013|TW20 8RX
Department For Transport|Highways Agency|11/02/2014|Hire car rental|TRAFFIC MANAGEMENT DIRECTORATE|ENTERPRISE RENT-A-CAR UK LTD|724136REP|79.9|CAR RENTAL  DEC 2013|TW20 8RX
Department For Transport|Highways Agency|11/02/2014|Hire car rental|TRAFFIC MANAGEMENT DIRECTORATE|ENTERPRISE RENT-A-CAR UK LTD|734717|457.58|CAR RENTAL JAN 2014|TW20 8RX
Department For Transport|Highways Agency|11/02/2014|Hire car rental|TRAFFIC MANAGEMENT DIRECTORATE|ENTERPRISE RENT-A-CAR UK LTD|734717|5485.15|CAR RENTAL JAN 2014|TW20 8RX
Department For Transport|Highways Agency|11/02/2014|Hire car rental|TRAFFIC MANAGEMENT DIRECTORATE|ENTERPRISE RENT-A-CAR UK LTD|734717|139.54|CAR RENTAL JAN 2014|TW20 8RX
Department For Transport|Highways Agency|11/02/2014|ICT Software Maintenance|FINANCE & BUSINESS SERVICES|CLOUDBUY PLC|621659|122730|Portal Replacement Services January 14|RG7 8NN
Department For Transport|Highways Agency|11/02/2014|Lands Costs|MAJOR PROJECTS|FILE CENTRE DOCUMENT AND DATA STORAGE LIMITED|LOMD245897|5610.99|HAL55555541//5009261|BS4 5QW
Department For Transport|Highways Agency|11/02/2014|Non Civil Servant HA Staff|FINANCE & BUSINESS SERVICES|PRICEWATERHOUSECOOPERS|621614|18243.16|PWC Fees as at 31 Dec 13|LS1 4JP
Department For Transport|Highways Agency|11/02/2014|Non Civil Servant HA Staff|MAJOR PROJECTS|VENN GROUP LIMITED|621573|742.06|xxxxx w/e 2 Feb 37.5 hours|WC2R 0AA
Department For Transport|Highways Agency|11/02/2014|Non Civil Servant HA Staff|MAJOR PROJECTS|VENN GROUP LIMITED|621575|742.06|xxxxxw/e 9 Feb 37.5 hours|WC2R 0AA
Department For Transport|Highways Agency|11/02/2014|Non Civil Servant HA Staff|TRAFFIC MANAGEMENT DIRECTORATE|BROOK STREET (UK)  LTD|621631|832.14|xxxxx - w/c 25/01/14 timesheet PX45478 45hrs @ #15.41 = #693.45|AL1 4ZX
Department For Transport|Highways Agency|11/02/2014|Other external training costs|TRAFFIC MANAGEMENT DIRECTORATE|CAPITA GROUP|621602|1585.36|X28309|DL1 9HN
Department For Transport|Highways Agency|11/02/2014|Other external training costs|TRAFFIC MANAGEMENT DIRECTORATE|CAPITA GROUP|621603|4756.08|X25959|DL1 9HN
Department For Transport|Highways Agency|11/02/2014|Other external training costs|TRAFFIC MANAGEMENT DIRECTORATE|CAPITA GROUP|621605|31707.2|X27522|DL1 9HN
