DEPARTMENT|ENTITY|DATE|EXPENSETYPE|EXPENSEAREA|SUPPLIER|TRANSACTIONNUMBER|AMOUNT|DESCRIPTION|SUPPLIER2POSTCODE
Department for Transport|Department for Transport|30/01/2014|Cars Maintenance|Motoring Services|SW Automotive|2000023315|1159.17|#|BR2 9QL
Department for Transport|Department for Transport|30/01/2014|Computer equipment|Air Accident Investigation Branch|INSIGHT DIRECT (UK) LTD|2000023285|615.66|#|UB8 1PH
Department for Transport|Department for Transport|30/01/2014|Conferences / Semina|Refran Prog Off|M U ENTERPRISES LTD|2000023293|244.16|#|SW1P 3RB
Department for Transport|Department for Transport|30/01/2014|Financial Consultanc|Business Transformation|PRGX UK LIMITED|2000023304|8176.8|#|LU1 3LU
Department for Transport|Department for Transport|30/01/2014|Financial Consultanc|Business Transformation|PRGX UK LIMITED|2000023304|8176.8|#|LU1 3LU
Department for Transport|Department for Transport|30/01/2014|Grt Aid to NDPBs|DASH|HS2|2000023303|10000000|HS2 February 2014 1st Tranche|SW1E 5DU
Department for Transport|Department for Transport|30/01/2014|IT Ser Running Costs|Motoring Services|AFD SOFTWARE LTD|2000023308|2700|#|IM8 1RG
Department for Transport|Department for Transport|30/01/2014|IT Ser Running Costs|Motoring Services|CIVICA UK LIMITED|2000023302|10026.62|#|DY1 4TD
Department for Transport|Department for Transport|30/01/2014|IT Ser Running Costs|Motoring Services|DAVIES AND ROBSON LOGISTICS LTD|2000023309|15691.5|#|NN7 4QG
Department for Transport|Department for Transport|30/01/2014|Machinery Rental|Group Finance|RICOH UK LTD|2000023292|843.76|#|NN4 7YB
Department for Transport|Department for Transport|30/01/2014|Maintenance Other|Roads|TDC SYSTEMS LIMITED|2000023297|3300|#|BS24 9BP
Department for Transport|Department for Transport|30/01/2014|Maintenance Other|Motoring Services|ARVAL PHH|2000023287|1137.85|#|SN5 6PE
Department for Transport|Department for Transport|30/01/2014|Maintenance Other|Motoring Services|ARVAL PHH|2000023287|1428.77|#|SN5 6PE
Department for Transport|Department for Transport|30/01/2014|Printing|DASH|WILLIAMS LEA LIMITED|2000023305|1364|#|NR3 1PD
Department for Transport|Department for Transport|30/01/2014|Rent - L&B (non-PFI)|Refran Prog Off|M U ENTERPRISES LTD|2000023293|396|#|SW1P 3RB
Department for Transport|Department for Transport|30/01/2014|Room Hire|Aviation|CONFERENCE CENTRE AT CHURCH HOUSE|2000023290|2054.4|#|SW1P 3NZ
Department for Transport|Department for Transport|30/01/2014|Subsidies Private Se|Roads|MSRS Freight Grant|2000023299|57932.2|MSRS Freight Grant|xxxxxx
Department for Transport|Department for Transport|30/01/2014|Subsidies Private Se|Roads|MSRS Freight Grant|2000023300|137113|MSRS Freight Grant|xxxxxx
Department for Transport|Department for Transport|30/01/2014|Subsidies Private Se|Roads|MSRS Freight Grant|2000023306|102217.92|MSRS Freight Grant|xxxxxx
Department for Transport|Department for Transport|30/01/2014|Support Services|Transport Direct and Travel information|VEHICLE & OPERATOR SERVICES AGENCY|2000023323|8000|#|SA1 8AN
Department for Transport|Department for Transport|30/01/2014|Support Services|General Counsel's Office|Thompsons Solicitors|2000023321|100000|Industrial Disease Claim|HA1 3AP
Department for Transport|Department for Transport|30/01/2014|Investigation Services|Managing Director Motoring Services|CH&I Associates Ltd|2000023320|4318.08|#|SK11 8AA
Department for Transport|Department for Transport|30/01/2014|Investigation Services|Managing Director Motoring Services|CH&I Associates Ltd|2000023320|2127.84|#|SK11 8AA
Department for Transport|Department for Transport|30/01/2014|Vehicles and Transportation Capital Costs|Motoring Services|Jaguar Cars Limited|2000023312|36990|#|CV3 4LF
Department for Transport|Department for Transport|31/01/2014|Agency Staff Costs|Group Finance|MICHAEL PAGE INTERNATIONAL|2000023387|3852|#|SL1 3SA
Department for Transport|Department for Transport|31/01/2014|Agency Staff Costs|Rail and Road Projects|BADENOCH & CLARK|2000023379|3088.8|#|EC4V 4BG
Department for Transport|Department for Transport|31/01/2014|Agency Staff Costs|Rail and Road Projects|BADENOCH & CLARK|2000023379|3088.8|#|EC4V 4BG
Department for Transport|Department for Transport|31/01/2014|Cap Grt Pri Sec-Cos.|Greener Transport & International|British Gas Ltd|2000023399|139000|British Gas Dec 2013 #139k|S60 1BY
Department for Transport|Department for Transport|31/01/2014|Cap Grt Pri Sec-Cos.|Greener Transport & International|Chargemaster|2000023398|390000|Chargemaster Dec #390k|LU1 3LU
Department for Transport|Department for Transport|31/01/2014|Cap Grt Pri Sec-Cos.|Greener Transport & International|Pod Point|2000023397|20993.11|PODpoint December 3013 #20.9k|E1 1EE
Department for Transport|Department for Transport|31/01/2014|Computer Consumables|Transport Security - Security Compliance Division |XMA LIMITED GOSC|100027884|-915.21|PO 8000125734|NG11 7EP
Department for Transport|Department for Transport|31/01/2014|Computer Consumables|Transport Security - Security Compliance Division |XMA LIMITED GOSC|100027884|915.21|PO 8000125734|NG11 7EP
Department for Transport|Department for Transport|31/01/2014|Electricity|Air Accident Investigation Branch|FLOGAS UK LIMITED|2000023396|2110.46|#|LE7 1PF
Department for Transport|Department for Transport|31/01/2014|Electricity|Air Accident Investigation Branch|MINISTRY OF DEFENCE|2000023388|3951.34|MOD-AAIV 31.12.2013|L2 3YL
Department for Transport|Department for Transport|31/01/2014|EU Cap Grt Pri Sec-C|Greener Transport & International|FELIXSTOWE DOC AND|2000023392|1639863.88|Final Payment 2010-UK-91107-P, Felixstowe Rail Te|IP11 3SY
Department for Transport|Department for Transport|31/01/2014|IT Consultancy|Rail Commercial Contracts|ATOS IT SERVICES UK LTD|2000023378|14071.36|#|WV10 6UH
Department for Transport|Department for Transport|31/01/2014|IT Ser Running Costs|Group Finance|RSM TENON|2000023393|2700|#|W1U 4JT
Department for Transport|Department for Transport|31/01/2014|L&B Excl Dwellings|Maritime|Guideline Lift Services Ltd|2000023401|37610|#|BR8 7AG
Department for Transport|Department for Transport|31/01/2014|Property Maintenance|Air Accident Investigation Branch|CHUBB FIRE & SECURITY LIMITED|2000023381|457.28|#|LU1 1UR
Department for Transport|Department for Transport|31/01/2014|Telephone charges|Air Accident Investigation Branch|ALTERNATIVE NETWORKS PLC|2000023389|3720|#|SW11 3UL
Department for Transport|Department for Transport|31/01/2014|Telephone charges|Air Accident Investigation Branch|BT PAYMENT SERVICES LTD|2000023384|3690|#|DH98 1BT
Department for Transport|Department for Transport|31/01/2014|Telephone charges|Air Accident Investigation Branch|VODAFONE LTD|2000023386|1705.42|#|RG14 5FF
Department for Transport|Department for Transport|31/01/2014|Training|Air Accident Investigation Branch|HELI AIR LIMITED|2000023395|635|#|CV35 9EU
Department for Transport|Department for Transport|31/01/2014|Training|Transport Security - Security Compliance Division |GATWICK AIRPORT LTD|2000023391|780|#|RH6 6AU
Department for Transport|Department for Transport|31/01/2014|Training|Maritime|Thresholds|2000023382|1500|#|BS5 9AY
Department for Transport|Department for Transport|31/01/2014|Transport  Consult|Aviation|xxxxxx|2000023400|1400|#|xxxxxx
Department for Transport|Department for Transport|31/01/2014|Transport  Consult|Refran Prog Off|TRANSPORT RESEARCH LABORATORY|2000023383|32714.56|#|RG40 3GA
Department for Transport|Department for Transport|31/01/2014|Travel Expenses UK|Marine Accident Investigation Branch|CLYDE TRAVEL|2000023380|-586.8|Refund re Inv 1189506 dd 05/12/2013|G51 1HJ
Department for Transport|Department for Transport|31/01/2014|Travel Expenses UK|Marine Accident Investigation Branch|CLYDE TRAVEL|2000023380|516|Clyde 25.01.2014|G51 1HJ
Department for Transport|Department for Transport|31/01/2014|Travel Expenses UK|Marine Accident Investigation Branch|CLYDE TRAVEL|2000023380|517.26|Clyde 23.01.2014-Southampton|G51 1HJ
Department For Transport|Highways Agency|01/01/2014|Foreign - Hotel/Apartment|NETWORK DELIVERY & DEVELOPMENT|REDFERN TRAVEL LTD|071390DUP|80.92|AIR, HOTEL AND RAIL - DEC 2013|BD1 3AZ
Department For Transport|Highways Agency|01/01/2014|Lands Costs|MAJOR PROJECTS|SMITHS GORE|LOMD245488|1004|HAL55555547//28018900|PE1 1QF
Department For Transport|Highways Agency|01/01/2014|TA Cost AUC - Programme|MAJOR PROJECTS|EVERSHEDS LLP|LOMD241528|723|HAL00012302//91248666|CF10 5BT
Department For Transport|Highways Agency|01/01/2014|TA Cost AUC - Programme|MAJOR PROJECTS|EVERSHEDS LLP|LOMD243768|679|HAL00011756/XXXXXXXA/91248516|CF10 5BT
Department For Transport|Highways Agency|01/01/2014|TA Cost AUC - Programme|MAJOR PROJECTS|EVERSHEDS LLP|LOMD245484|56369.13|00011486/XXXXXXX|CF10 5BT
Department For Transport|Highways Agency|01/01/2014|TA Cost AUC - Programme|MAJOR PROJECTS|EVERSHEDS LLP|LOMD245486|1150.8|HAL00009906/XXXXXXX/91248456|CF10 5BT
Department For Transport|Highways Agency|01/01/2014|TA Cost AUC - Programme|MAJOR PROJECTS|EVERSHEDS LLP|LOMD245487|789|HAL55555544//91248454|CF10 5BT
Department For Transport|Highways Agency|01/01/2014|TA Cost AUC - Programme|MAJOR PROJECTS|EVERSHEDS LLP|LOMD245489|680.4|HAL00003819/XXXXXXX, /91248458|CF10 5BT
Department For Transport|Highways Agency|01/01/2014|TA Cost AUC - Programme|MAJOR PROJECTS|EVERSHEDS LLP|LOMD245490|8450|00012865/XXXXXXX|CF10 5BT
Department For Transport|Highways Agency|01/01/2014|TA Cost AUC - Programme|MAJOR PROJECTS|VALUATION OFFICE AGENCY|LOMD239938|1445|HAL00012653/XXXXXXX /25000113892013|SW19 4DT
Department For Transport|Highways Agency|01/01/2014|TA Cost AUC - Programme|MAJOR PROJECTS|VALUATION OFFICE AGENCY|LOMD241793|544|HAL00011784/XXXXXXX/25000019601201|SW19 4DT
Department For Transport|Highways Agency|01/01/2014|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|EVERSHEDS LLP|LOMD245491|7500|00012868/XXXXXXX|CF10 5BT
Department For Transport|Highways Agency|01/01/2014|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|EVERSHEDS LLP|LOMD245492|33500|00012809/XXXXXXX|CF10 5BT
Department For Transport|Highways Agency|01/01/2014|Travel - Air Domestic|NETWORK DELIVERY & DEVELOPMENT|REDFERN TRAVEL LTD|071390DUP|222.71|AIR, HOTEL AND RAIL - DEC 2013|BD1 3AZ
Department For Transport|Highways Agency|01/01/2014|Travel - Rail - First|FINANCE & BUSINESS SERVICES|REDFERN TRAVEL LTD|071390DUP|97.84|AIR, HOTEL AND RAIL - DEC 2013|BD1 3AZ
Department For Transport|Highways Agency|01/01/2014|Travel - Rail - Standard|COMMERCIAL & PROCUREMENT|REDFERN TRAVEL LTD|071390DUP|-107.49|AIR, HOTEL AND RAIL - DEC 2013|BD1 3AZ
Department For Transport|Highways Agency|01/01/2014|Travel - Rail - Standard|COMMERCIAL & PROCUREMENT|REDFERN TRAVEL LTD|071390DUP|103.75|AIR, HOTEL AND RAIL - DEC 2013|BD1 3AZ
Department For Transport|Highways Agency|01/01/2014|Travel - Rail - Standard|FINANCE & BUSINESS SERVICES|REDFERN TRAVEL LTD|071390DUP|41.63|AIR, HOTEL AND RAIL - DEC 2013|BD1 3AZ
Department For Transport|Highways Agency|01/01/2014|Travel - Rail - Standard|MAJOR PROJECTS|REDFERN TRAVEL LTD|071390DUP|124.76|AIR, HOTEL AND RAIL - DEC 2013|BD1 3AZ
Department For Transport|Highways Agency|01/01/2014|Travel - Rail - Standard|NETWORK DELIVERY & DEVELOPMENT|REDFERN TRAVEL LTD|071390DUP|-4.38|AIR, HOTEL AND RAIL - DEC 2013|BD1 3AZ
Department For Transport|Highways Agency|01/01/2014|Travel - Rail - Standard|NETWORK DELIVERY & DEVELOPMENT|REDFERN TRAVEL LTD|071390DUP|-11.6|AIR, HOTEL AND RAIL - DEC 2013|BD1 3AZ
Department For Transport|Highways Agency|01/01/2014|Travel - Rail - Standard|NETWORK DELIVERY & DEVELOPMENT|REDFERN TRAVEL LTD|071390DUP|-301.38|AIR, HOTEL AND RAIL - DEC 2013|BD1 3AZ
Department For Transport|Highways Agency|01/01/2014|Travel - Rail - Standard|NETWORK SERVICES DIRECTORATE|REDFERN TRAVEL LTD|071390DUP|568.74|AIR, HOTEL AND RAIL - DEC 2013|BD1 3AZ
Department For Transport|Highways Agency|01/01/2014|Travel - Rail - Standard|NETWORK SERVICES DIRECTORATE|REDFERN TRAVEL LTD|071390DUP|-214.46|AIR, HOTEL AND RAIL - DEC 2013|BD1 3AZ
Department For Transport|Highways Agency|01/01/2014|Travel - Rail - Standard|TRAFFIC MANAGEMENT DIRECTORATE|REDFERN TRAVEL LTD|071390DUP|109.33|AIR, HOTEL AND RAIL - DEC 2013|BD1 3AZ
Department For Transport|Highways Agency|01/01/2014|Travel - Rail - Standard|TRAFFIC MANAGEMENT DIRECTORATE|REDFERN TRAVEL LTD|071390DUP|698.84|AIR, HOTEL AND RAIL - DEC 2013|BD1 3AZ
Department For Transport|Highways Agency|01/01/2014|UK - Hotel/Apartment|MAJOR PROJECTS|REDFERN TRAVEL LTD|071390DUP|76.64|AIR, HOTEL AND RAIL - DEC 2013|BD1 3AZ
Department For Transport|Highways Agency|01/01/2014|UK - Hotel/Apartment|NETWORK DELIVERY & DEVELOPMENT|REDFERN TRAVEL LTD|071390DUP|95.41|AIR, HOTEL AND RAIL - DEC 2013|BD1 3AZ
Department For Transport|Highways Agency|01/01/2014|UK - Hotel/Apartment|NETWORK DELIVERY & DEVELOPMENT|REDFERN TRAVEL LTD|071390DUP|3.14|AIR, HOTEL AND RAIL - DEC 2013|BD1 3AZ
Department For Transport|Highways Agency|01/01/2014|UK - Hotel/Apartment|TRAFFIC MANAGEMENT DIRECTORATE|REDFERN TRAVEL LTD|071390DUP|187.6|AIR, HOTEL AND RAIL - DEC 2013|BD1 3AZ
Department For Transport|Highways Agency|01/01/2014|UK - Hotel/Apartment|TRAFFIC MANAGEMENT DIRECTORATE|REDFERN TRAVEL LTD|071390DUP|730.75|AIR, HOTEL AND RAIL - DEC 2013|BD1 3AZ
Department For Transport|Highways Agency|02/01/2014|CM - Lump Sum Fees|NETWORK DELIVERY & DEVELOPMENT|TRANSPORT FOR GREATER MANCHESTER|618710|50000|#|M60 1HX
Department For Transport|Highways Agency|02/01/2014|CM - Managing Agent Mobilisation/ De-Mobilisation|NETWORK DELIVERY & DEVELOPMENT|AMEY HIGHWAYS LIMITED|618681|263117.46|Apps and Certs Receipt - APC60679|MK41 7LW
Department For Transport|Highways Agency|02/01/2014|CM - Time Based Charges|NETWORK DELIVERY & DEVELOPMENT|AMEY LG LIMITED|618695|32407.7|Apps and Certs Receipt - APC59552|OX4 4DQ
Department For Transport|Highways Agency|02/01/2014|Contractors Costs|NETWORK DELIVERY & DEVELOPMENT|HALCROW GROUP LTD|616503|-14962.57|Winter Service Resilience - work completed in November 2013|NE11 0RU
Department For Transport|Highways Agency|02/01/2014|Contractors Costs|NETWORK DELIVERY & DEVELOPMENT|HALCROW GROUP LTD|618686|55791.55|Task 2 SPSF 4002, December 2013, XXXXXXX|NE11 0RU
Department For Transport|Highways Agency|02/01/2014|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|BRITISH TELECOM PLC (NON CIS) CHARGES|618634|-17658.63|cc3165 BT charges for VP51361270 to Jan 14|DH98 1BT
Department For Transport|Highways Agency|02/01/2014|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|BRITISH TELECOM PLC (NON CIS) CHARGES|618704|17658.63|cc3165 BT Bill for VP51361270 16 Sept to 16 Dec 13|DH98 1BT
Department For Transport|Highways Agency|02/01/2014|Couriers & IDS Operating Costs|FINANCE & BUSINESS SERVICES|DX NETWORK SERVICES LTD|618699|823.67|SE RCC DX services Dec 13|NN3 6YG
Department For Transport|Highways Agency|02/01/2014|Couriers & IDS Operating Costs|FINANCE & BUSINESS SERVICES|DX NETWORK SERVICES LTD|618700|1309.35|Woodlands DX Services Dec 13|NN3 6YG
Department For Transport|Highways Agency|02/01/2014|Couriers & IDS Operating Costs|FINANCE & BUSINESS SERVICES|DX NETWORK SERVICES LTD|618701|934.01|East Rcc DX services Dec 13|NN3 6YG
Department For Transport|Highways Agency|02/01/2014|Couriers & IDS Operating Costs|FINANCE & BUSINESS SERVICES|DX NETWORK SERVICES LTD|618705|616.31|Piccadilly Gate DX Services Dec 13|NN3 6YG
Department For Transport|Highways Agency|02/01/2014|Couriers & IDS Operating Costs|FINANCE & BUSINESS SERVICES|DX NETWORK SERVICES LTD|618706|806.33|Lateral DX Services Dec 13|NN3 6YG
Department For Transport|Highways Agency|02/01/2014|Couriers & IDS Operating Costs|FINANCE & BUSINESS SERVICES|DX NETWORK SERVICES LTD|618707|812.28|NE RCC DX Service Dec 13|NN3 6YG
Department For Transport|Highways Agency|02/01/2014|Non Civil Servant HA Staff|COMMERCIAL & PROCUREMENT|EXPERIS LIMITED|618666|2063.4|AK - W/E 20/12/13 - 5 days - 1719.5|EC1R 3DR
Department For Transport|Highways Agency|02/01/2014|Non Civil Servant HA Staff|FINANCE & BUSINESS SERVICES|HAYS SPECIALIST RECRUITMENT LIMITED|618692|1000.78|XXXXXXX W/E 20/12/13 #833.98|KT3 4JQ
Department For Transport|Highways Agency|02/01/2014|Non Civil Servant HA Staff|FINANCE & BUSINESS SERVICES|REED SPECIALIST RECRUITMENT LIMITED|618712|1392.12|Payment for XXXXXXX w/e 20/12 30hrs|SW20 0BA
Department For Transport|Highways Agency|02/01/2014|Non Civil Servant HA Staff|FINANCE & BUSINESS SERVICES|REED SPECIALIST RECRUITMENT LIMITED|618727|1740.16|Payment for XXXXXXX w/e 13/12/2013 37.5hrs|SW20 0BA
Department For Transport|Highways Agency|02/01/2014|Non Civil Servant HA Staff|MAJOR PROJECTS|EXPERIS LIMITED|618679|5033.1|XXXXXXX Timesheet WE: 15/12/13|EC1R 3DR
Department For Transport|Highways Agency|02/01/2014|Non Civil Servant HA Staff|STRATEGY & PLANNING DIR|CAPITA GROUP|618691|9672|invoice nos: wn4013243 - for the period from 24 nov - 15 dec 13 - XXXXXXX|DL1 9HN
Department For Transport|Highways Agency|02/01/2014|Non Civil Servant HA Staff|STRATEGY & PLANNING DIR|SPRING TECHNOLOGY STAFFING SERVICES LTD|618689|2407.32|invoice number n52612/00 - timesheet end date 15/12/13 - XXXXXXX|B37 7YE
Department For Transport|Highways Agency|02/01/2014|Non Civil Servant HA Staff|TRAFFIC MANAGEMENT DIRECTORATE|BROOK STREET (UK)  LTD|618694|635.51|XXXXXXX - w/c 14/12/13 PR32573 31.45 hrs @ #16.68 = #529.59|AL1 4ZX
Department For Transport|Highways Agency|02/01/2014|Non Civil Servant HA Staff|TRAFFIC MANAGEMENT DIRECTORATE|BROOK STREET (UK)  LTD|618698|740.59|XXXXXXX - w/c14/12/13 PR33989 37hrs @ #16.68 = #617.16|AL1 4ZX
Department For Transport|Highways Agency|02/01/2014|Non Civil Servant HA Staff|TRAFFIC MANAGEMENT DIRECTORATE|BROOK STREET (UK)  LTD|618718|550.08|XXXXXXX - w/c 14/12/13 PR35331 30hrs @ #15.28 = #458.40|AL1 4ZX
Department For Transport|Highways Agency|02/01/2014|Non Civil Servant HA Staff|TRAFFIC MANAGEMENT DIRECTORATE|BROOK STREET (UK)  LTD|618723|554.76|XXXXXXX - w/c 14/12/13 PR79875 30hrs @ #15.41 = #462.30|AL1 4ZX
Department For Transport|Highways Agency|02/01/2014|Non Civil Servant HA Staff|TRAFFIC MANAGEMENT DIRECTORATE|BROOK STREET (UK)  LTD|618732|700.56|XXXXXXX - w/c 14/12/13 PQ22895 35 hrs @ #16.68 = #583.80|AL1 4ZX
Department For Transport|Highways Agency|02/01/2014|Non Civil Servant HA Staff|TRAFFIC MANAGEMENT DIRECTORATE|BROOK STREET (UK)  LTD|618741|620.5|XXXXXXX - PR38733 W/C 14/12/13 31hrs @ #16.68 #517.08|AL1 4ZX
Department For Transport|Highways Agency|02/01/2014|Non Civil Servant HA Staff|TRAFFIC MANAGEMENT DIRECTORATE|REED SPECIALIST RECRUITMENT LIMITED|618734|523.36|XXXXXXX - w/c 14/12/13 Invoice 0226078584 37.5hrs = #436.13|SW20 0BA
Department For Transport|Highways Agency|02/01/2014|Other external training costs|FINANCE & BUSINESS SERVICES|CAPITA GROUP|612511|-732|X18119|DL1 9HN
Department For Transport|Highways Agency|02/01/2014|Other external training costs|FINANCE & BUSINESS SERVICES|CAPITA GROUP|615344|-2556.6|X21644|DL1 9HN
Department For Transport|Highways Agency|02/01/2014|Other external training costs|FINANCE & BUSINESS SERVICES|CAPITA GROUP|618674|1646.34|X25203|DL1 9HN
Department For Transport|Highways Agency|02/01/2014|Other external training costs|FINANCE & BUSINESS SERVICES|ROFFEY PARK INSTITUTE LTD|618398|1134.3|RA03/004/2013 - Cohort 3 Module 4 December 2013|RH12 4TD
Department For Transport|Highways Agency|02/01/2014|Other office-related equipment and consumables Costs|TRAFFIC MANAGEMENT DIRECTORATE|COMPUTACENTER (UK) LTD|618737|984|3805328714|AL10 9TW
Department For Transport|Highways Agency|02/01/2014|Other office-related equipment and consumables Costs|TRAFFIC MANAGEMENT DIRECTORATE|COMPUTACENTER (UK) LTD|618738|1452.48|3805328713|AL10 9TW
Department For Transport|Highways Agency|02/01/2014|Other office-related equipment and consumables Costs|TRAFFIC MANAGEMENT DIRECTORATE|COMPUTACENTER (UK) LTD|618739|1018.3|3805318062|AL10 9TW
Department For Transport|Highways Agency|02/01/2014|Recruitment consultancies|MAJOR PROJECTS|NETWORKERS INTERNATIONAL PLC|618682|1009.02|Networkers International XXXXXXX Invoice: 411069485 Date: 27/12/2013|BR1 1HP
Department For Transport|Highways Agency|02/01/2014|RM - Utilities|NETWORK DELIVERY & DEVELOPMENT|SOUTH WEST WATER (NON CIS) WATER USAGE|618721|2598.14|Invoice No. 4083 5693 50, dated 16/12/2013|EX2 7YN
Department For Transport|Highways Agency|02/01/2014|Stationery|FINANCE & BUSINESS SERVICES|BANNER BUSINESS SUPPLIES LTD|618668|832.61|NTOC stationary 0003618486 dated 0/12/13|NR3 1PD
Department For Transport|Highways Agency|02/01/2014|Stationery|FINANCE & BUSINESS SERVICES|BANNER BUSINESS SUPPLIES LTD|618717|510.72|The Cube stationary 0003622797 dated 20/12/13|NR3 1PD
Department For Transport|Highways Agency|02/01/2014|TA Cost AUC - Programme|MAJOR PROJECTS|EXPERIS LIMITED|618683|4754.28|Experis Ltd XXXXXXX Invoice: PRE1000805 Date: 27.12.13|EC1R 3DR
Department For Transport|Highways Agency|02/01/2014|TA Cost AUC - Programme|MAJOR PROJECTS|EXPERIS LIMITED|618684|3682.92|Experis XXXXXXX Invoice: 1000803 Date: 27/12/2013|EC1R 3DR
Department For Transport|Highways Agency|02/01/2014|TA Cost AUC - Programme|MAJOR PROJECTS|OVE ARUP & PARTNERS|618687|29154.82|Arup Invoice number 000358677 23/12/2013|NE1 3PL
Department For Transport|Highways Agency|02/01/2014|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|BALFOUR BEATTY CIVIL ENGINEERING LTD|618703|189416.28|#|RH1 1PQ
Department For Transport|Highways Agency|02/01/2014|WM - Winter Maintenance|NETWORK DELIVERY & DEVELOPMENT|BALFOUR BEATTY MOTT MACDONALD|608508|-295110.17|Apps and Certs Receipt - APC48762|BS32 4SR
Department For Transport|Highways Agency|02/01/2014|WM - Winter Maintenance|NETWORK DELIVERY & DEVELOPMENT|BALFOUR BEATTY MOTT MACDONALD|612408|-190724.83|Apps and Certs Receipt - APC54913|BS32 4SR
Department For Transport|Highways Agency|02/01/2014|WM - Winter Maintenance|NETWORK DELIVERY & DEVELOPMENT|BALFOUR BEATTY MOTT MACDONALD|618690|485835|Apps and Certs Receipt - APC58192|BS32 4SR
Department For Transport|Highways Agency|03/01/2014|CM - Lump Sum Fees|NETWORK DELIVERY & DEVELOPMENT|A-ONE + INTEGRATED HIGHWAY SERVICES (CIS)|618773|689525.29|Apps and Certs Receipt - APC60649|DL1 1TJ
Department For Transport|Highways Agency|03/01/2014|CM - Lump Sum Fees|NETWORK DELIVERY & DEVELOPMENT|BALFOUR BEATTY CIVIL ENGINEERING LTD|618366|-98716.36|#|RH1 1PQ
Department For Transport|Highways Agency|03/01/2014|CM - Lump Sum Fees|NETWORK DELIVERY & DEVELOPMENT|NETWORK RAIL|618767|266363.6|#|SN1 1GW
Department For Transport|Highways Agency|03/01/2014|Contractors Costs|NETWORK DELIVERY & DEVELOPMENT|A-ONE + INTEGRATED HIGHWAY SERVICES (CIS)|618771|6865.95|Apps and Certs Receipt - APC60652|DL1 1TJ
Department For Transport|Highways Agency|03/01/2014|Contractors Costs|NETWORK DELIVERY & DEVELOPMENT|A-ONE + INTEGRATED HIGHWAY SERVICES (CIS)|618771|21521.27|Apps and Certs Receipt - APC60652|DL1 1TJ
Department For Transport|Highways Agency|03/01/2014|Contractors Costs|NETWORK DELIVERY & DEVELOPMENT|A-ONE + INTEGRATED HIGHWAY SERVICES (CIS)|618771|663.33|Apps and Certs Receipt - APC60652|DL1 1TJ
Department For Transport|Highways Agency|03/01/2014|Contractors Costs|NETWORK DELIVERY & DEVELOPMENT|A-ONE + INTEGRATED HIGHWAY SERVICES (CIS)|618771|226.01|Apps and Certs Receipt - APC60652|DL1 1TJ
Department For Transport|Highways Agency|03/01/2014|Contractors Costs|NETWORK DELIVERY & DEVELOPMENT|A-ONE + INTEGRATED HIGHWAY SERVICES (CIS)|618771|13470.07|Apps and Certs Receipt - APC60652|DL1 1TJ
Department For Transport|Highways Agency|03/01/2014|Contractors Costs|NETWORK DELIVERY & DEVELOPMENT|A-ONE + INTEGRATED HIGHWAY SERVICES (CIS)|618771|122338.38|Apps and Certs Receipt - APC60652|DL1 1TJ
Department For Transport|Highways Agency|03/01/2014|Contractors Costs|NETWORK DELIVERY & DEVELOPMENT|A-ONE + INTEGRATED HIGHWAY SERVICES (CIS)|618771|64872.92|Apps and Certs Receipt - APC60652|DL1 1TJ
Department For Transport|Highways Agency|03/01/2014|Contractors Costs|NETWORK DELIVERY & DEVELOPMENT|A-ONE + INTEGRATED HIGHWAY SERVICES (CIS)|618771|103362.58|Apps and Certs Receipt - APC60652|DL1 1TJ
Department For Transport|Highways Agency|03/01/2014|Contractors Costs|NETWORK DELIVERY & DEVELOPMENT|A-ONE + INTEGRATED HIGHWAY SERVICES (CIS)|618771|10300.31|Apps and Certs Receipt - APC60652|DL1 1TJ
Department For Transport|Highways Agency|03/01/2014|Contractors Costs|NETWORK DELIVERY & DEVELOPMENT|NETWORKERS INTERNATIONAL PLC|618768|1900.42|w/e 03/01/2014 XXXXXXX4 days|BR1 1HP
Department For Transport|Highways Agency|03/01/2014|Contractors Costs|NETWORK DELIVERY & DEVELOPMENT|PEEKMOUCHEL|532118|-11763.33|RSW ES254 - HAWIS ESS Migration Works (East)|AL2 2DQ
Department For Transport|Highways Agency|03/01/2014|Contractors Costs|NETWORK DELIVERY & DEVELOPMENT|PEEKMOUCHEL|618777|2446.16|East TechMAC Lump Sum HAWIS 2013|AL2 2DQ
Department For Transport|Highways Agency|03/01/2014|Contractors Costs|NETWORK SERVICES DIRECTORATE|BRITISH CONSTRUCTIONAL STEELWORK ASSOCIATION LTD (BCSA)|618751|1192|inv no m8221 for subs in 2014|SW1A 2ES
Department For Transport|Highways Agency|03/01/2014|Contractors Costs|NETWORK SERVICES DIRECTORATE|INTERNATIONAL ASSOCIATION FOR BRIDGE AND STRUCTURAL ENGINEERING (IABSE)|618748|560|Invoice no 14.218731 subs for 2014|SO41 6DA
Department For Transport|Highways Agency|03/01/2014|Contractors Costs|NETWORK SERVICES DIRECTORATE|THE WELDING INSTITUTE (TWI)|618746|22363|for membership 1/1/14 to 31/12/14|CB21 6AL
