DEPARTMENTFAMILY|ENTITY|DATE|EXPENSETYPE|EXPENSEAREA|SUPPLIER|TRANSACTIONNUMBER|AMOUNT
Department for Transport|Department for Transport|18/08/2010|PTOC - Basic Franchise Pay|Rail Service Delivery|NORTHERN RAIL LTD|2000001848|15377878.6
Department for Transport|Department for Transport|18/08/2010|PTOC - Cp3 Fixed Track Access|Rail Service Delivery|NORTHERN RAIL LTD|2000001848|-5318296.35
Department for Transport|Department for Transport|18/08/2010|PTOC - Variable Mileage|Rail Service Delivery|NORTHERN RAIL LTD|2000001848|-1363965.29
Department for Transport|Department for Transport|18/08/2010|PTOC - Basic Franchise Pay|Rail Service Delivery|LONDON & SOUTH EASTERN RAILWAY|2000001849|7022376
Department for Transport|Department for Transport|18/08/2010|PTOC - Cp3 Fixed Track Access|Rail Service Delivery|LONDON & SOUTH EASTERN RAILWAY|2000001849|-6751958
Department for Transport|Department for Transport|18/08/2010|PTOC - Other SPRS|Projects|LONDON & SOUTH EASTERN RAILWAY|2000001849|182500
Department for Transport|Department for Transport|18/08/2010|PTOC - Other SPRS|Rail Service Delivery|LONDON & SOUTH EASTERN RAILWAY|2000001849|542005.89
Department for Transport|Department for Transport|18/08/2010|PTOC - Profit/Revenue Share|Rail Service Delivery|LONDON & SOUTH EASTERN RAILWAY|2000001849|751000
Department for Transport|Department for Transport|18/08/2010|PTOC - SPRS Indexation Pay|Rail Service Delivery|LONDON & SOUTH EASTERN RAILWAY|2000001849|-633247
Department for Transport|Department for Transport|18/08/2010|PTOC - Basic Franchise Pay|Rail Service Delivery|LONDON MIDLAND RAILWAY|2000001850|13357564.81
Department for Transport|Department for Transport|18/08/2010|PTOC - Cp3 Fixed Track Access|Rail Service Delivery|LONDON MIDLAND RAILWAY|2000001850|-8617361.92
Department for Transport|Department for Transport|18/08/2010|PTOC - Deed Of Amendment|Rail Service Delivery|LONDON MIDLAND RAILWAY|2000001850|379939.36
Department for Transport|Department for Transport|18/08/2010|PTOC - SPRS Indexation Pay|Rail Service Delivery|LONDON MIDLAND RAILWAY|2000001850|829454.23
Department for Transport|Department for Transport|18/08/2010|PTOC - Basic Franchise Pay|Rail Service Delivery|CROSS COUNTRY TRAINS LTD|2000001851|14588230.14
Department for Transport|Department for Transport|18/08/2010|PTOC - Cp3 Fixed Track Access|Rail Service Delivery|CROSS COUNTRY TRAINS LTD|2000001851|-12897301
Department for Transport|Department for Transport|18/08/2010|PTOC - SPRS Indexation Pay|Rail Service Delivery|CROSS COUNTRY TRAINS LTD|2000001851|939083.56
Department for Transport|Department for Transport|18/08/2010|RTOC - Deed Of Amendment|Rail Service Delivery|CROSS COUNTRY TRAINS LTD|2000001851|-17071.4
Department for Transport|Department for Transport|18/08/2010|Services provided by OGDs|Information Management Directorate|CESG|2000011775|4241.75
Department for Transport|Department for Transport|18/08/2010|Services provided by OGDs|Road & Vehicle Safety & Standards|VEHICLE CERTIFICATION AGENCY|2000011776|147127
Department for Transport|Department for Transport|18/08/2010|Current Grants to LAs within AEF/AEG|Regional & Local Transport|MIDDLESBROUGH BC|2000011777|150197
Department for Transport|Department for Transport|18/08/2010|Capital Grants to Local Authorities|Regional & Local Transport|BATH & NE SOMERSET DC|2000011778|87250
Department for Transport|Department for Transport|18/08/2010|Current Grants to LAs within AEF/AEG|Regional & Local Transport|BATH & NE SOMERSET DC|2000011778|303862
Department for Transport|Department for Transport|18/08/2010|Current Grants to LAs within AEF/AEG|Regional & Local Transport|BLACKPOOL BC|2000011779|584086
Department for Transport|Department for Transport|18/08/2010|Current Grants to LAs within AEF/AEG|Regional & Local Transport|BOURNEMOUTH BC|2000011780|315865
Department for Transport|Department for Transport|18/08/2010|Current Grants to LAs within AEF/AEG|Regional & Local Transport|BRACKNELL FOREST BC|2000011781|66534
Department for Transport|Department for Transport|18/08/2010|Current Grants to LAs within AEF/AEG|Regional & Local Transport|BRIGHTON & HOVE COUNCIL|2000011782|606301
Department for Transport|Department for Transport|18/08/2010|Current Grants to LAs within AEF/AEG|Regional & Local Transport|BRISTOL CITY COUNCIL|2000011783|765538
Department for Transport|Department for Transport|18/08/2010|Current Grants to LAs within AEF/AEG|Regional & Local Transport|BURY MBC|2000011784|160400
Department for Transport|Department for Transport|18/08/2010|Capital Grants to Local Authorities|Regional & Local Transport|CAMBRIDGESHIRE COUNTY COUNCIL|2000011785|133000
Department for Transport|Department for Transport|18/08/2010|Current Grants to LAs within AEF/AEG|Regional & Local Transport|CAMBRIDGESHIRE COUNTY COUNCIL|2000011785|1289200
Department for Transport|Department for Transport|18/08/2010|Capital Grants to Local Authorities|Regional & Local Transport|CITY OF YORK COUNCIL|2000011786|166000
Department for Transport|Department for Transport|18/08/2010|Current Grants to LAs within AEF/AEG|Regional & Local Transport|CITY OF YORK COUNCIL|2000011786|588347
Department for Transport|Department for Transport|18/08/2010|Capital Grants to Local Authorities|Regional & Local Transport|CUMBRIA COUNTY COUNCIL|2000011787|128000
Department for Transport|Department for Transport|18/08/2010|Current Grants to LAs within AEF/AEG|Regional & Local Transport|DARLINGTON BC|2000011788|489713
Department for Transport|Department for Transport|18/08/2010|Current Grants to LAs within AEF/AEG|Regional & Local Transport|DERBY CITY COUNCIL|2000011789|970395
Department for Transport|Department for Transport|18/08/2010|Capital Grants to Local Authorities|Regional & Local Transport|DERBYSHIRE COUNTY COUNCIL|2000011790|195500
Department for Transport|Department for Transport|18/08/2010|Current Grants to LAs within AEF/AEG|Regional & Local Transport|DEVON COUNTY COUNCIL|2000011791|3626800
Department for Transport|Department for Transport|18/08/2010|Capital Grants to Local Authorities|Regional & Local Transport|DORSET COUNTY COUNCIL|2000011792|206500
Department for Transport|Department for Transport|18/08/2010|Capital Grants to Local Authorities|Regional & Local Transport|DURHAM COUNTY COUNCIL|2000011793|205000
Department for Transport|Department for Transport|18/08/2010|Current Grants to LAs within AEF/AEG|Regional & Local Transport|DURHAM COUNTY COUNCIL|2000011793|1428301
Department for Transport|Department for Transport|18/08/2010|Current Grants to LAs within AEF/AEG|Regional & Local Transport|ESSEX COUNTY COUNCIL|2000011794|2116200
Department for Transport|Department for Transport|18/08/2010|Current Grants to LAs within AEF/AEG|Regional & Local Transport|HALTON BC|2000011795|83472
Department for Transport|Department for Transport|18/08/2010|Capital Grants to Local Authorities|Regional & Local Transport|HAMPSHIRE COUNTY COUNCIL|2000011796|100000
Department for Transport|Department for Transport|18/08/2010|Current Grants to LAs within AEF/AEG|Regional & Local Transport|HARTLEPOOL BOROUGH COUNCIL|2000011797|88238
Department for Transport|Department for Transport|18/08/2010|Capital Grants to Local Authorities|Regional & Local Transport|HERTFORDSHIRE CC|2000011798|587250
Department for Transport|Department for Transport|18/08/2010|Current Grants to LAs within AEF/AEG|Regional & Local Transport|HERTFORDSHIRE CC|2000011798|890846
Department for Transport|Department for Transport|18/08/2010|Current Grants to LAs within AEF/AEG|Regional & Local Transport|ISLE OF WIGHT COUNCIL|2000011799|447656
Department for Transport|Department for Transport|18/08/2010|Current Grants to LAs within AEF/AEG|Regional & Local Transport|KENT COUNTY COUNCIL|2000011800|2448400
Department for Transport|Department for Transport|18/08/2010|Capital Grants to Local Authorities|Regional & Local Transport|KIRKLEES MBC|2000011801|669662
Department for Transport|Department for Transport|18/08/2010|Current Grants to LAs within AEF/AEG|Regional & Local Transport|KIRKLEES MBC|2000011801|505200
Department for Transport|Department for Transport|18/08/2010|Current Grants to LAs within AEF/AEG|Regional & Local Transport|LEICESTER CITY COUNCIL|2000011802|798589
Department for Transport|Department for Transport|18/08/2010|Capital Grants to Local Authorities|Regional & Local Transport|LINCOLNSHIRE COUNTY COUNCIL|2000011803|631500
Department for Transport|Department for Transport|18/08/2010|Current Grants to LAs within AEF/AEG|Regional & Local Transport|LUTON BOROUGH COUNCIL|2000011804|513351
Department for Transport|Department for Transport|18/08/2010|Current Grants to LAs within AEF/AEG|Regional & Local Transport|MILTON KEYNES BC|2000011805|196994
Department for Transport|Department for Transport|18/08/2010|Current Grants to LAs within AEF/AEG|Regional & Local Transport|NORTH SOMERSET COUNCIL|2000011806|182973
Department for Transport|Department for Transport|18/08/2010|Capital Grants to Local Authorities|Regional & Local Transport|NORTHAMPTONSHIRE CC|2000011807|279500
Department for Transport|Department for Transport|18/08/2010|Current Grants to LAs within AEF/AEG|Regional & Local Transport|NORTHAMPTONSHIRE CC|2000011807|1337200
Department for Transport|Department for Transport|18/08/2010|Current Grants to LAs within AEF/AEG|Regional & Local Transport|OLDHAM MBC|2000011808|217000
Department for Transport|Department for Transport|18/08/2010|Capital Grants to Local Authorities|Regional & Local Transport|OXFORDSHIRE CC|2000011809|187000
Department for Transport|Department for Transport|18/08/2010|Capital Grants to Local Authorities|Regional & Local Transport|PETERBOROUGH CITY COUNCIL|2000011810|27500
Department for Transport|Department for Transport|18/08/2010|Current Grants to LAs within AEF/AEG|Regional & Local Transport|PETERBOROUGH CITY COUNCIL|2000011810|370816
Department for Transport|Department for Transport|18/08/2010|Current Grants to LAs within AEF/AEG|Regional & Local Transport|PLYMOUTH CITY COUNCIL|2000011811|280980
Department for Transport|Department for Transport|18/08/2010|Current Grants to LAs within AEF/AEG|Regional & Local Transport|POOLE BC|2000011812|158031
Department for Transport|Department for Transport|18/08/2010|Current Grants to LAs within AEF/AEG|Regional & Local Transport|READING BC|2000011813|245558
Department for Transport|Department for Transport|18/08/2010|Capital Grants to Local Authorities|Regional & Local Transport|NORFOLK COUNTY COUNCIL|2000011814|700000
Department for Transport|Department for Transport|18/08/2010|Current Grants to LAs within AEF/AEG|Regional & Local Transport|RUTLAND COUNTY COUNCIL|2000011815|19566
Department for Transport|Department for Transport|18/08/2010|Capital Grants to Local Authorities|Regional & Local Transport|SALFORD CITY COUNCIL|2000011816|59000
Department for Transport|Department for Transport|18/08/2010|Capital Grants to Local Authorities|Regional & Local Transport|SEFTON MBC|2000011817|45250
Department for Transport|Department for Transport|18/08/2010|Current Grants to LAs within AEF/AEG|Regional & Local Transport|SLOUGH BC|2000011818|71700
Department for Transport|Department for Transport|18/08/2010|Current Grants to LAs within AEF/AEG|Regional & Local Transport|SOUTH GLOUCESTERSHIRE COUNCIL|2000011819|65450
Department for Transport|Department for Transport|18/08/2010|Capital Grants to Local Authorities|Regional & Local Transport|ST HELENS MBC|2000011820|151250
Department for Transport|Department for Transport|18/08/2010|Current Grants to LAs within AEF/AEG|Regional & Local Transport|STOCKPORT MBC|2000011821|237500
Department for Transport|Department for Transport|18/08/2010|Current Grants to LAs within AEF/AEG|Regional & Local Transport|STOCKTON ON TEES BC|2000011822|172015
Department for Transport|Department for Transport|18/08/2010|Current Grants to LAs within AEF/AEG|Regional & Local Transport|SWINDON BC|2000011823|191225
Department for Transport|Department for Transport|18/08/2010|Capital Grants to Local Authorities|Regional & Local Transport|THURROCK DC|2000011824|1572386
Department for Transport|Department for Transport|18/08/2010|Current Grants to LAs within AEF/AEG|Regional & Local Transport|THURROCK DC|2000011824|55368
Department for Transport|Department for Transport|18/08/2010|Current Grants to LAs within AEF/AEG|Regional & Local Transport|TORBAY BC|2000011825|407334
Department for Transport|Department for Transport|18/08/2010|Current Grants to LAs within AEF/AEG|Regional & Local Transport|WARRINGTON BC|2000011826|301131
Department for Transport|Department for Transport|18/08/2010|Current Grants to LAs within AEF/AEG|Regional & Local Transport|WEST BERKSHIRE DC|2000011827|56118
Department for Transport|Department for Transport|18/08/2010|Capital Grants to Local Authorities|Regional & Local Transport|WIGAN MBC|2000011828|176000
Department for Transport|Department for Transport|18/08/2010|Current Grants to LAs within AEF/AEG|Regional & Local Transport|WIGAN MBC|2000011828|297900
Department for Transport|Department for Transport|18/08/2010|Current Grants to LAs within AEF/AEG|Regional & Local Transport|WILTSHIRE COUNTY COUNCIL|2000011829|1465700
Department for Transport|Department for Transport|18/08/2010|Current Grants to LAs within AEF/AEG|Regional & Local Transport|WINDSOR & MAIDENHEAD|2000011830|85124
Department for Transport|Department for Transport|18/08/2010|Current Grants to LAs within AEF/AEG|Regional & Local Transport|WIRRAL MBC|2000011831|297300
Department for Transport|Department for Transport|18/08/2010|Current Grants to LAs within AEF/AEG|Regional & Local Transport|WOKINGHAM DC|2000011832|56389
Department for Transport|Department for Transport|18/08/2010|Current Grants to LAs within AEF/AEG|Regional & Local Transport|LONDON BOROUGH OF MERTON|2000011833|89400
Department for Transport|Department for Transport|18/08/2010|Current Grants to LAs within AEF/AEG|Regional & Local Transport|BLACKBURN WITH DARWEN BC|2000011834|273351
Department for Transport|Department for Transport|18/08/2010|Capital Grants to Local Authorities|Regional & Local Transport|LEICESTERSHIRE COUNTY COUNCIL|2000011835|81000
Department for Transport|Department for Transport|18/08/2010|Current Grants to LAs within AEF/AEG|Regional & Local Transport|NORTH LINCOLNSHIRE DC|2000011836|127339
Department for Transport|Department for Transport|18/08/2010|Current Grants to LAs within AEF/AEG|Regional & Local Transport|PORTSMOUTH CITY COUNCIL|2000011837|221673
Department for Transport|Department for Transport|18/08/2010|Current Grants to LAs within AEF/AEG|Regional & Local Transport|REDCAR & CLEVELAND BC|2000011838|310176
Department for Transport|Department for Transport|18/08/2010|Current Grants to LAs within AEF/AEG|Regional & Local Transport|TELFORD & WREKIN DC|2000011839|414282
Department for Transport|Department for Transport|18/08/2010|Current Grants to LAs within AEF/AEG|Regional & Local Transport|WARWICKSHIRE CC|2000011840|1123000
Department for Transport|Department for Transport|18/08/2010|Capital Grants to Local Authorities|Regional & Local Transport|WORCESTERSHIRE COUNTY COUNCIL|2000011841|430000
Department for Transport|Department for Transport|18/08/2010|Capital Grants to Local Authorities|Regional & Local Transport|CORNWALL COUNTY COUNCIL|2000011842|330250
Department for Transport|Department for Transport|18/08/2010|Citi Gen Fund Acc Auto in CLR|Finance & Estates |VCA Headquarters|2000011843|1372.89
Department for Transport|Department for Transport|18/08/2010|Secondments|Regional & Local Transport|BEDFORD BOROUGH COUNCIL|2000011845|18367.48
Department for Transport|Department for Transport|18/08/2010|Current Grants to LAs within AEF/AEG|Regional & Local Transport|OXFORD CITY COUNCIL|2000011846|790899
Department for Transport|Department for Transport|18/08/2010|Current Grants to LAs within AEF/AEG|Regional & Local Transport|CAMBRIDGE CITY COUNCIL|2000011847|501542
Department for Transport|Department for Transport|18/08/2010|Training|Aviation|AIM ACADEMY LTD|2000011848|513.75
Department for Transport|Department for Transport|18/08/2010|Training|Accident Investigating Branches|ALAN MANN HELICOPTERS LTD|2000011849|580
Department for Transport|Department for Transport|18/08/2010|Current Grants to LAs within AEF/AEG|Regional & Local Transport|ALLERDALE BC|2000011850|135785
Department for Transport|Department for Transport|18/08/2010|Current Grants to LAs within AEF/AEG|Regional & Local Transport|AMBER VALLEY BC|2000011851|84132
Department for Transport|Department for Transport|18/08/2010|Management Consultancy|Transport Security|AMTEC CONSULTING PLC|2000011852|13600
Department for Transport|Department for Transport|18/08/2010|Current Grants to LAs within AEF/AEG|Regional & Local Transport|ARUN DISTRICT COUNCIL|2000011853|156488
Department for Transport|Department for Transport|18/08/2010|Current Grants to LAs within AEF/AEG|Regional & Local Transport|ASHFIELD DC|2000011854|113143
Department for Transport|Department for Transport|18/08/2010|Current Grants to LAs within AEF/AEG|Regional & Local Transport|ASHFORD BC|2000011855|42580
Department for Transport|Department for Transport|18/08/2010|Research|Transport Analysis and Economics|ATKINS LTD (MANAGEMENT CONSULTANTS)|2000011856|4360.64
Department for Transport|Department for Transport|18/08/2010|Current Grants to LAs within AEF/AEG|Regional & Local Transport|AYLESBURY VALE DC|2000011857|94951
Department for Transport|Department for Transport|18/08/2010|Agency Staff Costs|Human Resources|BADENOCH & CLARK|2000011858|30778.52
Department for Transport|Department for Transport|18/08/2010|Current Grants to LAs within AEF/AEG|Regional & Local Transport|BARROW-IN-FURNESS BC|2000011859|38592
Department for Transport|Department for Transport|18/08/2010|Current Grants to LAs within AEF/AEG|Regional & Local Transport|BASILDON COUNCIL|2000011860|122629
Department for Transport|Department for Transport|18/08/2010|Current Grants to LAs within AEF/AEG|Regional & Local Transport|BASINGSTOKE & DEANE BC|2000011861|95723
Department for Transport|Department for Transport|18/08/2010|Current Grants to LAs within AEF/AEG|Regional & Local Transport|BLABY DC|2000011862|80409
Department for Transport|Department for Transport|18/08/2010|Current Grants to LAs within AEF/AEG|Regional & Local Transport|BOLSOVER DISTRICT COUNCIL|2000011863|42376
Department for Transport|Department for Transport|18/08/2010|Current Grants to LAs within AEF/AEG|Regional & Local Transport|BOSTON BC|2000011864|57149
Department for Transport|Department for Transport|18/08/2010|Current Grants to LAs within AEF/AEG|Regional & Local Transport|BRECKLAND DC|2000011865|31300
Department for Transport|Department for Transport|18/08/2010|Current Grants to LAs within AEF/AEG|Regional & Local Transport|BRENTWOOD BC|2000011866|42205
Department for Transport|Department for Transport|18/08/2010|Current Grants to LAs within AEF/AEG|Regional & Local Transport|BROADLAND DC|2000011867|23809
Department for Transport|Department for Transport|18/08/2010|Current Grants to LAs within AEF/AEG|Regional & Local Transport|BROMSGROVE DC|2000011868|67208
Department for Transport|Department for Transport|18/08/2010|Current Grants to LAs within AEF/AEG|Regional & Local Transport|BROXTOWE BC|2000011869|83454
Department for Transport|Department for Transport|18/08/2010|Current Grants to LAs within AEF/AEG|Regional & Local Transport|BURNLEY BC|2000011870|124762
Department for Transport|Department for Transport|18/08/2010|Current Grants to LAs within AEF/AEG|Regional & Local Transport|CANNOCK CHASE DC|2000011871|87384
Department for Transport|Department for Transport|18/08/2010|Current Grants to LAs within AEF/AEG|Regional & Local Transport|CANTERBURY CITY COUNCIL|2000011873|210230
Department for Transport|Department for Transport|18/08/2010|Current Grants to LAs within AEF/AEG|Regional & Local Transport|CARLISLE CITY COUNCIL|2000011874|137149
Department for Transport|Department for Transport|18/08/2010|Current Grants to LAs within AEF/AEG|Regional & Local Transport|CASTLE POINT BC|2000011875|55313
Department for Transport|Department for Transport|18/08/2010|Current Grants to LAs within AEF/AEG|Regional & Local Transport|CHELMSFORD BOROUGH COUNCIL|2000011876|192091
Department for Transport|Department for Transport|18/08/2010|Current Grants to LAs within AEF/AEG|Regional & Local Transport|CHERWELL DC|2000011877|45090
Department for Transport|Department for Transport|18/08/2010|Current Grants to LAs within AEF/AEG|Regional & Local Transport|CHICHESTER DC|2000011878|183980
Department for Transport|Department for Transport|18/08/2010|Current Grants to LAs within AEF/AEG|Regional & Local Transport|CHILTERN DC|2000011879|43836
Department for Transport|Department for Transport|18/08/2010|Support Services|Aviation|CIVIL AVIATION AUTHORITY|2000011880|62616.34
Department for Transport|Department for Transport|18/08/2010|Current Grants to LAs within AEF/AEG|Regional & Local Transport|COLCHESTER BC|2000011881|142725
Department for Transport|Department for Transport|18/08/2010|Current Grants to LAs within AEF/AEG|Regional & Local Transport|COPELAND BC|2000011882|21992
Department for Transport|Department for Transport|18/08/2010|Current Grants to LAs within AEF/AEG|Regional & Local Transport|CORBY BOROUGH COUNCIL|2000011883|71371
Department for Transport|Department for Transport|18/08/2010|Current Grants to LAs within AEF/AEG|Regional & Local Transport|CRAWLEY BC|2000011884|86487
Department for Transport|Department for Transport|18/08/2010|Current Grants to LAs within AEF/AEG|Regional & Local Transport|DERBYSHIRE DALES DC|2000011886|30667
Department for Transport|Department for Transport|18/08/2010|Current Grants to LAs within AEF/AEG|Regional & Local Transport|DOVER DC|2000011887|88197
Department for Transport|Department for Transport|18/08/2010|Current Grants to LAs within AEF/AEG|Regional & Local Transport|EAST CAMBRIDGESHIRE DC|2000011888|16354
Department for Transport|Department for Transport|18/08/2010|Current Grants to LAs within AEF/AEG|Regional & Local Transport|EAST HAMPSHIRE DC|2000011889|23331
Department for Transport|Department for Transport|18/08/2010|Current Grants to LAs within AEF/AEG|Regional & Local Transport|EAST LINDSEY DISTRICT COUNCIL|2000011890|240720
Department for Transport|Department for Transport|18/08/2010|Current Grants to LAs within AEF/AEG|Regional & Local Transport|EASTBOURNE BC|2000011891|249770
Department for Transport|Department for Transport|18/08/2010|Current Grants to LAs within AEF/AEG|Regional & Local Transport|EASTLEIGH BC|2000011892|80740
Department for Transport|Department for Transport|18/08/2010|Current Grants to LAs within AEF/AEG|Regional & Local Transport|EDEN DC|2000011893|56459
Department for Transport|Department for Transport|18/08/2010|Current Grants to LAs within AEF/AEG|Regional & Local Transport|ELMBRIDGE BC|2000011894|29928
Department for Transport|Department for Transport|18/08/2010|Current Grants to LAs within AEF/AEG|Regional & Local Transport|EPPING FOREST DC|2000011895|24873
Department for Transport|Department for Transport|18/08/2010|Legal Consultancy|Aviation|EVERSHEDS LLP|2000011897|27781
Department for Transport|Department for Transport|18/08/2010|Current Grants to LAs within AEF/AEG|Regional & Local Transport|EXETER CITY COUNCIL|2000011898|587818
Department for Transport|Department for Transport|18/08/2010|Current Grants to LAs within AEF/AEG|Regional & Local Transport|FAREHAM BC|2000011899|186981
Department for Transport|Department for Transport|18/08/2010|Current Grants to LAs within AEF/AEG|Regional & Local Transport|FENLAND DC|2000011900|57608
Department for Transport|Department for Transport|18/08/2010|Current Grants to LAs within AEF/AEG|Regional & Local Transport|FOREST HEATH DC|2000011902|24641
Department for Transport|Department for Transport|18/08/2010|Current Grants to LAs within AEF/AEG|Regional & Local Transport|FOREST OF DEAN DC|2000011903|44763
Department for Transport|Department for Transport|18/08/2010|Current Grants to LAs within AEF/AEG|Regional & Local Transport|GEDLING BC|2000011904|81318
Department for Transport|Department for Transport|18/08/2010|Current Grants to LAs within AEF/AEG|Regional & Local Transport|GLOUCESTER CITY COUNCIL|2000011905|134105
Department for Transport|Department for Transport|18/08/2010|Current Grants to LAs within AEF/AEG|Regional & Local Transport|GOSPORT BOROUGH COUNCIL|2000011906|51558
Department for Transport|Department for Transport|18/08/2010|Current Grants to LAs within AEF/AEG|Regional & Local Transport|GRAVESHAM BC|2000011907|112634
Department for Transport|Department for Transport|18/08/2010|Current Grants to LAs within AEF/AEG|Regional & Local Transport|GREAT YARMOUTH BC|2000011908|259582
Department for Transport|Department for Transport|18/08/2010|Current Grants to LAs within AEF/AEG|Regional & Local Transport|HARBOROUGH DC|2000011909|21692
Department for Transport|Department for Transport|18/08/2010|Current Grants to LAs within AEF/AEG|Regional & Local Transport|HARLOW DISTRICT COUNCIL|2000011910|93205
Department for Transport|Department for Transport|18/08/2010|Current Grants to LAs within AEF/AEG|Regional & Local Transport|HART DC|2000011911|14981
Department for Transport|Department for Transport|18/08/2010|Current Grants to LAs within AEF/AEG|Regional & Local Transport|HASTINGS BOROUGH COUNCIL|2000011912|161613
Department for Transport|Department for Transport|18/08/2010|Current Grants to LAs within AEF/AEG|Regional & Local Transport|HAVANT BC|2000011913|86655
Department for Transport|Department for Transport|18/08/2010|Current Grants to LAs within AEF/AEG|Regional & Local Transport|HINCKLEY & BOSWORTH BC|2000011914|106294
Department for Transport|Department for Transport|18/08/2010|Current Grants to LAs within AEF/AEG|Regional & Local Transport|HORSHAM DC|2000011915|130459
Department for Transport|Department for Transport|18/08/2010|Current Grants to LAs within AEF/AEG|Regional & Local Transport|HUNTINGDONSHIRE DC|2000011916|120392
Department for Transport|Department for Transport|18/08/2010|Current Grants to LAs within AEF/AEG|Regional & Local Transport|IPSWICH BC|2000011917|157533
Department for Transport|Department for Transport|18/08/2010|Current Grants to LAs within AEF/AEG|Regional & Local Transport|KINGS LYNN & WEST NORFOLK BC|2000011919|133656
Department for Transport|Department for Transport|18/08/2010|Current Grants to LAs within AEF/AEG|Regional & Local Transport|LONDON COUNCILS|2000011920|7080946
Department for Transport|Department for Transport|18/08/2010|Current Grants to LAs within AEF/AEG|Regional & Local Transport|MALDON DC|2000011921|32351
Department for Transport|Department for Transport|18/08/2010|Management Consultancy|Aviation|MANN ECONOMIC CONSULTING LTD|2000011922|3900.35
Department for Transport|Department for Transport|18/08/2010|Current Grants to LAs within AEF/AEG|Regional & Local Transport|MANSFIELD DC|2000011923|174485
Department for Transport|Department for Transport|18/08/2010|Current Grants to LAs within AEF/AEG|Regional & Local Transport|MELTON BOROUGH COUNCIL|2000011924|27731
Department for Transport|Department for Transport|18/08/2010|Current Grants to LAs within AEF/AEG|Regional & Local Transport|MENDIP DISTRICT COUNCIL|2000011925|83839
Department for Transport|Department for Transport|18/08/2010|Current Grants to LAs within AEF/AEG|Regional & Local Transport|MID DEVON DISTRICT COUNCIL|2000011926|19434
Department for Transport|Department for Transport|18/08/2010|Current Grants to LAs within AEF/AEG|Regional & Local Transport|MID SUFFOLK DC|2000011927|36504
Department for Transport|Department for Transport|18/08/2010|Current Grants to LAs within AEF/AEG|Regional & Local Transport|MID SUSSEX DC|2000011928|71749
Department for Transport|Department for Transport|18/08/2010|Traffic Survey & Counting Equipment|London and Road Demand Management|MOTT MACDONALD|2000011929|13582
Department for Transport|Department for Transport|18/08/2010|Transport Consultancy|Major Projects|MOTT MACDONALD|2000011929|107701.43
Department for Transport|Department for Transport|18/08/2010|Current Grants to LAs within AEF/AEG|Regional & Local Transport|NEWARK & SHERWOOD DC|2000011930|73905
Department for Transport|Department for Transport|18/08/2010|Current Grants to LAs within AEF/AEG|Regional & Local Transport|NEWCASTLE UNDER LYME BC|2000011931|92084
Department for Transport|Department for Transport|18/08/2010|Current Grants to LAs within AEF/AEG|Regional & Local Transport|NORTH EAST DERBYSHIRE DC|2000011932|40928
Department for Transport|Department for Transport|18/08/2010|Current Grants to LAs within AEF/AEG|Regional & Local Transport|NORTH KESTEVEN DC|2000011933|39387
Department for Transport|Department for Transport|18/08/2010|Current Grants to LAs within AEF/AEG|Regional & Local Transport|NORWICH CITY COUNCIL|2000011934|591256
Department for Transport|Department for Transport|18/08/2010|Current Grants to LAs within AEF/AEG|Regional & Local Transport|NUNEATON & BEDWORTH BC|2000011935|90632
Department for Transport|Department for Transport|18/08/2010|Current Grants to LAs within AEF/AEG|Regional & Local Transport|NW LEICESTERSHIRE DC|2000011936|50302
Department for Transport|Department for Transport|18/08/2010|Current Grants to LAs within AEF/AEG|Regional & Local Transport|REIGATE & BANSTEAD BC|2000011938|69009
Department for Transport|Department for Transport|18/08/2010|Current Grants to LAs within AEF/AEG|Regional & Local Transport|RIBBLE VALLEY BC|2000011939|40515
Department for Transport|Department for Transport|18/08/2010|Current Grants to LAs within AEF/AEG|Regional & Local Transport|RICHMONDSHIRE DC|2000011940|47217
Department for Transport|Department for Transport|18/08/2010|Current Grants to LAs within AEF/AEG|Regional & Local Transport|ROCHFORD DC|2000011941|37491
Department for Transport|Department for Transport|18/08/2010|Current Grants to LAs within AEF/AEG|Regional & Local Transport|ROSSENDALE BC|2000011942|54563
Department for Transport|Department for Transport|18/08/2010|Current Grants to LAs within AEF/AEG|Regional & Local Transport|ROTHER DC|2000011943|43806
Department for Transport|Department for Transport|18/08/2010|Current Grants to LAs within AEF/AEG|Regional & Local Transport|RUGBY BOROUGH COUNCIL|2000011946|56995
Department for Transport|Department for Transport|18/08/2010|Current Grants to LAs within AEF/AEG|Regional & Local Transport|RYEDALE DC|2000011947|59257
Department for Transport|Department for Transport|18/08/2010|Current Grants to LAs within AEF/AEG|Regional & Local Transport|SCARBOROUGH BC|2000011948|298988
Department for Transport|Department for Transport|18/08/2010|Current Grants to LAs within AEF/AEG|Regional & Local Transport|SEDGEMOOR DC|2000011949|97513
Department for Transport|Department for Transport|18/08/2010|Current Grants to LAs within AEF/AEG|Regional & Local Transport|SEVENOAKS DC|2000011950|24598
Department for Transport|Department for Transport|18/08/2010|Current Grants to LAs within AEF/AEG|Regional & Local Transport|SOUTH CAMBRIDGESHIRE DC|2000011951|19324
Department for Transport|Department for Transport|18/08/2010|Current Grants to LAs within AEF/AEG|Regional & Local Transport|SOUTH HAMS DC|2000011952|45441
Department for Transport|Department for Transport|18/08/2010|Current Grants to LAs within AEF/AEG|Regional & Local Transport|SOUTH KESTEVEN DC|2000011953|100361
