DEPARTMENT|ENTITY|DATE|EXPENSETYPE|EXPENSEAREA|SUPPLIER|TRANSACTIONNUMBER|AMOUNT|DESCRIPTION|SUPPLIERPOSTCODE
Department For Transport|Highways Agency|18/09/2014|CM - Lump Sum Fees|NETWORK DELIVERY & DEVELOPMENT|NETWORK RAIL|637374|39934.95|#|B1 1RT
Department For Transport|Highways Agency|18/09/2014|CM - Lump Sum Fees|NETWORK DELIVERY & DEVELOPMENT|NETWORK RAIL|637375|266363.61|#|B1 1RT
Department For Transport|Highways Agency|18/09/2014|CM - Lump Sum Fees|NETWORK DELIVERY & DEVELOPMENT|SKANSKA CONSTRUCTION UK LTD|637397|1280419.37|Apps and Certs Receipt - APC77100|WD3 9AS
Department For Transport|Highways Agency|18/09/2014|CM - Lump Sum Fees|NETWORK DELIVERY & DEVELOPMENT|TRANSPORT FOR GREATER MANCHESTER|637378|1336.36|#|M60 1HX
Department For Transport|Highways Agency|18/09/2014|CM - Lump Sum Fees|NETWORK DELIVERY & DEVELOPMENT|TRANSPORT FOR GREATER MANCHESTER|637379|2430.15|#|M60 1HX
Department For Transport|Highways Agency|18/09/2014|CM - Lump Sum Fees|NETWORK DELIVERY & DEVELOPMENT|TRANSPORT FOR GREATER MANCHESTER|637380|2237.92|#|M60 1HX
Department For Transport|Highways Agency|18/09/2014|CM - Lump Sum Fees|NETWORK DELIVERY & DEVELOPMENT|TRANSPORT FOR GREATER MANCHESTER|637382|1763.74|#|M60 1HX
Department For Transport|Highways Agency|18/09/2014|CM - Lump Sum Fees|NETWORK DELIVERY & DEVELOPMENT|TRANSPORT FOR GREATER MANCHESTER|637383|1494.78|#|M60 1HX
Department For Transport|Highways Agency|18/09/2014|CM - Lump Sum Fees|NETWORK DELIVERY & DEVELOPMENT|TRANSPORT FOR GREATER MANCHESTER|637386|1473.27|#|M60 1HX
Department For Transport|Highways Agency|18/09/2014|CM - Lump Sum Fees|NETWORK DELIVERY & DEVELOPMENT|TRANSPORT FOR GREATER MANCHESTER|637388|100000|#|M60 1HX
Department For Transport|Highways Agency|18/09/2014|CM - Time Based Charges|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|620747|-166.32|Apps and Certs Receipt - APC61817|M2 5JB
Department For Transport|Highways Agency|18/09/2014|CM - Time Based Charges|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|637349|49231.4|Apps and Certs Receipt - APC77430|M2 5JB
Department For Transport|Highways Agency|18/09/2014|CM - Time Based Charges|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|637363|24239.5|Apps and Certs Receipt - APC76350|M2 5JB
Department For Transport|Highways Agency|18/09/2014|Contractor Costs|COMMERCIAL & PROCUREMENT|ATKINS LTD|637400|38238.44|Error Correction - Expenditure for July|BS32 4SY
Department For Transport|Highways Agency|18/09/2014|Contractor Costs|CUSTOMER OPERATIONS|AECOM|637399|16701.4|September Invoice|AL1 9WQ
Department For Transport|Highways Agency|18/09/2014|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|A-ONE + INTEGRATED HIGHWAY SERVICES (CIS)|630686|-574.54|Apps and Certs Receipt - APC70807|DL1 1TJ
Department For Transport|Highways Agency|18/09/2014|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|A-ONE + INTEGRATED HIGHWAY SERVICES (CIS)|635047|-598.12|Apps and Certs Receipt - APC74813|DL1 1TJ
Department For Transport|Highways Agency|18/09/2014|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|A-ONE + INTEGRATED HIGHWAY SERVICES (CIS)|637381|30059.62|Apps and Certs Receipt - APC77366|DL1 1TJ
Department For Transport|Highways Agency|18/09/2014|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|A-ONE + INTEGRATED HIGHWAY SERVICES (CIS)|637408|3403.96|Apps and Certs Receipt - APC77329|DL1 1TJ
Department For Transport|Highways Agency|18/09/2014|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|A-ONE + INTEGRATED HIGHWAY SERVICES (CIS)|637408|39246.45|Apps and Certs Receipt - APC77329|DL1 1TJ
Department For Transport|Highways Agency|18/09/2014|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|A-ONE + INTEGRATED HIGHWAY SERVICES (CIS)|637408|9745.68|Apps and Certs Receipt - APC77329|DL1 1TJ
Department For Transport|Highways Agency|18/09/2014|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|A-ONE + INTEGRATED HIGHWAY SERVICES (CIS)|637408|20958.35|Apps and Certs Receipt - APC77329|DL1 1TJ
Department For Transport|Highways Agency|18/09/2014|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|A-ONE + INTEGRATED HIGHWAY SERVICES (CIS)|637408|938.1|Apps and Certs Receipt - APC77329|DL1 1TJ
Department For Transport|Highways Agency|18/09/2014|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|A-ONE + INTEGRATED HIGHWAY SERVICES (CIS)|637408|18237.95|Apps and Certs Receipt - APC77329|DL1 1TJ
Department For Transport|Highways Agency|18/09/2014|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|A-ONE + INTEGRATED HIGHWAY SERVICES (CIS)|637408|576.86|Apps and Certs Receipt - APC77329|DL1 1TJ
Department For Transport|Highways Agency|18/09/2014|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|ATKINS LTD|637373|30036.9|Atkins Package I|BS32 4SY
Department For Transport|Highways Agency|18/09/2014|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|637349|7427.2|Apps and Certs Receipt - APC77430|M2 5JB
Department For Transport|Highways Agency|18/09/2014|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|637349|4.74|Apps and Certs Receipt - APC77430|M2 5JB
Department For Transport|Highways Agency|18/09/2014|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|637349|10608.95|Apps and Certs Receipt - APC77430|M2 5JB
Department For Transport|Highways Agency|18/09/2014|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|637365|451.95|Apps and Certs Receipt - APC76250|M2 5JB
Department For Transport|Highways Agency|18/09/2014|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|637367|12.22|Apps and Certs Receipt - APC76250|M2 5JB
Department For Transport|Highways Agency|18/09/2014|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|637411|1826.99|Apps and Certs Receipt - APC77431|M2 5JB
Department For Transport|Highways Agency|18/09/2014|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|637411|5225.99|Apps and Certs Receipt - APC77431|M2 5JB
Department For Transport|Highways Agency|18/09/2014|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|637411|85435.91|Apps and Certs Receipt - APC77431|M2 5JB
Department For Transport|Highways Agency|18/09/2014|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|637411|25336.71|Apps and Certs Receipt - APC77431|M2 5JB
Department For Transport|Highways Agency|18/09/2014|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|637411|2781.1|Apps and Certs Receipt - APC77431|M2 5JB
Department For Transport|Highways Agency|18/09/2014|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|GENESYS TELECOMMUNICATIONS LTD|637319|-10000|T-0279 - Stage Payment 2 Jul 2014 - Sep 2014 Costs - RCC & Coleshill ISDN30 - Nrts|GU14 7BF
Department For Transport|Highways Agency|18/09/2014|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|PARSONS BRINCKERHOFF LIMITED|637350|8359.32|185038 National Spatial Planning Arrangement - south East and Lobdon Lot 5|NE4 7YQ
Department For Transport|Highways Agency|18/09/2014|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|PARSONS BRINCKERHOFF LIMITED|637393|43154.72|185070 National Spatial Planning Arrangement - South East and London LOT 5|NE4 7YQ
Department For Transport|Highways Agency|18/09/2014|Contractor Costs|NETWORK SERVICES DIRECTORATE|EM HIGHWAY SERVICES LTD|637358|27494.52|Apps and Certs Receipt - APC77611|M2 5JB
Department For Transport|Highways Agency|18/09/2014|Meeting Room Hire|NETWORK DELIVERY & DEVELOPMENT|MCL CREATE LTD|637352|8310|#|B38 8SE
Department For Transport|Highways Agency|18/09/2014|Non Civil Servant HA Staff|COMMERCIAL & PROCUREMENT|BROOK STREET (UK)  LTD|637414|562.1|Invoice number 30589676 15th aug 2014|AL1 4ZX
Department For Transport|Highways Agency|18/09/2014|Non Civil Servant HA Staff|COMMERCIAL & PROCUREMENT|LA INTERNATIONAL COMPUTER CONSULTANTS LTD|637344|2723.4|Invoice number LA295214 Expenditure between 3rd to 10th August|ST1 5UB
Department For Transport|Highways Agency|18/09/2014|Non Civil Servant HA Staff|COMMERCIAL & PROCUREMENT|SPRING TECHNOLOGY STAFFING SERVICES LTD|637404|992.94|XXXXXX Timesheet ref: 1287695-w/e 12/09/14|B37 7YE
Department For Transport|Highways Agency|18/09/2014|Non Civil Servant HA Staff|FINANCE & BUSINESS SERVICES|MERIDIAN BUSINESS SUPPORT LTD|637433|959.86|XXXXXX w/e 14/09/2014 (37.5 hrs)|WA14 4PL
Department For Transport|Highways Agency|18/09/2014|Non Civil Servant HA Staff|FINANCE & BUSINESS SERVICES|MICHAEL PAGE INTERNATIONAL RECRUITMENT LIMITED|637422|1371.18|Doc 450961 Inv 5702929 XXXXXX w/e 14/9/14 (5 days @ #228.53 per day)|SL1 1DB
Department For Transport|Highways Agency|18/09/2014|Non Civil Servant HA Staff|MAJOR PROJECTS|HALES GROUP LIMITED|637434|900|Inv No 00391626 Services for XXXXXX w/e 12/09/14 37.5hours @ 20per hour|PE10 9NE
Department For Transport|Highways Agency|18/09/2014|Non Civil Servant HA Staff|NETWORK DELIVERY & DEVELOPMENT|MORGAN HUNT UK LTD|637426|3498|Communications Workstream Daily Rate - XXXXXX w/e 14/9/14|EC4M 7EG
Department For Transport|Highways Agency|18/09/2014|Non Civil Servant HA Staff|NETWORK SERVICES DIRECTORATE|SPRING TECHNOLOGY STAFFING SERVICES LTD|637354|1658.02|XXXXXX w/e 24 Aug worked 4 days|B37 7YE
Department For Transport|Highways Agency|18/09/2014|Non Civil Servant HA Staff|NETWORK SERVICES DIRECTORATE|SPRING TECHNOLOGY STAFFING SERVICES LTD|637356|1658.02|XXXXXX w/e 31 Aug worked 4 days|B37 7YE
Department For Transport|Highways Agency|18/09/2014|Non Civil Servant HA Staff|NETWORK SERVICES DIRECTORATE|SPRING TECHNOLOGY STAFFING SERVICES LTD|637362|1658.02|XXXXXX w/e 7 Sept worked 4 days|B37 7YE
Department For Transport|Highways Agency|18/09/2014|Other travel costs car parking etc|NETWORK DELIVERY & DEVELOPMENT|MARSHALLS COACHES|637410|865|Invoices 55557 & 55612.  Payment to Marshalls Coaches for NDD National Conference on 23rd September 14:|LU7 4YP
Department For Transport|Highways Agency|18/09/2014|RM - Electricity costs|NETWORK DELIVERY & DEVELOPMENT|SWALEC (NON CIS) CHARGES|637401|541.06|#|PO9 5JB
Department For Transport|Highways Agency|18/09/2014|RM - Utilities|NETWORK DELIVERY & DEVELOPMENT|SOUTH WEST WATER (NON CIS) WATER USAGE|637413|1916.3|Bill No 5002 0910 90, dated 4 September 2014|EX2 7YN
Department For Transport|Highways Agency|18/09/2014|RM - Utilities|NETWORK DELIVERY & DEVELOPMENT|SOUTH WEST WATER (NON CIS) WATER USAGE|637415|4617.23|Bill No. 5002 3708 17, dated 10 September 2014|EX2 7YN
Department For Transport|Highways Agency|18/09/2014|RM - Utilities|NETWORK DELIVERY & DEVELOPMENT|SOUTHERN ELECTRIC (NON CIS) CHARGES|637412|1257.02|Invoice No's 751239925 0046 & 751239925 0047, dated August 2014|RG21 8WS
Department For Transport|Highways Agency|18/09/2014|TA Cost AUC - Programme|COMMERCIAL & PROCUREMENT|GEORGE CORDEROY & CO|637407|1918.3|EC 18.9.2014 - 19721|LU1 1JB
Department For Transport|Highways Agency|18/09/2014|TA Cost AUC - Programme|COMMERCIAL & PROCUREMENT|GEORGE CORDEROY & CO|637409|9681.44|EC 18.9.2014 - 19747|LU1 1JB
Department For Transport|Highways Agency|18/09/2014|TA Cost AUC - Programme|MAJOR PROJECTS|ATKINS LTD|637403|14087.4|#|BS32 4SY
Department For Transport|Highways Agency|18/09/2014|TA Cost AUC - Programme|MAJOR PROJECTS|CONNECT PLUS (M25) LTD|637425|42593|M25 DBFO Pre-Implementation Costs for Ashurts Invoice 358791 (EC of 625687)|EN6 3NP
Department For Transport|Highways Agency|18/09/2014|TA Cost AUC - Programme|MAJOR PROJECTS|CONNECT PLUS (M25) LTD|637429|69521.46| M25/1164A Recovery of Connect Plus Pre-Implementation Costs for Ashursts Invoices 362870 & 364390 M3 MM-ALR TO 18/3/14 ( EC of 629103)|EN6 3NP
Department For Transport|Highways Agency|18/09/2014|TA Cost AUC - Programme|MAJOR PROJECTS|CONNECT PLUS (M25) LTD|637431|35046.11|Recovery of Connect Plus Pre-Implementation Costs for Ashurst Invoice 366851 re M3 SM-ALR (EC of 631391)|EN6 3NP
Department For Transport|Highways Agency|18/09/2014|TA Cost AUC - Programme|MAJOR PROJECTS|EVERSHEDS LLP|LOMD248613|4282.9|HAL00012995/../91292423|B3 3AL
Department For Transport|Highways Agency|18/09/2014|TA Cost AUC - Programme|MAJOR PROJECTS|EVERSHEDS LLP|LOMD248614|1582|HAL00011752/XXXXXX/91318874|B3 3AL
Department For Transport|Highways Agency|18/09/2014|TA Cost AUC - Programme|MAJOR PROJECTS|EVERSHEDS LLP|LOMD248616|1056|00012600/XXXXXX|B3 3AL
Department For Transport|Highways Agency|18/09/2014|TA Cost AUC - Programme|MAJOR PROJECTS|EVERSHEDS LLP|LOMD248620|5400|HAL00010776/XXXXXX/91317630|B3 3AL
Department For Transport|Highways Agency|18/09/2014|TA Cost AUC - Programme|MAJOR PROJECTS|HYDER HALCROW M25 JOINT VENTURE|637420|38396.32|#|GU2 7AR
Department For Transport|Highways Agency|18/09/2014|TA Cost AUC - Programme|MAJOR PROJECTS|JACOBS UK LTD|634418|27387.34|Invoice number B1768700/031/SL. Date 05-AUG-2014. Amount #6,644.52, excluding VAT #5,537.10|G2 7HX
Department For Transport|Highways Agency|18/09/2014|TA Cost AUC - Programme|MAJOR PROJECTS|JACOBS UK LTD|637395|2321.67| Jacobs Invoice B1872602/003/SL Fee for professional Services( ec of 633935 )|G2 7HX
Department For Transport|Highways Agency|18/09/2014|TA Cost AUC - Programme|MAJOR PROJECTS|JACOBS UK LTD|637396|1287.75|M3 J2-4a Jacobs Invoice: B1872602/002/SL Date: 19.06.14 (EC of 631353)|G2 7HX
Department For Transport|Highways Agency|18/09/2014|TA Cost AUC - Programme|MAJOR PROJECTS|JACOBS UK LTD|637398|4200|M3 J2-4a Jacobs Invoice: B1872602/001/LE Date: 21/04/14 (EC of 628578)|G2 7HX
Department For Transport|Highways Agency|18/09/2014|TA Cost AUC - Programme|MAJOR PROJECTS|MOTT MACDONALD GRONTMIJ JOINT VENTURE|637417|133756.32|A63 Castle Street Lot 1 supplier professional fees August 2014|SO50 9NW
Department For Transport|Highways Agency|18/09/2014|TA Cost AUC - Programme|MAJOR PROJECTS|MOTT MACDONALD GRONTMIJ JOINT VENTURE|637428|55309.96|#|SO50 9NW
Department For Transport|Highways Agency|18/09/2014|TA Cost AUC - Programme|MAJOR PROJECTS|MOTT MACDONALD GRONTMIJ JOINT VENTURE|637430|26353.3|#|SO50 9NW
Department For Transport|Highways Agency|18/09/2014|TA Cost AUC - Programme|MAJOR PROJECTS|MOUCHEL LIMITED|637418|213162.2|PO 1045.1 M1 J28-31 Design August 2014|L3 1ES
Department For Transport|Highways Agency|18/09/2014|TA Cost AUC - Programme|MAJOR PROJECTS|MOUCHEL LIMITED|637419|215440.32|PO 1045.2 M1 J32-35a Design August 2014|L3 1ES
Department For Transport|Highways Agency|18/09/2014|TA Cost AUC - Programme|MAJOR PROJECTS|NETWORK RAIL|637385|5852.26|M3 2-4a Invoice No. 1149488 14 July 2014 Rel. 1 (EC of 633334)|B1 1RT
Department For Transport|Highways Agency|18/09/2014|TA Cost AUC - Programme|MAJOR PROJECTS|NETWORK RAIL|637389|1093.73| M3 J2-4a Network Rail Invoice: 1146505 Date: 15-May-2014 (EC of 629078)|B1 1RT
Department For Transport|Highways Agency|18/09/2014|TA Cost AUC - Programme|MAJOR PROJECTS|NETWORK RAIL|637391|6806.06| M3 J2-4a Network Rail Invoice: 1146505 Date: 15-May-2014 (EC of 629078)|B1 1RT
Department For Transport|Highways Agency|18/09/2014|TA Cost AUC - Programme|MAJOR PROJECTS|NETWORK RAIL|637392|6806.06|M3 2-4a Invoice No. 1149488 14 July 2014 Rel. 1 (EC of 633334)|B1 1RT
Department For Transport|Highways Agency|18/09/2014|TA Cost AUC - Programme|MAJOR PROJECTS|TREASURY SOLICITOR|LOMD248618|2741.2|HAL00004516/XXXXXX/409495|GL1 2AZ
Department For Transport|Highways Agency|18/09/2014|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|A-ONE + INTEGRATED HIGHWAY SERVICES (CIS)|637408|6040.01|Apps and Certs Receipt - APC77329|DL1 1TJ
Department For Transport|Highways Agency|18/09/2014|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|A-ONE + INTEGRATED HIGHWAY SERVICES (CIS)|637408|1952.63|Apps and Certs Receipt - APC77329|DL1 1TJ
Department For Transport|Highways Agency|18/09/2014|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|A-ONE + INTEGRATED HIGHWAY SERVICES (CIS)|637408|23258.13|Apps and Certs Receipt - APC77329|DL1 1TJ
Department For Transport|Highways Agency|18/09/2014|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|BT OPENREACH (CIS) DIVERT/CONNECT|622648|-982.09|Invoice Number A124842 dated 17/01/14|S1 3EF
Department For Transport|Highways Agency|18/09/2014|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|CONNECT PLUS (M25) LTD|637348|34830.91|M25/2016 COFA A282Chalk Pit Barrier|EN6 3NP
Department For Transport|Highways Agency|18/09/2014|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|COSTAIN LIMITED|637435|220622|Apps and Certs Receipt - APC77688|SL6 4UB
Department For Transport|Highways Agency|18/09/2014|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|637349|8003.42|Apps and Certs Receipt - APC77430|M2 5JB
Department For Transport|Highways Agency|18/09/2014|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|637349|2524.35|Apps and Certs Receipt - APC77430|M2 5JB
Department For Transport|Highways Agency|18/09/2014|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|637357|1082.13|Apps and Certs Receipt - APC77612|M2 5JB
Department For Transport|Highways Agency|18/09/2014|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|637367|12165.5|Apps and Certs Receipt - APC76250|M2 5JB
Department For Transport|Highways Agency|18/09/2014|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|637411|8801.61|Apps and Certs Receipt - APC77431|M2 5JB
Department For Transport|Highways Agency|18/09/2014|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|UNITED UTILITIES WATER PLC (CIS) DIVERT/CONNECT|637361|26839.42|#|WA5 3LP
Department For Transport|Highways Agency|18/09/2014|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|605705|-746.69|Apps and Certs Receipt - APC49214|M2 5JB
Department For Transport|Highways Agency|18/09/2014|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|620747|-25788.77|Apps and Certs Receipt - APC61817|M2 5JB
Department For Transport|Highways Agency|18/09/2014|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|626719|-7019.8|Apps and Certs Receipt - APC66789|M2 5JB
Department For Transport|Highways Agency|18/09/2014|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|628972|-2843.05|Apps and Certs Receipt - APC69359|M2 5JB
Department For Transport|Highways Agency|18/09/2014|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|632299|-523.34|Apps and Certs Receipt - APC72092|M2 5JB
Department For Transport|Highways Agency|18/09/2014|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|634458|-2221.81|Apps and Certs Receipt - APC73665|M2 5JB
Department For Transport|Highways Agency|18/09/2014|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|635200|-49077.73|Apps and Certs Receipt - APC75323|M2 5JB
Department For Transport|Highways Agency|18/09/2014|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|635659|-4956.56|Apps and Certs Receipt - APC75139|M2 5JB
Department For Transport|Highways Agency|18/09/2014|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|637349|15.68|Apps and Certs Receipt - APC77430|M2 5JB
Department For Transport|Highways Agency|18/09/2014|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|637355|338909.12|Apps and Certs Receipt - APC77613|M2 5JB
Department For Transport|Highways Agency|18/09/2014|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|637357|2733390.9|Apps and Certs Receipt - APC77612|M2 5JB
Department For Transport|Highways Agency|18/09/2014|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|637358|2869468.28|Apps and Certs Receipt - APC77611|M2 5JB
Department For Transport|Highways Agency|18/09/2014|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|637359|2955482.22|Apps and Certs Receipt - APC77610|M2 5JB
Department For Transport|Highways Agency|18/09/2014|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|637360|3309779.33|Apps and Certs Receipt - APC77608|M2 5JB
Department For Transport|Highways Agency|18/09/2014|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|637364|37458|Apps and Certs Receipt - APC76310|M2 5JB
Department For Transport|Highways Agency|18/09/2014|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|637365|701.97|Apps and Certs Receipt - APC76250|M2 5JB
Department For Transport|Highways Agency|18/09/2014|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|637367|188467.04|Apps and Certs Receipt - APC76250|M2 5JB
Department For Transport|Highways Agency|18/09/2014|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|637411|152359.48|Apps and Certs Receipt - APC77431|M2 5JB
Department For Transport|Highways Agency|18/09/2014|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|GENESYS TELECOMMUNICATIONS LTD|637421|87564.16|#|GU14 7BF
Department For Transport|Highways Agency|18/09/2014|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|A-ONE + INTEGRATED HIGHWAY SERVICES (CIS)|624083|-894.8|Apps and Certs Receipt - APC65107|DL1 1TJ
Department For Transport|Highways Agency|18/09/2014|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|A-ONE + INTEGRATED HIGHWAY SERVICES (CIS)|629197|-1198.3|Apps and Certs Receipt - APC69212|DL1 1TJ
Department For Transport|Highways Agency|18/09/2014|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|A-ONE + INTEGRATED HIGHWAY SERVICES (CIS)|631900|-37926.42|Apps and Certs Receipt - APC70746|DL1 1TJ
Department For Transport|Highways Agency|18/09/2014|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|A-ONE + INTEGRATED HIGHWAY SERVICES (CIS)|637381|88661.01|Apps and Certs Receipt - APC77366|DL1 1TJ
Department For Transport|Highways Agency|18/09/2014|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|A-ONE + INTEGRATED HIGHWAY SERVICES (CIS)|637384|292840.27|Apps and Certs Receipt - APC77249|DL1 1TJ
Department For Transport|Highways Agency|18/09/2014|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|637411|212680.86|Apps and Certs Receipt - APC77431|M2 5JB
Department For Transport|Highways Agency|18/09/2014|Third Party claims costs|FINANCE & BUSINESS SERVICES|TREASURY SOLICITOR|PWI/189948822|55000|HA111/039/0437 - XXXXXX - Z1167541|GL1 2AZ
Department For Transport|Highways Agency|18/09/2014|TOS operational Vehicle fleet management|CUSTOMER OPERATIONS|BABCOCK CRITICAL SERVICES LTD|637387|29144.66|Fleet Management Charges - August 2014 - SIMP013559|NG15 0DR
Department For Transport|Highways Agency|18/09/2014|TOS operational Vehicle rental|CUSTOMER OPERATIONS|BABCOCK CRITICAL SERVICES LTD|637390|25663.31|Lex Lease Charges- SIMP013548 - August|NG15 0DR
Department For Transport|Highways Agency|18/09/2014|TOS operational Vehicle repairs|CUSTOMER OPERATIONS|BABCOCK CRITICAL SERVICES LTD|637394|130112.09|SIMP013549 - August - Service support charges|NG15 0DR
Department For Transport|Highways Agency|19/09/2014|CM - Lump Sum Fees|NETWORK DELIVERY & DEVELOPMENT|A-ONE + INTEGRATED HIGHWAY SERVICES (CIS)|637496|87643.03|Apps and Certs Receipt - APC77547|DL1 1TJ
Department For Transport|Highways Agency|19/09/2014|CM - Lump Sum Fees|NETWORK DELIVERY & DEVELOPMENT|A-ONE + INTEGRATED HIGHWAY SERVICES (CIS)|637497|5.82|Apps and Certs Receipt - APC77330|DL1 1TJ
Department For Transport|Highways Agency|19/09/2014|CM - Lump Sum Fees|NETWORK DELIVERY & DEVELOPMENT|BALFOUR BEATTY MOTT MACDONALD AREA 10 ASC|637510|808.27|Apps and Certs Receipt - APC77617|WA3 7PG
Department For Transport|Highways Agency|19/09/2014|CM - Lump Sum Fees|NETWORK DELIVERY & DEVELOPMENT|BALFOUR BEATTY MOTT MACDONALD AREA 10 ASC|637519|72442.32|Apps and Certs Receipt - APC77615|WA3 7PG
Department For Transport|Highways Agency|19/09/2014|CM - Lump Sum Fees|NETWORK DELIVERY & DEVELOPMENT|BALFOUR BEATTY MOTT MACDONALD AREA 10 ASC|637524|978201.21|Apps and Certs Receipt - APC77408|WA3 7PG
Department For Transport|Highways Agency|19/09/2014|CM - Lump Sum Fees|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|635323|-4176.52|Apps and Certs Receipt - APC75276|M2 5JB
