Department for Transport|British Transport Police|06/08/2011|CLEANING MATERIALS- PURCHASE|SC EDINBURGH STAFF COSTS|BARCLAYS HMG PROCUREMENT CARD|247610|225.07
Department for Transport|British Transport Police|06/08/2011|TRAIN FARES|SC EDINBURGH STAFF COSTS|BARCLAYS HMG PROCUREMENT CARD|247610|13
Department for Transport|British Transport Police|06/08/2011|EQUIP PURCH  NON POL  (NONCAP)|SC EDINBURGH STAFF COSTS|BARCLAYS HMG PROCUREMENT CARD|247610|162.72
Department for Transport|British Transport Police|06/08/2011|STATIONERY|SC EDINBURGH STAFF COSTS|BARCLAYS HMG PROCUREMENT CARD|247610|255.23
Department for Transport|British Transport Police|06/08/2011|AIR FARES|ACC SCOTLAND|BARCLAYS HMG PROCUREMENT CARD|247610|1270.64
Department for Transport|British Transport Police|06/08/2011|HOTEL ACCOMMODATION|ACC SCOTLAND|BARCLAYS HMG PROCUREMENT CARD|247610|552
Department for Transport|British Transport Police|06/08/2011|HOTEL ACCOMMODATION|SC ABERDEEN STAFF COSTS|BARCLAYS HMG PROCUREMENT CARD|247610|256.25
Department for Transport|British Transport Police|06/08/2011|HOTEL ACCOMMODATION|SC INVERNESS STAFF COSTS|BARCLAYS HMG PROCUREMENT CARD|247610|99.2
Department for Transport|British Transport Police|06/08/2011|TRAVEL & SUBSISTANCE|SC OP SUPPORT PLANNING|BARCLAYS HMG PROCUREMENT CARD|247610|119.2
Department for Transport|British Transport Police|06/08/2011|HOTEL ACCOMMODATION|SC OPERATIONAL SUPPORT UNIT 2|BARCLAYS HMG PROCUREMENT CARD|247610|1169.75
Department for Transport|British Transport Police|06/08/2011|OCCUPATIONAL HEALTH COSTS|SC GLASGOW STAFF COSTS|BARCLAYS HMG PROCUREMENT CARD|247610|11.9
Department for Transport|British Transport Police|06/08/2011|CLEANING MATERIALS- PURCHASE|SC GLASGOW STAFF COSTS|BARCLAYS HMG PROCUREMENT CARD|247610|462.37
Department for Transport|British Transport Police|06/08/2011|TRAVEL & SUBSISTANCE|SC GLASGOW STAFF COSTS|BARCLAYS HMG PROCUREMENT CARD|247610|119.2
Department for Transport|British Transport Police|06/08/2011|CATERING COSTS|SC GLASGOW STAFF COSTS|BARCLAYS HMG PROCUREMENT CARD|247610|15.24
Department for Transport|British Transport Police|06/08/2011|PRISONERS EXPENSES|SC GLASGOW STAFF COSTS|BARCLAYS HMG PROCUREMENT CARD|247610|39.6
Department for Transport|British Transport Police|06/08/2011|EQUIP PURCH  NON POL  (NONCAP)|LS INNER LONDON TEAM 5|BARCLAYS HMG PROCUREMENT CARD|247614|105.37
Department for Transport|British Transport Police|06/08/2011|STATIONERY|LS INNER LONDON TEAM 5|BARCLAYS HMG PROCUREMENT CARD|247614|64.78
Department for Transport|British Transport Police|06/08/2011|STATIONERY|LS IDENTITY PARADE SUITE|BARCLAYS HMG PROCUREMENT CARD|247614|22.25
Department for Transport|British Transport Police|06/08/2011|POSTAGE|LS IDENTITY PARADE SUITE|BARCLAYS HMG PROCUREMENT CARD|247614|1.23
Department for Transport|British Transport Police|06/08/2011|EQUIP PURCH - POLICE  (NONCAP)|LS CUSTODY|BARCLAYS HMG PROCUREMENT CARD|247614|64.9
Department for Transport|British Transport Police|06/08/2011|MTCE OF NON POLICE EQUIP|LS CUSTODY|BARCLAYS HMG PROCUREMENT CARD|247614|237
Department for Transport|British Transport Police|06/08/2011|LAUNDRY|LS CUSTODY|BARCLAYS HMG PROCUREMENT CARD|247614|136
Department for Transport|British Transport Police|06/08/2011|CLEANING MATERIALS- PURCHASE|LS HOMEBEATS|BARCLAYS HMG PROCUREMENT CARD|247614|20.34
Department for Transport|British Transport Police|06/08/2011|CLEANING MATERIALS- PURCHASE|LS NORWOOD JUNCTION NPT|BARCLAYS HMG PROCUREMENT CARD|247614|7.29
Department for Transport|British Transport Police|06/08/2011|MTCE OF NON POLICE EQUIP|LS TRAVELSAFE|BARCLAYS HMG PROCUREMENT CARD|247614|45.64
Department for Transport|British Transport Police|06/08/2011|STATIONERY|LS TRAVELSAFE|BARCLAYS HMG PROCUREMENT CARD|247614|41.47
Department for Transport|British Transport Police|06/08/2011|FIRE SAFETY MAINTENANCE|Lond Stl AIB / FIO|BARCLAYS HMG PROCUREMENT CARD|247614|124.31
Department for Transport|British Transport Police|06/08/2011|STATIONERY|Lond Stl AIB / FIO|BARCLAYS HMG PROCUREMENT CARD|247614|27.9
Department for Transport|British Transport Police|06/08/2011|EQUIP PURCH - POLICE  (NONCAP)|Lond Stl Robbery Team|BARCLAYS HMG PROCUREMENT CARD|247614|237
Department for Transport|British Transport Police|06/08/2011|POSTAGE|Lond Stl Robbery Team|BARCLAYS HMG PROCUREMENT CARD|247614|11.04
Department for Transport|British Transport Police|06/08/2011|CLEANING MATERIALS- PURCHASE|LS GUILDFORD STAFF COSTS|BARCLAYS HMG PROCUREMENT CARD|247614|26.35
Department for Transport|British Transport Police|06/08/2011|VEHICLE STORAGE|LS GUILDFORD STAFF COSTS|BARCLAYS HMG PROCUREMENT CARD|247614|96
Department for Transport|British Transport Police|06/08/2011|VEHICLE EQUIPMENT (NONCAP)|LS GUILDFORD STAFF COSTS|BARCLAYS HMG PROCUREMENT CARD|247614|8.8
Department for Transport|British Transport Police|06/08/2011|EQUIP PURCH - POLICE  (NONCAP)|LS GUILDFORD STAFF COSTS|BARCLAYS HMG PROCUREMENT CARD|247614|60.95
Department for Transport|British Transport Police|06/08/2011|EQUIP PURCH  NON POL  (NONCAP)|LS GUILDFORD STAFF COSTS|BARCLAYS HMG PROCUREMENT CARD|247614|171.02
Department for Transport|British Transport Police|06/08/2011|STATIONERY|LS GUILDFORD STAFF COSTS|BARCLAYS HMG PROCUREMENT CARD|247614|11.94
Department for Transport|British Transport Police|06/08/2011|POSTAGE|LS GUILDFORD STAFF COSTS|BARCLAYS HMG PROCUREMENT CARD|247614|5.9
Department for Transport|British Transport Police|06/08/2011|SECURITY- SHREDDING|LS GUILDFORD STAFF COSTS|BARCLAYS HMG PROCUREMENT CARD|247614|331.8
Department for Transport|British Transport Police|06/08/2011|VEHICLE STORAGE|LS SOUTHAMPTON STAFF COSTS|BARCLAYS HMG PROCUREMENT CARD|247614|150
Department for Transport|British Transport Police|06/08/2011|EQUIP PURCH  NON POL  (NONCAP)|LS SOUTHAMPTON STAFF COSTS|BARCLAYS HMG PROCUREMENT CARD|247614|29.99
Department for Transport|British Transport Police|06/08/2011|STATIONERY|LS SOUTHAMPTON STAFF COSTS|BARCLAYS HMG PROCUREMENT CARD|247614|152.84
Department for Transport|British Transport Police|06/08/2011|POSTAGE|LS SOUTHAMPTON STAFF COSTS|BARCLAYS HMG PROCUREMENT CARD|247614|2.13
Department for Transport|British Transport Police|06/08/2011|CATERING COSTS|LS SOUTHAMPTON STAFF COSTS|BARCLAYS HMG PROCUREMENT CARD|247614|75.65
Department for Transport|British Transport Police|06/08/2011|CATERING COSTS|LS PORTSMOUTH STAFF COSTS|BARCLAYS HMG PROCUREMENT CARD|247614|106.75
Department for Transport|British Transport Police|06/08/2011|TELEPHONE- MOBILES|LS ASHFORD STAFF COSTS|BARCLAYS HMG PROCUREMENT CARD|247614|90
Department for Transport|British Transport Police|06/08/2011|STATIONERY|LS ASHFORD STAFF COSTS|BARCLAYS HMG PROCUREMENT CARD|247614|22.2
Department for Transport|British Transport Police|06/08/2011|POSTAGE|LS ASHFORD STAFF COSTS|BARCLAYS HMG PROCUREMENT CARD|247614|22.94
Department for Transport|British Transport Police|06/08/2011|OPERATIONAL FEEDING|LS ASHFORD STAFF COSTS|BARCLAYS HMG PROCUREMENT CARD|247614|114.58
Department for Transport|British Transport Police|06/08/2011|EQUIP PURCH  NON POL  (NONCAP)|LS CROYDON STAFF COSTS|BARCLAYS HMG PROCUREMENT CARD|247614|63.87
Department for Transport|British Transport Police|06/08/2011|STATIONERY|LS CROYDON STAFF COSTS|BARCLAYS HMG PROCUREMENT CARD|247614|111.86
Department for Transport|British Transport Police|06/08/2011|CLEANING MATERIALS- PURCHASE|LS BRIGHTON STAFF COSTS|BARCLAYS HMG PROCUREMENT CARD|247614|44.35
Department for Transport|British Transport Police|06/08/2011|VEHICLE EQUIPMENT (NONCAP)|LS BRIGHTON STAFF COSTS|BARCLAYS HMG PROCUREMENT CARD|247614|64.9
Department for Transport|British Transport Police|06/08/2011|EQUIP PURCH  NON POL  (NONCAP)|LS BRIGHTON STAFF COSTS|BARCLAYS HMG PROCUREMENT CARD|247614|107.45
Department for Transport|British Transport Police|06/08/2011|STATIONERY|LS BRIGHTON STAFF COSTS|BARCLAYS HMG PROCUREMENT CARD|247614|112.59
Department for Transport|British Transport Police|06/08/2011|POSTAGE|LS BRIGHTON STAFF COSTS|BARCLAYS HMG PROCUREMENT CARD|247614|205.48
Department for Transport|British Transport Police|06/08/2011|SECURITY- SHREDDING|LS BRIGHTON STAFF COSTS|BARCLAYS HMG PROCUREMENT CARD|247614|162
Department for Transport|British Transport Police|06/08/2011|HOTEL ACCOMMODATION|LS AREA COMMAND|BARCLAYS HMG PROCUREMENT CARD|247614|8086.5
Department for Transport|British Transport Police|06/08/2011|STATIONERY|LS AREA COMMAND|BARCLAYS HMG PROCUREMENT CARD|247614|14.92
Department for Transport|British Transport Police|06/08/2011|CONFERENCE FEES|LS AREA COMMAND|BARCLAYS HMG PROCUREMENT CARD|247614|567.7
Department for Transport|British Transport Police|06/08/2011|HOTEL ACCOMMODATION|LS OPERATIONS|BARCLAYS HMG PROCUREMENT CARD|247614|10883.7
Department for Transport|British Transport Police|06/08/2011|STATIONERY|LS OPERATIONS|BARCLAYS HMG PROCUREMENT CARD|247614|52.56
Department for Transport|British Transport Police|06/08/2011|OPERATIONAL FEEDING|LS OPERATIONS|BARCLAYS HMG PROCUREMENT CARD|247614|56.59
Department for Transport|British Transport Police|06/08/2011|PROPERTY MTCE- NON BTP BUILD|LS TASKING UNIT|BARCLAYS HMG PROCUREMENT CARD|247614|166.49
Department for Transport|British Transport Police|06/08/2011|EQUIP PURCH - POLICE  (NONCAP)|LS TASKING UNIT|BARCLAYS HMG PROCUREMENT CARD|247614|44.93
Department for Transport|British Transport Police|06/08/2011|EQUIP PURCH - POLICE  (NONCAP)|LS MOTORCYCLE UNIT|BARCLAYS HMG PROCUREMENT CARD|247614|185.55
Department for Transport|British Transport Police|06/08/2011|PURCHASE UNIFORM|LS MOTORCYCLE UNIT|BARCLAYS HMG PROCUREMENT CARD|247614|195.44
Department for Transport|British Transport Police|06/08/2011|SOLICITORS FEES|LS OP SUPPORT PLANNING|BARCLAYS HMG PROCUREMENT CARD|247614|45.72
Department for Transport|British Transport Police|06/08/2011|CAR PARKING FEES|LS OPERATIONAL SUPPORT UNIT 2|BARCLAYS HMG PROCUREMENT CARD|247614|36
Department for Transport|British Transport Police|06/08/2011|EQUIP PURCH - POLICE  (NONCAP)|LS CID|BARCLAYS HMG PROCUREMENT CARD|247614|366
Department for Transport|British Transport Police|06/08/2011|TELEPHONE- MOBILES|LS CID|BARCLAYS HMG PROCUREMENT CARD|247614|219.95
Department for Transport|British Transport Police|06/08/2011|STATIONERY|LS CID|BARCLAYS HMG PROCUREMENT CARD|247614|45.15
Department for Transport|British Transport Police|06/08/2011|POSTAGE|LS CID|BARCLAYS HMG PROCUREMENT CARD|247614|40.63
Department for Transport|British Transport Police|06/08/2011|EQUIP PURCH - POLICE  (NONCAP)|LS A.I.B|BARCLAYS HMG PROCUREMENT CARD|247614|158.4
Department for Transport|British Transport Police|06/08/2011|EQUIP PURCH  NON POL  (NONCAP)|LS A.I.B|BARCLAYS HMG PROCUREMENT CARD|247614|276.88
Department for Transport|British Transport Police|06/08/2011|STATIONERY|LS A.I.B|BARCLAYS HMG PROCUREMENT CARD|247614|631.62
Department for Transport|British Transport Police|06/08/2011|EQUIP PURCH - POLICE  (NONCAP)|LS FINANCE|BARCLAYS HMG PROCUREMENT CARD|247614|604.8
Department for Transport|British Transport Police|06/08/2011|STATIONERY|LS FINANCE|BARCLAYS HMG PROCUREMENT CARD|247614|26.06
Department for Transport|British Transport Police|06/08/2011|OCCUPATIONAL HEALTH COSTS|LS HEALTH SAFETY AND WELFARE|BARCLAYS HMG PROCUREMENT CARD|247614|9
Department for Transport|British Transport Police|06/08/2011|TRAINING-POLICE|LS TRAINING|BARCLAYS HMG PROCUREMENT CARD|247614|18.01
Department for Transport|British Transport Police|06/08/2011|PEST CONTROL|PCSO HL|BARCLAYS HMG PROCUREMENT CARD|247614|6.5
Department for Transport|British Transport Police|06/08/2011|EQUIP PURCH - POLICE  (NONCAP)|NW A.I.B|BARCLAYS HMG PROCUREMENT CARD|247714|19.08
Department for Transport|British Transport Police|06/08/2011|EQUIP PURCH  NON POL  (NONCAP)|NW ADMIN OF JUSTICE|BARCLAYS HMG PROCUREMENT CARD|247714|171.58
Department for Transport|British Transport Police|06/08/2011|STATIONERY|NW ADMIN OF JUSTICE|BARCLAYS HMG PROCUREMENT CARD|247714|234
Department for Transport|British Transport Police|06/08/2011|CLEANING MATERIALS- PURCHASE|NW AREA COMMAND|BARCLAYS HMG PROCUREMENT CARD|247714|192
Department for Transport|British Transport Police|06/08/2011|CAR PARKING FEES|NW AREA COMMAND|BARCLAYS HMG PROCUREMENT CARD|247714|13
Department for Transport|British Transport Police|06/08/2011|TRAIN FARES|NW AREA COMMAND|BARCLAYS HMG PROCUREMENT CARD|247714|31.9
Department for Transport|British Transport Police|06/08/2011|HOTEL ACCOMMODATION|NW AREA COMMAND|BARCLAYS HMG PROCUREMENT CARD|247714|281.14
Department for Transport|British Transport Police|06/08/2011|STATIONERY|NW AREA COMMAND|BARCLAYS HMG PROCUREMENT CARD|247714|10.6
Department for Transport|British Transport Police|06/08/2011|POSTAGE|NW AREA COMMAND|BARCLAYS HMG PROCUREMENT CARD|247714|32.95
Department for Transport|British Transport Police|06/08/2011|CONFERENCE FEES|NW AREA COMMAND|BARCLAYS HMG PROCUREMENT CARD|247714|4.64
Department for Transport|British Transport Police|06/08/2011|CATERING COSTS|NW AREA COMMAND|BARCLAYS HMG PROCUREMENT CARD|247714|37.98
Department for Transport|British Transport Police|06/08/2011|EQUIP PURCH  NON POL  (NONCAP)|NW PROACTIVE UNIT|BARCLAYS HMG PROCUREMENT CARD|247714|50
Department for Transport|British Transport Police|06/08/2011|STATIONERY|NW MANCHESTER STAFF COSTS|BARCLAYS HMG PROCUREMENT CARD|247714|2.94
Department for Transport|British Transport Police|06/08/2011|POSTAGE|NW MANCHESTER STAFF COSTS|BARCLAYS HMG PROCUREMENT CARD|247714|53.4
Department for Transport|British Transport Police|06/08/2011|SECURITY- SHREDDING|NW MANCHESTER STAFF COSTS|BARCLAYS HMG PROCUREMENT CARD|247714|247.92
Department for Transport|British Transport Police|06/08/2011|FIRE SAFETY MAINTENANCE|NW PRESTON STAFF COSTS|BARCLAYS HMG PROCUREMENT CARD|247714|30
Department for Transport|British Transport Police|06/08/2011|CLEANING MATERIALS- PURCHASE|NW PRESTON STAFF COSTS|BARCLAYS HMG PROCUREMENT CARD|247714|104.17
Department for Transport|British Transport Police|06/08/2011|EQUIP PURCH  NON POL  (NONCAP)|NW PRESTON STAFF COSTS|BARCLAYS HMG PROCUREMENT CARD|247714|83.4
Department for Transport|British Transport Police|06/08/2011|ANNUAL LICENCES- TV'S|NW PRESTON STAFF COSTS|BARCLAYS HMG PROCUREMENT CARD|247714|31.14
Department for Transport|British Transport Police|06/08/2011|SECURITY- SHREDDING|NW PRESTON STAFF COSTS|BARCLAYS HMG PROCUREMENT CARD|247714|145.5
Department for Transport|British Transport Police|06/08/2011|FIRE SAFETY MAINTENANCE|NW CARLISLE STAFF COSTS|BARCLAYS HMG PROCUREMENT CARD|247714|48
Department for Transport|British Transport Police|06/08/2011|EQUIP PURCH  NON POL  (NONCAP)|NW CARLISLE STAFF COSTS|BARCLAYS HMG PROCUREMENT CARD|247714|540.9
Department for Transport|British Transport Police|06/08/2011|EQUIP PURCH  NON POL  (NONCAP)|NW LANCASTER STAFF COSTS|BARCLAYS HMG PROCUREMENT CARD|247714|101.98
Department for Transport|British Transport Police|06/08/2011|OCCUPATIONAL HEALTH COSTS|N/West Custody Suites|BARCLAYS HMG PROCUREMENT CARD|247714|7.05
Department for Transport|British Transport Police|06/08/2011|LAUNDRY|N/West Custody Suites|BARCLAYS HMG PROCUREMENT CARD|247714|6.96
Department for Transport|British Transport Police|06/08/2011|STATIONERY|NW OPERATIONS|BARCLAYS HMG PROCUREMENT CARD|247714|90
Department for Transport|British Transport Police|06/08/2011|SECURITY- SHREDDING|NW OPERATIONS|BARCLAYS HMG PROCUREMENT CARD|247714|-37.9
Department for Transport|British Transport Police|06/08/2011|PURCHASE UNIFORM|NW MOTORCYCLE UNIT|BARCLAYS HMG PROCUREMENT CARD|247714|1000
Department for Transport|British Transport Police|06/08/2011|EQUIP PURCH  NON POL  (NONCAP)|NW OP SUPPORT PLANNING|BARCLAYS HMG PROCUREMENT CARD|247714|4.6
Department for Transport|British Transport Police|06/08/2011|PEST CONTROL|NW CHESTER STAFF COSTS|BARCLAYS HMG PROCUREMENT CARD|247714|42
Department for Transport|British Transport Police|06/08/2011|TOLLS|NW LIVERPOOL STAFF COSTS|BARCLAYS HMG PROCUREMENT CARD|247714|-107.68
Department for Transport|British Transport Police|06/08/2011|EQUIP PURCH  NON POL  (NONCAP)|NW LIVERPOOL STAFF COSTS|BARCLAYS HMG PROCUREMENT CARD|247714|19.58
Department for Transport|British Transport Police|06/08/2011|COURIER COSTS|NW LIVERPOOL STAFF COSTS|BARCLAYS HMG PROCUREMENT CARD|247714|259.56
Department for Transport|British Transport Police|06/08/2011|PLANNED MTCE- BUILD (NONCAP)|PS COVERT INVESTIGATIONS UNIT|BARCLAYS HMG PROCUREMENT CARD|247717|409.28
Department for Transport|British Transport Police|06/08/2011|FUEL & LUBRICANTS|PS COVERT INVESTIGATIONS UNIT|BARCLAYS HMG PROCUREMENT CARD|247717|9.15
Department for Transport|British Transport Police|06/08/2011|AIR FARES|PS COVERT INVESTIGATIONS UNIT|BARCLAYS HMG PROCUREMENT CARD|247717|157.68
Department for Transport|British Transport Police|06/08/2011|HOTEL ACCOMMODATION|PS COVERT INVESTIGATIONS UNIT|BARCLAYS HMG PROCUREMENT CARD|247717|1218.3
Department for Transport|British Transport Police|06/08/2011|TRAVEL & SUBSISTANCE|PS COVERT INVESTIGATIONS UNIT|BARCLAYS HMG PROCUREMENT CARD|247717|170.1
Department for Transport|British Transport Police|06/08/2011|EQUIP PURCH  NON POL  (NONCAP)|PS COVERT INVESTIGATIONS UNIT|BARCLAYS HMG PROCUREMENT CARD|247717|98.77
Department for Transport|British Transport Police|06/08/2011|TELEPHONE- MOBILES|PS COVERT INVESTIGATIONS UNIT|BARCLAYS HMG PROCUREMENT CARD|247717|60
Department for Transport|British Transport Police|06/08/2011|CATERING COSTS|PS COVERT INVESTIGATIONS UNIT|BARCLAYS HMG PROCUREMENT CARD|247717|31.03
Department for Transport|British Transport Police|06/08/2011|OPERATIONAL FEEDING|PS COVERT INVESTIGATIONS UNIT|BARCLAYS HMG PROCUREMENT CARD|247717|130.14
Department for Transport|British Transport Police|06/08/2011|HOTEL ACCOMMODATION|PS FHQ FIB|BARCLAYS HMG PROCUREMENT CARD|247717|89.95
Department for Transport|British Transport Police|06/08/2011|TRAVEL & SUBSISTANCE|PS FHQ FIB|BARCLAYS HMG PROCUREMENT CARD|247717|352.1
Department for Transport|British Transport Police|06/08/2011|STATIONERY|PS FHQ FIB|BARCLAYS HMG PROCUREMENT CARD|247717|58.79
Department for Transport|British Transport Police|06/08/2011|TRAVEL & SUBSISTANCE|FHQ CCTV PROJECT TEAM|BARCLAYS HMG PROCUREMENT CARD|247717|162
Department for Transport|British Transport Police|06/08/2011|STATIONERY|FHQ CCTV PROJECT TEAM|BARCLAYS HMG PROCUREMENT CARD|247717|602.06
Department for Transport|British Transport Police|06/08/2011|CATERING COSTS|FHQ CCTV PROJECT TEAM|BARCLAYS HMG PROCUREMENT CARD|247717|59.48
Department for Transport|British Transport Police|06/08/2011|TRAVEL & SUBSISTANCE|PS FHQ PNC BUREAU|BARCLAYS HMG PROCUREMENT CARD|247717|526.5
Department for Transport|British Transport Police|06/08/2011|EQUIP PURCH  NON POL  (NONCAP)|PS FHQ SPECIAL BRANCH|BARCLAYS HMG PROCUREMENT CARD|247717|29.97
Department for Transport|British Transport Police|06/08/2011|PLANNED MTCE- BUILD (NONCAP)|PS MIU|BARCLAYS HMG PROCUREMENT CARD|247717|144
Department for Transport|British Transport Police|06/08/2011|TOLLS|PS MIU|BARCLAYS HMG PROCUREMENT CARD|247717|5.7
Department for Transport|British Transport Police|06/08/2011|TRAVEL & SUBSISTANCE|PS MIU|BARCLAYS HMG PROCUREMENT CARD|247717|5.3
Department for Transport|British Transport Police|06/08/2011|EQUIP PURCH  NON POL  (NONCAP)|PS MIU|BARCLAYS HMG PROCUREMENT CARD|247717|298.67
Department for Transport|British Transport Police|06/08/2011|STATIONERY|PS MIU|BARCLAYS HMG PROCUREMENT CARD|247717|1116.16
Department for Transport|British Transport Police|06/08/2011|COURIER COSTS|PS MIU|BARCLAYS HMG PROCUREMENT CARD|247717|3.49
Department for Transport|British Transport Police|06/08/2011|CATERING COSTS|PS MIU|BARCLAYS HMG PROCUREMENT CARD|247717|35
Department for Transport|British Transport Police|06/08/2011|OPERATIONAL FEEDING|PS MIU|BARCLAYS HMG PROCUREMENT CARD|247717|136.72
Department for Transport|British Transport Police|06/08/2011|TRAVEL & SUBSISTANCE|FHQ JUSTICE DIRECTORATE|BARCLAYS HMG PROCUREMENT CARD|247717|44
Department for Transport|British Transport Police|06/08/2011|TRAVEL & SUBSISTANCE|FHQ FORCE CUSTODY MANAGEMENT|BARCLAYS HMG PROCUREMENT CARD|247717|146.4
Department for Transport|British Transport Police|06/08/2011|TRAVEL & SUBSISTANCE|B2 - NATIONAL CRIME TEAM|BARCLAYS HMG PROCUREMENT CARD|247717|12.5
Department for Transport|British Transport Police|06/08/2011|OPERATIONAL FEEDING|B2 - NATIONAL CRIME TEAM|BARCLAYS HMG PROCUREMENT CARD|247717|16.65
Department for Transport|British Transport Police|06/08/2011|PLANNED MTCE- BUILD (NONCAP)|FHQ SCENES OF CRIME|BARCLAYS HMG PROCUREMENT CARD|247717|114.07
Department for Transport|British Transport Police|06/08/2011|EQUIP PURCH  NON POL  (NONCAP)|FHQ SCENES OF CRIME|BARCLAYS HMG PROCUREMENT CARD|247717|260.42
Department for Transport|British Transport Police|06/08/2011|PURCHASE UNIFORM|FHQ SCENES OF CRIME|BARCLAYS HMG PROCUREMENT CARD|247717|19.2
Department for Transport|British Transport Police|06/08/2011|CATERING COSTS|FHQ SCENES OF CRIME|BARCLAYS HMG PROCUREMENT CARD|247717|71.66
Department for Transport|British Transport Police|06/08/2011|HOTEL ACCOMMODATION|FHQ SCIENTIFIC SUPPORT|BARCLAYS HMG PROCUREMENT CARD|247717|89
Department for Transport|British Transport Police|06/08/2011|TRAVEL & SUBSISTANCE|FHQ SCIENTIFIC SUPPORT|BARCLAYS HMG PROCUREMENT CARD|247717|40
Department for Transport|British Transport Police|06/08/2011|EQUIP PURCH  NON POL  (NONCAP)|FHQ SCIENTIFIC SUPPORT|BARCLAYS HMG PROCUREMENT CARD|247717|172.15
Department for Transport|British Transport Police|06/08/2011|IT HARDWARE PURCH (NONCAP)|FHQ SCIENTIFIC SUPPORT|BARCLAYS HMG PROCUREMENT CARD|247717|159.6
Department for Transport|British Transport Police|06/08/2011|STATIONERY|FHQ SCIENTIFIC SUPPORT|BARCLAYS HMG PROCUREMENT CARD|247717|897.88
Department for Transport|British Transport Police|06/08/2011|CATERING COSTS|FHQ SCIENTIFIC SUPPORT|BARCLAYS HMG PROCUREMENT CARD|247717|33.25
Department for Transport|British Transport Police|06/08/2011|TRAVEL & SUBSISTANCE|FHQ FINGERPRINTS|BARCLAYS HMG PROCUREMENT CARD|247717|40
Department for Transport|British Transport Police|06/08/2011|STATIONERY|PS HEAD OF FSJ|BARCLAYS HMG PROCUREMENT CARD|247717|238.8
Department for Transport|British Transport Police|06/08/2011|OPERATIONAL FEEDING|PS HEAD OF FSJ|BARCLAYS HMG PROCUREMENT CARD|247717|138.29
Department for Transport|British Transport Police|06/08/2011|SUBS TO OUTSIDE BODIES|CIVIL CONTINGENCY UNIT|BARCLAYS HMG PROCUREMENT CARD|247717|399
Department for Transport|British Transport Police|06/08/2011|HOTEL ACCOMMODATION|LONDON & THE OLYMPICS|BARCLAYS HMG PROCUREMENT CARD|247717|120.43
Department for Transport|British Transport Police|06/08/2011|EQUIP PURCH  NON POL  (NONCAP)|LONDON & THE OLYMPICS|BARCLAYS HMG PROCUREMENT CARD|247717|9.36
Department for Transport|British Transport Police|06/08/2011|HOTEL ACCOMMODATION|FHQ CHIEF CONSTABLE|BARCLAYS HMG PROCUREMENT CARD|247717|720
Department for Transport|British Transport Police|06/08/2011|EQUIP PURCH  NON POL  (NONCAP)|FHQ CHIEF CONSTABLE|BARCLAYS HMG PROCUREMENT CARD|247717|37.07
Department for Transport|British Transport Police|06/08/2011|TELEPHONE- MOBILES|FHQ CHIEF CONSTABLE|BARCLAYS HMG PROCUREMENT CARD|247717|19.99
Department for Transport|British Transport Police|06/08/2011|PURCHASE UNIFORM|FHQ CHIEF CONSTABLE|BARCLAYS HMG PROCUREMENT CARD|247717|9.6
Department for Transport|British Transport Police|06/08/2011|CLOTHING REPAIR /ALTER /CLEAN|FHQ CHIEF CONSTABLE|BARCLAYS HMG PROCUREMENT CARD|247717|16
Department for Transport|British Transport Police|06/08/2011|STATIONERY|FHQ CHIEF CONSTABLE|BARCLAYS HMG PROCUREMENT CARD|247717|56.97
Department for Transport|British Transport Police|06/08/2011|CATERING COSTS|FHQ CHIEF CONSTABLE|BARCLAYS HMG PROCUREMENT CARD|247717|135.39
Department for Transport|British Transport Police|06/08/2011|EQUIP PURCH  NON POL  (NONCAP)|MEDIA|BARCLAYS HMG PROCUREMENT CARD|247717|24.65
Department for Transport|British Transport Police|06/08/2011|ADVERTISING GENERAL|MEDIA|BARCLAYS HMG PROCUREMENT CARD|247717|237.6
Department for Transport|British Transport Police|06/08/2011|CATERING COSTS|MEDIA|BARCLAYS HMG PROCUREMENT CARD|247717|130
Department for Transport|British Transport Police|06/08/2011|EQUIP PURCH  NON POL  (NONCAP)|MARKETING|BARCLAYS HMG PROCUREMENT CARD|247717|38.98
Department for Transport|British Transport Police|06/08/2011|STATIONERY|MARKETING|BARCLAYS HMG PROCUREMENT CARD|247717|46.16
Department for Transport|British Transport Police|06/08/2011|ADVERTISING GENERAL|MARKETING|BARCLAYS HMG PROCUREMENT CARD|247717|2.27
Department for Transport|British Transport Police|06/08/2011|TRAVEL & SUBSISTANCE|PROFESSIONAL STANDARDS  YORK|BARCLAYS HMG PROCUREMENT CARD|247717|107.5
Department for Transport|British Transport Police|06/08/2011|EQUIP PURCH  NON POL  (NONCAP)|PROFESSIONAL STANDARDS  YORK|BARCLAYS HMG PROCUREMENT CARD|247717|29.98
Department for Transport|British Transport Police|06/08/2011|TRAINING-STAFF|PROFESSIONAL STANDARDS|BARCLAYS HMG PROCUREMENT CARD|247717|54.87
Department for Transport|British Transport Police|06/08/2011|HOTEL ACCOMMODATION|PROFESSIONAL STANDARDS|BARCLAYS HMG PROCUREMENT CARD|247717|97.85
Department for Transport|British Transport Police|06/08/2011|TRAVEL & SUBSISTANCE|PROFESSIONAL STANDARDS|BARCLAYS HMG PROCUREMENT CARD|247717|20
Department for Transport|British Transport Police|06/08/2011|EQUIP PURCH  NON POL  (NONCAP)|PROFESSIONAL STANDARDS|BARCLAYS HMG PROCUREMENT CARD|247717|14.99
