DEPARTMENT|ENTITY|DATE|EXPENSETYPE|EXPENSEAREA|SUPPLIER|TRANSACTIONNUMBER|AMOUNT|DESCRIPTION|SUPPLIER2POSTCODE
Department for Transport|Department for Transport|31/12/2013|Basic Franchise Rec|Rail Commercial Contracts|C2C RAIL LIMITED|2000021015|1443250|1410 Wk3 Franchise payment P1410 - C2C Rail Limite|EC1V 9NR
Department for Transport|Department for Transport|31/12/2013|Basic Franchise Rec|Rail Commercial Contracts|WEST COAST TRAINS LTD.|2000021016|13106083.62|1410 Wk3 Basic Franchise Payment P1410 - Virgin We|B5 4HA
Department for Transport|Department for Transport|31/12/2013|Basic Franchise Rec|Rail Commercial Contracts|WEST COAST TRAINS LTD.|2000021016|-2747688.03|1410 Wk3 Reconciled RP Franchise Payment Adjustmen|B5 4HA
Department for Transport|Department for Transport|31/12/2013|Cap Grt NDPBs & CG|DASH|C2C RAIL LIMITED|2000021015|373214.94|1410 Wk3 SEFT Payments_C2C_January - C2C Rail Limi|EC1V 9NR
Department for Transport|Department for Transport|31/12/2013|Car Tax & Insurance|Motoring Services|Jule Motors|2000021030|846.35|#|WV9 5DA
Department for Transport|Department for Transport|31/12/2013|Cars Maintenance|Motoring Services|Jule Motors|2000021030|846.35|#|WV9 5DA
Department for Transport|Department for Transport|31/12/2013|Contract Cleaning|Marine Accident Investigation Branch|PROGRESS CLEANING SERVICES|2000021001|702|#|SO30 2FQ
Department for Transport|Department for Transport|31/12/2013|Data Supply - TD|Transport Direct and Travel information|INRIX MEDIA LTD|2000021020|18499.2|#|WA14 1EP
Department for Transport|Department for Transport|31/12/2013|Legal Consultancy|General Counsel's Office|xxxxxx|2000021024|1558.34|#|xxxxxx
Department for Transport|Department for Transport|31/12/2013|NLF Interest pay|Aviation|HM TREASURY - NATIONAL LOANS FUND|2000021034|132335.79|NLF CAA Jan 2014 Loan Repay - Interest Amount|SW1A 2HQ
Department for Transport|Department for Transport|31/12/2013|NLF Principal Paid|Aviation|HM TREASURY - NATIONAL LOANS FUND|2000021034|1010376.78|NLF CAA Jan 2014 Loan Repay - Principle Amount|SW1A 2HQ
Department for Transport|Department for Transport|31/12/2013|Other Professional F|Marine Accident Investigation Branch|BRAEMAR HOWELLS LTD|2000021022|2760|#|SA73 3AQ
Department for Transport|Department for Transport|31/12/2013|Postage|DASH|ROYAL MAIL|2000021009|1835.33|#|PE4 5PG
Department for Transport|Department for Transport|31/12/2013|Small Software|Aviation|Palisade Europe UK Ltd|2000021033|4599|#|UB7 7PN
Department for Transport|Department for Transport|31/12/2013|Small Software|Marine Accident Investigation Branch|TRUSTMARQUE SOLUTIONS LTD|2000021011|641.27|Office 2013|YO32 9WN
Department for Transport|Department for Transport|31/12/2013|Sprs Indexation Pay-|Rail Commercial Contracts|LONDON MIDLAND RAILWAY|2000021019|254441|1410 Wk3 Basic Franchise Payment - Indexation (mod|B2 4JB
Department for Transport|Department for Transport|31/12/2013|Sprs Indexation Pay-|Rail Commercial Contracts|NORTHERN RAIL LTD|2000021018|197737|1410 Wk3 Franchise Payment - HLOS - Indexation - N|YO1 6HT
Department for Transport|Department for Transport|31/12/2013|Sprs Indexation Pay-|Rail Commercial Contracts|NORTHERN RAIL LTD|2000021018|2929660.68|1410 Wk3 Franchise Payment Indexation - Model v12|YO1 6HT
Department for Transport|Department for Transport|31/12/2013|Sprs Indexation Pay-|Rail Commercial Contracts|FIRST KEOLIS TRANSPENNINE|2000021017|185137.09|1410 Wk3 Franchise Payment indexation - Model v11|M1 6LT
Department for Transport|Department for Transport|31/12/2013|Traffic Survey & Cou|Roads|SERCO LIMITED|2000021010|12309.38|#|RG27 9UY
Department for Transport|Department for Transport|31/12/2013|Training|Marine Accident Investigation Branch|ARCO LTD|2000021002|1200|#|HU1 2SJ
Department for Transport|Department for Transport|31/12/2013|Transport  Consult|Aviation|PRICEWATERHOUSECOOPERS LLP|2000021008|44070|#|E14 9SQ
Department for Transport|Department for Transport|31/12/2013|Transport  Consult|Aviation|PRICEWATERHOUSECOOPERS LLP|2000021008|57456|#|E14 9SQ
Department For Transport|Highways Agency|01/12/2013|TA Cost AUC - Programme|MAJOR PROJECTS|EVERSHEDS LLP|LOMD244212|1191.5|HAL00012334/UNKNOWN/91240017|CF10 5BT
Department For Transport|Highways Agency|01/12/2013|TA Cost AUC - Programme|MAJOR PROJECTS|EVERSHEDS LLP|LOMD245184|2138.25|00012302/XXXXXX|CF10 5BT
Department For Transport|Highways Agency|01/12/2013|TA Cost AUC - Programme|MAJOR PROJECTS|LAMBERT SMITH HAMPTON|LOMD245041|2052|HAL00008962/XXXXXX/ARINV/00165403|CM2 0ND
Department For Transport|Highways Agency|01/12/2013|TA Cost AUC - Programme|MAJOR PROJECTS|TREASURY SOLICITOR|LOMD245183|110071.35|00009703/XXXXXX|WC2B 4TS
Department For Transport|Highways Agency|01/12/2013|TA Cost AUC - Programme|MAJOR PROJECTS|VALUATION OFFICE AGENCY|LOMD240300|2070|HAL00012703/XXXXXX/25000113842013|SW19 4DT
Department For Transport|Highways Agency|01/12/2013|TA Cost AUC - Programme|MAJOR PROJECTS|VALUATION OFFICE AGENCY|LOMD240659|1484|HAL00011319/XXXXXX /25000113432013|SW19 4DT
Department For Transport|Highways Agency|01/12/2013|TA Cost AUC - Programme|MAJOR PROJECTS|VALUATION OFFICE AGENCY|LOMD243523|1644|HAL00011484/XXXXXX /25000113612013|SW19 4DT
Department For Transport|Highways Agency|01/12/2013|TA Cost AUC - Programme|MAJOR PROJECTS|VALUATION OFFICE AGENCY|LOMD245177|1190|HAL00011851/XXXXXX25000113462013|SW19 4DT
Department For Transport|Highways Agency|01/12/2013|TA Cost AUC - Programme|MAJOR PROJECTS|VALUATION OFFICE AGENCY|LOMD245181|1212|HAL00011495/XXXXXX/25000113802013|SW19 4DT
Department For Transport|Highways Agency|01/12/2013|TA Cost AUC - Programme|MAJOR PROJECTS|VALUATION OFFICE AGENCY|LOMD245195|3291|HAL00011516/XXXXXX/25000113762013|SW19 4DT
Department For Transport|Highways Agency|01/12/2013|TA Cost AUC - Programme|MAJOR PROJECTS|VALUATION OFFICE AGENCY|LOMD245196|1732|HAL00010744/XXXXXX/25000113622013|SW19 4DT
Department For Transport|Highways Agency|01/12/2013|Third Party claims costs|FINANCE & BUSINESS SERVICES|TREASURY SOLICITOR|PWI/161945921|15649.5|COSTS/Z1100405/JEJ|WC2B 4TS
Department For Transport|Highways Agency|02/12/2013|503062 3PP Monitoring Account|NETWORK DELIVERY & DEVELOPMENT|xxxxxx|PWI/160634248|3000|RETURN OF MONIES -A36 POPLAR FARM S278|xxxxxx
Department For Transport|Highways Agency|02/12/2013|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|ATKINS LTD|613264|4555.79|WRF1 - October 2013|KT18 5BW
Department For Transport|Highways Agency|02/12/2013|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|ATKINS LTD|616475|5000|WRF1 - November 2013|KT18 5BW
Department For Transport|Highways Agency|02/12/2013|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|CANAL AND RIVER TRUST|616466|5746.8|#|LS9 8PB
Department For Transport|Highways Agency|02/12/2013|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|HALCROW GROUP LTD|616503|35000|Winter Service Resilience - work completed in November 2013|NE11 0RU
Department For Transport|Highways Agency|02/12/2013|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|KPMG LLP|616489|19584|CAR Visit 2 13-14 Oct 13 - 19,584|WD17 1DE
Department For Transport|Highways Agency|02/12/2013|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|KPMG LLP|616492|24186|CAR KPMG Audit - Visit3 Demob 13-14 Oct 13 24,186|WD17 1DE
Department For Transport|Highways Agency|02/12/2013|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|MASTERNAUT LTD|616464|4387.48|Data Logging Services November 2013|LS25 3DF
Department For Transport|Highways Agency|02/12/2013|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|NETWORKERS INTERNATIONAL PLC|616502|2375.52|CHARM - XXXXXX - Timesheet w/e 28/11/13 - 5 days - #1979.60|BR1 1HP
Department For Transport|Highways Agency|02/12/2013|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|PARSONS BRINCKERHOFF LIMITED|614555|-10473.85|Fees for professional services to 31 Aug 13|NE4 7YQ
Department For Transport|Highways Agency|02/12/2013|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|PARSONS BRINCKERHOFF LIMITED|614556|-19706.49|Fees for professional services to 31 Aug 13|NE4 7YQ
Department For Transport|Highways Agency|02/12/2013|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|PARSONS BRINCKERHOFF LIMITED|614558|-23844.41|Fees for professional services to 30 Sept 13|NE4 7YQ
Department For Transport|Highways Agency|02/12/2013|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|PARSONS BRINCKERHOFF LIMITED|615131|-1745.64|Fees for professional services to 31 Aug 2013|NE4 7YQ
Department For Transport|Highways Agency|02/12/2013|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|PARSONS BRINCKERHOFF LIMITED|615133|-3284.41|Fees for professional services to 30 Sept 2013|NE4 7YQ
Department For Transport|Highways Agency|02/12/2013|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|PARSONS BRINCKERHOFF LIMITED|615160|-62026.98|Fees for Professional Services to 31 October 2013|NE4 7YQ
Department For Transport|Highways Agency|02/12/2013|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|SERCO LTD|616486|2928.71|#|RG27 7FR
Department For Transport|Highways Agency|02/12/2013|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|THE MET OFFICE|616476|25625|National Forecast service - November 2013|EX1 3PB
Department For Transport|Highways Agency|02/12/2013|Contractor Costs|NETWORK SERVICES DIRECTORATE|ATKINS LTD|616481|4722|Please match to November 2013 Invoice|KT18 5BW
Department For Transport|Highways Agency|02/12/2013|Contractor Costs|NETWORK SERVICES DIRECTORATE|HALCROW GROUP LTD|616473|5356.52|Work in Nov (#5356.52)|NE11 0RU
Department For Transport|Highways Agency|02/12/2013|Contractor Costs|NETWORK SERVICES DIRECTORATE|HALCROW GROUP LTD|616474|23120.8|Work in Nov (#23120.80)|NE11 0RU
Department For Transport|Highways Agency|02/12/2013|Contractor Costs|NETWORK SERVICES DIRECTORATE|OVE ARUP & PARTNERS|616512|1888.73|work completed in Nov 2014|NE1 3PL
Department For Transport|Highways Agency|02/12/2013|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|HAMMOND (ECS) LTD|616509|102111.22|EXR/7m4ch Demolition and sloping back of embankments|CF44 0AE
Department For Transport|Highways Agency|02/12/2013|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|HAMMOND (ECS) LTD|616510|1845|LTO/9 Traffice management & Weekly inspections for October|CF44 0AE
Department For Transport|Highways Agency|02/12/2013|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|HAMMOND (ECS) LTD|616511|1845|LTO/9 Traffice management & weekly inspections  Novemeber|CF44 0AE
Department For Transport|Highways Agency|02/12/2013|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|HYDER HALCROW M25 JOINT VENTURE|616506|8096|LOT 1 NDD SE Tech Support Services PM1 - PO 1166 XXXXXX - Professional Fees up to 29/11/13|GU2 7AR
Department For Transport|Highways Agency|02/12/2013|Contractor Costs|TRAFFIC MANAGEMENT DIRECTORATE|PRO-TECT SAFETY SIGNS|616532|12996.98|25700|BS24 6TA
Department For Transport|Highways Agency|02/12/2013|ICT Software Maintenance|FINANCE & BUSINESS SERVICES|BENTLEY SYSTEMS INTERNATIONAL LIMITED|616499|13952.5|Interim IAM IS: Perpetual Licences and Subscription (EXOR Hosting) 01/11/2013 - 30/11/2013|2
Department For Transport|Highways Agency|02/12/2013|ICT Software Maintenance|FINANCE & BUSINESS SERVICES|BUILDING SOFTWARE LTD|616479|801|invoice 4535 ePIMS training day|EX16 7EJ
Department For Transport|Highways Agency|02/12/2013|Lands Costs|MAJOR PROJECTS|EVERSHEDS LLP|LOMD244882R|-1165.8|REFUND OF HAL55555545//91224876|CF10 5BT
Department For Transport|Highways Agency|02/12/2013|Non Civil Servant HA Staff|COMMERCIAL & PROCUREMENT|LA INTERNATIONAL COMPUTER CONSULTANTS LTD|616516|18000|November Accrual XXXXXX part 2|ST1 5UB
Department For Transport|Highways Agency|02/12/2013|Non Civil Servant HA Staff|FINANCE & BUSINESS SERVICES|SPRING TECHNOLOGY STAFFING SERVICES LTD|616490|753.24|XXXXXX - w/e 29/11 - 5 Days @ #125.54 pd|B37 7YE
Department For Transport|Highways Agency|02/12/2013|Non Civil Servant HA Staff|MAJOR PROJECTS|NETWORKERS INTERNATIONAL PLC|616478|1916.69|P/E 17/11/13 XXXXXX- 4 days@399.31 inv no. 411066149|BR1 1HP
Department For Transport|Highways Agency|02/12/2013|Non Civil Servant HA Staff|MAJOR PROJECTS|NETWORKERS INTERNATIONAL PLC|616480|2395.86|P/E 24/11/13 XXXXXX- 5 days@399.31 inv no. 411066776|BR1 1HP
Department For Transport|Highways Agency|02/12/2013|Non Civil Servant HA Staff|NETWORK DELIVERY & DEVELOPMENT|HYDER HALCROW M25 JOINT VENTURE|616505|5462.75|LOT 1 NDD SE Tech Support Services PM1 - PO 1078.6 XXXXXX - Professional Fees up to 29/11/2013|GU2 7AR
Department For Transport|Highways Agency|02/12/2013|Non Civil Servant HA Staff|NETWORK DELIVERY & DEVELOPMENT|HYDER HALCROW M25 JOINT VENTURE|616507|9757.93|LOT 1 NDD SE Tech Support Services PM1 - PO 1078.1 XXXXXX - Professional Fees up to 29/11/2013|GU2 7AR
Department For Transport|Highways Agency|02/12/2013|Non Civil Servant HA Staff|NETWORK DELIVERY & DEVELOPMENT|REED SPECIALIST RECRUITMENT LIMITED|616498|1006.08|XXXXXX - w/e 29/11/13|SW20 0BA
Department For Transport|Highways Agency|02/12/2013|Other external training costs|FINANCE & BUSINESS SERVICES|CAPITA GROUP|614468|-16280.43|X20660|DL1 9HN
Department For Transport|Highways Agency|02/12/2013|Other external training costs|TRAFFIC MANAGEMENT DIRECTORATE|CAPITA SYMONDS LIMITED|616470|61246.97|TO18 - Incident Management works for November 2013|DL1 9HB
Department For Transport|Highways Agency|02/12/2013|Other external training costs|TRAFFIC MANAGEMENT DIRECTORATE|CAPITA SYMONDS LIMITED|616472|58295.31|TO18 - Incident Management works for December 2013|DL1 9HB
Department For Transport|Highways Agency|02/12/2013|Professional H&S advisors|FINANCE & BUSINESS SERVICES|ACTION ON HEARING LOSS|614560|-500|INV0132149 30/10/13 Doc No. 431034|EC1Y 8SL
Department For Transport|Highways Agency|02/12/2013|Professional H&S advisors|FINANCE & BUSINESS SERVICES|ACTION ON HEARING LOSS|616488|500|INV0132149 30/10/13|EC1Y 8SL
Department For Transport|Highways Agency|02/12/2013|Professional H&S advisors|FINANCE & BUSINESS SERVICES|WORKPLACE OPTIONS|616520|2373.27|Inv 0001188-IN Sept 13 EAP Monthly Service|W4 5YB
Department For Transport|Highways Agency|02/12/2013|Stationery|FINANCE & BUSINESS SERVICES|BANNER BUSINESS SUPPLIES LTD|616519|640.75|The Cube Stationery Order 0003589918|NR3 1PD
Department For Transport|Highways Agency|02/12/2013|TA Cost AUC - Programme|MAJOR PROJECTS|ATKINS LTD|616484|581.84|A11 Fiveways. Atkins CDMC invoice dated 28/11/2013|KT18 5BW
Department For Transport|Highways Agency|02/12/2013|TA Cost AUC - Programme|MAJOR PROJECTS|ATKINS LTD|616514|8397.81|A3 HINDHEAD - LOT 1 - RECEIPT FOR INV DATE NOV 2013|KT18 5BW
Department For Transport|Highways Agency|02/12/2013|TA Cost AUC - Programme|MAJOR PROJECTS|ATKINS LTD|616515|18436.42|A3 HINDHEAD - LOT 2 - RECEIPT FOR INV DATE NOV 2013|KT18 5BW
Department For Transport|Highways Agency|02/12/2013|TA Cost AUC - Programme|MAJOR PROJECTS|ATKINS LTD|616527|592.78|Inv No 13040079 dated 28/11/13 M1 J39 to 42 ALR Atkins costs Oct and Nov 2013|KT18 5BW
Department For Transport|Highways Agency|02/12/2013|TA Cost AUC - Programme|MAJOR PROJECTS|BALFOUR BEATTY CIVIL ENGINEERING LTD|616530|68115|RECEIPT IN PAYMENT OF CERT 126 - 02-DEC-2013|RH1 1PQ
Department For Transport|Highways Agency|02/12/2013|TA Cost AUC - Programme|MAJOR PROJECTS|CARILLION CONSTRUCTION LTD - CIVIL ENGINEERING|616508|1814945.68|Dec 13 fees. Certificate 24|WV1 4HY
Department For Transport|Highways Agency|02/12/2013|TA Cost AUC - Programme|MAJOR PROJECTS|D D M AGRICULTURE|616513|10381.25|Inv. M.00089 GI payments and fees VAT payable and non payable|DN20 8HS
Department For Transport|Highways Agency|02/12/2013|TA Cost AUC - Programme|MAJOR PROJECTS|EVERSHEDS LLP|LOMD244952|946|HAL00010384/XXXXXX A/91237823|CF10 5BT
Department For Transport|Highways Agency|02/12/2013|TA Cost AUC - Programme|MAJOR PROJECTS|EVERSHEDS LLP|LOMD244998|2742.2|HAL00001016//91237874|CF10 5BT
Department For Transport|Highways Agency|02/12/2013|TA Cost AUC - Programme|MAJOR PROJECTS|EVERSHEDS LLP|LOMD245015|731|HAL00006808//91237861|CF10 5BT
Department For Transport|Highways Agency|02/12/2013|TA Cost AUC - Programme|MAJOR PROJECTS|EVERSHEDS LLP|LOMD245020|513.8|HAL00012269/XXXXXX/91237817|CF10 5BT
Department For Transport|Highways Agency|02/12/2013|TA Cost AUC - Programme|MAJOR PROJECTS|GENESYS TELECOMMUNICATIONS LTD|616531|5245.93|Inv No 00001951 dated 2/12/13 M62 J25 to 30 MMS TAF T-0181 Final A/c November 2013|GU14 7BF
Department For Transport|Highways Agency|02/12/2013|TA Cost AUC - Programme|MAJOR PROJECTS|HYDER HALCROW M25 JOINT VENTURE|616495|5252.55|Halcrow Hyder 11/2013 - #5252.55 - Draft Invoice|GU2 7AR
Department For Transport|Highways Agency|02/12/2013|TA Cost AUC - Programme|MAJOR PROJECTS|HYDER HALCROW M25 JOINT VENTURE|616517|20116.68|PO 1203 M5 J4a-6 Traffic surveys and modelling|GU2 7AR
Department For Transport|Highways Agency|02/12/2013|TA Cost AUC - Programme|MAJOR PROJECTS|JACOBS UK LTD|616491|9215.28|Date : 28/11/2013 Without VAT: #8,013.29 With VAT: #9,615.95|G2 7HX
Department For Transport|Highways Agency|02/12/2013|TA Cost AUC - Programme|MAJOR PROJECTS|LAMBERT SMITH HAMPTON|LOMD244991|6261|HAL00010992//ARINV164403|CM2 0ND
Department For Transport|Highways Agency|02/12/2013|TA Cost AUC - Programme|MAJOR PROJECTS|MOTT MACDONALD GRONTMIJ JOINT VENTURE|616483|15670.67|A11 Fiveways. MMGJV Invoice no MMGV/1067.2/015 dated 28/11/2013|SO50 9NW
Department For Transport|Highways Agency|02/12/2013|TA Cost AUC - Programme|MAJOR PROJECTS|SMITHS GORE|LOMD245019|2308.2|00012680/HIGHWAYSAGENCY/.|PE1 1QF
Department For Transport|Highways Agency|02/12/2013|TA Cost AUC - Programme|MAJOR PROJECTS|URS INFRASTRUCTURE AND ENVIRONMENT UK LTD|616260|-25041.55|#|RG21 7PP
Department For Transport|Highways Agency|02/12/2013|TA Cost AUC - Programme|MAJOR PROJECTS|VALUATION OFFICE AGENCY|LOMD244992|1212.2|HAL00004808/XXXXXX/25000109662013|SW19 4DT
Department For Transport|Highways Agency|02/12/2013|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|ATKINS LTD|616528|965.04|Inv No 13040069 dated 28/11/13 M1 J41 PPPS Atkins costs Jult to Nov 2013|KT18 5BW
Department For Transport|Highways Agency|02/12/2013|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|ATKINS LTD|616529|3941.66|Inv No 13040071 dated 28/11/13 M1 J40 PPPS Atkins costs July to Nov 2013|KT18 5BW
Department For Transport|Highways Agency|02/12/2013|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|AUTOLINK CONCESSIONAIRES (A19) LIMITED|616387|-378017.2|#|TS23 1PX
Department For Transport|Highways Agency|02/12/2013|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|MOTT MACDONALD GROUP LTD|616497|1674.84|#|CR0 2EE
Department For Transport|Highways Agency|02/12/2013|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|PEEKMOUCHEL|615574|28163.26|Job No 800362 & Connect No 1046802, East Renewal Package 2 M40 2013-14, PIN 522114|AL2 2DQ
Department For Transport|Highways Agency|02/12/2013|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|PEEKMOUCHEL|615580|22825.27|Job No 800365 & Connect No 1054393, 365 - A1(M) VMS Renewals Package 4, PIN 533255|AL2 2DQ
Department For Transport|Highways Agency|02/12/2013|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|PEEKMOUCHEL|615636|11370.78|Job No 800366 & Connect No 1054391, 366 - VMS Renewals Package 5 A1(M), PIN533241|AL2 2DQ
Department For Transport|Highways Agency|02/12/2013|TA Renewal of Roads - Capital|MAJOR PROJECTS|COSTAIN SERCO JOINT VENTURE|616487|1080934.64|M1 J32-35a Central Barrier Certificate 6|SL6 4UB
Department For Transport|Highways Agency|02/12/2013|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|CARILLION CONSTRUCTION LTD - CIVIL ENGINEERING|616181|1591037.21|Nov 13 fees. Cert 23|WV1 4HY
Department For Transport|Highways Agency|02/12/2013|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|CARILLION CONSTRUCTION LTD - CIVIL ENGINEERING|616508|1166916.26|Dec 13 fees. Certificate 24|WV1 4HY
Department For Transport|Highways Agency|02/12/2013|TOS operational Vehicle consumables|TRAFFIC MANAGEMENT DIRECTORATE|PRO-TECT SAFETY SIGNS|616533|1060|25687|BS24 6TA
Department For Transport|Highways Agency|02/12/2013|TOS operational Vehicle consumables|TRAFFIC MANAGEMENT DIRECTORATE|PRO-TECT SAFETY SIGNS|616534|1234.04|25551|BS24 6TA
Department For Transport|Highways Agency|02/12/2013|TOS operational Vehicle consumables|TRAFFIC MANAGEMENT DIRECTORATE|PRO-TECT SAFETY SIGNS|616535|3702.12|25552, 25553, 25554|BS24 6TA
Department For Transport|Highways Agency|02/12/2013|TOS operational Vehicle consumables|TRAFFIC MANAGEMENT DIRECTORATE|PRO-TECT SAFETY SIGNS|616536|5112.16|25609, 25610,  25611,  25612|BS24 6TA
Department For Transport|Highways Agency|02/12/2013|WM - Winter Maintenance|NETWORK SERVICES DIRECTORATE|YOTTA LIMITED|616537|47364|November part work (23,894.28)|CV32 4LY
Department For Transport|Highways Agency|03/12/2013|CM - External Technical Consultant Costs|NETWORK DELIVERY & DEVELOPMENT|ASSOCIATED BRITISH PORTS|616585|19613.8|Invoice RBIN001040 = A12 Bascule Bridge, Lowestoft, Maintenance Account 28/11/13|IP4 1BY
Department For Transport|Highways Agency|03/12/2013|CM - External Technical Consultant Costs|NETWORK DELIVERY & DEVELOPMENT|ASSOCIATED BRITISH PORTS|616627|17867.8|Invoice RCIN001549 = Port of Ipswich, Maintenance Contract, May 2013 to April 2014|IP4 1BY
Department For Transport|Highways Agency|03/12/2013|Contractor Costs|COMMERCIAL & PROCUREMENT|ATKINS LTD|611384|-22984.73|RAAVS forecasting for September|KT18 5BW
Department For Transport|Highways Agency|03/12/2013|Contractor Costs|COMMERCIAL & PROCUREMENT|ATKINS LTD|614091|-944.11|October's work|KT18 5BW
Department For Transport|Highways Agency|03/12/2013|Contractor Costs|MAJOR PROJECTS|GEORGE CORDEROY & CO|616613|19072.19|XXXXXX - October fee & expenses|ME18 5NN
Department For Transport|Highways Agency|03/12/2013|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|MOUCHEL LIMITED|616652|7136.6|ASC Secondments Lump Sum Charges for the period to 30.11.13 |OL1 9LH
Department For Transport|Highways Agency|03/12/2013|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|OVE ARUP & PARTNERS|616614|21778.39|Task1158 Lot 3 Commercial & Technical Assurance Support Services, xxxxxx November 2013|NE1 3PL
Department For Transport|Highways Agency|03/12/2013|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|OVE ARUP & PARTNERS|616619|12308.29|Task1163 Lot3 IAM IS Technical Asset Specialist Support, xxxxxx, November 2013|NE1 3PL
Department For Transport|Highways Agency|03/12/2013|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|ATKINS LTD|616378|-3530|Charm Costs for November 2013|KT18 5BW
Department For Transport|Highways Agency|03/12/2013|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|BRITISH TELECOM PLC (NON CIS) CHARGES|616631|1803.3|#|DH98 1BT
Department For Transport|Highways Agency|03/12/2013|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|BRITISH TELECOM PLC (NON CIS) CHARGES|616632|1689.92|#|DH98 1BT
Department For Transport|Highways Agency|03/12/2013|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|COMPUTACENTER (UK) LTD|616678|10823.03|Computacenter Nov 2013 invoice|AL10 9TW
Department For Transport|Highways Agency|03/12/2013|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|IPL INFORMATION PROCESSING LTD|616126|-1025.13|Nov '13 work|BA1 5LR
Department For Transport|Highways Agency|03/12/2013|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|TYCO FIRE & INTEGRATED SOLUTIONS (UK) LTD|616547|1590.46|Repairs received|CB23 8TY
Department For Transport|Highways Agency|03/12/2013|Digital Communications|NETWORK SERVICES DIRECTORATE|CENTERPRISE INTERNATIONAL LIMITED|616679|1897.67|90143817|RG24 8GQ
Department For Transport|Highways Agency|03/12/2013|ICT Software Maintenance|FINANCE & BUSINESS SERVICES|INFOTERRA LTD|616664|10750|Archive Services - December 2013. INVOICE NO: IN027942|LE3 1UT
Department For Transport|Highways Agency|03/12/2013|ICT Software Maintenance|FINANCE & BUSINESS SERVICES|VODAFONE LIMITED (TELEPHONE ACCOUNTS)|616611|32500|GSi Convergence Framework (GCF) (01/10/2013 to 30/12/2013)|SE1 0SL
Department For Transport|Highways Agency|03/12/2013|Job related training|TRAFFIC MANAGEMENT DIRECTORATE|CORAM UK LTD|616602|4893.91|Task 16 - RCC Foundation for November 2013|BS8 4DD
Department For Transport|Highways Agency|03/12/2013|Legal Costs|FINANCE & BUSINESS SERVICES|TREASURY SOLICITOR|616665|21017|#|WC2B 4TS
Department For Transport|Highways Agency|03/12/2013|Management consultancies on admin projects|FINANCE & BUSINESS SERVICES|DEPARTMENT FOR TRANSPORT (DFT)|616645|21712.8|Inv No. 9300163812 23/10/13|SA7 0EA
Department For Transport|Highways Agency|03/12/2013|Meeting Room Hire|FINANCE & BUSINESS SERVICES|CALDER CONFERENCES LIMITED|616609|1548.51|#|LS16 6RF
Department For Transport|Highways Agency|03/12/2013|Non Civil Servant HA Staff|COMMERCIAL & PROCUREMENT|SPRING TECHNOLOGY STAFFING SERVICES LTD|616642|2248.62|W/E 01/12/13 XXXXXX|B37 7YE
Department For Transport|Highways Agency|03/12/2013|Non Civil Servant HA Staff|FINANCE & BUSINESS SERVICES|HAYS SPECIALIST RECRUITMENT LIMITED|616618|1394.28|1003455287 - w/e 02/08/2013|KT3 4JQ
Department For Transport|Highways Agency|03/12/2013|Non Civil Servant HA Staff|FINANCE & BUSINESS SERVICES|HAYS SPECIALIST RECRUITMENT LIMITED|616620|1399.08|1003566733 & 1003559012 - w/e 06/09/2013|KT3 4JQ
