DEPARTMENT|ENTITY|DATE|EXPENSETYPE|EXPENSEAREA|SUPPLIER|TRANSACTIONNUMBER|AMOUNT|DESCRIPTION|SUPPLIERPOSTCODE
Department for Transport|Highways England|16/06/2015|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|637487|-13988.47|Apps and Certs Receipt - APC77507|M2 5JB
Department for Transport|Highways England|16/06/2015|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|639561|-16895.48|Apps and Certs Receipt - APC79747|M2 5JB
Department for Transport|Highways England|16/06/2015|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|639632|-9889.36|Apps and Certs Receipt - APC79825|M2 5JB
Department for Transport|Highways England|16/06/2015|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|639634|-18331.46|Apps and Certs Receipt - APC79600|M2 5JB
Department for Transport|Highways England|16/06/2015|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|639635|-102179.56|Apps and Certs Receipt - APC79602|M2 5JB
Department for Transport|Highways England|16/06/2015|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|639636|-1079.09|Apps and Certs Receipt - APC79601|M2 5JB
Department for Transport|Highways England|16/06/2015|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|641923|-10462.54|Apps and Certs Receipt - APC82845|M2 5JB
Department for Transport|Highways England|16/06/2015|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|641926|-63943.63|Apps and Certs Receipt - APC82625|M2 5JB
Department for Transport|Highways England|16/06/2015|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|641927|-19955.2|Apps and Certs Receipt - APC82685|M2 5JB
Department for Transport|Highways England|16/06/2015|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|641957|-2112|Apps and Certs Receipt - APC82889|M2 5JB
Department for Transport|Highways England|16/06/2015|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|641958|-80350.85|Apps and Certs Receipt - APC82889|M2 5JB
Department for Transport|Highways England|16/06/2015|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|641959|-2169.91|Apps and Certs Receipt - APC82889|M2 5JB
Department for Transport|Highways England|16/06/2015|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|644597|-10800|Apps and Certs Receipt - APC84071|M2 5JB
Department for Transport|Highways England|16/06/2015|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|644599|-55771.79|Apps and Certs Receipt - APC84070|M2 5JB
Department for Transport|Highways England|16/06/2015|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|644737|-599.55|Apps and Certs Receipt - APC84190|M2 5JB
Department for Transport|Highways England|16/06/2015|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|644738|-9367.85|Apps and Certs Receipt - APC84182|M2 5JB
Department for Transport|Highways England|16/06/2015|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|644739|-6109.23|Apps and Certs Receipt - APC84182|M2 5JB
Department for Transport|Highways England|16/06/2015|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|644740|-1119.78|Apps and Certs Receipt - APC84181|M2 5JB
Department for Transport|Highways England|16/06/2015|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|644961|-3595.85|Apps and Certs Receipt - APC84206|M2 5JB
Department for Transport|Highways England|16/06/2015|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|646732|-19612.97|Apps and Certs Receipt - APC85457|M2 5JB
Department for Transport|Highways England|16/06/2015|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|646733|-857.46|Apps and Certs Receipt - APC85459|M2 5JB
Department for Transport|Highways England|16/06/2015|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|646735|-449.56|Apps and Certs Receipt - APC85456|M2 5JB
Department for Transport|Highways England|16/06/2015|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|646736|-13985.56|Apps and Certs Receipt - APC85460|M2 5JB
Department for Transport|Highways England|16/06/2015|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|646859|-108313.53|Apps and Certs Receipt - APC85362|M2 5JB
Department for Transport|Highways England|16/06/2015|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|646860|-13073.68|Apps and Certs Receipt - APC85408|M2 5JB
Department for Transport|Highways England|16/06/2015|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|646861|-1996.73|Apps and Certs Receipt - APC85364|M2 5JB
Department for Transport|Highways England|16/06/2015|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|647102|-19884.29|Apps and Certs Receipt - APC85428|M2 5JB
Department for Transport|Highways England|16/06/2015|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|649302|-1850.02|Apps and Certs Receipt - APC86940|M2 5JB
Department for Transport|Highways England|16/06/2015|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|649303|-14801.78|Apps and Certs Receipt - APC86928|M2 5JB
Department for Transport|Highways England|16/06/2015|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|649305|-8971.97|Apps and Certs Receipt - APC86926|M2 5JB
Department for Transport|Highways England|16/06/2015|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|649482|-40941.87|Apps and Certs Receipt - APC86915|M2 5JB
Department for Transport|Highways England|16/06/2015|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|649486|-82495.19|Apps and Certs Receipt - APC86827|M2 5JB
Department for Transport|Highways England|16/06/2015|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|649728|-41288.3|Apps and Certs Receipt - APC86844|M2 5JB
Department for Transport|Highways England|16/06/2015|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|651948|-1980.63|Apps and Certs Receipt - APC88397|M2 5JB
Department for Transport|Highways England|16/06/2015|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|651951|-83262.92|Apps and Certs Receipt - APC88395|M2 5JB
Department for Transport|Highways England|16/06/2015|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|651952|-17111.01|Apps and Certs Receipt - APC88394|M2 5JB
Department for Transport|Highways England|16/06/2015|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|651953|-19799.63|Apps and Certs Receipt - APC88393|M2 5JB
Department for Transport|Highways England|16/06/2015|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|651955|-29467.02|Apps and Certs Receipt - APC88392|M2 5JB
Department for Transport|Highways England|16/06/2015|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|651956|-3785.05|Apps and Certs Receipt - APC88391|M2 5JB
Department for Transport|Highways England|16/06/2015|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|652149|-7922.11|Apps and Certs Receipt - APC88277|M2 5JB
Department for Transport|Highways England|16/06/2015|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|652151|-1009.53|Apps and Certs Receipt - APC88377|M2 5JB
Department for Transport|Highways England|16/06/2015|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|652174|-38589.17|Apps and Certs Receipt - APC88282|M2 5JB
Department for Transport|Highways England|16/06/2015|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|652358|-1512.74|Apps and Certs Receipt - APC88283|M2 5JB
Department for Transport|Highways England|16/06/2015|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|652361|-57716.3|Apps and Certs Receipt - APC88283|M2 5JB
Department for Transport|Highways England|16/06/2015|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|654667|-290.18|Apps and Certs Receipt - APC90090|M2 5JB
Department for Transport|Highways England|16/06/2015|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|654688|-4374|Apps and Certs Receipt - APC90117|M2 5JB
Department for Transport|Highways England|16/06/2015|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|654691|-20971.98|Apps and Certs Receipt - APC90113|M2 5JB
Department for Transport|Highways England|16/06/2015|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|654692|-1354.89|Apps and Certs Receipt - APC90112|M2 5JB
Department for Transport|Highways England|16/06/2015|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|654693|-11649.83|Apps and Certs Receipt - APC90111|M2 5JB
Department for Transport|Highways England|16/06/2015|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|654695|-13985.56|Apps and Certs Receipt - APC90109|M2 5JB
Department for Transport|Highways England|16/06/2015|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|654696|-6241.47|Apps and Certs Receipt - APC90108|M2 5JB
Department for Transport|Highways England|16/06/2015|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|654865|-164161.12|Apps and Certs Receipt - APC90045|M2 5JB
Department for Transport|Highways England|16/06/2015|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|657110|-18002.34|Apps and Certs Receipt - APC91418|M2 5JB
Department for Transport|Highways England|16/06/2015|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|657111|-614.02|Apps and Certs Receipt - APC91419|M2 5JB
Department for Transport|Highways England|16/06/2015|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|657112|-25501.38|Apps and Certs Receipt - APC91417|M2 5JB
Department for Transport|Highways England|16/06/2015|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|657113|-18847.57|Apps and Certs Receipt - APC91416|M2 5JB
Department for Transport|Highways England|16/06/2015|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|657115|-5694.11|Apps and Certs Receipt - APC91414|M2 5JB
Department for Transport|Highways England|16/06/2015|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|657218|-28775.09|Apps and Certs Receipt - APC91351|M2 5JB
Department for Transport|Highways England|16/06/2015|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|657360|-6234.86|Apps and Certs Receipt - APC91390|M2 5JB
Department for Transport|Highways England|16/06/2015|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|659439|2293209.64|Apps and Certs Receipt - APC92612|M2 5JB
Department for Transport|Highways England|16/06/2015|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|659440|1913952.35|Apps and Certs Receipt - APC92611|M2 5JB
Department for Transport|Highways England|16/06/2015|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|659441|1990074.54|Apps and Certs Receipt - APC92610|M2 5JB
Department for Transport|Highways England|16/06/2015|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|659449|136136.1|Apps and Certs Receipt - APC92589|M2 5JB
Department for Transport|Highways England|16/06/2015|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|659450|3105993.13|Apps and Certs Receipt - APC92488|M2 5JB
Department for Transport|Highways England|16/06/2015|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|659451|3169637.66|Apps and Certs Receipt - APC92488|M2 5JB
Department for Transport|Highways England|16/06/2015|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|659452|552249.51|Apps and Certs Receipt - APC92575|M2 5JB
Department for Transport|Highways England|16/06/2015|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|659453|32252.62|Apps and Certs Receipt - APC92578|M2 5JB
Department for Transport|Highways England|16/06/2015|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|659536|2517107.9|Apps and Certs Receipt - APC92619|M2 5JB
Department for Transport|Highways England|16/06/2015|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|659537|75949.12|Apps and Certs Receipt - APC92618|M2 5JB
Department for Transport|Highways England|16/06/2015|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|SKANSKA CONSTRUCTION UK LTD|630986|-4387.34|Apps and Certs Receipt - APC71026|WD3 9AS
Department for Transport|Highways England|16/06/2015|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|SKANSKA CONSTRUCTION UK LTD|637750|-2151.97|Apps and Certs Receipt - APC77386|WD3 9AS
Department for Transport|Highways England|16/06/2015|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|SKANSKA CONSTRUCTION UK LTD|637751|-14803.62|Apps and Certs Receipt - APC77332|WD3 9AS
Department for Transport|Highways England|16/06/2015|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|SKANSKA CONSTRUCTION UK LTD|639678|-2175.19|Apps and Certs Receipt - APC79598|WD3 9AS
Department for Transport|Highways England|16/06/2015|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|SKANSKA CONSTRUCTION UK LTD|644241|-508.32|Apps and Certs Receipt - APC83996|WD3 9AS
Department for Transport|Highways England|16/06/2015|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|SKANSKA CONSTRUCTION UK LTD|647044|-1848.92|Apps and Certs Receipt - APC85175|WD3 9AS
Department for Transport|Highways England|16/06/2015|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|SKANSKA CONSTRUCTION UK LTD|649358|-3202.81|Apps and Certs Receipt - APC86902|WD3 9AS
Department for Transport|Highways England|16/06/2015|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|SKANSKA CONSTRUCTION UK LTD|656013|-8496.81|Apps and Certs Receipt - APC90037|WD3 9AS
Department for Transport|Highways England|16/06/2015|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|SKANSKA CONSTRUCTION UK LTD|657085|-4269.53|Apps and Certs Receipt - APC91278|WD3 9AS
Department for Transport|Highways England|16/06/2015|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|SKANSKA CONSTRUCTION UK LTD|659466|2171263.15|Apps and Certs Receipt - APC92467|WD3 9AS
Department for Transport|Highways England|16/06/2015|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|SKANSKA CONSTRUCTION UK LTD|659470|343742.01|Apps and Certs Receipt - APC92463|WD3 9AS
Department for Transport|Highways England|16/06/2015|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|AMEY LG LIMITED|659535|50785.09|Apps and Certs Receipt - APC92529|OX4 4DQ
Department for Transport|Highways England|16/06/2015|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|A-ONE + INTEGRATED HIGHWAY SERVICES (CIS)|651697|-14103.54|Apps and Certs Receipt - APC88164|DL1 1TJ
Department for Transport|Highways England|16/06/2015|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|A-ONE + INTEGRATED HIGHWAY SERVICES (CIS)|651698|-12198.39|Apps and Certs Receipt - APC88251|DL1 1TJ
Department for Transport|Highways England|16/06/2015|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|A-ONE + INTEGRATED HIGHWAY SERVICES (CIS)|654579|-52789.9|Apps and Certs Receipt - APC89972|DL1 1TJ
Department for Transport|Highways England|16/06/2015|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|A-ONE + INTEGRATED HIGHWAY SERVICES (CIS)|654580|-6816.46|Apps and Certs Receipt - APC89971|DL1 1TJ
Department for Transport|Highways England|16/06/2015|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|A-ONE + INTEGRATED HIGHWAY SERVICES (CIS)|656763|-34545.45|Apps and Certs Receipt - APC91238|DL1 1TJ
Department for Transport|Highways England|16/06/2015|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|A-ONE + INTEGRATED HIGHWAY SERVICES (CIS)|657184|-1151.92|Apps and Certs Receipt - APC91321|DL1 1TJ
Department for Transport|Highways England|16/06/2015|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|A-ONE + INTEGRATED HIGHWAY SERVICES (CIS)|659532|81100.64|Apps and Certs Receipt - APC92413|DL1 1TJ
Department for Transport|Highways England|16/06/2015|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|A-ONE + INTEGRATED HIGHWAY SERVICES (CIS)|659533|27637.42|Apps and Certs Receipt - APC92457|DL1 1TJ
Department for Transport|Highways England|16/06/2015|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|A-ONE + INTEGRATED HIGHWAY SERVICES (CIS)|659534|124188.69|Apps and Certs Receipt - APC92457|DL1 1TJ
Department for Transport|Highways England|16/06/2015|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|635433|-32689.58|Apps and Certs Receipt - APC75296|M2 5JB
Department for Transport|Highways England|16/06/2015|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|637487|-4454.7|Apps and Certs Receipt - APC77507|M2 5JB
Department for Transport|Highways England|16/06/2015|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|639635|-13264.11|Apps and Certs Receipt - APC79602|M2 5JB
Department for Transport|Highways England|16/06/2015|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|641923|-38.69|Apps and Certs Receipt - APC82845|M2 5JB
Department for Transport|Highways England|16/06/2015|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|641926|-3222.94|Apps and Certs Receipt - APC82625|M2 5JB
Department for Transport|Highways England|16/06/2015|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|644599|-77876.26|Apps and Certs Receipt - APC84070|M2 5JB
Department for Transport|Highways England|16/06/2015|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|644961|-852.53|Apps and Certs Receipt - APC84206|M2 5JB
Department for Transport|Highways England|16/06/2015|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|646859|-85904.82|Apps and Certs Receipt - APC85362|M2 5JB
Department for Transport|Highways England|16/06/2015|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|649728|-3219.94|Apps and Certs Receipt - APC86844|M2 5JB
Department for Transport|Highways England|16/06/2015|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|652149|-41752.79|Apps and Certs Receipt - APC88277|M2 5JB
Department for Transport|Highways England|16/06/2015|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|652151|-3000.32|Apps and Certs Receipt - APC88377|M2 5JB
Department for Transport|Highways England|16/06/2015|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|657218|-34660.74|Apps and Certs Receipt - APC91351|M2 5JB
Department for Transport|Highways England|16/06/2015|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|659449|116075.93|Apps and Certs Receipt - APC92589|M2 5JB
Department for Transport|Highways England|16/06/2015|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|659450|1480162.64|Apps and Certs Receipt - APC92488|M2 5JB
Department for Transport|Highways England|16/06/2015|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|659451|956081.35|Apps and Certs Receipt - APC92488|M2 5JB
Department for Transport|Highways England|16/06/2015|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|659452|296837.4|Apps and Certs Receipt - APC92575|M2 5JB
Department for Transport|Highways England|16/06/2015|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|659453|15249.37|Apps and Certs Receipt - APC92578|M2 5JB
Department for Transport|Highways England|16/06/2015|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|SKANSKA CONSTRUCTION UK LTD|534405|-1973.16|Apps and Certs Receipt - APC32940|WD3 9AS
Department for Transport|Highways England|16/06/2015|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|SKANSKA CONSTRUCTION UK LTD|537697|-8617.05|Apps and Certs Receipt - APC37611|WD3 9AS
Department for Transport|Highways England|16/06/2015|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|SKANSKA CONSTRUCTION UK LTD|612346|-4606.13|Apps and Certs Receipt - APC54837|WD3 9AS
Department for Transport|Highways England|16/06/2015|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|SKANSKA CONSTRUCTION UK LTD|630986|-1655.5|Apps and Certs Receipt - APC71026|WD3 9AS
Department for Transport|Highways England|16/06/2015|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|SKANSKA CONSTRUCTION UK LTD|635713|-534.91|Apps and Certs Receipt - APC75141|WD3 9AS
Department for Transport|Highways England|16/06/2015|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|SKANSKA CONSTRUCTION UK LTD|657085|-1764.48|Apps and Certs Receipt - APC91278|WD3 9AS
Department for Transport|Highways England|16/06/2015|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|SKANSKA CONSTRUCTION UK LTD|657089|-2315.16|Apps and Certs Receipt - APC91341|WD3 9AS
Department for Transport|Highways England|16/06/2015|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|SKANSKA CONSTRUCTION UK LTD|659466|570609|Apps and Certs Receipt - APC92467|WD3 9AS
Department for Transport|Highways England|16/06/2015|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|SKANSKA CONSTRUCTION UK LTD|659470|291730.99|Apps and Certs Receipt - APC92463|WD3 9AS
Department for Transport|Highways England|16/06/2015|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|VOLKERLASER LIMITED|659530|24850.74|Apps and Certs Receipt - APC92410|WR4 9TB
Department for Transport|Highways England|16/06/2015|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|VOLKERLASER LIMITED|659531|8166.42|Apps and Certs Receipt - APC92410|WR4 9TB
Department for Transport|Highways England|16/06/2015|TEC - Technology Maintenance|NETWORK DELIVERY & DEVELOPMENT|BRITISH TELECOM PLC (NON CIS) CHARGES|659518|1514.58|Payment for invoice no 25860135 Q 023|DH98 1BT
Department for Transport|Highways England|16/06/2015|TOS operational Vehicle consumables|CUSTOMER OPERATIONS|PRO-TECT SAFETY SIGNS|659494|764.02|Sprotborough protect invoices 32206 /32207/32208/32209/32212 - #636.68|BS24 6TA
Department for Transport|Highways England|16/06/2015|TOS operational Vehicle rental|CUSTOMER OPERATIONS|PROHIRE PLC|659501|7136.64|Prohire DAF TRuck xxxxxx invoices  June -201064 May -194604 April -189566 @ #1982.40 each = #5947.20|ST4 2ST
Department for Transport|Highways England|17/06/2015|CM - Lump Sum Fees|NETWORK DELIVERY & DEVELOPMENT|A-ONE + INTEGRATED HIGHWAY SERVICES (CIS)|659584|54480.18|Apps and Certs Receipt - APC92416|DL1 1TJ
Department for Transport|Highways England|17/06/2015|CM - Lump Sum Fees|NETWORK DELIVERY & DEVELOPMENT|BALFOUR BEATTY MOTT MACDONALD AREA 10 ASC|659573|2100.88|Apps and Certs Receipt - APC92550|WA3 7PG
Department for Transport|Highways England|17/06/2015|CM - Lump Sum Fees|NETWORK DELIVERY & DEVELOPMENT|BALFOUR BEATTY MOTT MACDONALD AREA 10 ASC|659573|81021.09|Apps and Certs Receipt - APC92550|WA3 7PG
Department for Transport|Highways England|17/06/2015|CM - Lump Sum Fees|NETWORK DELIVERY & DEVELOPMENT|BALFOUR BEATTY MOTT MACDONALD AREA 10 ASC|659575|29192.25|Apps and Certs Receipt - APC92509|WA3 7PG
Department for Transport|Highways England|17/06/2015|CM - Lump Sum Fees|NETWORK DELIVERY & DEVELOPMENT|BALFOUR BEATTY MOTT MACDONALD AREA 10 ASC|659576|953746.18|Apps and Certs Receipt - APC92479|WA3 7PG
Department for Transport|Highways England|17/06/2015|CM - Lump Sum Fees|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|659619|524627.36|Apps and Certs Receipt - APC92658|M2 5JB
