Department for Transport|MCA|14/05/2012|Contract Cleaning|Human Resources|NOVA CONTRACT CLEANERS|532550|2048.06|Mca T/C Cleaning May 12|BH9 2QJ
Department for Transport|MCA|14/05/2012|Comp S/Ware - Non-Asset Reg|Information & Comms Technology|SOFTWARE BOX LTD|532125|1294.19|Elearning Suite Dhollinshead|YO61 1ET
Department for Transport|MCA|14/05/2012|Protective Clothing|Asset Management|SUNDRIDGE HOLDINGS LTD|532517|6583.27|Protective Clothing|ME3 9LW
Department for Transport|MCA|14/05/2012|Protective Clothing|Asset Management|SUNDRIDGE HOLDINGS LTD|532519|1205.1|Protective Clothing|ME3 9LW
Department for Transport|MCA|14/05/2012|Safety Testing Of Rescue Equip|Asset Management|SURVITEC SERVICES & DISTRIBUTION LTD|532523|960.33|Safety Testing Lifejackets|DN37 9TZ
Department for Transport|MCA|14/05/2012|Surveyor Training|Human Resources|UNITED KINGDOM ACCREDITATION SERVICE|532551|1080|Iso:Iec1702:2011|TW13 4UN
Department for Transport|MCA|14/05/2012|Overseas Hotel Accommodation|Navigation Safety||263188|817.88|Attend Ihc|
Department for Transport|MCA|15/05/2012|Fuel/Oil Cg Vehicles|Asset Management|ALLSTAR BUSINESS SOLUTIONS LTD|532659|598.76|Own Fleet Fuel May 12|SN5 6PS
Department for Transport|MCA|15/05/2012|Fuel/Oil Cg Vehicles|Asset Management|ALLSTAR BUSINESS SOLUTIONS LTD|532660|663.61|Own Fleet Fuel May 12|SN5 6PS
Department for Transport|MCA|15/05/2012|Fuel/Oil Cg Vehicles|Asset Management|ALLSTAR BUSINESS SOLUTIONS LTD|532662|626.03|Own Fleet Fuel May 12|SN5 6PS
Department for Transport|MCA|15/05/2012|Fuel/Oil Cg Vehicles|Asset Management|ALLSTAR BUSINESS SOLUTIONS LTD|532663|591.87|Own Fleet Fuel May 12|SN5 6PS
Department for Transport|MCA|15/05/2012|Fuel/Oil Cg Vehicles|Asset Management|ALLSTAR BUSINESS SOLUTIONS LTD|532665|607.44|Own Fleet Fuel May 12|SN5 6PS
Department for Transport|MCA|15/05/2012|Est Serv - Consult Lmpsum/Work|Asset Management|PARSONS BRINCKERHOFF Ltd|532650|-686.25|Htc Recoveries December 11|NE4 7YQ
Department for Transport|MCA|15/05/2012|Leasehold Improvs - Asset Reg|Asset Management|PARSONS BRINCKERHOFF Ltd|532647|-20072.61|Craster Proffesional Fees Reco|NE4 7YQ
Department for Transport|MCA|16/05/2012|Fuel/Oil Cg Vehicles|Asset Management|ALLSTAR BUSINESS SOLUTIONS LTD|532748|509.89|Own Fleet Fuel May 12|SN5 6PS
Department for Transport|MCA|16/05/2012|Fuel/Oil Cg Vehicles|Asset Management|ALLSTAR BUSINESS SOLUTIONS LTD|532749|515.51|Own Fleet Fuel May 12|SN5 6PS
Department for Transport|MCA|16/05/2012|Agency Staff|Shared Services|BADENOCH & CLARK|532644|942.61|W/E 4/05/12|W1T 5AE
Department for Transport|MCA|16/05/2012|Govt Procurement Card|Finance|BARCLAYS HMG PROCUREMENT CARD|532645|7135.05|Payments Charges & Adjustments|TS17 6YG
Department for Transport|MCA|16/05/2012|C Poll/Salvage Storage & Maint|HM Coastguard|BRAEMAR HOWELLS|532672|29145.75|4th May - 3rd June 2012|SA73 3AQ
Department for Transport|MCA|16/05/2012|Dispersant Storage & Maint|HM Coastguard|BRAEMAR HOWELLS|532671|1600|1-31 May 2012 Prestwick|SA73 3AQ
Department for Transport|MCA|16/05/2012|Contract Cleaning|HM Coastguard|CHURCHILL CONTRACT SERVICES LTD|532592|1472.2|Solent Mrcc+Windows May 2012|AL5 4UN
Department for Transport|MCA|16/05/2012|Contract Cleaning|Asset Management|COMPLETE CLEANING SERVICES (SCOTLAND)|532573|1175.74|Site Cleaning April|G78 1QB
Department for Transport|MCA|16/05/2012|Planned Maintenance Under #5k|Asset Management|DCS UTILITIES Ltd|532674|795.18|Repair Potholes Crail 25/04/12|G52 4RR
Department for Transport|MCA|16/05/2012|Conferences/Seminars|HM Coastguard|DE VERE GRAND HARBOUR HOTEL|532750|11967.31|N Atlantic Cg Forum|SO15 1AG
Department for Transport|MCA|16/05/2012|Planned Maintenance Under #5k|Future Programmes & Support|ELITE ENVIRONMENTAL|532642|2280|Yealm Internal Wall Painting|BS13 7TE
Department for Transport|MCA|16/05/2012|Medical Examination Fees|Human Resources|EMPLOYEE ADVISORY RESOURCE LIMITED|532735|2847.55|Employee Assistance Programme|W4 5YB
Department for Transport|MCA|16/05/2012|Tug: Northern Isles - Sovereig|Asset Management|J P KNIGHT (LOWESTOFT) Ltd|532756|11776.11|Fuel Anglian Sovereign|IV18 0EH
Department for Transport|MCA|16/05/2012|Tug: Northern Isles - Sovereig|Asset Management|J P KNIGHT (LOWESTOFT) Ltd|532756|146250|Hire Anglian Sovereign|IV18 0EH
Department for Transport|MCA|16/05/2012|Call Charges|Business Delivery (Survey & Inspection)|KINGSTON COMMUNICATIONS LTD|532555|653.02|01482866606 24/01-24/04/12|HU1 3RN
Department for Transport|MCA|16/05/2012|Exhibitions And Demonstrations|Office Of Chief Executive|MARA MEDIA|532643|697.14|Spipper Expo 8-9/6/12 Stand|.
Department for Transport|MCA|16/05/2012|Uniforms - Regular|Asset Management|MILLER RAYNER LTD|532755|3228.72|Uniform|SO14 3EW
Department for Transport|MCA|16/05/2012|Inis Hydro Project (Jibs Ii)|Navigation Safety|NORTHERN LIGHTHOUSE BOARD|532736|1415.67|Inis Hydro Project|EH2 3DA
Department for Transport|MCA|16/05/2012|Royal Mail|Seafarer Services|PITNEY BOWES LTD POSTAGE BY PHONE|532680|2010.8|Postage - Franking Machine|CM19 5DQ
Department for Transport|MCA|16/05/2012|Contract Cleaning|HM Coastguard|RENTOKIL HYGIENE|532600|938.45|April 2012 New Cleang Contract|DY1 4TA
Department for Transport|MCA|16/05/2012|Contract Cleaning|HM Coastguard|RENTOKIL HYGIENE|532602|968.23|May 2012 Cleaning|DY1 4TA
Department for Transport|MCA|16/05/2012|Civil Hydrographic Work|Navigation Safety|RESON OFFSHORE LTD|531187|4685|Support Agreemnet S/N 2158|AB22 8GU
Department for Transport|MCA|16/05/2012|Civil Hydrographic Work|Navigation Safety|RESON OFFSHORE LTD|531188|17100|Support Agreement|AB22 8GU
Department for Transport|MCA|16/05/2012|Agency Staff|Shared Services|SHERIDAN MAINE LTD|532684|1110.36|W/E 4/5/12|SO18 2RZ
Department for Transport|MCA|16/05/2012|Contract Cleaning|Asset Management|SHETLAND CLEANING SERVICES (LERWICK) LTD|532667|1135.04|April Cleaning Shetland Mrsc|ZE2 9JF
Department for Transport|MCA|16/05/2012|Storage And Distribution|Seafarer Services|THE MALTINGS LTD|532697|673.9|Bankers Box Storage - March|CF24 5EZ
Department for Transport|MCA|16/05/2012|Storage And Distribution|Seafarer Services|THE MALTINGS LTD|532698|673.9|Bankers Box - April 2012|CF24 5EZ
Department for Transport|MCA|16/05/2012|Royal Mail|Business Delivery (Survey & Inspection)|TMS CREDIFON|532605|500|Postage Inverclyde|RM1 2AR
Department for Transport|MCA|17/05/2012|Rent|Asset Management|ASHTENNE|532878|700|Rent In Advance 24/6/12 - 28/9|PR7 7NA
Department for Transport|MCA|17/05/2012|Rent|Asset Management|BARRY RICHARD PEARSON|532885|1387.5|Rent In Advance 24/6/12 - 28/9|CO5 8QQ
Department for Transport|MCA|17/05/2012|Rent|Asset Management|BERTHON BOAT COMPANY LTD|532911|3956.93|Rent In Advance 24/6/12 - 28/9|SO41 3YL
Department for Transport|MCA|17/05/2012|Vat On Rents|Asset Management|BERTHON BOAT COMPANY LTD|532911|791.39|Rent In Advance 24/6/12 - 28/9|SO41 3YL
Department for Transport|MCA|17/05/2012|Rent|Asset Management|BRICKTEC|532894|2125|Rent In Advance 24/6/12 - 28/9|BN43 5LN
Department for Transport|MCA|17/05/2012|Rent|Asset Management|BURNHAM AREA RESCUE BOAT|532932|1250|Rent In Advance 24/6/12 - 28/9|TA8 2LJ
Department for Transport|MCA|17/05/2012|Radio Equip/Instal. - Asset Re|Information & Comms Technology|CAIP|532924|793.84|Caip-Rh-Banff Cell Id|WA4 5LS
Department for Transport|MCA|17/05/2012|M&E Contracts|Asset Management|CARILLION PLANNED MAINTENANCE|532864|6977.72|Planned Service Work April 12|G72 0FT
Department for Transport|MCA|17/05/2012|Planned Maintenance Under #5k|Asset Management|CARILLION PLANNED MAINTENANCE|532862|1562.88|Agreed Reactive And Extra Work|G72 0FT
Department for Transport|MCA|17/05/2012|Rent|Asset Management|CB RICHARD ELLIS LIVERPOOL PROPERTY MANAGEMEN|532939|717.5|Rent In Advance 24/6/12 - 28/9|L2 9SH
Department for Transport|MCA|17/05/2012|Rent|Asset Management|CITY OF SUNDERLAND|532904|1400|Rent In Advance 24/6/12 - 28/9|SR2 7DN
Department for Transport|MCA|17/05/2012|Rent|Asset Management|COMMERCIAL PREOPERTY INVESTMENTS|532883|3450|Rent In Advance 24/6/12 - 28/9|CO15 5AH
Department for Transport|MCA|17/05/2012|Vat On Rents|Asset Management|COMMERCIAL PREOPERTY INVESTMENTS|532883|690|Rent In Advance 24/6/12 - 28/9|CO15 5AH
Department for Transport|MCA|17/05/2012|Rent|Asset Management|COOK & MOORE PROPERTY MANAGEMENT|532882|1050|Rent In Advance 24/6/12 - 28/9|NR31 6PX
Department for Transport|MCA|17/05/2012|Rent|Asset Management|CRIPPS COMMERCIAL Ltd|532869|2250|Rent In Advance 24/06/12 - 28/|NR34 9TY
Department for Transport|MCA|17/05/2012|Rent|Asset Management|DTZ DTL Ltd A/C RE :COMMON RECEIPTS NAT|532925|20000|Rent In Advance 24/6/12 - 28/9|EC2N 2BQ
Department for Transport|MCA|17/05/2012|Service Charges|Asset Management|DTZ DTL Ltd A/C RE :COMMON RECEIPTS NAT|532928|3253.2|S/C In Advance 24/6/12 - 28/9/|EC2N 2BQ
Department for Transport|MCA|17/05/2012|Vat On Rents|Asset Management|DTZ DTL Ltd A/C RE :COMMON RECEIPTS NAT|532925|4000|Rent In Advance 24/6/12 - 28/9|EC2N 2BQ
Department for Transport|MCA|17/05/2012|Rent|Asset Management|ESTERRE LIMITED|532877|2187.5|Rent In Advance 24/6/12 - 28/9|WR5 2ZX
Department for Transport|MCA|17/05/2012|Rent|Asset Management|GWYNEDD COUNCIL|532942|612.5|Rent In Advance 24/6/12 - 28/9|LL55 1BN
Department for Transport|MCA|17/05/2012|Rent|Asset Management|HAMPSHIRE FIRE &RESCUE SERVICE|532896|1712.5|Rent In Advance 24/6/12 - 28/9|SO23 8UB
Department for Transport|MCA|17/05/2012|Software Maintenance|Information & Comms Technology|INSIGHT DIRECT (UK) LTD|532351|26947.31|Connect Lic Plat Support Livec|UB8 1PH
Department for Transport|MCA|17/05/2012|Rent|Asset Management|J L PATERSON|532866|1468.97|Rent In Advance 24/6/12-28/9/1|TD15 1EP
Department for Transport|MCA|17/05/2012|Rent|Asset Management|JAMES & SON CLIENTS ACCOUNT|532902|1725|Rent In Advance 24/6/12 - 28/9|BH15 1DX
Department for Transport|MCA|17/05/2012|Rent|Asset Management|JOSHEWER LTD|532898|3625|Rent In Advance 24/6/12 - 28/9|BH15 1HJ
Department for Transport|MCA|17/05/2012|Vat On Rents|Asset Management|JOSHEWER LTD|532898|725|Rent In Advance 24/6/12 - 28/9|BH15 1HJ
Department for Transport|MCA|17/05/2012|Rent|Asset Management|LEWES DISTRICT COUNCIL|532897|750|Rent In Advance 24/6/12 - 28/9|BN7 2DQ
Department for Transport|MCA|17/05/2012|Rent|Asset Management|LINCOLN CORN EXCHANGE & MARKETS (1991) Ltd|532906|1575|Rent In Advance 24/6/12 - 28/9|LN5 7AS
Department for Transport|MCA|17/05/2012|Rent|Asset Management|MAJORACRE|532892|2925|Rent In Advance 24/6/12 - 28/9|CT6 5NQ
Department for Transport|MCA|17/05/2012|Rent|Asset Management|MIDWINTERS PROPERTIES LTD|532872|3290|Rent In Advance 24/6/12 - 28/9|BH3 7HG
Department for Transport|MCA|17/05/2012|Vat On Rents|Asset Management|MIDWINTERS PROPERTIES LTD|532872|658|Rent In Advance 24/6/12 - 28/9|BH3 7HG
Department for Transport|MCA|17/05/2012|Rent|Asset Management|MOSTYN ESTATES LTD|532940|1250|Rent In Advance 25/6/12 - 29/9|LL30 1YP
Department for Transport|MCA|17/05/2012|Rent|Asset Management|MR & MRS ROBERT T LANE|532890|1562.5|Rent In Advance 24/6/12 - 28/9|RH17 5LR
Department for Transport|MCA|17/05/2012|Rent|Asset Management|MR FRANK CONNOR|532903|700|Rent In Advance 1/6/12 - 30/6/|DT3 4JB
Department for Transport|MCA|17/05/2012|Rent|Asset Management|MRS J TAYLOR|532943|725|Rent In Advance 24/6/12 - 28/9|FY6 0EA
Department for Transport|MCA|17/05/2012|Rent|Asset Management|MS & CA LEGGETT|532871|1750|Rent In Advance 24/6/12 - 28/9|
Department for Transport|MCA|17/05/2012|Telecoms Pws|Information & Comms Technology|OFCOM (FOR INLAND SAR)|532917|115500|Ofcom Licence Fees Mca 1/4/12-|SE1 9HA
Department for Transport|MCA|17/05/2012|Rent|Asset Management|PICTON UK REIT (SPV NO. 2) LTD|532920|3975|Rent In Advance 24/6/12 - 28/9|SO14 3TG
Department for Transport|MCA|17/05/2012|Vat On Rents|Asset Management|PICTON UK REIT (SPV NO. 2) LTD|532920|795|Rent In Advance 24/6/12 - 28/9|SO14 3TG
Department for Transport|MCA|17/05/2012|Rent|Asset Management|SCARBOROUGH BOROUGH COUNCIL|532880|750|Rent In Advance 24/6/12 - 28/9|YO11 2HG
Department for Transport|MCA|17/05/2012|Rent|Asset Management|SCS STRUCTURES Ltd|532912|925|Rent In Advance 24/6/12 - 28/9|HG5 8NQ
Department for Transport|MCA|17/05/2012|Rent|Asset Management|SHEPWAY DISTRICT COUNCIL|532914|1797.5|Rent In Advance 20/6/12 - 19/9|CT20 2QY
Department for Transport|MCA|17/05/2012|Software Maintenance|Information & Comms Technology|SOFTWARE BOX LTD|532352|10888.3|Siteprotector Silver S&M Prove|YO61 1ET
Department for Transport|MCA|17/05/2012|Rent|Asset Management|SOUTH COAST INDUSTRIES|532899|1500|Rent In Advance 24/6/12 - 28/9|DT5 1LS
Department for Transport|MCA|17/05/2012|Rent|Asset Management|SOUTH WALES FIRE AND RESCUE SERVICE|532875|1750|Rent In Advance 24/6/12 - 28/9|CF72 8LX
Department for Transport|MCA|17/05/2012|Rent|Asset Management|SOUTH WALES FIRE AND RESCUE SERVICE|532876|1286.4|Service Charge In Advance 24/6|CF72 8LX
Department for Transport|MCA|17/05/2012|Rent|Asset Management|SWALE BOROUGH COUNCIL|532889|1075|Rent In Advance 24/6/12 - 28/9|ME10 3HT
Department for Transport|MCA|17/05/2012|Software Maintenance|Information & Comms Technology|UNIVERSITY OF SOUTHAMPTON|532944|960|Wolfson Support 1/11/12-31/10/|SO17 1BJ
Department for Transport|MCA|17/05/2012|Rent|Asset Management|WELD ENTERPRISES LTD|532900|813.75|Rent In Advance 24/6/12 - 28/9|BH20 5QS
Department for Transport|MCA|17/05/2012|Rent|Asset Management|WYKELAND PROPERTIES LIMITED|532867|1912.5|Rent In Advance 24/6/12 - 28/0|HU1 1UU
Department for Transport|MCA|17/05/2012|Radio Equip/Instal. - Asset Re|Information & Comms Technology||263365|821.55|Rer Duties|
Department for Transport|MCA|17/05/2012|Uk Own Car Use Mileage|HM Coastguard||263362|582.3|Sector Manager Duties|
Department for Transport|MCA|18/05/2012|Rent|Asset Management|ABERDEEN HARBOUR BOARD|532972|113900|Rent 1/2 Yearly In Adv. 15/5/1|AB11 5SS
Department for Transport|MCA|18/05/2012|Vat On Rents|Asset Management|ABERDEEN HARBOUR BOARD|532972|22780|Rent 1/2 Yearly In Adv. 15/5/1|AB11 5SS
Department for Transport|MCA|18/05/2012|Fuel/Oil Cg Vehicles|Asset Management|ALLSTAR BUSINESS SOLUTIONS LTD|533002|1082.67|Own Fleet Fuel May 12|SN5 6PS
Department for Transport|MCA|18/05/2012|Fuel/Oil Cg Vehicles|Asset Management|ALLSTAR BUSINESS SOLUTIONS LTD|533005|1379.3|Own Fleet Fuel May 12|SN5 6PS
Department for Transport|MCA|18/05/2012|Fuel/Oil Cg Vehicles|Asset Management|ALLSTAR BUSINESS SOLUTIONS LTD|533006|573.93|Own Fleet Fuel May 12|SN5 6PS
Department for Transport|MCA|18/05/2012|Uk Hire Car/Bus/Taxi/Park Etc|Information & Comms Technology|ALLSTAR BUSINESS SOLUTIONS LTD|533007|655.92|Tsm & Hire Car Fuel|SN5 6PS
Department for Transport|MCA|18/05/2012|Agency Staff|Shared Services|BADENOCH & CLARK|532986|738.8|W/E 11/05/12|W1T 5AE
Department for Transport|MCA|18/05/2012|Overseas Aeroplane Flights Etc|Business Delivery (Survey & Inspection)|CAPITA BUSINESS TRAVEL|532945|549.03|41021|DE1 3HB
Department for Transport|MCA|18/05/2012|Overseas Aeroplane Flights Etc|Business Delivery (Survey & Inspection)|CAPITA BUSINESS TRAVEL|532945|504.09|41032|DE1 3HB
Department for Transport|MCA|18/05/2012|Overseas Aeroplane Flights Etc|Business Delivery (Survey & Inspection)|CAPITA BUSINESS TRAVEL|532945|757.15|41028|DE1 3HB
Department for Transport|MCA|18/05/2012|Overseas Aeroplane Flights Etc|Business Delivery (Survey & Inspection)|CAPITA BUSINESS TRAVEL|532945|874.5|41056|DE1 3HB
Department for Transport|MCA|18/05/2012|Overseas Aeroplane Flights Etc|Business Delivery (Survey & Inspection)|CAPITA BUSINESS TRAVEL|532945|898.55|41024|DE1 3HB
Department for Transport|MCA|18/05/2012|Overseas Aeroplane Flights Etc|Business Delivery (Survey & Inspection)|CAPITA BUSINESS TRAVEL|532945|625.16|41029|DE1 3HB
Department for Transport|MCA|18/05/2012|Overseas Aeroplane Flights Etc|Business Delivery (Survey & Inspection)|CAPITA BUSINESS TRAVEL|532945|5053.13||DE1 3HB
Department for Transport|MCA|18/05/2012|Uk Aeroplane Flights|Business Delivery (Survey & Inspection)|CAPITA BUSINESS TRAVEL|532945|606.62|41029|DE1 3HB
Department for Transport|MCA|18/05/2012|Uk Aeroplane Flights|HM Coastguard|CAPITA BUSINESS TRAVEL|532945|764.4|41036|DE1 3HB
Department for Transport|MCA|18/05/2012|Uk Aeroplane Flights|Future Coastguard|CAPITA BUSINESS TRAVEL|532945|568.01|41039|DE1 3HB
Department for Transport|MCA|18/05/2012|Uk Aeroplane Flights|Future Coastguard|CAPITA BUSINESS TRAVEL|532945|538.48|41039|DE1 3HB
Department for Transport|MCA|18/05/2012|M&E Contracts|Asset Management|CARILLION PLANNED MAINTENANCE|532861|8562.97|Planned Works Apr 12 - 1/12th|G72 0FT
Department for Transport|MCA|18/05/2012|Gas|Asset Management|CORONA ENERGY|532868|1379.96|Gas Charges S/P Apr-May 2012|WD17 1JW
Department for Transport|MCA|18/05/2012|Rent|Asset Management|DENIA LTD|532960|1750|Rent In Advance 24/6/12 - 23/9|PL27 6JS
Department for Transport|MCA|18/05/2012|Rent|Asset Management|DTZ DTL (DEFRA)|532965|884.4|Depreciation Charges 1/6/12 -|B2 2BT
Department for Transport|MCA|18/05/2012|Rent|Asset Management|DUCHY OF CORNWALL|532953|2129.5|Rent In Advance 24/6/12 - 28/9|TR21 0LS
Department for Transport|MCA|18/05/2012|Rent|Asset Management|EXECUTORS OF NANCY TREWERN DECEASED|532970|6312|Rent In Advance 24/6/12 - 23/6|NR34 9TY
Department for Transport|MCA|18/05/2012|Rent|Asset Management|FAIRWAY LANDSCAPES SPORTING SURFACES|532969|775|Rent In Advance 21/5/12 - 20/8|PL26 6RJ
Department for Transport|MCA|18/05/2012|Rent|Asset Management|J S SPURRELL|532948|1775|Rent In Advance 24/6/12 - 28/9|PL11 2EH
Department for Transport|MCA|18/05/2012|Contract Cleaning|HM Coastguard|KWIK KWALITY CLEANING|532988|885|Cleaning At Swansea|SA5 5PP
Department for Transport|MCA|18/05/2012|Rent|Asset Management|MB & SA HALL|532947|1500|Rent In Advance 24/6/12 - 28/9|TQ7 1JR
Department for Transport|MCA|18/05/2012|Service Charges|Asset Management|MINISTRY OF DEFENCE|532976|5075|Service Charge 1/1/12 - 31/3/1|BA1 5AB
Department for Transport|MCA|18/05/2012|Rent|Asset Management|MR P LANGDON|532961|1000|Rent In Advance 24/6/12 - 23/6|TR3 6LN
Department for Transport|MCA|18/05/2012|Rent|Asset Management|NORTH DOWN BOROUGH COUNCIL|532974|6875|Rent 1/2 Yearly In Adv 1/5/12|BT20 4BT
Department for Transport|MCA|18/05/2012|Rent|Asset Management|QUAY MARINAS LTD (PORTISHEAD SITE)|532946|1890|Rent In Advance 24/6/12 - 28/9|BS20 7DF
Department for Transport|MCA|18/05/2012|At Sea Equipment - Asset Reg|HM Coastguard|RO-CLEAN DESMI|532860|-42283.01||.
Department for Transport|MCA|18/05/2012|Royal Mail|Asset Management|ROYAL MAIL CENTRAL REMITTANCE CENTRE|532991|1654.12|Mail Charges S/P To 17/05/12|PE4 5PG
Department for Transport|MCA|18/05/2012|Rent|Asset Management|SALTERNS ESTATE TENBY|532964|2400|Rent In Advance 1/6/12 - 31/8/|SA71 4JS
Department for Transport|MCA|18/05/2012|Rent|Asset Management|SIEMENS BENEFIT SCHEME LTD|532962|14440.77|Rent In Advance 24/6/12 - 25/7|EC4M 7HP
Department for Transport|MCA|18/05/2012|Service Charges|Asset Management|SIEMENS BENEFIT SCHEME LTD|532963|4029.58|Service Charge In Advance 24/6|EC4M 7HP
Department for Transport|MCA|18/05/2012|Vat On Rents|Asset Management|SIEMENS BENEFIT SCHEME LTD|532962|2888.15|Rent In Advance 24/6/12 - 25/7|EC4M 7HP
Department for Transport|MCA|18/05/2012|Water & Sewage|Asset Management|SOUTHERN WATER|532403|2650.77|Water Charges S/P Jan-Apr 2012|BN13 3NZ
Department for Transport|MCA|18/05/2012|Contract Cleaning|Business Delivery (Survey & Inspection)|SUPACLEEN LTD|532989|841.88|Hire Sani Bins Contract Clean|CF11 8DL
Department for Transport|MCA|18/05/2012|Safety Testing Of Rescue Equip|Asset Management|SURVITEC SERVICES & DISTRIBUTION LTD|532997|519.06|Safety Testing Lifeajckets|DN37 9TZ
Department for Transport|MCA|18/05/2012|Rent|Asset Management|SUTTON HARBOUR COMPANY|532954|6375|Rent In Advance 24/6/12 - 28/9|PL4 ORA
Department for Transport|MCA|18/05/2012|Rent|Asset Management|SUTTON HARBOUR COMPANY|532956|1476.87|Insurance 1/4/12 - 31/3/13|PL4 ORA
Department for Transport|MCA|18/05/2012|Rent|Asset Management|SUTTON HARBOUR COMPANY|532957|-8500|Credit In Leiu Of Pe|PL4 ORA
Department for Transport|MCA|18/05/2012|Service Charges|Asset Management|SUTTON HARBOUR COMPANY|532955|4333.69|Service Charge 1/4/11 - 31/3/1|PL4 ORA
Department for Transport|MCA|18/05/2012|Vat On Rents|Asset Management|SUTTON HARBOUR COMPANY|532954|1275|Rent In Advance 24/6/12 - 28/9|PL4 ORA
Department for Transport|MCA|18/05/2012|Vat On Rents|Asset Management|SUTTON HARBOUR COMPANY|532957|-1700|Credit In Leiu Of Pe|PL4 ORA
Department for Transport|MCA|18/05/2012|Rent|Asset Management|THE CROWN ESTATE|532973|537.5|Rent 1/4ly In Advance 28/5/12|PH1 5NE
Department for Transport|MCA|18/05/2012|Rent|Asset Management|ULSTER AERIALS|532975|3093.75|Rent 1/2 Yearly In Adv 1/5 - 3|BT23 6EH
Department for Transport|MCA|18/05/2012|Vat On Rents|Asset Management|ULSTER AERIALS|532975|618.75|Rent 1/2 Yearly In Adv 1/5 - 3|BT23 6EH
Department for Transport|MCA|18/05/2012|Agency Staff|Finance|VENN GROUP Ltd|532987|1080|W/E 13/05/12|WC2R 0AA
Department for Transport|MCA|18/05/2012|Rates/Cilor (In Lieu Of Rates|Asset Management|WESTERN ISLES COUNCIL|532977|3343|Rates (June 12)|HS1 2BW
Department for Transport|MCA|18/05/2012|Other Prosecution Costs|Office Of Chief Executive||532859|5755.8||
Department for Transport|MCA|21/05/2012|Uk Hire Car/Bus/Taxi/Park Etc|HM Coastguard|ALLSTAR BUSINESS SOLUTIONS LTD|533161|807.15|12 Fuel Cards|SN5 6PS
Department for Transport|MCA|21/05/2012|M&E Contracts|Future Programmes & Support|CARILLION PLANNED MAINTENANCE|533175|16094.21|Work For 1-30/4/12 Western|G72 0FT
Department for Transport|MCA|21/05/2012|M&E Contracts|Human Resources|CARILLION PLANNED MAINTENANCE|533140|1215.88|Planned Service Works Apr 12|G72 0FT
Department for Transport|MCA|21/05/2012|M&E Contracts|Asset Management|CARILLION PLANNED MAINTENANCE|533125|2654.78|J14957758e Crail|G72 0FT
Department for Transport|MCA|21/05/2012|M&E Contracts|Asset Management|CARILLION PLANNED MAINTENANCE|533128|750|J14166238e 22/3/12 Greenock|G72 0FT
Department for Transport|MCA|21/05/2012|M&E Contracts|Asset Management|CARILLION PLANNED MAINTENANCE|533131|827.82|J14957109r Greenock|G72 0FT
Department for Transport|MCA|21/05/2012|M&E Contracts|Asset Management|CARILLION PLANNED MAINTENANCE|533141|10954.8|Planned Wks 11/5-10/6/12|G72 0FT
Department for Transport|MCA|21/05/2012|M&E Contracts|Asset Management|CARILLION PLANNED MAINTENANCE|533156|549.5|J15019478r 26/04/12 Newcastle|G72 0FT
Department for Transport|MCA|21/05/2012|Reactive/Emerg Maint Under #5k|Future Programmes & Support|CARILLION PLANNED MAINTENANCE|533174|6287.24|Reactive & Extra Work April 12|G72 0FT
Department for Transport|MCA|21/05/2012|Helicopters - Lee On Solent|Asset Management|CHC SCOTIA LTD|532589|51311.29||AB21 0GL
Department for Transport|MCA|21/05/2012|Helicopters - Lee On Solent|Asset Management|CHC SCOTIA LTD|532589|22594.73||AB21 0GL
Department for Transport|MCA|21/05/2012|Helicopters - Lee On Solent|Asset Management|CHC SCOTIA LTD|533165|439314||AB21 0GL
Department for Transport|MCA|21/05/2012|Helicopters - Lee On Solent|Asset Management|CHC SCOTIA LTD|533165|8720.38||AB21 0GL
Department for Transport|MCA|21/05/2012|Helicopters - Portland|Asset Management|CHC SCOTIA LTD|532588|39923.38||AB21 0GL
Department for Transport|MCA|21/05/2012|Helicopters - Portland|Asset Management|CHC SCOTIA LTD|532588|18023.45||AB21 0GL
Department for Transport|MCA|21/05/2012|Helicopters - Portland|Asset Management|CHC SCOTIA LTD|533164|235447||AB21 0GL
Department for Transport|MCA|21/05/2012|Helicopters - Portland|Asset Management|CHC SCOTIA LTD|533164|4673.62||AB21 0GL
Department for Transport|MCA|21/05/2012|Helicopters - Shetland|Asset Management|CHC SCOTIA LTD|532584|94604.23||AB21 0GL
Department for Transport|MCA|21/05/2012|Helicopters - Shetland|Asset Management|CHC SCOTIA LTD|532584|98954.12||AB21 0GL
Department for Transport|MCA|21/05/2012|Helicopters - Shetland|Asset Management|CHC SCOTIA LTD|533163|602223||AB21 0GL
Department for Transport|MCA|21/05/2012|Helicopters - Shetland|Asset Management|CHC SCOTIA LTD|533163|12044.46||AB21 0GL
Department for Transport|MCA|21/05/2012|Helicopters - Stornoway|Asset Management|CHC SCOTIA LTD|532586|86967.04||AB21 0GL
Department for Transport|MCA|21/05/2012|Helicopters - Stornoway|Asset Management|CHC SCOTIA LTD|532586|91359.39||AB21 0GL
Department for Transport|MCA|21/05/2012|Helicopters - Stornoway|Asset Management|CHC SCOTIA LTD|533166|592133||AB21 0GL
Department for Transport|MCA|21/05/2012|Helicopters - Stornoway|Asset Management|CHC SCOTIA LTD|533166|11842.66||AB21 0GL
Department for Transport|MCA|21/05/2012|Other Consultancies|Asset Management|CONSULTAVIA LTD|532580|7889.14|Audits Los & Stornoway Apr 12|BH2 5HL
