DEPARTMENTFAMILY|ENTITY|DATE|EXPENSETYPE|EXPENSEAREA|SUPPLIER|TRANSACTIONNUMBER|AMOUNT
Department for Transport|Department for Transport|20/04/2011|Capital Grants to Local Authorities| Local|SOUTHEND-ON-SEA BC|2000001715|266750
Department for Transport|Department for Transport|20/04/2011|Capital Grants to Local Authorities| Local|STOKE ON TRENT CITY COUNCIL|2000001716|419750
Department for Transport|Department for Transport|20/04/2011|Capital Grants to Local Authorities| Local|W YORKS PTA|2000001717|4527500
Department for Transport|Department for Transport|20/04/2011|Capital Grants to Local Authorities| Local|MERSEYSIDE PTA|2000001720|2872250
Department for Transport|Department for Transport|20/04/2011|Capital Grants to Local Authorities| Local|NOTTINGHAM CITY COUNCIL|2000001721|959250
Department for Transport|Department for Transport|20/04/2011|Capital Grants to Local Authorities| Local|CENTRO|2000001727|6232500
Department for Transport|Department for Transport|20/04/2011|Capital Grants to Local Authorities| Local|CHESHIRE EAST BOROUGH COUNCIL|2000001729|534500
Department for Transport|Department for Transport|20/04/2011|Capital Grants to Local Authorities| Local|CHESHIRE WEST |2000001730|542250
Department for Transport|Department for Transport|20/04/2011|Capital Grants to Local Authorities| Local|CENTRAL BEDFORDSHIRE COUNCIL|2000001731|313750
Department for Transport|Department for Transport|20/04/2011|Capital Grants to Local Authorities| Local|GREATER MANCHESTER ITA|2000001732|5365500
Department for Transport|Department for Transport|14/04/2011|BUS FDR Wales| Local|BRYN MELYN LTD|2000000986|31128.14
Department for Transport|Department for Transport|14/04/2011|BUS FDR Wales| Local|CLYNNOG & TREFOR MOTOR CO LTD|2000000994|35075.49
Department for Transport|Department for Transport|14/04/2011|BUS FDR Wales| Local|D JONES & SON|2000001031|14773.21
Department for Transport|Department for Transport|14/04/2011|BUS FDR Wales| Local|EASYWAY MINIBUS HIRE LTD|2000001039|6872.04
Department for Transport|Department for Transport|14/04/2011|BUS FDR Wales| Local|EDWARDS BROTHERS|2000001040|3927.41
Department for Transport|Department for Transport|14/04/2011|BUS FDR Wales| Local|EMMAS COACHES|2000001042|2843.65
Department for Transport|Department for Transport|14/04/2011|BUS FDR Wales| Local|EST BUS LTD|2000001046|51067.09
Department for Transport|Department for Transport|14/04/2011|BUS FDR Wales| Local|EVANS COACHES TREGARON LTD|2000001047|6223.52
Department for Transport|Department for Transport|14/04/2011|BUS FDR Wales| Local|EXPRESS MOTORS|2000001049|164860.98
Department for Transport|Department for Transport|14/04/2011|BUS FDR Wales| Local|FIRST CYMRU BUSES LTD|2000001055|7782
Department for Transport|Department for Transport|14/04/2011|BUS FDR Wales| Local|GHA COACHES|2000001061|206312.37
Department for Transport|Department for Transport|14/04/2011|BUS FDR Wales| Local|H D A COACHES|2000001071|2114.48
Department for Transport|Department for Transport|14/04/2011|BUS FDR Wales| Local|HAFAN COACHES|2000001072|3414.13
Department for Transport|Department for Transport|14/04/2011|BUS FDR Wales| Local|M & H COACHES|2000001106|17853.97
Department for Transport|Department for Transport|14/04/2011|BUS FDR Wales| Local|MORRIS TRAVEL LTD|2000001120|29898.04
Department for Transport|Department for Transport|14/04/2011|BUS FDR Wales| Local|NATIONAL EXPRESS LTD|2000001122|13033
Department for Transport|Department for Transport|14/04/2011|BUS FDR Wales| Local|P & O LLOYD LTD|2000001133|13814.76
Department for Transport|Department for Transport|14/04/2011|BUS FDR Wales| Local|PHILLIPS MOTOR SERVICES|2000001136|7734.36
Department for Transport|Department for Transport|14/04/2011|BUS FDR Wales| Local|VALE OF LLANGOLLEN TRAVEL LTD|2000001194|30849.96
Department for Transport|Department for Transport|14/04/2011|BUS FDR Wales| Local|A P EXECUTIVE TRAVEL|2000001221|526.5
Department for Transport|Department for Transport|14/04/2011|BUS FDR Wales| Local|EDWARDS COACHES LTD|2000001225|36525.31
Department for Transport|Department for Transport|14/04/2011|BUS FDR Wales| Local|NEW ADVENTURE TRAVEL LTD|2000001232|9361.81
Department for Transport|Department for Transport|14/04/2011|BUS FDR Wales| Local|GWYNFOR COACHES|2000001268|15815.26
Department for Transport|Department for Transport|26/04/2011|BUS FDR Wales| Local|ARRIVA CYMRU LTD|2000001885|20524.43
Department for Transport|Department for Transport|26/04/2011|BUS FDR Wales| Local|BRECON & DISTRICT DISABLED CLUB|2000001894|3114.75
Department for Transport|Department for Transport|26/04/2011|BUS FDR Wales| Local|BRITISH RED CROSS|2000001895|3055.68
Department for Transport|Department for Transport|26/04/2011|BUS FDR Wales| Local|DIAL A RIDE (NORTH DENBIGHSHIRE)|2000001904|1152.1
Department for Transport|Department for Transport|26/04/2011|BUS FDR Wales| Local|FIRST CYMRU BUSES LTD|2000001912|372169.27
Department for Transport|Department for Transport|26/04/2011|BUS FDR Wales| Local|HAY & DISTRICT DIAL A RIDE|2000001928|599.34
Department for Transport|Department for Transport|26/04/2011|BUS FDR Wales| Local|M & H COACHES|2000001943|5711.47
Department for Transport|Department for Transport|26/04/2011|BUS FDR Wales| Local|MORRIS TRAVEL LTD|2000001951|16524.3
Department for Transport|Department for Transport|26/04/2011|BUS FDR Wales| Local|P & O LLOYD LTD|2000001958|18799.59
Department for Transport|Department for Transport|26/04/2011|BUS FDR Wales| Local|PADARN BUS|2000001959|73515.97
Department for Transport|Department for Transport|26/04/2011|BUS FDR Wales| Local|SCOPE|2000001973|3663.79
Department for Transport|Department for Transport|26/04/2011|BUS FDR Wales| Local|STRATOS TRAVEL|2000001989|18573.63
Department for Transport|Department for Transport|26/04/2011|BUS FDR Wales| Local|ALZHEIMER'S SOCIETY SWANSEA|2000002009|1480.99
Department for Transport|Department for Transport|26/04/2011|BUS FDR Wales| Local|MS SOCIETY - SWANSEA |2000002010|615.04
Department for Transport|Department for Transport|26/04/2011|BUS FDR Wales| Local|HARRIS COACHES (PENGAM) LTD|2000002013|263584.26
Department for Transport|Department for Transport|26/04/2011|BUS FDR Wales| Local|HEART OF WALES BUS & COACH|2000002059|43498.87
Department for Transport|Department for Transport|21/04/2011|Subsidies to Private Sector| Local|LACE HOUSING ASSOCIATION|2000001811|4659.45
Department for Transport|Department for Transport|26/04/2011|Subsidies to Private Sector| Local|AGE CONCERN OADBY & WIGSTON|2000001879|566.72
Department for Transport|Department for Transport|26/04/2011|Subsidies to Private Sector| Local|AGE CONCERN SHREWSBURY MINIBUS|2000001881|752.87
Department for Transport|Department for Transport|26/04/2011|Subsidies to Private Sector| Local|AGE CONCERN SPALDING DISTRICT|2000001882|506.66
Department for Transport|Department for Transport|26/04/2011|Subsidies to Private Sector| Local|COMMUNITY CARE ASSOCIATION|2000001898|577.69
Department for Transport|Department for Transport|26/04/2011|Subsidies to Private Sector| Local|DARTFORD AGE CONCERN|2000001901|775.95
Department for Transport|Department for Transport|26/04/2011|Subsidies to Private Sector| Local|DENGIE PROJECT TRUST|2000001902|1100.37
Department for Transport|Department for Transport|26/04/2011|Subsidies to Private Sector| Local|DOWNLAND VOLUNTEER GROUP|2000001906|653.3
Department for Transport|Department for Transport|26/04/2011|Subsidies to Private Sector| Local|EASINGTON DISTRICT COMMUNICARE|2000001907|4764.01
Department for Transport|Department for Transport|26/04/2011|Subsidies to Private Sector| Local|FAIRBRIDGE|2000001909|6866.7
Department for Transport|Department for Transport|26/04/2011|Subsidies to Private Sector| Local|GOOLE & DISTRICT COMMUNITY|2000001919|1701.18
Department for Transport|Department for Transport|26/04/2011|Subsidies to Private Sector| Local|GRIMSBY DISTRICT DIAL-A-RIDE|2000001922|6754.34
Department for Transport|Department for Transport|26/04/2011|Subsidies to Private Sector| Local|KENT COUNTY COUNCIL|2000001937|1469.39
Department for Transport|Department for Transport|26/04/2011|Subsidies to Private Sector| Local|LINKAGE COMMUNITY TRUST|2000001941|11723.06
Department for Transport|Department for Transport|26/04/2011|Subsidies to Private Sector| Local|MALMESBURY & DISTRICT COMM TRANS|2000001944|730.54
Department for Transport|Department for Transport|26/04/2011|Subsidies to Private Sector| Local|MIDSOMER NORTON & RADSTOCK RING & R|2000001949|3128.03
Department for Transport|Department for Transport|26/04/2011|Subsidies to Private Sector| Local|MOBILITY LINK|2000001950|5886.37
Department for Transport|Department for Transport|26/04/2011|Subsidies to Private Sector| Local|SEDGEMOOR COMMUNITY TRANSPORT|2000001975|1261.06
Department for Transport|Department for Transport|26/04/2011|Subsidies to Private Sector| Local|SELBY DISTRICT COMMUNITY TRANSPORT|2000001976|626.02
Department for Transport|Department for Transport|26/04/2011|Subsidies to Private Sector| Local|SWAN RIDER TRANSPORT SERVICES|2000002058|19131.64
Department for Transport|Department for Transport|14/04/2011|Subsidies to Private Sector| Local|CLARKES OF LONDON|2000000954|42519
Department for Transport|Department for Transport|14/04/2011|Subsidies to Private Sector| Local|A C WILLIAMS LTD|2000000955|531.9
Department for Transport|Department for Transport|14/04/2011|Subsidies to Private Sector| Local|ACE TRAVEL (NORTH WEST) LTD|2000000956|83163.54
Department for Transport|Department for Transport|14/04/2011|Subsidies to Private Sector| Local|AD-RAINS PSV|2000000957|10489.2
Department for Transport|Department for Transport|14/04/2011|Subsidies to Private Sector| Local|ALANSWAY COACHES LTD|2000000958|31734.69
Department for Transport|Department for Transport|14/04/2011|Subsidies to Private Sector| Local|A-LINE COACHES (CV12 8LA)|2000000959|27475.79
Department for Transport|Department for Transport|14/04/2011|Subsidies to Private Sector| Local|AQUARIUS TRAVEL|2000000960|1441.03
Department for Transport|Department for Transport|14/04/2011|Subsidies to Private Sector| Local|ARROWEBROOK COACHES LTD|2000000962|3064.09
Department for Transport|Department for Transport|14/04/2011|Subsidies to Private Sector| Local|ASTLEY PRIVATE HIRE|2000000963|4320.71
Department for Transport|Department for Transport|14/04/2011|Subsidies to Private Sector| Local|AXE VALLEY MINI TRAVEL|2000000964|7835.95
Department for Transport|Department for Transport|14/04/2011|Subsidies to Private Sector| Local|B & N COACHES|2000000965|1398.6
Department for Transport|Department for Transport|14/04/2011|Subsidies to Private Sector| Local|BAKERS COACHES|2000000966|82302.37
Department for Transport|Department for Transport|14/04/2011|Subsidies to Private Sector| Local|BAKERS DOLPHIN|2000000967|5364
Department for Transport|Department for Transport|14/04/2011|Subsidies to Private Sector| Local|SUFFOLK PASSENGER TRANSPORT|2000000968|3262.85
Department for Transport|Department for Transport|14/04/2011|Subsidies to Private Sector| Local|BANK VIEW TRAVEL|2000000969|4827.07
Department for Transport|Department for Transport|14/04/2011|Subsidies to Private Sector| Local|BARRATTS COACHES LTD|2000000970|4708.08
Department for Transport|Department for Transport|14/04/2011|Subsidies to Private Sector| Local|BATTERSBY SILVER GREY COACHES|2000000971|6065.14
Department for Transport|Department for Transport|14/04/2011|Subsidies to Private Sector| Local|BAYNES TAXIS|2000000972|1221.68
Department for Transport|Department for Transport|14/04/2011|Subsidies to Private Sector| Local|BEAR BUSES|2000000973|2760.17
Department for Transport|Department for Transport|14/04/2011|Subsidies to Private Sector| Local|R&R COACHES LIMITED|2000000974|2529.7
Department for Transport|Department for Transport|14/04/2011|Subsidies to Private Sector| Local|BELLE VUE MAN LIMITED|2000000976|1208.57
Department for Transport|Department for Transport|14/04/2011|Subsidies to Private Sector| Local|BENNETTS COACHES|2000000977|31111.2
Department for Transport|Department for Transport|14/04/2011|Subsidies to Private Sector| Local|BERRYS COACHES (TAUNTON) LTD|2000000978|12685
Department for Transport|Department for Transport|14/04/2011|Subsidies to Private Sector| Local|BIRTLES MINI COACHES|2000000979|883.56
Department for Transport|Department for Transport|14/04/2011|Subsidies to Private Sector| Local|BLUEBIRD BUS & COACH|2000000981|115165.91
Department for Transport|Department for Transport|14/04/2011|Subsidies to Private Sector| Local|BLUEWORKS PRIVATE HIRE|2000000982|3390.08
Department for Transport|Department for Transport|14/04/2011|Subsidies to Private Sector| Local|BOULTONS OF SHROPSHIRE LTD|2000000983|4357.25
Department for Transport|Department for Transport|14/04/2011|Subsidies to Private Sector| Local|BRADSHAW COACHES|2000000985|2511.66
Department for Transport|Department for Transport|14/04/2011|Subsidies to Private Sector| Local|C BODMAN & SON|2000000987|52644.17
Department for Transport|Department for Transport|14/04/2011|Subsidies to Private Sector| Local|CARMEL COACHES|2000000988|4813.47
Department for Transport|Department for Transport|14/04/2011|Subsidies to Private Sector| Local|CAROSA LTD|2000000989|2669.14
Department for Transport|Department for Transport|14/04/2011|Subsidies to Private Sector| Local|CASTLEWAYS (WINCHOMBE) LTD|2000000990|13798.29
Department for Transport|Department for Transport|14/04/2011|Subsidies to Private Sector| Local|CHOICE TRAVEL|2000000991|122212.79
Department for Transport|Department for Transport|14/04/2011|Subsidies to Private Sector| Local|CLEARWAY OF CATSHILL|2000000992|1373.65
Department for Transport|Department for Transport|14/04/2011|Subsidies to Private Sector| Local|CLOWES COACHES|2000000993|7256.49
Department for Transport|Department for Transport|14/04/2011|Subsidies to Private Sector| Local|COACH HIRE COACHES LTD|2000001022|22346.18
Department for Transport|Department for Transport|14/04/2011|Subsidies to Private Sector| Local|COASTAL LINER LTD|2000001023|1769.29
Department for Transport|Department for Transport|14/04/2011|Subsidies to Private Sector| Local|COMPASS COMMUNITY TRANSPORT|2000001025|4283.34
Department for Transport|Department for Transport|14/04/2011|Subsidies to Private Sector| Local|CONSTABLE COACHES LTD|2000001026|9745.93
Department for Transport|Department for Transport|14/04/2011|Subsidies to Private Sector| Local|COOPER'S TOURMASTER TRAVEL LTD|2000001027|9538.53
Department for Transport|Department for Transport|14/04/2011|Subsidies to Private Sector| Local|COUNTRY LION|2000001028|14834.56
Department for Transport|Department for Transport|14/04/2011|Subsidies to Private Sector| Local|COUNTY COACHES (BRENTWOOD) LTD|2000001029|1326.66
Department for Transport|Department for Transport|14/04/2011|Subsidies to Private Sector| Local|D & G COACH & BUS LTD|2000001030|91179.45
Department for Transport|Department for Transport|14/04/2011|Subsidies to Private Sector| Local|DAC COACHES LTD|2000001032|8996.87
Department for Transport|Department for Transport|14/04/2011|Subsidies to Private Sector| Local|DARTLINE COACHES|2000001033|20360.67
Department for Transport|Department for Transport|14/04/2011|Subsidies to Private Sector| Local|DOBSONS BUSES LTD|2000001035|1383.37
Department for Transport|Department for Transport|14/04/2011|Subsidies to Private Sector| Local|DUDLEY'S COACHES LTD|2000001036|7555.84
Department for Transport|Department for Transport|14/04/2011|Subsidies to Private Sector| Local|E STOTT & SONS LTD|2000001037|19323.46
Department for Transport|Department for Transport|14/04/2011|Subsidies to Private Sector| Local|EMBLINGS COACHES LTD|2000001041|7059.31
Department for Transport|Department for Transport|14/04/2011|Subsidies to Private Sector| Local|EMSWORTH & DISTRICT MOTOR SERVICES|2000001043|20567.98
Department for Transport|Department for Transport|14/04/2011|Subsidies to Private Sector| Local|ERIC W BOWERS COACHES LTD|2000001044|51027.32
Department for Transport|Department for Transport|14/04/2011|Subsidies to Private Sector| Local|ESK VALLEY COACHES LTD|2000001045|6229.71
Department for Transport|Department for Transport|14/04/2011|Subsidies to Private Sector| Local|F PROCTER & SON LTD|2000001050|5558.7
Department for Transport|Department for Transport|14/04/2011|Subsidies to Private Sector| Local|FAR EAST TRAVEL|2000001051|12454.47
Department for Transport|Department for Transport|14/04/2011|Subsidies to Private Sector| Local|FARGO COACHES|2000001052|2554.9
Department for Transport|Department for Transport|14/04/2011|Subsidies to Private Sector| Local|FELIX TAXIS|2000001053|1305.17
Department for Transport|Department for Transport|14/04/2011|Subsidies to Private Sector| Local|FILERS TRAVEL LTD|2000001054|5669.9
Department for Transport|Department for Transport|14/04/2011|Subsidies to Private Sector| Local|FLAGFINDERS CTB LTD|2000001056|1943.04
Department for Transport|Department for Transport|14/04/2011|Subsidies to Private Sector| Local|FLIGHTS COACH TRAVEL|2000001057|26765.69
Department for Transport|Department for Transport|14/04/2011|Subsidies to Private Sector| Local|FOSSEWAY COACHES|2000001058|58147.39
Department for Transport|Department for Transport|14/04/2011|Subsidies to Private Sector| Local|G E SCRAGG|2000001059|10957.34
Department for Transport|Department for Transport|14/04/2011|Subsidies to Private Sector| Local|GELDARDS COACHES LTD|2000001060|36959.86
Department for Transport|Department for Transport|14/04/2011|Subsidies to Private Sector| Local|GLEN VALLEY TOURS LTD|2000001062|12221.01
Department for Transport|Department for Transport|14/04/2011|Subsidies to Private Sector| Local|GLOVERS COACHES LTD|2000001063|9768.63
Department for Transport|Department for Transport|14/04/2011|Subsidies to Private Sector| Local|GO AHEAD NORTHERN|2000001064|1167840.52
Department for Transport|Department for Transport|14/04/2011|Subsidies to Private Sector| Local|GOLDEN BOY COACHES|2000001065|6523.27
Department for Transport|Department for Transport|14/04/2011|Subsidies to Private Sector| Local|GOODWINS COACHES|2000001066|35318.69
Department for Transport|Department for Transport|14/04/2011|Subsidies to Private Sector| Local|GRAND PRIX SERVICES|2000001067|5755.86
Department for Transport|Department for Transport|14/04/2011|Subsidies to Private Sector| Local|GRIFFIN COACHES T/A RELIANCE TRAVEL|2000001068|17875.64
Department for Transport|Department for Transport|14/04/2011|Subsidies to Private Sector| Local|GRANT PALMER PASSENGER SERVICES|2000001069|40261.77
Department for Transport|Department for Transport|14/04/2011|Subsidies to Private Sector| Local|GREENLINE BUSES|2000001070|1155.2
Department for Transport|Department for Transport|14/04/2011|Subsidies to Private Sector| Local|HAMS TRAVEL|2000001074|11680.85
Department for Transport|Department for Transport|14/04/2011|Subsidies to Private Sector| Local|HANSONS (WORDSLEY) LTD|2000001076|54059.78
Department for Transport|Department for Transport|14/04/2011|Subsidies to Private Sector| Local|HARDINGS COACHES|2000001077|2804.7
Department for Transport|Department for Transport|14/04/2011|Subsidies to Private Sector| Local|HATTS COACHES|2000001078|6955.66
Department for Transport|Department for Transport|14/04/2011|Subsidies to Private Sector| Local|HAYTONS EXECUTIVE TRAVEL LTD|2000001079|21135.67
Department for Transport|Department for Transport|14/04/2011|Subsidies to Private Sector| Local|HOLMESWOOD COACHES|2000001080|33031.82
Department for Transport|Department for Transport|14/04/2011|Subsidies to Private Sector| Local|HOPLEY'S COACHES LTD|2000001081|3053.24
Department for Transport|Department for Transport|14/04/2011|Subsidies to Private Sector| Local|HULME HALL COACHES LTD|2000001083|3060.93
Department for Transport|Department for Transport|14/04/2011|Subsidies to Private Sector| Local|IMPERIAL BUS COMPANY LTD|2000001084|3672.23
Department for Transport|Department for Transport|14/04/2011|Subsidies to Private Sector| Local|IRVINGS COACH HIRE LTD|2000001085|1996.32
Department for Transport|Department for Transport|14/04/2011|Subsidies to Private Sector| Local|J & P EXECUTIVE TRAVEL|2000001087|95604.32
Department for Transport|Department for Transport|14/04/2011|Subsidies to Private Sector| Local|J MOTLEY & SON|2000001088|592.57
Department for Transport|Department for Transport|14/04/2011|Subsidies to Private Sector| Local|JACKSONS OF SILSDEN (1988) LTD|2000001089|2695.66
Department for Transport|Department for Transport|14/04/2011|Subsidies to Private Sector| Local|JAMES BEVAN (LYDNEY) LTD|2000001090|6796.85
Department for Transport|Department for Transport|14/04/2011|Subsidies to Private Sector| Local|JEFFS COACHES LTD|2000001091|9900.56
Department for Transport|Department for Transport|14/04/2011|Subsidies to Private Sector| Local|JOHN FISHWICK & SONS|2000001092|52696.17
Department for Transport|Department for Transport|14/04/2011|Subsidies to Private Sector| Local|K & B TRAVEL LTD|2000001094|1461.98
Department for Transport|Department for Transport|14/04/2011|Subsidies to Private Sector| Local|K W T COACHES|2000001095|5684.12
Department for Transport|Department for Transport|14/04/2011|Subsidies to Private Sector| Local|KENT CC T/A KENT TOP TRAVEL LTD|2000001096|58934.77
Department for Transport|Department for Transport|14/04/2011|Subsidies to Private Sector| Local|THE KINGS FERRY TRAVEL GROUP|2000001097|75412.06
Department for Transport|Department for Transport|14/04/2011|Subsidies to Private Sector| Local|KIRKBY LONSDALE COACH HIRE LTD|2000001098|19891.67
Department for Transport|Department for Transport|14/04/2011|Subsidies to Private Sector| Local|KJB (NOTTINGHAM) LTD|2000001099|15457.97
Department for Transport|Department for Transport|14/04/2011|Subsidies to Private Sector| Local|LADYLINE COACHES (S62 5NR)|2000001100|523.62
Department for Transport|Department for Transport|14/04/2011|Subsidies to Private Sector| Local|LAKELAND COMMERCIALS LTD|2000001101|1807.39
Department for Transport|Department for Transport|14/04/2011|Subsidies to Private Sector| Local|LITTLE JIMS|2000001102|2297.01
Department for Transport|Department for Transport|14/04/2011|Subsidies to Private Sector| Local|LONDON SOVEREIGN LTD|2000001103|242064.25
Department for Transport|Department for Transport|14/04/2011|Subsidies to Private Sector| Local|LUGG VALLEY TRAVEL LTD|2000001105|14845.23
Department for Transport|Department for Transport|14/04/2011|Subsidies to Private Sector| Local|M TRAVEL LIMITED|2000001107|26062.22
Department for Transport|Department for Transport|14/04/2011|Subsidies to Private Sector| Local|MARCHWOOD M'WAYS (S'HAMPTON)|2000001108|88082.84
Department for Transport|Department for Transport|14/04/2011|Subsidies to Private Sector| Local|MARETTS|2000001109|3840.13
Department for Transport|Department for Transport|14/04/2011|Subsidies to Private Sector| Local|MARSHALLS COACHES|2000001110|7706.78
Department for Transport|Department for Transport|14/04/2011|Subsidies to Private Sector| Local|MAS SPECIAL ENGINEERING LTD|2000001111|73041.33
Department for Transport|Department for Transport|14/04/2011|Subsidies to Private Sector| Local|MAYNE COACHES LTD|2000001112|5596.02
Department for Transport|Department for Transport|14/04/2011|Subsidies to Private Sector| Local|MEREDITHS COACHES LIMITED|2000001114|4063.87
Department for Transport|Department for Transport|14/04/2011|Subsidies to Private Sector| Local|MESSENGERS COACHES LTD|2000001115|3864.25
Department for Transport|Department for Transport|14/04/2011|Subsidies to Private Sector| Local|METROBUS LTD|2000001116|1610909.4
Department for Transport|Department for Transport|14/04/2011|Subsidies to Private Sector| Local|MH ELCOCK AND SON LTD|2000001118|2485.54
Department for Transport|Department for Transport|14/04/2011|Subsidies to Private Sector| Local|MIKE DE COURCEY TRAVEL LTD|2000001119|131211.17
Department for Transport|Department for Transport|14/04/2011|Subsidies to Private Sector| Local|N N CRESSWELL|2000001121|695.92
Department for Transport|Department for Transport|14/04/2011|Subsidies to Private Sector| Local|NATIONAL EXPRESS LTD|2000001122|1264730
Department for Transport|Department for Transport|14/04/2011|Subsidies to Private Sector| Local|NEALS TRAVEL|2000001123|1705.47
Department for Transport|Department for Transport|14/04/2011|Subsidies to Private Sector| Local|NIP ON TRANSPORT SERVICE|2000001125|19070.49
Department for Transport|Department for Transport|14/04/2011|Subsidies to Private Sector| Local|NIPPY BUS LTD|2000001126|11753.04
Department for Transport|Department for Transport|14/04/2011|Subsidies to Private Sector| Local|NORSE COMMERCIAL SERVICES LTD|2000001127|46173.4
Department for Transport|Department for Transport|14/04/2011|Subsidies to Private Sector| Local|O T S MINIBUS|2000001128|804.02
Department for Transport|Department for Transport|14/04/2011|Subsidies to Private Sector| Local|ORIGINAL LONDON SIGHTSEEING TOUR LT|2000001129|72165.84
Department for Transport|Department for Transport|14/04/2011|Subsidies to Private Sector| Local|OURHIRE|2000001130|2346.58
Department for Transport|Department for Transport|14/04/2011|Subsidies to Private Sector| Local|OXFORD BUS CO|2000001131|79572
Department for Transport|Department for Transport|14/04/2011|Subsidies to Private Sector| Local|PAUL S WINSON (COACHES) LTD|2000001134|16951.4
Department for Transport|Department for Transport|14/04/2011|Subsidies to Private Sector| Local|PETERBOROUGH CITY COUNCIL|2000001135|19903.25
Department for Transport|Department for Transport|14/04/2011|Subsidies to Private Sector| Local|PILKINGTONS (ACC) LTD|2000001137|12820.59
Department for Transport|Department for Transport|14/04/2011|Subsidies to Private Sector| Local|PREMIER BUS & COACH HIRE|2000001138|6469.69
Department for Transport|Department for Transport|14/04/2011|Subsidies to Private Sector| Local|PREMIERESHOW LTD|2000001139|1202.78
Department for Transport|Department for Transport|14/04/2011|Subsidies to Private Sector| Local|PRESTON BUS LTD|2000001140|167292.82
Department for Transport|Department for Transport|14/04/2011|Subsidies to Private Sector| Local|PRIMROSE MOTOR SERVICES LTD|2000001141|17995.32
Department for Transport|Department for Transport|14/04/2011|Subsidies to Private Sector| Local|PROCTERS COACHES|2000001142|57740.36
Department for Transport|Department for Transport|14/04/2011|Subsidies to Private Sector| Local|PULHAM & SON (COACHES) LTD|2000001143|19844.86
Department for Transport|Department for Transport|14/04/2011|Subsidies to Private Sector| Local|R HANDLEY & SONS LTD|2000001144|1496.95
Department for Transport|Department for Transport|14/04/2011|Subsidies to Private Sector| Local|RED KITE COMMERCIAL SERVICES|2000001146|13579.19
Department for Transport|Department for Transport|14/04/2011|Subsidies to Private Sector| Local|RED KITE TRAVEL|2000001147|8467.93
Department for Transport|Department for Transport|14/04/2011|Subsidies to Private Sector| Local|REDLINE BUSES|2000001148|39746.1
Department for Transport|Department for Transport|14/04/2011|Subsidies to Private Sector| Local|REDROUTE BUSES|2000001149|4589.97
Department for Transport|Department for Transport|14/04/2011|Subsidies to Private Sector| Local|REGS COACHES LTD|2000001150|2656.78
Department for Transport|Department for Transport|14/04/2011|Subsidies to Private Sector| Local|RICHMOND'S COACHES|2000001151|5284.54
Department for Transport|Department for Transport|14/04/2011|Subsidies to Private Sector| Local|ROSELYN COACHES|2000001154|603.94
Department for Transport|Department for Transport|14/04/2011|Subsidies to Private Sector| Local|S M TRAVEL LTD|2000001156|156838.43
Department for Transport|Department for Transport|14/04/2011|Subsidies to Private Sector| Local|SAFEGUARD COACHES LTD|2000001157|19838.71
Department for Transport|Department for Transport|14/04/2011|Subsidies to Private Sector| Local|SARGEANT BROS|2000001158|20707.31
Department for Transport|Department for Transport|14/04/2011|Subsidies to Private Sector| Local|SE GRAHAM|2000001159|1370.35
Department for Transport|Department for Transport|14/04/2011|Subsidies to Private Sector| Local|SECOND CITY TRAVEL|2000001161|4534.32
Department for Transport|Department for Transport|14/04/2011|Subsidies to Private Sector| Local|SHORELINE SUNCRUISERS|2000001162|8856.29
Department for Transport|Department for Transport|14/04/2011|Subsidies to Private Sector| Local|SLEAFORDIAN COACHES|2000001163|25797.95
Department for Transport|Department for Transport|14/04/2011|Subsidies to Private Sector| Local|SOMERBUS LTD|2000001165|4251.92
Department for Transport|Department for Transport|14/04/2011|Subsidies to Private Sector| Local|SOUTH MIMMS TRAVEL LTD|2000001166|1799.49
Department for Transport|Department for Transport|14/04/2011|Subsidies to Private Sector| Local|SOUTHDOWN PSV LTD|2000001167|58681.53
Department for Transport|Department for Transport|14/04/2011|Subsidies to Private Sector| Local|SPANGAP LTD|2000001168|11677.35
Department for Transport|Department for Transport|14/04/2011|Subsidies to Private Sector| Local|SPEEDWELLBUS LTD|2000001169|70013.87
Department for Transport|Department for Transport|14/04/2011|Subsidies to Private Sector| Local|STAGECOACH OXFORD|2000001170|45267
Department for Transport|Department for Transport|14/04/2011|Subsidies to Private Sector| Local|STAGECOACH OXFORD|2000001170|525612.31
Department for Transport|Department for Transport|14/04/2011|Subsidies to Private Sector| Local|AVT T/A STEWARTS COACHES|2000001171|2039.55
Department for Transport|Department for Transport|14/04/2011|Subsidies to Private Sector| Local|SULLIVAN BUS & COACH LTD|2000001172|31405.63
Department for Transport|Department for Transport|14/04/2011|Subsidies to Private Sector| Local|SUMMERCOURT TRAVEL LTD|2000001173|28319.18
Department for Transport|Department for Transport|14/04/2011|Subsidies to Private Sector| Local|SW COACHES LTD|2000001174|50751.75
Department for Transport|Department for Transport|14/04/2011|Subsidies to Private Sector| Local|SWANBROOK TRANSPORT|2000001175|12733.1
Department for Transport|Department for Transport|14/04/2011|Subsidies to Private Sector| Local|SWEYNE COACHES & CO|2000001176|8913.77
Department for Transport|Department for Transport|14/04/2011|Subsidies to Private Sector| Local|TALLYHO COACHES|2000001177|8381.22
Department for Transport|Department for Transport|14/04/2011|Subsidies to Private Sector| Local|TARGET TRAVEL|2000001179|26170.11
Department for Transport|Department for Transport|14/04/2011|Subsidies to Private Sector| Local|TARHUM LTD|2000001180|3159.49
Department for Transport|Department for Transport|14/04/2011|Subsidies to Private Sector| Local|TEES VALLEY LUXURY COACH|2000001182|43882.64
