DEPARTMENTFAMILY|ENTITY|DATE|EXPENSETYPE|EXPENSEAREA|SUPPLIER|TRANSACTIONNO|SUMOFAMOUNT|TEXT|POSTCODE
Department for Transport|British Transport Police|13/02/2012|DATA CHARGES|NE ADMIN OF JUSTICE|LEVEL 3 COMMUNICATIONS|260818|68.78|NE Central Cost Sector Command|RG24 8NA
Department for Transport|British Transport Police|13/02/2012|DATA CHARGES|NE CRIME MGT CENTRES|LEVEL 3 COMMUNICATIONS|260818|108.97|NE Central Cost Sector Command|RG24 8NA
Department for Transport|British Transport Police|13/02/2012|DATA CHARGES|NE FINANCE|LEVEL 3 COMMUNICATIONS|260818|-34.39|NE Central Cost Sector Command|RG24 8NA
Department for Transport|British Transport Police|13/02/2012|DATA CHARGES|NE PERSONNEL|LEVEL 3 COMMUNICATIONS|260818|34.39|NE Central Cost Sector Command|RG24 8NA
Department for Transport|British Transport Police|13/02/2012|DATA CHARGES|NE AREA COMMAND|LEVEL 3 COMMUNICATIONS|260818|448.58|NE Command Sector|RG24 8NA
Department for Transport|British Transport Police|13/02/2012|DATA CHARGES|NE DERBY|LEVEL 3 COMMUNICATIONS|260818|103.18|NE EAST MIDLAND SECTOR COMMAND|RG24 8NA
Department for Transport|British Transport Police|13/02/2012|DATA CHARGES|NE LEICESTER|LEVEL 3 COMMUNICATIONS|260818|59.46|NE EAST MIDLAND SECTOR COMMAND|RG24 8NA
Department for Transport|British Transport Police|13/02/2012|DATA CHARGES|NE NOTTINGHAM|LEVEL 3 COMMUNICATIONS|260818|240.76|NE EAST MIDLAND SECTOR COMMAND|RG24 8NA
Department for Transport|British Transport Police|13/02/2012|DATA CHARGES|NE LEEDS STAFF COSTS|LEVEL 3 COMMUNICATIONS|260818|137.57|N.E East Sector Command|RG24 8NA
Department for Transport|British Transport Police|13/02/2012|DATA CHARGES|NE BRADFORD STAFF COSTS|LEVEL 3 COMMUNICATIONS|260818|34.39|N.E East Sector Command|RG24 8NA
Department for Transport|British Transport Police|13/02/2012|DATA CHARGES|NE NEWCASTLE STAFF COSTS|LEVEL 3 COMMUNICATIONS|260818|315.32|N.E North Sector Command|RG24 8NA
Department for Transport|British Transport Police|13/02/2012|DATA CHARGES|NE DARLINGTON STAFF COSTS|LEVEL 3 COMMUNICATIONS|260818|94.36|N.E North Sector Command|RG24 8NA
Department for Transport|British Transport Police|13/02/2012|DATA CHARGES|NE M'BROUGH STAFF COSTS|LEVEL 3 COMMUNICATIONS|260818|75.02|N.E North Sector Command|RG24 8NA
Department for Transport|British Transport Police|13/02/2012|DATA CHARGES|NE YORK STAFF COSTS|LEVEL 3 COMMUNICATIONS|260818|171.96|NE South Sector Command|RG24 8NA
Department for Transport|British Transport Police|13/02/2012|DATA CHARGES|NE DONCASTER STAFF COSTS|LEVEL 3 COMMUNICATIONS|260818|251.38|NE South Sector Command|RG24 8NA
Department for Transport|British Transport Police|13/02/2012|DATA CHARGES|NE SHEFFIELD STAFF COSTS|LEVEL 3 COMMUNICATIONS|260818|206.35|NE South Sector Command|RG24 8NA
Department for Transport|British Transport Police|13/02/2012|DATA CHARGES|NE HULL STAFF COSTS|LEVEL 3 COMMUNICATIONS|260818|51.14|NE South Sector Command|RG24 8NA
Department for Transport|British Transport Police|13/02/2012|DATA CHARGES|NE GRIMSBY STAFF COSTS|LEVEL 3 COMMUNICATIONS|260818|68.78|NE South Sector Command|RG24 8NA
Department for Transport|British Transport Police|13/02/2012|DATA CHARGES|NE A.I.B|LEVEL 3 COMMUNICATIONS|260823|121.46|NE Central Cost Sector Command|RG24 8NA
Department for Transport|British Transport Police|13/02/2012|DATA CHARGES|NE AREA COMMAND|LEVEL 3 COMMUNICATIONS|260823|114.77|NE Command Sector|RG24 8NA
Department for Transport|British Transport Police|13/02/2012|DATA CHARGES|NE CAMERA ENFORCEMENT UNIT|LEVEL 3 COMMUNICATIONS|260823|34.39|NE Crime Supp Sector Command|RG24 8NA
Department for Transport|British Transport Police|13/02/2012|DATA CHARGES|NE DERBY|LEVEL 3 COMMUNICATIONS|260823|34.39|NE EAST MIDLAND SECTOR COMMAND|RG24 8NA
Department for Transport|British Transport Police|13/02/2012|DATA CHARGES|NE LEEDS STAFF COSTS|LEVEL 3 COMMUNICATIONS|260823|47.69|N.E East Sector Command|RG24 8NA
Department for Transport|British Transport Police|13/02/2012|DATA CHARGES|NE BRADFORD STAFF COSTS|LEVEL 3 COMMUNICATIONS|260823|34.39|N.E East Sector Command|RG24 8NA
Department for Transport|British Transport Police|13/02/2012|DATA CHARGES|NE METRO TRANSPORT SYSTEMS|LEVEL 3 COMMUNICATIONS|260823|68.79|N.E East Sector Command|RG24 8NA
Department for Transport|British Transport Police|13/02/2012|DATA CHARGES|NE NEWCASTLE STAFF COSTS|LEVEL 3 COMMUNICATIONS|260823|34.39|N.E North Sector Command|RG24 8NA
Department for Transport|British Transport Police|13/02/2012|DATA CHARGES|NE M'BROUGH STAFF COSTS|LEVEL 3 COMMUNICATIONS|260823|34.39|N.E North Sector Command|RG24 8NA
Department for Transport|British Transport Police|13/02/2012|DATA CHARGES|NE NPT|LEVEL 3 COMMUNICATIONS|260823|34.39|NE NPT|RG24 8NA
Department for Transport|British Transport Police|13/02/2012|DATA CHARGES|NE YORK STAFF COSTS|LEVEL 3 COMMUNICATIONS|260823|108.97|NE South Sector Command|RG24 8NA
Department for Transport|British Transport Police|13/02/2012|DATA CHARGES|NE DONCASTER STAFF COSTS|LEVEL 3 COMMUNICATIONS|260823|34.39|NE South Sector Command|RG24 8NA
Department for Transport|British Transport Police|13/02/2012|DATA CHARGES|NE HULL STAFF COSTS|LEVEL 3 COMMUNICATIONS|260823|68.78|NE South Sector Command|RG24 8NA
Department for Transport|British Transport Police|13/02/2012|DATA CHARGES|NE LINCOLN STAFF COSTS|LEVEL 3 COMMUNICATIONS|260823|85.54|NE South Sector Command|RG24 8NA
Department for Transport|British Transport Police|13/02/2012|DATA CHARGES|NE OPERATIONS|LEVEL 3 COMMUNICATIONS|260823|68.79|N.E West Sector Command|RG24 8NA
Department for Transport|British Transport Police|13/02/2012|TELEPHONE CALLS|NW ADMIN OF JUSTICE|LEVEL 3 COMMUNICATIONS|260949|103.18|NW Central Cost Sector Command|RG24 8NA
Department for Transport|British Transport Police|13/02/2012|TELEPHONE CALLS|NW CRIME MANAGEMENT CENTRES|LEVEL 3 COMMUNICATIONS|260949|178.2|NW Central Cost Sector Command|RG24 8NA
Department for Transport|British Transport Police|13/02/2012|TELEPHONE CALLS|NW AREA COMMAND|LEVEL 3 COMMUNICATIONS|260949|57.3|NW Command Sector|RG24 8NA
Department for Transport|British Transport Police|13/02/2012|TELEPHONE CALLS|NW PROACTIVE UNIT|LEVEL 3 COMMUNICATIONS|260949|116.17|NW Crime Supp Sector Command|RG24 8NA
Department for Transport|British Transport Police|13/02/2012|TELEPHONE CALLS|NW MANCHESTER STAFF COSTS|LEVEL 3 COMMUNICATIONS|260949|784.67|N.W East Sector Command|RG24 8NA
Department for Transport|British Transport Police|13/02/2012|TELEPHONE CALLS|NW PRESTON STAFF COSTS|LEVEL 3 COMMUNICATIONS|260949|119.93|N.W East Sector Command|RG24 8NA
Department for Transport|British Transport Police|13/02/2012|TELEPHONE CALLS|NW CARLISLE STAFF COSTS|LEVEL 3 COMMUNICATIONS|260949|240.74|N.W East Sector Command|RG24 8NA
Department for Transport|British Transport Police|13/02/2012|TELEPHONE CALLS|NW BLACKPOOL STAFF COSTS|LEVEL 3 COMMUNICATIONS|260949|59.96|N.W East Sector Command|RG24 8NA
Department for Transport|British Transport Police|13/02/2012|TELEPHONE CALLS|NW LANCASTER STAFF COSTS|LEVEL 3 COMMUNICATIONS|260949|68.79|N.W East Sector Command|RG24 8NA
Department for Transport|British Transport Police|13/02/2012|TELEPHONE CALLS|NW WIGAN STAFF COSTS|LEVEL 3 COMMUNICATIONS|260949|75.02|N.W East Sector Command|RG24 8NA
Department for Transport|British Transport Police|13/02/2012|TELEPHONE CALLS|NW STOKE STAFF COSTS|LEVEL 3 COMMUNICATIONS|260949|34.4|N.W West Sector Command|RG24 8NA
Department for Transport|British Transport Police|13/02/2012|TELEPHONE CALLS|NW CHESTER STAFF COSTS|LEVEL 3 COMMUNICATIONS|260949|51.15|N.W West Sector Command|RG24 8NA
Department for Transport|British Transport Police|13/02/2012|TELEPHONE CALLS|NW CREWE STAFF COSTS|LEVEL 3 COMMUNICATIONS|260949|435.94|N.W West Sector Command|RG24 8NA
Department for Transport|British Transport Police|13/02/2012|TELEPHONE CALLS|NW SOUTHPORT STAFF COSTS|LEVEL 3 COMMUNICATIONS|260949|25.57|N.W West Sector Command|RG24 8NA
Department for Transport|British Transport Police|13/02/2012|TELEPHONE CALLS|NW LIVERPOOL STAFF COSTS|LEVEL 3 COMMUNICATIONS|260949|613.25|N.W West Sector Command|RG24 8NA
Department for Transport|British Transport Police|17/02/2012|TELEPHONE CALLS|FHQ TECHNOLOGY MANAGER|LEVEL 3 COMMUNICATIONS|260968|48900.7|OPERATIONS DEPT|RG24 8NA
Department for Transport|British Transport Police|17/02/2012|COMMS DATA|FHQ TECHNOLOGY MANAGER|LEVEL 3 COMMUNICATIONS|260969|14912.03|OPERATIONS DEPT|RG24 8NA
Department for Transport|British Transport Police|17/02/2012|TELEPHONE CALLS|LS AREA COMMAND|LEVEL 3 COMMUNICATIONS|261250|4012.93|LS Total Command|RG24 8NA
Department for Transport|British Transport Police|13/02/2012|TELEPHONE CALLS|FHQ TECHNOLOGY MANAGER|GLOBAL CROSSING EUROPE LTD|260134|820.11|OPERATIONS DEPT|RG24 8NA
Department for Transport|British Transport Police|13/02/2012|DATA CHARGES|LN FINANCE|GLOBAL CROSSING EUROPE LTD|260245|799.81|LN AREA COMMAND SECTOR|RG24 8NA
Department for Transport|British Transport Police|03/02/2012|TELEPHONE CALLS|WN SUPPORT SERVICES|GLOBAL CROSSING EUROPE LTD|260271|531.48|Ww West Sector Command|RG24 8NA
Department for Transport|British Transport Police|17/02/2012|TELEPHONE CALLS|SC AREA COMMAND|GLOBAL CROSSING EUROPE LTD|261207|2393.94|Scot Command Sector|RG24 8NA
Department for Transport|British Transport Police|03/02/2012|PURCHASE UNIFORM|FIREARMS PROJECT|GMK LIMITED|260228|696.48|ACC (PROTECTIVE SERVICES)|PO15 5RL
Department for Transport|British Transport Police|03/02/2012|EQUIP PURCH - POLICE  (NONCAP)|FIREARMS PROJECT|GMK LIMITED|260229|1036.8|ACC (PROTECTIVE SERVICES)|PO15 5RL
Department for Transport|British Transport Police|03/02/2012|EQUIP PURCH - POLICE  (NONCAP)|FIREARMS PROJECT|GMK LIMITED|260230|1466.4|ACC (PROTECTIVE SERVICES)|PO15 5RL
Department for Transport|British Transport Police|03/02/2012|EQUIP PURCH - POLICE  (NONCAP)|FIREARMS PROJECT|GMK LIMITED|260231|8712|ACC (PROTECTIVE SERVICES)|PO15 5RL
Department for Transport|British Transport Police|03/02/2012|EQUIP PURCH - POLICE  (NONCAP)|FIREARMS PROJECT|GMK LIMITED|260232|1755|ACC (PROTECTIVE SERVICES)|PO15 5RL
Department for Transport|British Transport Police|03/02/2012|EQUIP PURCH - POLICE  (NONCAP)|FIREARMS PROJECT|GMK LIMITED|260233|24780|ACC (PROTECTIVE SERVICES)|PO15 5RL
Department for Transport|British Transport Police|03/02/2012|EQUIP PURCH - POLICE  (NONCAP)|FIREARMS PROJECT|GMK LIMITED|260234|40392|ACC (PROTECTIVE SERVICES)|PO15 5RL
Department for Transport|British Transport Police|03/02/2012|EQUIP PURCH - POLICE  (NONCAP)|FIREARMS PROJECT|GMK LIMITED|260235|45307.2|ACC (PROTECTIVE SERVICES)|PO15 5RL
Department for Transport|British Transport Police|03/02/2012|EQUIP PURCH - POLICE  (NONCAP)|FIREARMS PROJECT|GMK LIMITED|260237|2428.44|ACC (PROTECTIVE SERVICES)|PO15 5RL
Department for Transport|British Transport Police|03/02/2012|EQUIP PURCH - POLICE  (NONCAP)|FIREARMS PROJECT|GMK LIMITED|260246|2764.8|ACC (PROTECTIVE SERVICES)|PO15 5RL
Department for Transport|British Transport Police|24/02/2012|EQUIP PURCH - POLICE  (NONCAP)|FIREARMS PROJECT|GMK LIMITED|261140|696.48|ACC (PROTECTIVE SERVICES)|PO15 5RL
Department for Transport|British Transport Police|24/02/2012|P&M - ADDITIONS|CAPITAL CONTROL ACCOUNT|GMK LIMITED|261141|28320|CAPITAL CONTROL ACCOUNT|PO15 5RL
Department for Transport|British Transport Police|03/02/2012|UPKEEP OF DOG|FHQ EXPLOSIVE DOGS|GODDARD VETERINARY GROUP|260401|561.1|OPERATIONS DEPT|E11  2SY
Department for Transport|British Transport Police|03/02/2012|VEHICLE ACCIDENT REPAIRS|FHQ DEP. CHIEF CONSTABLE|GOODYEAR DUNLOP TYRES UK LIMITED|258429|-159.55|DEP. CHIEF CONSTABLE TOTAL|B24 9HY
Department for Transport|British Transport Police|03/02/2012|VEHICLE ACCIDENT REPAIRS|FHQ TRAINING CENTRE DOGS|GOODYEAR DUNLOP TYRES UK LIMITED|258429|-215.21|HUMAN RESOURCES TOTAL|B24 9HY
Department for Transport|British Transport Police|03/02/2012|VEHICLE ACCIDENT REPAIRS|LN EBBSFLEET|GOODYEAR DUNLOP TYRES UK LIMITED|258429|-181.62|LN CTRL FUNDED|B24 9HY
Department for Transport|British Transport Police|03/02/2012|VEHICLE ACCIDENT REPAIRS|LN NORWICH STAFF COSTS|GOODYEAR DUNLOP TYRES UK LIMITED|258429|-51.88|LN East Sector Command|B24 9HY
Department for Transport|British Transport Police|03/02/2012|VEHICLE ACCIDENT REPAIRS|LN OPERATIONS|GOODYEAR DUNLOP TYRES UK LIMITED|258429|-54.12|LN Operations|B24 9HY
Department for Transport|British Transport Police|03/02/2012|VEHICLE ACCIDENT REPAIRS|LN EUSTON STAFF COSTS|GOODYEAR DUNLOP TYRES UK LIMITED|258429|-64.81|LN West Sector Command|B24 9HY
Department for Transport|British Transport Police|03/02/2012|VEHICLE ACCIDENT REPAIRS|LN READING STAFF COSTS|GOODYEAR DUNLOP TYRES UK LIMITED|258429|-147.62|LN West Sector Command|B24 9HY
Department for Transport|British Transport Police|03/02/2012|VEHICLE ACCIDENT REPAIRS|LN MILTON KEYNES STAFF COSTS|GOODYEAR DUNLOP TYRES UK LIMITED|258429|-216.48|LN West Sector Command|B24 9HY
Department for Transport|British Transport Police|03/02/2012|VEHICLE ACCIDENT REPAIRS|LN WCML MOTORCYCLE TEAM|GOODYEAR DUNLOP TYRES UK LIMITED|258429|-436.5|LN West Sector Command|B24 9HY
Department for Transport|British Transport Police|03/02/2012|VEHICLE ACCIDENT REPAIRS|LS INNER LONDON TEAM 1|GOODYEAR DUNLOP TYRES UK LIMITED|258429|-129.62|London South Inner London|B24 9HY
Department for Transport|British Transport Police|03/02/2012|VEHICLE ACCIDENT REPAIRS|Lond Stl Robbery Team|GOODYEAR DUNLOP TYRES UK LIMITED|258429|-79.13|Lond Stl Robbery Team|B24 9HY
Department for Transport|British Transport Police|03/02/2012|VEHICLE ACCIDENT REPAIRS|LS SOUTHAMPTON STAFF COSTS|GOODYEAR DUNLOP TYRES UK LIMITED|258429|-560.23|LS Outer London|B24 9HY
Department for Transport|British Transport Police|03/02/2012|VEHICLE ACCIDENT REPAIRS|LS CROYDON STAFF COSTS|GOODYEAR DUNLOP TYRES UK LIMITED|258429|-108.24|LS Outer London|B24 9HY
Department for Transport|British Transport Police|03/02/2012|VEHICLE ACCIDENT REPAIRS|LS BRIGHTON STAFF COSTS|GOODYEAR DUNLOP TYRES UK LIMITED|258429|-54.12|LS Outer London|B24 9HY
Department for Transport|British Transport Police|03/02/2012|VEHICLE ACCIDENT REPAIRS|LS OPERATIONS|GOODYEAR DUNLOP TYRES UK LIMITED|258429|-282.8|LS Total Command|B24 9HY
Department for Transport|British Transport Police|03/02/2012|VEHICLE ACCIDENT REPAIRS|NE LEEDS STAFF COSTS|GOODYEAR DUNLOP TYRES UK LIMITED|258429|-194.47|N.E East Sector Command|B24 9HY
Department for Transport|British Transport Police|03/02/2012|VEHICLE ACCIDENT REPAIRS|NE METRO TRANSPORT SYSTEMS|GOODYEAR DUNLOP TYRES UK LIMITED|258429|-194.43|N.E East Sector Command|B24 9HY
Department for Transport|British Transport Police|03/02/2012|VEHICLE ACCIDENT REPAIRS|NE NEWCASTLE STAFF COSTS|GOODYEAR DUNLOP TYRES UK LIMITED|258429|-154.81|N.E North Sector Command|B24 9HY
Department for Transport|British Transport Police|03/02/2012|VEHICLE ACCIDENT REPAIRS|NE HULL STAFF COSTS|GOODYEAR DUNLOP TYRES UK LIMITED|258429|-259.24|NE South Sector Command|B24 9HY
Department for Transport|British Transport Police|03/02/2012|VEHICLE ACCIDENT REPAIRS|NE OP SUPPORT PLANNING|GOODYEAR DUNLOP TYRES UK LIMITED|258429|-122.69|N.E West Sector Command|B24 9HY
Department for Transport|British Transport Police|03/02/2012|VEHICLE ACCIDENT REPAIRS|NW OSU SOUTH|GOODYEAR DUNLOP TYRES UK LIMITED|258429|-185.36|N.W West Sector Command|B24 9HY
Department for Transport|British Transport Police|03/02/2012|VEHICLE ACCIDENT REPAIRS|COUNTER TERRORISM|GOODYEAR DUNLOP TYRES UK LIMITED|258429|-64.81|OPERATIONS DEPT|B24 9HY
Department for Transport|British Transport Police|03/02/2012|VEHICLE ACCIDENT REPAIRS|FHQ EXPLOSIVE DOGS|GOODYEAR DUNLOP TYRES UK LIMITED|258429|-565.76|OPERATIONS DEPT|B24 9HY
Department for Transport|British Transport Police|03/02/2012|VEHICLE ACCIDENT REPAIRS|SPECIALIST  RESPONSE UNIT|GOODYEAR DUNLOP TYRES UK LIMITED|258429|-549.26|OPERATIONS DEPT|B24 9HY
Department for Transport|British Transport Police|03/02/2012|VEHICLE ACCIDENT REPAIRS|ACC TERRITORIAL POLICING|GOODYEAR DUNLOP TYRES UK LIMITED|258429|-115.82|OPERATIONS DEPT|B24 9HY
Department for Transport|British Transport Police|03/02/2012|VEHICLE ACCIDENT REPAIRS|SC CID|GOODYEAR DUNLOP TYRES UK LIMITED|258429|-259.2|Sc Central Cost Sector Command|B24 9HY
Department for Transport|British Transport Police|03/02/2012|VEHICLE ACCIDENT REPAIRS|SC SCHOOLS LIAISON|GOODYEAR DUNLOP TYRES UK LIMITED|258429|-103.75|Sc Crime Supp Sector Command|B24 9HY
Department for Transport|British Transport Police|03/02/2012|VEHICLE ACCIDENT REPAIRS|SC SECTOR COMMAND WEST COAST|GOODYEAR DUNLOP TYRES UK LIMITED|258429|-191.23|Scot Command Sector|B24 9HY
Department for Transport|British Transport Police|03/02/2012|VEHICLE ACCIDENT REPAIRS|SC EDINBURGH STAFF COSTS|GOODYEAR DUNLOP TYRES UK LIMITED|258429|-124.81|Scot East Sector Command|B24 9HY
Department for Transport|British Transport Police|03/02/2012|VEHICLE ACCIDENT REPAIRS|SC ABERDEEN STAFF COSTS|GOODYEAR DUNLOP TYRES UK LIMITED|258429|-259.27|Scot North Sector Command|B24 9HY
Department for Transport|British Transport Police|03/02/2012|VEHICLE ACCIDENT REPAIRS|SC GLASGOW STAFF COSTS|GOODYEAR DUNLOP TYRES UK LIMITED|258429|-242.3|Scot West Sector Command|B24 9HY
Department for Transport|British Transport Police|03/02/2012|VEHICLE ACCIDENT REPAIRS|WN CID|GOODYEAR DUNLOP TYRES UK LIMITED|258429|-259.24|WW Central Cost Sector Command|B24 9HY
Department for Transport|British Transport Police|03/02/2012|VEHICLE ACCIDENT REPAIRS|WN NOTTINGHAM STAFF COSTS|GOODYEAR DUNLOP TYRES UK LIMITED|258429|-158.18|Ww East Sector Command|B24 9HY
Department for Transport|British Transport Police|03/02/2012|VEHICLE ACCIDENT REPAIRS|WN BIRMINGHAM STAFF COSTS|GOODYEAR DUNLOP TYRES UK LIMITED|258429|-64.81|Ww North Sector Command|B24 9HY
Department for Transport|British Transport Police|03/02/2012|VEHICLE ACCIDENT REPAIRS|WN WOLVERHAMPTON STAFF COSTS|GOODYEAR DUNLOP TYRES UK LIMITED|258429|-64.81|Ww North Sector Command|B24 9HY
Department for Transport|British Transport Police|03/02/2012|VEHICLE ACCIDENT REPAIRS|WN BRISTOL T M STAFF COSTS|GOODYEAR DUNLOP TYRES UK LIMITED|258429|-217.37|WW South Sector Command|B24 9HY
Department for Transport|British Transport Police|03/02/2012|VEHICLE ACCIDENT REPAIRS|WN DOGS|GOODYEAR DUNLOP TYRES UK LIMITED|258429|-244.73|Ww West Sector Command|B24 9HY
Department for Transport|British Transport Police|03/02/2012|VEHICLE ACCIDENT REPAIRS|WN SPECIAL CONSTABLES|GOODYEAR DUNLOP TYRES UK LIMITED|258429|-129.62|Ww West Sector Command|B24 9HY
Department for Transport|British Transport Police|03/02/2012|VEHICLE ACCIDENT REPAIRS|PRO-ACTIVE CRIME TEAM|GOODYEAR DUNLOP TYRES UK LIMITED|258429|-129.62|Ww West Sector Command|B24 9HY
Department for Transport|British Transport Police|03/02/2012|VEHICLE ACCIDENT REPAIRS|WN CARDIFF STAFF COSTS|GOODYEAR DUNLOP TYRES UK LIMITED|258429|-259.25|Ww West Sector Command|B24 9HY
Department for Transport|British Transport Police|03/02/2012|VEHICLE SERVICING- PLANNED|FHQ DEP. CHIEF CONSTABLE|GOODYEAR DUNLOP TYRES UK LIMITED|258430|159.55|DEP. CHIEF CONSTABLE TOTAL|B24 9HY
Department for Transport|British Transport Police|03/02/2012|VEHICLE SERVICING- PLANNED|FHQ TRAINING CENTRE DOGS|GOODYEAR DUNLOP TYRES UK LIMITED|258430|215.21|HUMAN RESOURCES TOTAL|B24 9HY
Department for Transport|British Transport Police|03/02/2012|VEHICLE SERVICING- PLANNED|LN EBBSFLEET|GOODYEAR DUNLOP TYRES UK LIMITED|258430|181.62|LN CTRL FUNDED|B24 9HY
Department for Transport|British Transport Police|03/02/2012|VEHICLE SERVICING- PLANNED|LN NORWICH STAFF COSTS|GOODYEAR DUNLOP TYRES UK LIMITED|258430|51.88|LN East Sector Command|B24 9HY
Department for Transport|British Transport Police|03/02/2012|VEHICLE SERVICING- PLANNED|LN OPERATIONS|GOODYEAR DUNLOP TYRES UK LIMITED|258430|54.12|LN Operations|B24 9HY
Department for Transport|British Transport Police|03/02/2012|VEHICLE SERVICING- PLANNED|LN EUSTON STAFF COSTS|GOODYEAR DUNLOP TYRES UK LIMITED|258430|64.81|LN West Sector Command|B24 9HY
Department for Transport|British Transport Police|03/02/2012|VEHICLE SERVICING- PLANNED|LN READING STAFF COSTS|GOODYEAR DUNLOP TYRES UK LIMITED|258430|147.62|LN West Sector Command|B24 9HY
Department for Transport|British Transport Police|03/02/2012|VEHICLE SERVICING- PLANNED|LN MILTON KEYNES STAFF COSTS|GOODYEAR DUNLOP TYRES UK LIMITED|258430|216.48|LN West Sector Command|B24 9HY
Department for Transport|British Transport Police|03/02/2012|VEHICLE SERVICING- PLANNED|LN WCML MOTORCYCLE TEAM|GOODYEAR DUNLOP TYRES UK LIMITED|258430|436.5|LN West Sector Command|B24 9HY
Department for Transport|British Transport Police|03/02/2012|VEHICLE SERVICING- PLANNED|LS INNER LONDON TEAM 1|GOODYEAR DUNLOP TYRES UK LIMITED|258430|129.62|London South Inner London|B24 9HY
Department for Transport|British Transport Police|03/02/2012|VEHICLE SERVICING- PLANNED|Lond Stl Robbery Team|GOODYEAR DUNLOP TYRES UK LIMITED|258430|79.13|Lond Stl Robbery Team|B24 9HY
Department for Transport|British Transport Police|03/02/2012|VEHICLE SERVICING- PLANNED|LS SOUTHAMPTON STAFF COSTS|GOODYEAR DUNLOP TYRES UK LIMITED|258430|560.23|LS Outer London|B24 9HY
Department for Transport|British Transport Police|03/02/2012|VEHICLE SERVICING- PLANNED|LS CROYDON STAFF COSTS|GOODYEAR DUNLOP TYRES UK LIMITED|258430|108.24|LS Outer London|B24 9HY
Department for Transport|British Transport Police|03/02/2012|VEHICLE SERVICING- PLANNED|LS BRIGHTON STAFF COSTS|GOODYEAR DUNLOP TYRES UK LIMITED|258430|54.12|LS Outer London|B24 9HY
Department for Transport|British Transport Police|03/02/2012|VEHICLE SERVICING- PLANNED|LS OPERATIONS|GOODYEAR DUNLOP TYRES UK LIMITED|258430|282.8|LS Total Command|B24 9HY
Department for Transport|British Transport Police|03/02/2012|VEHICLE SERVICING- PLANNED|NE LEEDS STAFF COSTS|GOODYEAR DUNLOP TYRES UK LIMITED|258430|194.47|N.E East Sector Command|B24 9HY
Department for Transport|British Transport Police|03/02/2012|VEHICLE SERVICING- PLANNED|NE METRO TRANSPORT SYSTEMS|GOODYEAR DUNLOP TYRES UK LIMITED|258430|194.43|N.E East Sector Command|B24 9HY
Department for Transport|British Transport Police|03/02/2012|VEHICLE SERVICING- PLANNED|NE NEWCASTLE STAFF COSTS|GOODYEAR DUNLOP TYRES UK LIMITED|258430|154.81|N.E North Sector Command|B24 9HY
Department for Transport|British Transport Police|03/02/2012|VEHICLE SERVICING- PLANNED|NE HULL STAFF COSTS|GOODYEAR DUNLOP TYRES UK LIMITED|258430|259.24|NE South Sector Command|B24 9HY
Department for Transport|British Transport Police|03/02/2012|VEHICLE SERVICING- PLANNED|NE OP SUPPORT PLANNING|GOODYEAR DUNLOP TYRES UK LIMITED|258430|122.69|N.E West Sector Command|B24 9HY
Department for Transport|British Transport Police|03/02/2012|VEHICLE SERVICING- PLANNED|NW OSU SOUTH|GOODYEAR DUNLOP TYRES UK LIMITED|258430|185.36|N.W West Sector Command|B24 9HY
Department for Transport|British Transport Police|03/02/2012|VEHICLE SERVICING- PLANNED|COUNTER TERRORISM|GOODYEAR DUNLOP TYRES UK LIMITED|258430|64.81|OPERATIONS DEPT|B24 9HY
Department for Transport|British Transport Police|03/02/2012|VEHICLE SERVICING- PLANNED|FHQ EXPLOSIVE DOGS|GOODYEAR DUNLOP TYRES UK LIMITED|258430|565.76|OPERATIONS DEPT|B24 9HY
Department for Transport|British Transport Police|03/02/2012|VEHICLE SERVICING- PLANNED|SPECIALIST  RESPONSE UNIT|GOODYEAR DUNLOP TYRES UK LIMITED|258430|549.26|OPERATIONS DEPT|B24 9HY
Department for Transport|British Transport Police|03/02/2012|VEHICLE SERVICING- PLANNED|ACC TERRITORIAL POLICING|GOODYEAR DUNLOP TYRES UK LIMITED|258430|115.82|OPERATIONS DEPT|B24 9HY
Department for Transport|British Transport Police|03/02/2012|VEHICLE SERVICING- PLANNED|SC CID|GOODYEAR DUNLOP TYRES UK LIMITED|258430|259.2|Sc Central Cost Sector Command|B24 9HY
Department for Transport|British Transport Police|03/02/2012|VEHICLE SERVICING- PLANNED|SC SCHOOLS LIAISON|GOODYEAR DUNLOP TYRES UK LIMITED|258430|103.75|Sc Crime Supp Sector Command|B24 9HY
Department for Transport|British Transport Police|03/02/2012|VEHICLE SERVICING- PLANNED|SC SECTOR COMMAND WEST COAST|GOODYEAR DUNLOP TYRES UK LIMITED|258430|191.23|Scot Command Sector|B24 9HY
Department for Transport|British Transport Police|03/02/2012|VEHICLE SERVICING- PLANNED|SC EDINBURGH STAFF COSTS|GOODYEAR DUNLOP TYRES UK LIMITED|258430|124.81|Scot East Sector Command|B24 9HY
Department for Transport|British Transport Police|03/02/2012|VEHICLE SERVICING- PLANNED|SC ABERDEEN STAFF COSTS|GOODYEAR DUNLOP TYRES UK LIMITED|258430|259.27|Scot North Sector Command|B24 9HY
Department for Transport|British Transport Police|03/02/2012|VEHICLE SERVICING- PLANNED|SC GLASGOW STAFF COSTS|GOODYEAR DUNLOP TYRES UK LIMITED|258430|242.3|Scot West Sector Command|B24 9HY
