DEPARTMENTFAMILY|ENTITY|DATE|EXPENSETYPE|EXPENSEAREA|SUPPLIER|TRANSACTIONNO|SUMOFAMOUNT|TEXT|POSTCODE
Department for Transport|MCA|04/04/2012|Rates/Cilor (In Lieu Of Rates|HM Coastguard|TORRIDGE DISTRICT COUNCIL|529449|667.34|Queen St Bideford Rates 12-13|EX39 2HT
Department for Transport|MCA|04/04/2012|T&S Advances|Ship Standards||261382|-716|Advance Sti Conference|
Department for Transport|MCA|04/04/2012|Tug: Northern Isles - Sovereig|Asset Management|J P KNIGHT (LOWESTOFT) Ltd|529552|7567.58|Fuel Anglian Sovereign|IV18 0EH
Department for Transport|MCA|04/04/2012|Tug: Northern Isles - Sovereig|Asset Management|J P KNIGHT (LOWESTOFT) Ltd|529552|100000|Hire Anglian Sovereign|IV18 0EH
Department for Transport|MCA|04/04/2012|Uk Hotel Accommodation|Human Resources||261240|612|Msar (F) 47 M1 P2 (11-23/03)|
Department for Transport|MCA|04/04/2012|Uk Hotel Accommodation|Human Resources||261245|550|Msar (I) 38/5 (03-24/03)|
Department for Transport|MCA|04/04/2012|Uk Hotel Accommodation|Human Resources||261243|550|Msar (I) 38/5 (03-21/03)|
Department for Transport|MCA|04/04/2012|Uk Hotel Accommodation|Human Resources||261441|500|Msar (I) 38/5 (04-14/03)|
Department for Transport|MCA|05/04/2012|Agency Staff|Finance|VENN GROUP Ltd|529609|1350|W/E 1/4/12|WC2R 0AA
Department for Transport|MCA|05/04/2012|Agency Staff|Shared Services|VENN GROUP Ltd|529610|877.81|W/E 1/4/12|WC2R 0AA
Department for Transport|MCA|05/04/2012|Consultancy Fees Non-Asset Reg|Asset Management|ENERGY AUDITING AGENCY LTD|529644|2255.36|Bureau Services March 12|MK14 6LY
Department for Transport|MCA|05/04/2012|Consultancy Fees Non-Asset Reg|Asset Management|PARSONS BRINCKERHOFF Ltd|529623|5090.67|Selsey Final Invoice|NE4 7YQ
Department for Transport|MCA|05/04/2012|Contract Cleaning|HM Coastguard|SOUTH COAST CLEANING SERVICES|529587|1260.58|Potland Mrcc March 2012|DT3 4NU
Department for Transport|MCA|05/04/2012|Contract: Uk Spill, Acops, Aea|HM Coastguard|UK SPILL Ltd|529591|4876.5|Contract Dec-Mar 2012|SY6 6QN
Department for Transport|MCA|05/04/2012|Dispersant Storage & Maint|HM Coastguard|BURCOMBE HAULAGE LTD|529590|614.55|Storage Fees March 2012|PL12 6SH
Department for Transport|MCA|05/04/2012|Disposal Expired Pyrotechnics|Asset Management|RAMORA UK|529621|2360.4|Tep Collection Rnli Poole|PO6 4PY
Department for Transport|MCA|05/04/2012|Doctors Fees Re: Med Appeals|Seafarer Services|DR H D RYCROFT|529600|605|11 Boat Master Assessments|EH41 4JJ
Department for Transport|MCA|05/04/2012|Electricity|Asset Management|EDF ENERGY|529615|2002.85|Daedalus Electricity March 12|EX1 3UT
Department for Transport|MCA|05/04/2012|Est Serv - Consult Lmpsum/Work|Asset Management|PARSONS BRINCKERHOFF Ltd|529614|881.5|Disposal|NE4 7YQ
Department for Transport|MCA|05/04/2012|Est Serv - Consult Lmpsum/Work|Asset Management|PARSONS BRINCKERHOFF Ltd|529614|537.5|Inspection|NE4 7YQ
Department for Transport|MCA|05/04/2012|Est Serv - Consult Lmpsum/Work|Asset Management|PARSONS BRINCKERHOFF Ltd|529614|536|Lease Renewal|NE4 7YQ
Department for Transport|MCA|05/04/2012|Grounds Maintenance|HM Coastguard|RENTOKIL PEST CONTROL UK|529625|794|Pest Control Job D33/J/0046|DY1 9EY
Department for Transport|MCA|05/04/2012|Leasehold Improvs - Asset Reg|Asset Management|BLAKE LAPTHORN  TARLO LYONS|529617|4177|New Lease For Bacton Garage|SO53 3LG
Department for Transport|MCA|05/04/2012|Leasehold Improvs - Asset Reg|Asset Management|PARSONS BRINCKERHOFF Ltd|529614|670.5|New Lease/Prelims|NE4 7YQ
Department for Transport|MCA|05/04/2012|Leasehold Improvs - Asset Reg|Asset Management|PARSONS BRINCKERHOFF Ltd|529614|709.5|Searches O/S Dilaps|NE4 7YQ
Department for Transport|MCA|05/04/2012|Leasehold Improvs - Asset Reg|Asset Management|PARSONS BRINCKERHOFF Ltd|529620|6298.25|Reactive Works - Estates|NE4 7YQ
Department for Transport|MCA|05/04/2012|Legal Fees Property - Non Asse|Asset Management|BLAKE LAPTHORN  TARLO LYONS|529624|1108.6|Lease Renewal Lowestoft Radio|SO53 3LG
Department for Transport|MCA|05/04/2012|Legal Fees Property - Non Asse|Asset Management|BLAKE LAPTHORN  TARLO LYONS|529626|3009.9|Lease Of Part Of South Woodham|SO53 3LG
Department for Transport|MCA|05/04/2012|Legal Fees Property - Non Asse|Asset Management|BLAKE LAPTHORN  TARLO LYONS|529632|643.8|Title Review Mundesley|SO53 3LG
Department for Transport|MCA|05/04/2012|Legal Fees Property - Non Asse|Asset Management|BLAKE LAPTHORN  TARLO LYONS|529639|529|Title Review Mrcc Brixham|SO53 3LG
Department for Transport|MCA|05/04/2012|Legal Fees Property - Non Asse|Asset Management|BLAKE LAPTHORN  TARLO LYONS|529640|865.8|Moc Interim Statute Invoice|SO53 3LG
Department for Transport|MCA|05/04/2012|Legal Fees Property - Non Asse|Asset Management|BLAKE LAPTHORN  TARLO LYONS|529641|1208|Title Review Highcliffe|SO53 3LG
Department for Transport|MCA|05/04/2012|Legal Fees Property - Non Asse|Asset Management|BLAKE LAPTHORN  TARLO LYONS|529642|3008|Title Review Daedalus|SO53 3LG
Department for Transport|MCA|05/04/2012|Other Personnel Costs|Human Resources|MILLER RAYNER LTD|529379|975|Bronze Silver Gold Long Servic|SO14 3EW
Department for Transport|MCA|05/04/2012|Planned Maintenance Under #5k|HM Coastguard|CARILLION PLANNED MAINTENANCE|529558|23692.68|Fmr Works-Solent Mrcc|G72 0FT
Department for Transport|MCA|05/04/2012|Planned Maintenance Under #5k|Future Programmes & Support|PARSONS BRINCKERHOFF Ltd|529629|18237.6|Management Fees April09-Mar 12|NE4 7YQ
Department for Transport|MCA|05/04/2012|Planned Maintenance Under #5k|Future Programmes & Support|PARSONS BRINCKERHOFF Ltd|529631|797.5|Reactive Works West|NE4 7YQ
Department for Transport|MCA|05/04/2012|Prop Consultants Lump Sum Fees|Future Programmes & Support|PARSONS BRINCKERHOFF Ltd|529579|12852|East 4th Qtr Management Fees|NE4 7YQ
Department for Transport|MCA|05/04/2012|Uk Hotel Accommodation|Human Resources||261532|600|Msar (F) 47 M1 P2 (11-23/03)|
Department for Transport|MCA|05/04/2012|Uk Hotel Accommodation|Technical Performance||261505|690.9|Attend Surveys - Glasgow Mo|
Department for Transport|MCA|10/04/2012|Aerial Spraying|Asset Management|RVL GROUP|529726|196000|Spray Fixed Apr 12|DE74 2SA
Department for Transport|MCA|10/04/2012|Aerial Surveillance Patrol|Asset Management|RVL GROUP|529726|6250|Verification Fixed Apr 12|DE74 2SA
Department for Transport|MCA|10/04/2012|Aerial Surveillance Patrol|Asset Management|RVL GROUP|529727|1415.15|Surveillance Fuel Mar 12|DE74 2SA
Department for Transport|MCA|10/04/2012|C Poll/Salvage Storage & Maint|HM Coastguard|BRAEMAR HOWELLS|529771|2377.84|Routine Maint Upto 31/03/12|SA73 3AQ
Department for Transport|MCA|10/04/2012|C Poll/Salvage Storage & Maint|HM Coastguard|BRAEMAR HOWELLS|529772|1488.1|Routine Maint Carried Out Marc|SA73 3AQ
Department for Transport|MCA|10/04/2012|Civil Hydrographic Work|Navigation Safety|NATURAL ENVIRONMENT RESEARCH COUNCIL|529812|7000|Medin Work - Marine Data|SN2 1EU
Department for Transport|MCA|10/04/2012|Comp H/Ware - Non-Asset Reg|Information & Comms Technology|COMPUTACENTRE (UK) LTD|529654|765.91|Jet Direct Cards - Plotters|AL10 9TW
Department for Transport|MCA|10/04/2012|Consumables|Information & Comms Technology|SUPPLIES TEAM|529653|6208.26|Consumables Dover/Belfast|S9 1XU
Department for Transport|MCA|10/04/2012|Courier Costs, Non Royal Mail|Seafarer Services|CORPORATE EXPRESS COURIERS|529760|23838.65|Courier Service - Upto 21/03/1|SO50 9PX
Department for Transport|MCA|10/04/2012|Courier Costs, Non Royal Mail|Ship Standards|CORPORATE EXPRESS COURIERS|529761|585.45|Courier Service Upto 29/03/12|SO50 9PX
Department for Transport|MCA|10/04/2012|Detached Duty At London Cg|Human Resources||529773|520||
Department for Transport|MCA|10/04/2012|Dispersant Storage & Maint|HM Coastguard|GOODALL TRANSPORT LTD|529770|1025|26/02-31/03/12 - 205 Container|HX6 1AN
Department for Transport|MCA|10/04/2012|Disposal Of Royal Fish|HM Coastguard|NORTH DEVON COUNCIL|529810|10260|Removal Of Whale Fm Lynmouth|EX31 1EA
Department for Transport|MCA|10/04/2012|Doctors Fees Re: Med Appeals|Seafarer Services|MR JONATHAN D MUMFORD|529776|1215|Professional Services Gateshea|NE43 7WQ
Department for Transport|MCA|10/04/2012|Fuel/Oil Cg Vehicles|Asset Management|ALLSTAR BUSINESS SOLUTIONS LTD|529734|1016.71|Own Fleet Fuel Mar 12|SN5 6PS
Department for Transport|MCA|10/04/2012|Helicopters - Lee On Solent|Asset Management|CHC SCOTIA LTD|529730|57215.63|Los Flying Mar 12|AB21 0GL
Department for Transport|MCA|10/04/2012|Helicopters - Lee On Solent|Asset Management|CHC SCOTIA LTD|529730|25194.69|Los Fuel Mar 12|AB21 0GL
Department for Transport|MCA|10/04/2012|Helicopters - Portland|Asset Management|CHC SCOTIA LTD|529731|40383.64|Portland Flying Mar 12|AB21 0GL
Department for Transport|MCA|10/04/2012|Helicopters - Portland|Asset Management|CHC SCOTIA LTD|529731|18231.23|Portland Fuel Mar 12|AB21 0GL
Department for Transport|MCA|10/04/2012|Helicopters - Shetland|Asset Management|CHC SCOTIA LTD|529728|82944.98|Shetland Flying Mar 12|AB21 0GL
Department for Transport|MCA|10/04/2012|Helicopters - Shetland|Asset Management|CHC SCOTIA LTD|529728|86758.78|Shetland Fuel Mar 12|AB21 0GL
Department for Transport|MCA|10/04/2012|Helicopters - Stornoway|Asset Management|CHC SCOTIA LTD|529729|68938.24|Stornoway Flying Mar 12|AB21 0GL
Department for Transport|MCA|10/04/2012|Helicopters - Stornoway|Asset Management|CHC SCOTIA LTD|529729|72420.02|Stornoway Fuel Mar 12|AB21 0GL
Department for Transport|MCA|10/04/2012|Machinery Maintenance|Seafarer Services|G4S TECHNOLOGY LTD|529788|1253.28|Srv Chg  Secur. 01/06-31/05/13|GL20 8UQ
Department for Transport|MCA|10/04/2012|Maps And Charts|Future Coastguard|TODD CHART AGENCY LTD|529800|2097.6|Various Charts And Maps|BT20 5BD
Department for Transport|MCA|10/04/2012|Masts & Towers - Non Ass Reg|Information & Comms Technology|HASKONING (UK) LTD|529792|2780.4|Management Of Rh/Mca Contract|PE3 8DW
Department for Transport|MCA|10/04/2012|Masts & Towers - Non Ass Reg|Information & Comms Technology|HASKONING (UK) LTD|529793|1266|Mrcc Forth Contract Admin|PE3 8DW
Department for Transport|MCA|10/04/2012|Masts & Towers - Non Ass Reg|Information & Comms Technology|HASKONING (UK) LTD|529794|1098.7|Rh Attendance Of Meetings|PE3 8DW
Department for Transport|MCA|10/04/2012|Masts & Towers Maint Non Asset|Information & Comms Technology|HASKONING (UK) LTD|529791|2964|Mumbles Re Grease Of Cable Sta|PE3 8DW
Department for Transport|MCA|10/04/2012|Other Personnel Costs|Human Resources|LOGICACMG UK Ltd|529769|7229.17|Logicacmg Uk Ltd|TW18 4LG
Department for Transport|MCA|10/04/2012|Other Personnel Costs|Human Resources|LOGICACMG UK Ltd|529783|7287.73|Epay Fact March 2012|TW18 4LG
Department for Transport|MCA|10/04/2012|Protective Clothing|Asset Management|SUNDRIDGE HOLDINGS LTD|529737|7288.98|Protective Clothing|ME3 9LW
Department for Transport|MCA|10/04/2012|Recruitment Advertising|Human Resources|DEPARTMENT FOR TRANSPORT|529763|830.19|Reimbursement Of Costs|SA7 0EA
Department for Transport|MCA|10/04/2012|Recruitment Advertising|Human Resources|DEPARTMENT FOR TRANSPORT|529764|2020.75|Reimbursement Of Costs|SA7 0EA
Department for Transport|MCA|10/04/2012|Recruitment Advertising|Human Resources|DEPARTMENT FOR TRANSPORT|529765|1249.65|Reimbursement Of Costs|SA7 0EA
Department for Transport|MCA|10/04/2012|Royal Mail|Future Programmes & Support|FREEPOST 15921|529817|900|Weekly Collection|PE4 5PE
Department for Transport|MCA|10/04/2012|Royal Mail|HM Coastguard|TMS CREDIFON|529814|1000|Postage|RM1 2AR
Department for Transport|MCA|10/04/2012|Software Maintenance|Information & Comms Technology|IHS GLOBAL Ltd|529475|8541.6|Ihs Fairplay 1/4/12-31/03/13|RH1 1UP
Department for Transport|MCA|10/04/2012|Stationery|Seafarer Services|OFFICE DEPOT UK LTD|529790|539.76|Gbc A6 250mic Lam Pouches|SP10 4BA
Department for Transport|MCA|10/04/2012|Technical Advice|Future Coastguard|BEAMANS LTD|529762|14742|9 Jegs Evaluations|WD18 1RH
Department for Transport|MCA|10/04/2012|Telecoms Pws|Information & Comms Technology|ORANGE PERSONAL COMMUNICATIONS SERVICES LTD|529801|4393.67|Orange Blackberrys March 2012|S98 1DX
Department for Transport|MCA|11/04/2012|Agency Staff|Shared Services|BADENOCH & CLARK|529738|942.61|W/E 30/03/12|W1T 5AE
Department for Transport|MCA|11/04/2012|Fuel/Oil Cg Vehicles|Asset Management|ALLSTAR BUSINESS SOLUTIONS LTD|529875|596.09|Own Fleet Fuel Mar 12|SN5 6PS
Department for Transport|MCA|11/04/2012|Fuel/Oil Cg Vehicles|Asset Management|ALLSTAR BUSINESS SOLUTIONS LTD|529881|597.69|Own Fleet Fuel Dec 11|SN5 6PS
Department for Transport|MCA|11/04/2012|Fuel/Oil Cg Vehicles|Asset Management|ALLSTAR BUSINESS SOLUTIONS LTD|529884|889.21|Own Fleet Fuel Mar 12|SN5 6PS
Department for Transport|MCA|11/04/2012|Other Prosecution Costs|Office Of Chief Executive|AVENCA Ltd|529744|2520||SP5 3PJ
Department for Transport|MCA|11/04/2012|Other Prosecution Costs|Office Of Chief Executive|SVETLANA MACKENZIE|529746|720||G11 7PJ
Department for Transport|MCA|11/04/2012|Planned Maintenance Under #5k|HM Coastguard|DAVID PRAGNELL|529777|880|Labour|PO39 0BD
Department for Transport|MCA|11/04/2012|Planned Maintenance Under #5k|HM Coastguard|DAVID PRAGNELL|529777|1350|Materials|PO39 0BD
Department for Transport|MCA|11/04/2012|Protective Clothing|Asset Management|GREENHAM TRADING|529879|5527.52|Protective Clothing|TW3 4EX
Department for Transport|MCA|11/04/2012|Purchase Coast Rescue Equip|Asset Management|GREENHAM TRADING|529879|663.48|Various Ppe|TW3 4EX
Department for Transport|MCA|11/04/2012|Rates/Cilor (In Lieu Of Rates|Business Delivery (Survey & Inspection)|BROMLEY BOROUGH COUNCIL|529181|1068.75|Orpington 01/04/12-31/03/13|BR1 3UH
Department for Transport|MCA|11/04/2012|Rates/Cilor (In Lieu Of Rates|Business Delivery (Survey & Inspection)|BROMLEY BOROUGH COUNCIL|529187|7425|Orpington 01/04/12-31/03/13|BR1 3UH
Department for Transport|MCA|11/04/2012|Rates/Cilor (In Lieu Of Rates|HM Coastguard|DC THANET|529223|651.07|Margate Rs 01/04/12-31/03/13|CT9 1XZ
Department for Transport|MCA|11/04/2012|Rates/Cilor (In Lieu Of Rates|HM Coastguard|DOVER DISTRICT COUNCIL|529340|22213|Dover Mrcc 01/04/12-31/03/13|CT16 3PJ
Department for Transport|MCA|11/04/2012|Rates/Cilor (In Lieu Of Rates|HM Coastguard|GOSPORT BOROUGH COUNCIL|529352|14198|Solent 01/04/12-31/03/13|PO12 1ED
Department for Transport|MCA|11/04/2012|Rates/Cilor (In Lieu Of Rates|HM Coastguard|HASTINGS BOROUGH COUNCIL|529338|3690|Fairlight Rs 01/04/12-31/03/13|TN34 1PY
Department for Transport|MCA|11/04/2012|Rates/Cilor (In Lieu Of Rates|HM Coastguard|ISLE OF WIGHT COUNCIL|529353|765|Needles Rs 01/04/12-31/03/13|PO36 9EA
Department for Transport|MCA|11/04/2012|Rates/Cilor (In Lieu Of Rates|HM Coastguard|SUFFOLK COASTAL DISTRICT COUNCIL|529214|6187.5|Bawdsey Rs 01/04/12-31/03/13|IP12 1AU
Department for Transport|MCA|11/04/2012|Rates/Cilor (In Lieu Of Rates|HM Coastguard|TENDRING DISTRICT COUNCIL|529171|17747.5|Thms Mrcc 01/04/12-31/03/13|CO15 1TN
Department for Transport|MCA|11/04/2012|Rates/Cilor (In Lieu Of Rates|HM Coastguard|TENDRING DISTRICT COUNCIL|529179|4005|Thms Rs 01/04/12-31/03/13|CO15 1TN
Department for Transport|MCA|11/04/2012|Rates/Cilor (In Lieu Of Rates|HM Coastguard|WAVENEY DISTRICT COUNCIL|529169|1953.2|Low Rs 01/04/12-31/03/13|NR32 1YS
Department for Transport|MCA|11/04/2012|Rates/Cilor (In Lieu Of Rates|HM Coastguard|WEYMOUTH & PORTLAND B C|529367|1147.5|Grve Point Rs 01/04/12-31/03/1|DT4 8TA
Department for Transport|MCA|11/04/2012|Rates/Cilor (In Lieu Of Rates|HM Coastguard|WEYMOUTH & PORTLAND B C|529368|765|Bincleaves Rs 01/04/12-31/03/1|DT4 8TA
Department for Transport|MCA|11/04/2012|Rates/Cilor (In Lieu Of Rates|HM Coastguard|WEYMOUTH & PORTLAND B C|529369|9389|Portland 01/04/12-31/03/13|DT4 8TA
Department for Transport|MCA|11/04/2012|Uk Hotel Accommodation|Business Improvement & Assurance||261670|580|Imo Flag State Implementation|
Department for Transport|MCA|11/04/2012|Uniforms - Regular|Asset Management|MILLER RAYNER LTD|529889|3903.72|Uniform|SO14 3EW
Department for Transport|MCA|13/04/2012|Agency Staff|Shared Services|SHERIDAN MAINE LTD|529747|1110.36|W/E 30/03/12|SO18 2RZ
Department for Transport|MCA|13/04/2012|Civil Hydrographic Work|Navigation Safety|EVENT TSL|529878|1440|Equipment Hire|SO50 9FD
Department for Transport|MCA|13/04/2012|Comp H/Ware - Non-Asset Reg|Information & Comms Technology|COMPUTACENTRE (UK) LTD|529930|1531.82|4 X Fast Ethernet Cards - Plot|AL10 9TW
Department for Transport|MCA|13/04/2012|Comp S/Ware - Non-Asset Reg|Information & Comms Technology|ORACLE CORPORATION UK LTD|530103|2476.31|Additional Oracle Licences|EC2M 4AA
Department for Transport|MCA|13/04/2012|Contract Cleaning|Future Programmes & Support|ANN'S CLEANING SERVICES|530207|974.8|Cleaning Duties March 2012|HS2 0DZ
Department for Transport|MCA|13/04/2012|Contract Cleaning|HM Coastguard|REGENT OFFICE CARE Ltd|530097|1083.76|April Cleaning|CV6 4QH
Department for Transport|MCA|13/04/2012|Courier Costs, Non Royal Mail|Asset Management|CORPORATE EXPRESS COURIERS|529853|1832.71|Courier Charges S/P To 30/03/1|SO50 9PX
Department for Transport|MCA|13/04/2012|Disposal Of Royal Fish|HM Coastguard|REDCAR AND CLEVELAND BOROUGH COUNCIL|530096|10800|Remove Stranded Whale Redcar|TS10 1RT
Department for Transport|MCA|13/04/2012|Doctors Fees Re: Med Appeals|Seafarer Services|DR DENIS TODD|529828|6380|Ml5 Assessments Jan-Mar 12|BT18 0AS
Department for Transport|MCA|13/04/2012|Electricity|Asset Management|EDF ENERGY|529877|12925.31|'Lecky Charges S/P March 2012|EX1 3UT
Department for Transport|MCA|13/04/2012|Electricity|HM Coastguard|EDF ENERGY1 LIMITED|529897|1865.89|Liverpool 1-31/03/12|PL3 5XQ
Department for Transport|MCA|13/04/2012|Electricity|Business Delivery (Survey & Inspection)|PORT OF TYNE AUTHORITY|529859|630.89|Charges 31/12/11 - 31/03/12|NE34 9PT
Department for Transport|MCA|13/04/2012|Grounds Maintenance|Human Resources|HAMBROOKS GARDEN MAINTENANCE SERVICE LTD|529832|1437.3|Ground Maint March 2012|SO32 2DA
Department for Transport|MCA|13/04/2012|M&E Contracts|Human Resources|PARSONS BRINCKERHOFF Ltd|529835|720|Est Mngt Training Centre|NE4 7YQ
Department for Transport|MCA|13/04/2012|Maint Of Coastguard Telecomms|Information & Comms Technology|ARQIVA|530104|18921.9|Arqiva|SO21 2QA
Department for Transport|MCA|13/04/2012|Maint Of Coastguard Telecomms|Information & Comms Technology|ARQIVA|529934|78820.73|Variable Arqiva Costs March 20|SO21 2QA
Department for Transport|MCA|13/04/2012|Oil|Future Programmes & Support|REARO SUPPLIES LTD|530210|1950.13|Oil - March 2013|ZE1 0QW
Department for Transport|MCA|13/04/2012|Oil|Future Programmes & Support|SCOTTISH FUELS|530212|1164.24|Gasoil - March 2012|FK5 4RB
Department for Transport|MCA|13/04/2012|Oil|Future Programmes & Support|SCOTTISH FUELS|530213|1170.32|Gasoil - March 2012|FK5 4RB
Department for Transport|MCA|13/04/2012|Planned Maintenance Under #5k|Future Programmes & Support|CARILLION PLANNED MAINTENANCE|529919|1350.32|Nec3 Model Contract J 14967097|G72 0FT
Department for Transport|MCA|13/04/2012|Planned Maintenance Under #5k|Future Programmes & Support|CARILLION PLANNED MAINTENANCE|529920|3088.15|Nec3 Model Contract J 14966873|G72 0FT
Department for Transport|MCA|13/04/2012|Planned Maintenance Under #5k|Future Programmes & Support|CARILLION PLANNED MAINTENANCE|529921|2197.69|Nec3 Model Contract J 14967079|G72 0FT
Department for Transport|MCA|13/04/2012|Planned Maintenance Under #5k|Future Programmes & Support|CARILLION PLANNED MAINTENANCE|529922|1338.22|Nec3 Model Contract J 14908352|G72 0FT
Department for Transport|MCA|13/04/2012|Planned Maintenance Under #5k|Future Programmes & Support|CARILLION PLANNED MAINTENANCE|529923|4747.25|Nec3 Model Contract J 14937852|G72 0FT
Department for Transport|MCA|13/04/2012|Planned Maintenance Under #5k|Future Programmes & Support|CARILLION PLANNED MAINTENANCE|529924|16643.4|Nec3 Model Contract J 14967163|G72 0FT
Department for Transport|MCA|13/04/2012|Planned Maintenance Under #5k|Future Programmes & Support|CARILLION PLANNED MAINTENANCE|529926|8931.5|Nec3 Model Contract J14966887|G72 0FT
Department for Transport|MCA|13/04/2012|Planned Maintenance Under #5k|Future Programmes & Support|CARILLION PLANNED MAINTENANCE|529927|844.63|Nec3 Model Contract J 14984973|G72 0FT
Department for Transport|MCA|13/04/2012|Planned Maintenance Under #5k|Future Programmes & Support|CARILLION PLANNED MAINTENANCE|529928|1759.51|Nec3 Model Contract J 14967127|G72 0FT
Department for Transport|MCA|13/04/2012|Planned Maintenance Under #5k|HM Coastguard|CARILLION PLANNED MAINTENANCE|530065|27955.24|Fmr Works-Dover|G72 0FT
Department for Transport|MCA|13/04/2012|Planned Maintenance Under #5k|HM Coastguard|CARILLION PLANNED MAINTENANCE|530067|22367.22|Fmr Works-Portland|G72 0FT
Department for Transport|MCA|13/04/2012|Planned Maintenance Under #5k|Asset Management|CARILLION PLANNED MAINTENANCE|529857|6538.54|Additional Invoice - Fy End|G72 0FT
Department for Transport|MCA|13/04/2012|Printing Services|Office Of Chief Executive|WILLIAM LEA LTD|529778|1107|Emergency Radio Proceedure Lab|NR3 1PD
Department for Transport|MCA|13/04/2012|Printing Services|Office Of Chief Executive|WILLIAM LEA LTD|529779|1462.5|Radio Medical Advice Instrutio|NR3 1PD
Department for Transport|MCA|13/04/2012|Printing Services|Office Of Chief Executive|WILLIAM LEA LTD|529784|9997.88|Childrens Sea Safety Activity Books (200,000)|NR3 1PD
Department for Transport|MCA|13/04/2012|Prop Consultants Lump Sum Fees|HM Coastguard|PARSONS BRINCKERHOFF Ltd|530101|4500|Fees Fpr Fmr Fabric Wrks 10/11|NE4 7YQ
Department for Transport|MCA|13/04/2012|Prop Consultants Lump Sum Fees|Asset Management|PARSONS BRINCKERHOFF Ltd|529845|750|Manag. Fees Apr09-Mar2012 Inv#|NE4 7YQ
Department for Transport|MCA|13/04/2012|Rates/Cilor (In Lieu Of Rates|Future Programmes & Support|ABERDEENSHIRE COUNCIL|530199|1125|Non Dom Rates Apr-Mar 2013|AB39 2DQ
Department for Transport|MCA|13/04/2012|Rates/Cilor (In Lieu Of Rates|Future Programmes & Support|ABERDEENSHIRE COUNCIL|530201|7650|Non Dom Rates Apr-Mar 2013|AB39 2DQ
Department for Transport|MCA|13/04/2012|Rates/Cilor (In Lieu Of Rates|Future Programmes & Support|ABERDEENSHIRE COUNCIL|530202|5287.5|Non Dom Rates Apr-Mar 2013|AB39 2DQ
Department for Transport|MCA|13/04/2012|Rates/Cilor (In Lieu Of Rates|Future Programmes & Support|ABERDEENSHIRE COUNCIL|530205|1260|Non Dom Rates Apr-Mar 2013|AB39 2DQ
Department for Transport|MCA|13/04/2012|Rates/Cilor (In Lieu Of Rates|Future Programmes & Support|ABERDEENSHIRE COUNCIL|530206|922.5|Non Dom Rates Apr-Mar 2013|AB39 2DQ
Department for Transport|MCA|13/04/2012|Rates/Cilor (In Lieu Of Rates|Business Delivery (Survey & Inspection)|CARDIFF COUNTY COUNCIL|530109|78648|01/04/12 - 31/03/13|CF10 3WD
Department for Transport|MCA|13/04/2012|Rates/Cilor (In Lieu Of Rates|Future Programmes & Support|COMHAIRLE NAN EILEAN SIAR|530166|22213|Non Dom Rates Apr-Mar 2013|HS1 2BW
Department for Transport|MCA|13/04/2012|Rates/Cilor (In Lieu Of Rates|Future Programmes & Support|COMHAIRLE NAN EILEAN SIAR|530172|4185|Non Dom Rates Apr-Mar 2013|HS1 2BW
Department for Transport|MCA|13/04/2012|Rates/Cilor (In Lieu Of Rates|Future Programmes & Support|COMHAIRLE NAN EILEAN SIAR|530173|4185|Non Dom Rates Apr-Mar 2013|HS1 2BW
Department for Transport|MCA|13/04/2012|Rates/Cilor (In Lieu Of Rates|Future Programmes & Support|COMHAIRLE NAN EILEAN SIAR|530175|4162.5|Non Dom Rates Apr-Mar 2013|HS1 2BW
Department for Transport|MCA|13/04/2012|Rates/Cilor (In Lieu Of Rates|Future Programmes & Support|COMHAIRLE NAN EILEAN SIAR|530176|2655|Non Dom Rates Apr-Mar 2013|HS1 2BW
Department for Transport|MCA|13/04/2012|Rates/Cilor (In Lieu Of Rates|Future Programmes & Support|COMHAIRLE NAN EILEAN SIAR|530179|810|Non Dom Rates Apr-Mar 2013|HS1 2BW
Department for Transport|MCA|13/04/2012|Rates/Cilor (In Lieu Of Rates|HM Coastguard|CORNWALL COUNCIL|530139|23757.62|01/04/12 - 01/04/13|TR14 8ZQ
Department for Transport|MCA|13/04/2012|Rates/Cilor (In Lieu Of Rates|Future Programmes & Support|EAST LOTHIAN COUNCIL|530181|1417.5|Non Dom Rates Apr-Mar 2013|EH41 3YA
Department for Transport|MCA|13/04/2012|Rates/Cilor (In Lieu Of Rates|Business Delivery (Survey & Inspection)|ORKNEY ISLANDS COUNCIL|530161|967.5|Non Dom Rates Apr-Mar 13|KW15 1NY
Department for Transport|MCA|13/04/2012|Rates/Cilor (In Lieu Of Rates|Future Programmes & Support|ORKNEY ISLANDS COUNCIL|530157|866.25|Non Dom Rates Apr-Mar 13|KW15 1NY
Department for Transport|MCA|13/04/2012|Rates/Cilor (In Lieu Of Rates|Future Programmes & Support|ORKNEY ISLANDS COUNCIL|530159|11700|Non Dom Rates Apr-Mar 13|KW15 1NY
Department for Transport|MCA|13/04/2012|Rates/Cilor (In Lieu Of Rates|Business Delivery (Survey & Inspection)|PLYMOUTH CITY COUNCIL|530142|10190.5|01/04/12 - 31/03/13|PL1 2AA
Department for Transport|MCA|13/04/2012|Rates/Cilor (In Lieu Of Rates|HM Coastguard|SEFTON COUNCIL|530125|10877.5|Non Dom Rates Apr - Mar 13|L20 3SX
